Rainfall,WindGustSpeed,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
2.4,33.0,41.0,7.0,1.0,1,21.4,23.3,12.4,1020.3,1018.1
0.0,43.0,20.0,7.0,7.0,0,29.2,31.8,12.7,1015.1,1010.9
0.0,54.0,30.0,7.0,7.0,0,27.4,27.6,9.2,1010.0,1009.0
0.0,35.0,50.0,7.0,7.0,0,21.5,22.4,9.1,1014.4,1012.4
0.0,72.0,12.0,7.0,7.0,0,34.1,36.5,12.4,1004.9,999.3
0.0,52.0,43.0,7.0,7.0,0,19.4,20.9,13.2,1016.8,1017.5
0.0,37.0,29.0,7.0,7.0,0,21.9,22.6,13.7,1016.4,1015.0
0.0,31.0,33.0,7.0,7.0,0,23.4,25.4,13.5,1016.2,1015.3
0.0,80.0,51.18070953436807,7.0,7.0,0,19.264488741232928,26.3,0.0,1010.1,1003.7
4.8,39.0,43.0,6.0,7.0,1,22.6,23.6,8.9,1008.7,1007.6
0.0,56.0,54.0,5.0,1.0,0,20.3,22.3,10.5,1003.8,1002.6
1.8700616016427105,50.0,51.0,7.0,7.0,0,19.1,20.7,3.8,1006.5,1006.9
1.8700616016427105,78.0,23.0,7.0,7.0,0,25.4,26.7,12.0,1006.8,1001.6
1.4,57.0,49.0,6.0,7.0,1,18.2,20.2,5.3,1015.1,1018.1
0.0,54.0,42.0,7.0,7.0,0,19.6,20.8,7.0,1024.0,1022.9
0.0,48.0,36.0,4.0,7.0,0,24.4,27.5,12.5,1022.7,1018.9
0.0,48.0,28.0,3.0,7.0,0,30.8,33.3,11.3,1020.6,1016.2
0.0,61.0,25.0,4.0,7.0,0,33.2,34.7,10.8,1018.2,1015.0
0.0,35.0,54.0,7.0,7.0,0,21.7,22.7,6.7,1019.6,1018.9
0.0,35.0,51.0,7.0,7.0,0,22.5,22.8,8.5,1022.1,1020.5
0.0,31.0,50.0,7.0,7.0,0,27.5,31.1,11.6,1018.3,1014.1
0.0,72.0,15.0,0.0,7.0,0,41.1,42.8,12.4,1013.0,1010.3
0.0,70.0,21.0,6.0,7.0,0,37.8,41.7,8.6,1014.1,1013.0
0.0,39.0,16.0,1.0,7.0,0,43.2,43.9,9.1,1014.7,1010.9
1.2,61.0,11.0,1.0,7.0,1,42.3,43.9,10.2,1009.0,1004.8
1.8700616016427105,41.0,64.0,7.0,7.0,0,21.6,24.0,3.4,1012.1,1013.5
1.8700616016427105,46.0,55.0,7.0,7.0,0,21.7,22.8,8.9,1014.7,1012.5
0.4,46.0,59.0,7.0,7.0,0,24.0,24.8,4.7,1011.5,1010.2
0.0,48.0,43.0,7.0,3.0,0,22.2,23.7,6.3,1013.0,1013.7
0.0,41.0,37.0,5.0,0.0,0,23.3,24.3,11.5,1021.0,1020.4
0.0,46.0,47.0,0.0,1.0,0,25.3,30.4,12.5,1020.3,1014.4
1.2,43.0,64.0,8.0,5.0,1,21.6,23.0,4.1,1009.4,1009.4
1.8700616016427105,50.0,42.0,7.0,7.0,0,19.4,21.0,9.2,1019.0,1020.3
1.8700616016427105,30.0,40.0,7.0,7.0,0,24.9,27.2,13.5,1023.3,1019.9
1.8700616016427105,69.0,20.0,7.0,7.0,0,33.5,35.3,13.4,1018.6,1015.5
1.8700616016427105,70.0,15.0,1.0,1.0,0,38.8,42.0,12.9,1013.3,1008.2
4.6,46.0,45.0,8.0,2.0,1,23.7,25.1,7.7,1018.3,1017.5
0.0,31.0,49.0,7.0,1.0,0,26.5,30.0,10.5,1016.1,1013.0
0.0,35.0,55.0,7.0,0.0,0,26.8,27.0,10.8,1013.8,1012.8
0.0,28.0,52.0,7.0,7.0,0,28.3,30.2,10.8,1011.5,1009.0
0.0,31.0,36.0,7.0,7.0,0,34.5,39.0,12.4,1010.9,1007.3
0.0,57.0,68.0,7.0,7.0,0,23.2,34.0,1.6,1006.6,1012.1
0.6,59.0,32.0,5.0,1.0,0,24.8,26.2,12.0,1022.3,1019.7
0.0,39.0,33.0,0.0,0.0,0,28.2,31.1,12.8,1021.4,1017.1
0.0,67.0,21.0,6.0,3.0,0,33.4,35.6,11.9,1015.7,1011.1
0.0,65.0,51.0,5.0,7.0,0,27.6,36.6,10.5,1010.6,1009.7
0.0,44.0,30.0,7.0,7.0,0,36.1,41.0,12.5,1012.6,1008.0
0.0,81.0,43.0,7.0,7.0,0,26.8,40.4,11.8,1006.7,1012.2
0.0,41.0,43.0,2.0,1.0,0,24.7,24.9,12.7,1020.4,1018.1
0.0,31.0,43.0,1.0,6.0,0,26.2,27.0,8.5,1015.7,1013.8
0.0,33.0,60.0,7.0,7.0,0,25.2,27.2,5.3,1014.1,1014.3
0.0,24.0,57.0,8.0,8.0,0,26.3,26.9,0.0,1012.7,1010.7
0.0,26.0,56.0,7.0,7.0,0,25.7,27.0,0.0,1006.3,1003.4
1.8700616016427105,37.0,53.0,7.0,7.0,0,28.0,28.9,1.8,998.0,994.6
1.8700616016427105,50.0,51.0,7.0,7.0,0,22.3,24.1,6.4,1007.4,1009.5
14.8,37.0,44.0,7.0,7.0,1,23.4,25.9,12.2,1014.0,1011.6
0.0,41.0,42.0,0.0,4.0,0,27.7,30.4,12.1,1009.9,1004.1
0.0,67.0,42.0,5.0,7.0,0,23.7,25.4,9.3,999.0,996.9
9.4,63.0,38.0,2.0,7.0,1,20.3,20.8,11.4,1009.1,1011.1
0.0,52.0,48.0,7.0,6.0,0,19.7,20.8,4.9,1020.5,1021.8
1.8700616016427105,41.0,56.0,7.0,7.0,0,19.6,20.2,1.6,1024.0,1024.2
1.8700616016427105,31.0,49.0,7.0,7.0,0,22.8,23.8,12.1,1023.8,1020.5
0.6,37.0,50.0,7.0,3.0,0,24.2,25.2,11.3,1021.1,1017.1
0.0,57.0,28.0,5.0,7.0,0,30.9,33.0,8.0,1009.6,1005.4
0.0,46.0,42.0,7.0,5.0,0,21.0,22.6,5.9,1012.5,1013.3
0.2,48.0,40.0,7.0,3.0,0,21.2,22.3,7.1,1021.2,1021.8
0.0,41.0,46.0,2.0,1.0,0,22.3,23.5,11.8,1023.5,1021.4
0.0,37.0,62.0,7.0,7.0,0,22.5,24.2,3.6,1022.7,1021.5
0.0,37.0,53.0,7.0,7.0,0,22.3,23.4,7.2,1023.4,1022.4
0.0,35.0,55.0,7.0,1.0,0,23.0,25.3,10.7,1025.2,1022.0
0.0,52.0,28.0,1.0,3.0,0,31.7,33.7,10.9,1022.0,1017.9
0.0,46.0,69.0,7.0,7.0,0,19.3,23.0,0.6,1015.8,1018.6
0.0,35.0,47.0,3.0,1.0,0,19.4,21.4,11.7,1020.6,1019.4
0.0,46.0,64.0,8.0,7.0,0,21.4,23.1,2.2,1022.0,1021.0
0.0,31.0,56.0,7.0,7.0,0,26.7,28.4,10.0,1021.9,1018.8
0.0,54.0,22.0,7.0,7.0,0,31.0,33.1,11.7,1019.4,1015.7
0.0,72.0,32.0,7.0,7.0,0,29.4,32.7,5.9,1017.8,1018.3
0.0,46.0,35.0,7.0,7.0,0,29.3,31.2,0.4,1019.3,1015.7
2.2,43.0,43.0,7.0,7.0,1,21.1,22.2,9.0,1020.3,1020.3
0.0,33.0,48.0,7.0,7.0,0,21.7,22.9,11.5,1020.9,1017.8
0.0,35.0,49.0,6.0,2.0,0,25.9,27.3,8.8,1015.8,1010.0
1.8700616016427105,76.0,20.0,7.0,7.0,0,29.1,29.6,2.4,1005.2,998.4
1.8700616016427105,70.0,34.0,7.0,7.0,0,19.8,20.5,6.8,1005.8,1005.5
5.8,54.0,43.0,6.0,7.0,1,23.4,24.9,6.9,1012.1,1011.6
0.0,37.0,41.0,7.0,6.0,0,23.8,25.1,4.9,1019.1,1019.2
0.0,33.0,52.0,1.0,1.0,0,20.8,22.7,11.0,1027.6,1025.8
0.0,52.0,18.0,0.0,3.0,0,29.3,30.9,10.4,1024.4,1019.5
0.0,57.0,65.0,7.0,7.0,0,21.4,23.6,4.4,1015.1,1014.1
1.8700616016427105,41.0,55.0,7.0,7.0,0,18.1,19.6,1.1,1021.1,1020.4
1.8700616016427105,37.0,49.0,7.0,7.0,0,18.7,19.3,0.2,1018.9,1019.2
4.4,37.0,64.0,7.0,7.0,1,18.4,19.0,0.0,1020.7,1019.9
0.8,31.0,46.0,7.0,3.0,0,24.4,24.6,8.8,1024.1,1021.7
0.0,35.0,50.0,3.0,7.0,0,26.3,27.0,7.1,1025.1,1021.7
4.4,39.0,54.0,8.0,7.0,1,25.3,25.4,3.0,1017.4,1013.6
7.8,28.0,62.0,8.0,5.0,1,21.5,22.1,4.3,1017.1,1016.1
1.8700616016427105,31.0,56.0,7.0,7.0,0,23.6,24.4,8.3,1018.1,1016.2
1.8700616016427105,26.0,58.0,7.0,7.0,0,25.1,26.5,6.3,1020.1,1018.5
0.8,52.0,33.0,5.0,7.0,0,29.5,30.9,10.4,1019.4,1015.8
0.0,63.0,24.0,3.0,3.0,0,32.8,33.4,10.1,1016.1,1012.2
0.0,72.0,88.0,7.0,7.0,0,19.2,24.9,0.2,1013.2,1014.0
0.6,37.0,72.0,8.0,7.0,0,17.5,18.3,0.0,1019.9,1020.3
0.0,41.0,59.0,7.0,7.0,0,19.3,20.7,0.7,1021.9,1019.5
0.0,35.0,49.0,7.0,7.0,0,23.1,24.5,6.1,1021.6,1019.5
0.0,33.0,46.0,7.0,7.0,0,24.3,25.4,8.8,1024.5,1021.5
1.8700616016427105,50.0,42.0,7.0,7.0,0,24.5,24.9,3.1,1023.7,1020.0
1.8700616016427105,59.0,86.0,8.0,8.0,0,17.6,22.0,0.0,1020.1,1019.1
14.8,31.0,93.0,8.0,8.0,1,17.7,18.0,0.0,1019.7,1016.9
18.6,28.0,89.0,8.0,8.0,1,18.8,19.3,0.0,1013.4,1009.1
12.8,50.0,85.0,8.0,8.0,1,17.6,19.2,0.0,1011.3,1012.5
1.8700616016427105,37.0,55.0,7.0,7.0,0,22.4,23.0,7.0,1018.7,1017.1
1.8700616016427105,35.0,55.0,7.0,7.0,0,20.9,22.5,7.0,1020.9,1019.6
1.0,56.0,41.0,2.0,5.0,0,20.2,21.1,10.4,1023.8,1021.5
0.0,35.0,57.0,2.0,3.0,0,20.5,21.9,10.0,1024.0,1021.4
0.0,30.0,58.0,7.0,7.0,0,21.0,22.3,6.4,1021.2,1018.0
0.0,28.0,36.0,0.0,6.0,0,24.1,25.1,10.1,1021.1,1018.0
1.8700616016427105,48.0,45.0,7.0,7.0,0,18.8,19.0,2.6,1014.8,1016.8
1.8700616016427105,33.0,52.0,7.0,7.0,0,16.6,18.1,1.3,1020.5,1018.5
1.8700616016427105,52.0,39.0,7.0,7.0,0,18.0,19.1,3.0,1018.2,1016.2
1.8700616016427105,74.0,43.0,7.0,7.0,0,18.0,18.5,3.4,1019.4,1015.8
8.4,72.0,75.0,8.0,7.0,1,16.6,16.8,0.9,1015.5,1014.3
6.6,26.0,54.0,3.0,7.0,1,18.2,19.4,8.4,1017.1,1013.3
0.6,48.0,35.0,7.0,2.0,0,18.0,18.8,7.1,1015.1,1017.4
0.0,50.0,36.0,7.0,7.0,0,20.4,20.9,9.5,1020.5,1013.5
0.0,54.0,53.0,7.0,7.0,0,16.5,19.3,2.5,1011.8,1014.9
0.0,41.0,40.0,7.0,7.0,0,17.2,17.6,9.4,1025.7,1022.4
0.0,81.0,47.0,7.0,7.0,0,20.7,22.4,5.0,1020.7,1016.5
0.0,45.61025479710601,86.0,8.0,8.0,0,16.8,20.0,0.9,1009.8,1007.7
13.4,45.61025479710601,42.0,7.0,3.0,1,17.6,17.8,5.6,1017.7,1018.8
0.0,45.61025479710601,43.0,2.0,7.0,0,15.1,16.2,5.4,1018.6,1013.7
0.2,57.0,64.0,7.0,7.0,0,13.8,14.3,0.2,1004.7,999.8
1.8700616016427105,56.0,82.0,7.0,7.0,0,15.0,17.6,3.9,1000.1,999.7
1.8700616016427105,52.0,81.0,7.0,7.0,0,12.3,14.2,2.3,1009.5,1011.5
10.8,41.0,79.0,7.0,6.0,1,16.3,16.7,1.5,1017.2,1017.8
1.0,37.0,58.0,7.0,7.0,0,16.0,16.5,2.3,1025.5,1024.4
1.2,35.0,49.0,7.0,5.0,1,15.5,16.5,5.8,1027.7,1026.6
0.0,31.0,35.0,0.0,0.0,0,18.2,18.9,10.1,1028.0,1024.1
0.0,61.0,50.0,7.0,7.0,0,17.5,18.6,2.1,1022.2,1018.2
1.8700616016427105,54.0,88.0,7.0,7.0,0,15.9,16.6,2.0,1017.7,1016.5
1.8700616016427105,24.0,63.0,7.0,7.0,0,18.8,20.0,6.9,1024.4,1024.4
13.2,26.0,58.0,1.0,3.0,1,19.0,20.1,9.4,1031.4,1028.8
0.0,37.0,45.0,3.0,6.0,0,20.0,20.4,8.9,1028.7,1025.7
0.0,59.0,49.0,6.0,7.0,0,19.5,20.5,8.4,1026.0,1022.3
0.0,81.0,41.0,6.0,6.0,0,22.3,22.5,9.4,1021.9,1019.7
0.0,74.0,41.0,6.0,7.0,0,21.2,23.2,5.2,1025.0,1023.9
0.0,61.0,51.0,7.0,7.0,0,19.8,20.1,0.3,1025.0,1022.4
0.0,59.0,45.0,7.0,7.0,0,21.0,21.5,1.5,1023.5,1021.2
0.0,59.0,46.0,5.0,7.0,0,22.3,23.5,5.3,1020.7,1017.6
0.0,48.0,86.0,6.0,6.0,0,17.2,21.8,2.9,1019.7,1018.8
1.6,50.0,43.0,7.0,7.0,1,22.8,23.8,9.1,1022.6,1019.6
0.0,63.0,60.0,7.0,7.0,0,19.6,21.1,2.2,1017.7,1014.4
4.6,41.0,71.0,7.0,5.0,1,18.1,20.7,3.0,1013.9,1011.7
1.8700616016427105,30.0,63.0,7.0,7.0,0,16.6,18.1,4.5,1017.2,1014.9
1.8700616016427105,63.0,66.0,7.0,7.0,0,19.2,20.5,4.4,1015.7,1015.4
0.6,63.0,61.0,7.0,7.0,0,20.3,22.1,0.8,1018.8,1015.2
0.0,61.0,55.0,7.0,7.0,0,19.7,20.1,2.2,1005.7,1001.2
2.0,48.0,53.0,7.0,7.0,1,18.0,19.0,1.5,1010.7,1012.7
0.0,19.0,61.0,7.0,7.0,0,15.5,15.9,0.0,1024.7,1024.3
0.0,26.0,61.0,1.0,2.0,0,16.5,17.9,8.6,1027.1,1024.2
0.0,26.0,56.0,7.0,7.0,0,18.0,18.8,1.9,1023.2,1019.0
1.8700616016427105,30.0,93.0,7.0,7.0,0,14.9,15.1,0.0,1016.7,1016.7
7.8,22.0,67.0,7.0,7.0,1,16.0,17.4,1.0,1019.8,1017.6
3.2,31.0,83.0,8.0,7.0,1,16.1,16.6,0.2,1017.6,1017.5
3.0,37.0,60.0,7.0,7.0,1,17.6,18.6,5.2,1024.2,1023.0
5.2,26.0,68.0,7.0,6.0,1,14.8,17.1,3.2,1029.1,1028.6
0.8,17.0,61.0,7.0,7.0,0,15.3,16.6,2.0,1031.8,1029.7
1.8700616016427105,35.0,87.0,7.0,7.0,0,14.9,17.5,3.4,1030.8,1028.6
1.8700616016427105,33.0,59.0,7.0,7.0,0,14.2,15.9,4.9,1032.4,1032.5
1.8700616016427105,19.0,73.0,7.0,7.0,0,14.8,15.6,8.1,1034.7,1031.6
0.4,31.0,51.0,7.0,7.0,0,18.3,19.0,5.6,1031.4,1027.7
0.0,57.0,62.0,7.0,7.0,0,16.2,16.6,6.6,1025.0,1021.1
0.0,63.0,58.0,8.0,7.0,0,16.2,16.3,0.0,1018.1,1014.7
5.8,54.0,65.0,6.0,3.0,1,16.5,17.0,5.3,1013.1,1010.5
1.8700616016427105,39.0,78.0,7.0,7.0,0,14.8,15.8,0.9,1015.1,1014.7
1.8700616016427105,41.0,62.0,7.0,7.0,0,14.8,16.4,5.5,1019.0,1018.6
2.4,41.0,78.0,7.0,7.0,1,14.3,17.0,4.6,1018.9,1018.3
2.2,31.0,61.0,7.0,7.0,1,15.4,16.3,3.4,1028.6,1029.1
0.0,17.0,53.0,7.0,7.0,0,14.0,14.3,0.1,1031.8,1029.5
0.0,61.0,70.0,7.0,7.0,0,12.2,12.3,0.4,1025.0,1020.2
0.0,61.0,55.0,3.0,7.0,0,14.1,15.5,5.0,1014.2,1012.3
0.0,44.0,68.0,7.0,7.0,0,15.0,15.7,2.8,1017.6,1018.0
0.0,74.0,62.0,7.0,7.0,0,15.0,15.8,4.8,1022.4,1018.3
0.0,85.0,63.0,4.0,6.0,0,12.9,14.7,3.5,1001.7,997.3
4.6,96.0,57.0,8.0,6.0,1,13.9,14.5,4.6,994.5,1001.5
6.2,54.0,64.0,7.0,7.0,1,14.6,16.0,3.4,1011.8,1012.6
0.6,67.0,45.0,4.0,7.0,0,14.9,16.8,4.5,1015.9,1016.6
0.0,85.0,48.0,7.0,7.0,0,14.2,14.7,3.8,1012.3,1005.0
1.8700616016427105,67.0,58.0,7.0,7.0,0,12.5,13.0,2.8,996.5,992.8
1.8700616016427105,57.0,79.0,7.0,7.0,0,10.1,11.3,1.0,1001.8,1006.2
11.2,48.0,71.0,7.0,7.0,1,12.9,13.3,1.7,1017.8,1017.5
0.4,31.0,70.0,7.0,7.0,0,12.9,13.4,0.8,1027.2,1027.6
0.0,31.0,50.0,7.0,7.0,0,16.0,17.3,5.5,1029.8,1026.9
0.0,63.0,67.0,1.0,1.0,0,11.4,12.7,9.2,1025.1,1021.8
0.0,78.0,60.0,5.0,1.0,0,11.8,12.9,7.8,1015.6,1012.2
1.8700616016427105,54.0,59.0,7.0,7.0,0,14.8,15.4,1.5,1012.7,1011.6
1.8700616016427105,39.0,81.0,7.0,7.0,0,12.6,14.1,2.1,1014.6,1014.0
0.8,59.0,53.0,2.0,7.0,0,14.8,16.0,7.4,1016.7,1013.0
0.0,85.0,49.0,7.0,4.0,0,14.3,14.9,4.5,1011.0,1006.0
0.2,76.0,81.0,7.0,8.0,0,9.1,11.2,1.3,997.8,996.6
4.6,54.0,65.0,7.0,7.0,1,14.6,15.6,2.7,1005.7,1007.6
0.2,56.0,65.0,7.0,5.0,0,14.0,14.4,7.2,1016.2,1014.1
1.8700616016427105,57.0,71.0,7.0,7.0,0,10.0,11.6,5.1,1021.5,1024.0
1.8700616016427105,31.0,56.0,7.0,7.0,0,13.5,15.0,5.3,1031.7,1031.1
5.8,37.0,61.0,7.0,7.0,1,13.0,13.4,2.1,1032.9,1028.0
0.0,57.0,62.0,7.0,7.0,0,12.4,13.1,0.4,1019.5,1013.7
2.2,57.0,50.0,7.0,3.0,1,14.6,14.7,6.9,1011.3,1009.7
0.0,70.0,55.0,3.0,6.0,0,10.9,12.3,8.1,1009.1,1008.5
3.0,52.0,59.0,5.0,5.0,1,12.6,14.3,6.8,1021.6,1023.7
1.8700616016427105,31.0,68.0,7.0,7.0,0,12.5,13.5,1.6,1029.3,1029.3
1.8700616016427105,15.0,66.0,7.0,7.0,0,13.2,13.7,2.2,1028.7,1026.6
0.4,24.0,68.0,7.0,7.0,0,12.5,13.2,2.3,1026.7,1024.1
0.0,17.0,62.0,8.0,1.0,0,12.2,12.5,3.0,1026.6,1024.6
0.0,44.0,54.0,7.0,7.0,0,13.4,13.7,4.3,1024.2,1019.7
0.0,54.0,56.0,7.0,7.0,0,14.5,15.0,0.6,1016.5,1013.1
1.8700616016427105,48.0,62.0,7.0,7.0,0,15.5,16.1,7.1,1016.1,1015.9
1.8700616016427105,33.0,71.0,7.0,7.0,0,14.5,15.3,0.5,1023.1,1022.7
1.8700616016427105,57.0,51.0,7.0,7.0,0,15.7,17.0,6.2,1025.0,1020.6
1.4,63.0,49.0,3.0,2.0,1,16.3,16.9,9.6,1016.6,1012.2
0.0,63.0,58.0,7.0,7.0,0,15.9,16.5,3.1,1010.4,1008.0
0.0,59.0,54.0,5.0,7.0,0,17.9,19.1,6.5,1012.6,1010.0
0.0,89.0,43.0,1.0,7.0,0,16.4,19.9,7.3,1000.8,996.4
6.6,63.0,73.0,7.0,7.0,1,8.6,10.3,3.4,1003.9,1009.6
1.8700616016427105,37.0,36.0,7.0,7.0,0,12.0,13.6,6.5,1029.9,1030.6
1.8700616016427105,28.0,36.0,7.0,7.0,0,13.6,14.8,10.0,1034.5,1031.8
1.8700616016427105,31.0,33.0,7.0,7.0,0,14.7,15.3,10.0,1034.2,1031.0
14.2,35.0,47.0,6.0,7.0,1,15.7,16.8,2.8,1033.4,1031.7
0.0,33.0,47.0,7.0,7.0,0,15.5,16.5,2.7,1031.8,1028.5
0.8,28.0,77.0,8.0,7.0,0,13.6,14.0,0.3,1030.8,1029.3
3.6,30.0,40.0,7.0,7.0,1,15.0,16.4,1.4,1031.0,1029.0
1.8700616016427105,59.0,58.0,7.0,7.0,0,13.5,15.1,2.0,1027.4,1024.1
1.8700616016427105,57.0,61.0,7.0,7.0,0,12.1,14.0,4.5,1024.3,1024.9
8.4,39.0,39.0,7.0,4.0,1,12.6,13.6,7.2,1030.6,1029.9
0.6,31.0,65.0,7.0,7.0,0,12.1,13.0,2.4,1033.9,1033.1
0.0,31.0,64.0,6.0,6.0,0,13.4,15.7,3.9,1036.3,1034.8
0.4,20.0,49.0,7.0,2.0,0,14.7,15.1,6.1,1035.9,1033.7
0.0,33.0,49.0,0.0,1.0,0,16.1,17.5,9.2,1030.5,1025.2
0.0,31.0,74.0,7.0,7.0,0,12.1,13.4,3.0,1024.1,1020.6
0.0,43.0,58.0,7.0,7.0,0,15.1,16.7,4.1,1018.2,1016.1
0.0,37.0,76.0,7.0,8.0,0,12.6,13.6,0.0,1020.9,1020.1
1.2,31.0,60.0,7.0,7.0,1,13.2,13.9,0.2,1024.8,1023.7
0.0,26.0,62.0,7.0,7.0,0,12.8,13.6,0.2,1027.1,1026.4
0.0,37.0,45.0,7.0,7.0,0,17.2,18.1,7.4,1029.6,1026.9
0.0,35.0,31.0,3.0,4.0,0,19.2,21.2,10.7,1031.4,1027.7
1.8700616016427105,61.0,44.0,7.0,7.0,0,19.2,20.5,9.1,1029.1,1024.7
1.8700616016427105,59.0,40.0,7.0,7.0,0,15.5,16.3,3.5,1026.9,1025.2
1.4,39.0,57.0,7.0,6.0,1,15.7,16.7,3.5,1026.4,1026.0
0.0,22.0,53.0,7.0,1.0,0,17.9,19.4,8.5,1028.6,1025.4
0.0,28.0,45.0,0.0,2.0,0,19.4,19.9,10.7,1028.3,1026.9
0.0,28.0,50.0,8.0,1.0,0,18.0,20.2,10.6,1029.8,1026.7
0.0,19.0,67.0,8.0,7.0,0,14.2,15.3,1.6,1030.0,1027.6
0.0,41.0,42.0,7.0,7.0,0,20.5,21.4,10.0,1026.3,1021.5
0.0,74.0,36.0,7.0,7.0,0,20.9,21.6,7.1,1019.2,1014.5
0.0,70.0,81.0,7.0,8.0,0,12.4,15.4,0.0,1008.8,1008.6
10.4,54.0,49.0,6.0,6.0,1,13.9,16.4,9.2,1017.9,1019.7
0.4,31.0,45.0,7.0,6.0,0,14.7,15.4,4.0,1023.4,1020.5
0.0,30.0,54.0,7.0,6.0,0,15.5,16.4,7.7,1021.1,1019.4
0.0,26.0,53.0,8.0,1.0,0,16.1,16.9,9.1,1026.5,1024.9
0.0,30.0,53.0,7.0,7.0,0,18.2,19.4,8.6,1030.9,1027.5
0.0,48.0,34.0,7.0,7.0,0,20.7,21.2,11.1,1029.8,1025.1
0.0,93.0,38.0,4.0,6.0,0,20.7,21.2,7.8,1021.7,1014.6
0.0,83.0,59.0,5.0,7.0,0,19.0,20.4,5.1,1005.0,1002.0
2.0,50.0,35.0,2.0,7.0,1,18.5,19.7,8.1,1010.9,1010.5
3.0,54.0,50.0,5.0,7.0,1,14.8,17.4,5.0,1016.3,1018.1
1.8700616016427105,22.0,42.0,7.0,7.0,0,14.8,16.3,4.4,1027.2,1026.0
1.8700616016427105,28.0,41.0,7.0,7.0,0,18.0,18.9,9.9,1026.4,1021.9
1.8700616016427105,31.0,38.0,7.0,7.0,0,19.1,20.9,9.7,1021.9,1017.8
0.2,26.0,57.0,7.0,7.0,0,17.9,18.7,0.8,1016.3,1010.5
0.0,39.0,83.0,7.0,7.0,0,13.5,15.0,0.4,1009.7,1010.3
3.2,67.0,55.0,6.0,7.0,1,12.9,16.7,6.1,1013.7,1014.9
0.4,41.0,65.0,7.0,7.0,0,13.3,14.0,3.6,1022.7,1022.7
1.4,39.0,61.0,5.0,7.0,1,14.5,15.7,6.3,1025.2,1023.7
0.0,37.0,53.0,7.0,7.0,0,16.0,17.5,5.6,1028.0,1027.2
0.0,30.0,45.0,7.0,7.0,0,17.2,17.5,9.6,1031.5,1029.3
0.0,43.0,31.0,0.0,7.0,0,22.9,23.7,11.2,1029.9,1025.7
0.0,39.0,26.0,2.0,7.0,0,25.2,25.8,11.2,1027.1,1022.2
0.0,74.0,47.0,6.0,7.0,0,21.4,23.7,2.3,1016.5,1012.9
13.2,41.0,58.0,8.0,7.0,1,17.0,17.1,0.8,1016.9,1017.8
0.0,28.0,41.0,7.0,7.0,0,18.7,19.5,5.2,1020.0,1018.3
0.0,67.0,42.0,7.0,7.0,0,22.3,23.4,11.2,1020.2,1016.6
0.0,102.0,37.0,7.0,7.0,0,26.0,28.0,10.7,1013.0,1005.6
0.0,56.0,34.0,1.0,7.0,0,22.3,23.6,11.4,1013.9,1010.7
0.0,87.0,26.0,7.0,7.0,0,23.1,24.2,7.8,1008.9,1003.6
2.2,48.0,55.0,1.0,7.0,1,14.1,16.6,8.3,1022.9,1023.9
0.2,44.0,51.0,7.0,7.0,0,17.4,17.9,2.8,1024.6,1022.6
0.4,28.0,52.0,7.0,7.0,0,18.1,19.4,6.4,1023.1,1018.8
0.0,72.0,29.0,7.0,7.0,0,25.6,26.5,11.2,1015.6,1011.7
0.0,39.0,43.0,7.0,7.0,0,18.3,19.5,9.1,1017.2,1016.4
0.0,74.0,43.0,7.0,7.0,0,23.0,25.3,0.2,1008.9,1003.7
1.2,74.0,49.0,7.0,7.0,1,16.7,18.4,6.2,1011.9,1013.7
0.8,46.0,52.0,2.0,7.0,0,17.7,18.8,4.9,1020.7,1019.9
0.0,46.0,51.18070953436807,3.0,7.0,0,20.7,23.3,9.5,1022.8,1018.0
0.0,61.0,40.0,7.0,7.0,0,20.5,24.9,3.9,1014.8,1012.0
0.0,41.0,45.0,7.0,7.0,0,21.2,21.6,7.5,1016.3,1014.1
0.0,52.0,34.0,7.0,7.0,0,24.7,30.0,11.6,1010.7,1004.8
5.4,69.0,46.0,7.0,7.0,1,15.5,16.7,5.2,1012.0,1013.0
7.4,61.0,39.0,7.0,6.0,1,15.8,17.3,9.5,1021.7,1022.1
0.0,35.0,40.0,7.0,5.0,0,16.3,17.5,4.3,1022.7,1020.1
0.0,43.0,53.0,7.0,6.0,0,16.0,17.2,3.9,1019.2,1019.9
4.6,31.0,41.0,6.0,1.0,1,18.1,18.4,11.3,1027.2,1025.9
0.0,61.0,27.0,7.0,7.0,0,22.6,24.4,7.3,1026.5,1023.0
0.0,81.0,25.0,7.0,7.0,0,27.9,29.1,2.7,1021.6,1018.8
0.0,44.0,29.0,1.0,1.0,0,20.2,21.2,12.8,1030.3,1027.3
0.0,54.0,32.0,1.0,2.0,0,27.2,29.1,11.9,1027.5,1023.3
0.0,74.0,23.0,1.0,6.0,0,31.0,31.8,10.4,1019.6,1015.3
0.0,35.0,69.0,8.0,7.0,0,18.7,22.7,3.3,1020.4,1016.9
0.0,46.0,40.0,5.0,5.0,0,28.1,30.6,9.2,1011.9,1009.8
0.0,33.0,54.0,7.0,7.0,0,19.7,20.3,5.6,1017.4,1014.9
0.0,52.0,48.0,7.0,7.0,0,20.6,24.6,7.2,1014.2,1012.1
25.6,70.0,51.0,7.0,6.0,1,17.0,20.0,7.7,1005.1,1008.4
3.6,56.0,44.0,7.0,7.0,1,19.5,20.5,7.4,1011.4,1012.7
