MinTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,RainToday,WindDir9am
8.6,0.0,39.0,19.0,56.0,31.0,0,315.0
9.0,0.0,57.0,7.0,50.0,53.0,0,292.5
14.3,0.0,69.0,31.0,57.0,68.0,0,180.0
12.6,20.6,48.0,26.0,87.0,84.0,1,180.0
13.1,2.6,37.0,28.0,75.0,71.0,1,180.0
10.7,0.2,20.0,9.0,72.0,62.0,0,315.0
9.7,0.0,41.0,19.0,45.0,26.0,0,270.0
9.3,0.0,57.0,31.0,55.0,43.0,0,292.5
12.0,0.2,28.0,17.0,51.0,50.0,0,292.5
10.9,0.2,46.0,24.0,53.0,42.0,0,202.5
10.9,0.0,46.0,24.0,50.0,36.0,0,202.5
9.2,0.0,30.0,6.0,52.0,56.0,0,315.0
9.3,0.0,22.0,13.0,69.0,46.0,0,315.0
7.7,0.0,31.0,11.0,63.0,41.0,0,337.5
10.0,0.0,43.0,7.0,52.0,49.0,0,247.5
8.6,0.0,50.0,17.0,51.0,52.0,0,180.0
12.9,0.0,43.0,28.0,66.0,58.0,0,180.0
11.9,0.0,33.0,20.0,62.0,50.0,0,180.0
11.3,0.0,26.0,11.0,56.0,54.0,0,225.0
11.2,0.0,22.0,7.0,65.0,60.0,0,225.0
11.3,0.0,26.0,9.0,67.0,67.0,0,225.0
12.1,0.0,33.0,9.0,65.0,63.0,0,202.5
11.9,0.0,28.0,15.0,65.0,54.0,0,180.0
13.5,0.0,35.0,13.0,61.0,60.0,0,202.5
11.9,0.0,28.0,6.0,60.0,60.0,0,270.0
14.1,0.0,31.0,9.0,59.0,57.0,0,315.0
15.5,0.0,50.0,13.0,69.0,26.0,0,337.5
9.8,0.0,44.0,13.0,45.0,26.0,0,315.0
8.2,0.0,46.0,15.0,48.0,26.0,0,315.0
11.3,0.0,37.0,19.0,41.0,69.0,0,180.0
9.7,0.0,41.0,9.0,44.0,41.0,0,225.0
10.9,0.0,43.0,30.0,59.0,58.0,0,180.0
11.9,0.0,41.0,13.0,59.0,58.0,0,180.0
10.8,0.2,37.0,9.0,68.0,61.0,0,202.5
12.2,0.0,28.0,17.0,62.0,62.0,0,180.0
12.4,0.0,43.0,9.0,69.0,70.0,0,180.0
15.7,0.4,59.0,26.0,65.0,32.0,0,315.0
9.0,0.0,41.0,19.0,40.0,31.0,0,292.5
7.9,0.0,61.0,9.0,54.0,59.0,0,202.5
12.8,22.4,76.0,17.0,99.0,62.0,1,202.5
13.3,26.4,81.0,39.0,78.0,74.0,1,180.0
14.7,30.8,93.0,46.0,84.0,73.0,1,135.0
14.6,2.2,61.0,35.0,69.0,65.0,1,180.0
15.8,0.0,48.0,35.0,67.0,70.0,0,180.0
13.9,0.0,30.0,13.0,73.0,68.0,0,157.5
16.2,4.2,41.0,28.0,88.0,100.0,1,45.0
15.4,27.8,35.0,0.0,71.0,72.0,1,157.5
13.5,0.0,35.0,11.0,70.0,55.0,0,315.0
14.9,0.2,33.0,20.0,82.0,71.0,0,22.5
12.6,11.0,31.0,6.0,69.0,62.0,1,202.5
13.5,0.0,24.0,11.0,62.0,61.0,0,202.5
14.0,0.0,61.0,19.0,59.0,55.0,0,180.0
14.4,0.0,52.0,30.0,51.0,57.0,0,180.0
13.4,0.0,44.0,37.0,62.0,59.0,0,157.5
14.7,5.0,41.0,24.0,74.0,56.0,1,157.5
13.0,0.2,30.0,24.0,60.0,65.0,0,157.5
14.3,1.0,33.0,11.0,65.0,63.0,0,315.0
14.5,0.0,33.0,19.0,69.0,65.0,0,315.0
15.2,0.2,67.0,15.0,77.0,69.0,0,315.0
11.3,10.8,61.0,39.0,41.0,26.0,1,270.0
10.8,0.0,48.0,15.0,34.0,21.0,0,315.0
11.6,0.0,50.0,17.0,43.0,54.0,0,157.5
12.8,0.0,35.0,28.0,55.0,52.0,0,157.5
11.2,0.2,35.0,28.0,47.0,54.0,0,315.0
11.2,0.0,26.0,13.0,48.0,49.0,0,315.0
12.0,0.0,30.0,13.0,38.0,54.0,0,315.0
12.7,0.0,28.0,17.0,43.0,57.0,0,337.5
15.1,0.0,33.0,9.0,42.0,51.0,0,315.0
15.4,0.0,33.0,20.0,74.0,76.0,0,157.5
15.1,0.0,48.0,15.0,69.0,63.0,0,337.5
16.1,0.0,54.0,37.0,59.0,53.0,0,157.5
15.9,0.0,26.0,17.0,57.0,54.0,0,157.5
13.6,0.0,37.0,19.0,56.0,61.0,0,315.0
17.0,0.0,37.0,20.0,66.0,64.0,0,0.0
17.6,0.0,50.0,17.0,70.0,67.0,0,337.5
14.9,0.2,59.0,22.0,55.0,48.0,0,180.0
14.2,0.0,50.0,28.0,48.0,58.0,0,157.5
13.9,0.0,31.0,6.0,59.0,56.0,0,135.0
16.9,0.0,52.0,20.0,68.0,70.0,0,337.5
13.1,1.4,37.0,13.0,37.0,51.0,1,0.0
12.4,0.0,76.0,11.0,63.0,21.0,0,157.5
11.8,0.0,56.0,30.0,36.0,33.0,0,270.0
14.0,0.0,63.0,37.0,50.0,66.0,0,180.0
12.9,0.0,61.0,19.0,40.0,58.0,0,180.0
12.2,0.0,28.0,17.0,59.0,64.0,0,157.5
15.0,2.6,39.0,11.0,93.0,77.0,1,292.5
15.3,1.8,33.0,15.0,72.0,75.0,1,315.0
16.0,5.0,59.0,26.0,91.0,57.0,1,270.0
12.3,9.0,35.0,11.0,71.0,76.0,1,22.5
16.2,0.0,35.0,22.0,41.0,38.0,0,180.0
14.6,0.2,41.0,11.0,61.0,71.0,0,45.0
16.6,0.0,37.0,17.0,63.0,73.0,0,157.5
18.9,0.0,54.0,19.0,74.0,78.0,0,157.5
17.1,14.0,37.0,19.0,88.0,77.0,1,180.0
18.2,28.0,59.0,13.0,91.0,77.0,1,315.0
14.9,12.0,33.0,9.0,69.0,60.0,1,90.0
18.1,4.8,69.0,37.0,97.0,67.0,1,157.5
17.5,1.6,59.0,44.0,57.0,58.0,1,157.5
15.4,1.0,54.0,30.0,68.0,58.0,0,157.5
17.0,0.0,41.0,20.0,61.0,65.0,0,157.5
17.2,0.0,31.0,20.0,61.0,63.0,0,157.5
17.0,0.0,33.0,24.0,68.0,66.0,0,157.5
16.0,0.0,30.0,24.0,61.0,53.0,0,112.5
15.3,0.0,35.0,9.0,59.0,64.0,0,90.0
18.5,0.0,48.0,24.0,55.0,66.0,0,315.0
20.7,0.0,52.0,20.0,79.0,66.0,0,135.0
17.8,3.0,61.0,31.0,71.0,71.0,1,180.0
18.4,0.2,37.0,26.0,66.0,68.0,0,180.0
19.7,0.0,37.0,15.0,65.0,62.0,0,315.0
20.0,0.0,39.0,17.0,72.0,69.0,0,337.5
20.0,19.8,63.0,46.0,77.0,63.0,1,157.5
17.5,0.0,44.0,22.0,57.0,70.0,0,157.5
17.9,0.0,39.0,24.0,59.0,71.0,0,315.0
18.5,0.0,44.0,20.0,63.0,69.0,0,157.5
20.9,0.0,43.0,24.0,62.0,65.0,0,135.0
20.6,0.0,30.0,17.0,57.0,54.0,0,90.0
16.6,0.0,39.0,19.0,56.0,54.0,0,45.0
17.9,0.0,39.0,19.0,54.0,61.0,0,0.0
17.8,0.0,37.0,20.0,52.0,60.0,0,337.5
18.7,0.0,41.0,22.0,57.0,71.0,0,315.0
20.4,0.0,41.0,31.0,51.0,70.0,0,315.0
20.9,0.0,46.0,11.0,76.0,77.0,0,135.0
21.2,1.0,28.0,13.0,66.0,58.0,0,45.0
19.7,0.0,41.0,17.0,74.0,65.0,0,22.5
21.3,0.0,50.0,26.0,53.0,70.0,0,337.5
21.7,0.2,35.0,20.0,54.0,68.0,0,315.0
21.8,0.0,37.0,17.0,63.0,69.0,0,45.0
21.1,0.0,26.0,9.0,68.0,66.0,0,67.5
20.2,0.0,31.0,13.0,60.0,65.0,0,45.0
19.7,0.0,31.0,13.0,62.0,61.0,0,45.0
20.0,0.0,41.0,26.0,50.0,64.0,0,0.0
21.5,0.0,35.0,19.0,60.0,63.0,0,45.0
19.3,0.0,35.0,13.0,63.0,65.0,0,22.5
22.1,0.0,41.0,26.0,64.0,78.0,0,0.0
20.0,22.4,43.0,11.0,100.0,88.0,1,135.0
20.7,2.4,31.0,0.0,87.0,75.0,1,157.5
21.7,0.2,37.0,24.0,70.0,77.0,0,22.5
21.8,9.0,37.0,13.0,68.0,77.0,1,0.0
20.4,0.0,33.0,9.0,75.0,74.0,0,90.0
21.2,0.8,20.0,9.0,83.0,66.0,0,135.0
21.1,0.0,30.0,7.0,68.0,71.0,0,157.5
21.8,0.6,80.0,13.0,71.0,69.0,0,135.0
17.8,4.0,69.0,43.0,54.0,51.0,1,180.0
17.5,0.0,52.0,33.0,52.0,54.0,0,157.5
16.9,0.0,28.0,11.0,55.0,60.0,0,135.0
20.0,0.0,67.0,48.0,61.0,64.0,0,180.0
17.0,0.0,56.0,37.0,58.0,64.0,0,180.0
17.0,0.6,44.0,19.0,86.0,99.0,0,180.0
17.4,76.0,61.0,22.0,100.0,74.0,1,202.5
17.7,6.8,52.0,24.0,65.0,71.0,1,180.0
19.1,3.2,31.0,9.0,97.0,78.0,1,202.5
19.4,0.2,59.0,11.0,63.0,81.0,0,337.5
21.4,13.4,59.0,9.0,80.0,78.0,1,0.0
19.2,0.2,39.0,17.0,66.0,65.0,0,157.5
18.7,14.6,50.0,19.0,72.0,69.0,1,157.5
19.4,0.0,54.0,30.0,63.0,66.0,0,157.5
18.8,0.0,59.0,28.0,53.0,54.0,0,180.0
17.9,0.0,57.0,35.0,52.0,57.0,0,157.5
17.3,0.0,35.0,22.0,61.0,50.0,0,157.5
18.5,0.0,31.0,7.0,57.0,50.0,0,67.5
20.6,0.0,41.0,15.0,48.0,53.0,0,337.5
21.6,0.0,31.0,15.0,69.0,56.0,0,135.0
21.2,11.6,46.0,20.0,84.0,61.0,1,135.0
22.9,0.4,48.0,30.0,67.0,85.0,0,135.0
20.7,9.0,54.0,41.0,85.0,71.0,1,135.0
21.9,0.4,57.0,39.0,65.0,58.0,0,157.5
20.1,0.0,46.0,26.0,41.0,68.0,0,180.0
21.0,0.0,93.0,11.0,67.0,91.0,0,0.0
19.0,3.6,59.0,30.0,58.0,67.0,1,180.0
20.4,0.0,59.0,31.0,55.0,61.0,0,157.5
19.5,0.0,63.0,28.0,50.0,89.0,0,180.0
19.4,12.4,54.0,11.0,89.0,59.0,1,202.5
18.6,0.4,46.0,28.0,51.0,53.0,0,157.5
18.8,0.0,39.0,24.0,51.0,57.0,0,157.5
19.0,0.6,30.0,20.0,58.0,55.0,0,112.5
18.9,0.0,35.0,9.0,50.0,50.0,0,90.0
21.7,0.0,30.0,15.0,65.0,58.0,0,112.5
19.7,0.0,33.0,13.0,53.0,61.0,0,337.5
21.5,0.0,50.0,26.0,65.0,66.0,0,157.5
22.7,0.0,48.0,15.0,63.0,64.0,0,22.5
23.8,0.0,44.0,22.0,63.0,71.0,0,0.0
24.6,0.0,46.0,24.0,64.0,67.0,0,157.5
22.4,0.0,39.0,13.0,70.0,64.0,0,90.0
22.2,0.0,69.0,35.0,52.0,57.0,0,157.5
20.5,0.0,33.0,19.0,52.0,54.0,0,157.5
19.9,0.0,33.0,7.0,55.0,58.0,0,90.0
19.5,0.2,80.0,13.0,79.0,78.0,0,202.5
20.0,23.0,70.0,44.0,66.0,78.0,1,135.0
20.3,37.0,61.0,37.0,86.0,84.0,1,112.5
19.6,15.6,48.0,22.0,72.0,81.0,1,157.5
20.2,0.2,59.0,17.0,68.0,70.0,0,157.5
22.1,0.0,54.0,31.0,68.0,71.0,0,180.0
21.2,0.0,52.0,30.0,55.0,68.0,0,180.0
22.3,0.0,65.0,33.0,60.0,70.0,0,157.5
21.9,6.2,63.0,33.0,74.0,90.0,1,135.0
21.5,47.2,67.0,33.0,97.0,96.0,1,112.5
21.5,178.2,57.0,41.0,100.0,95.0,1,45.0
22.0,38.0,52.0,11.0,96.0,80.0,1,135.0
22.3,32.0,50.0,19.0,100.0,93.0,1,135.0
22.2,12.4,50.0,31.0,99.0,83.0,1,112.5
22.2,5.6,43.0,17.0,86.0,82.0,1,90.0
22.1,3.2,48.0,31.0,78.0,74.0,1,45.0
22.5,0.0,33.0,15.0,70.0,69.0,0,22.5
23.0,0.0,39.0,9.0,71.0,70.0,0,22.5
22.9,0.8,43.0,17.0,64.0,57.0,0,67.5
21.6,2.8,46.0,28.0,71.0,64.0,1,112.5
20.4,0.0,33.0,17.0,61.0,68.0,0,157.5
20.4,0.0,30.0,11.0,63.0,66.0,0,157.5
22.4,0.0,26.0,13.0,62.0,69.0,0,315.0
22.8,0.0,50.0,17.0,65.0,69.0,0,135.0
22.1,0.4,57.0,17.0,64.0,74.0,0,157.5
21.5,1.6,65.0,35.0,64.0,88.0,1,180.0
19.9,5.8,35.0,26.0,62.0,63.0,1,157.5
20.3,0.0,30.0,11.0,68.0,65.0,0,315.0
22.2,0.0,43.0,17.0,62.0,70.0,0,337.5
21.2,2.0,41.0,22.0,71.0,69.0,1,157.5
20.8,0.8,57.0,35.0,63.0,61.0,0,180.0
21.2,0.0,56.0,31.0,59.0,58.0,0,157.5
21.0,0.0,57.0,33.0,59.0,60.0,0,180.0
21.6,0.0,44.0,31.0,62.0,61.0,0,157.5
21.4,0.0,41.0,31.0,61.0,67.0,0,157.5
21.1,0.0,35.0,20.0,66.0,74.0,0,157.5
21.5,0.0,43.0,17.0,61.0,68.0,0,315.0
21.6,8.6,54.0,15.0,80.0,76.0,1,0.0
22.4,3.8,44.0,28.0,64.0,68.0,1,157.5
20.9,6.2,44.0,28.0,86.0,86.0,1,180.0
20.6,11.2,63.0,31.0,87.0,94.0,1,157.5
21.4,79.4,61.0,35.0,86.0,93.0,1,112.5
23.3,23.2,43.0,33.0,71.0,70.0,1,135.0
23.3,0.2,39.0,24.0,66.0,59.0,0,90.0
24.5,0.0,33.0,19.0,64.0,60.0,0,45.0
21.3,0.0,41.0,19.0,62.0,65.0,0,337.5
22.6,0.0,43.0,26.0,59.0,59.0,0,315.0
21.4,0.0,48.0,28.0,55.0,62.0,0,315.0
22.5,35.4,52.0,39.0,100.0,86.0,1,90.0
23.3,5.8,39.0,19.0,74.0,76.0,1,90.0
22.8,6.4,37.0,26.0,88.0,94.0,1,67.5
21.7,6.0,69.0,37.0,74.0,67.0,1,180.0
19.4,4.6,54.0,28.0,57.0,67.0,1,180.0
18.9,0.0,41.0,19.0,61.0,67.0,0,157.5
19.3,0.0,19.0,9.0,58.0,49.0,0,112.5
18.0,0.0,33.0,9.0,54.0,56.0,0,157.5
21.8,0.0,43.0,28.0,65.0,60.0,0,157.5
20.3,0.6,44.0,17.0,76.0,61.0,0,202.5
20.2,0.2,46.0,30.0,59.0,60.0,0,135.0
20.8,2.8,48.0,28.0,74.0,70.0,1,90.0
21.6,3.4,39.0,24.0,91.0,80.0,1,157.5
21.6,2.2,33.0,24.0,74.0,68.0,1,157.5
22.1,6.8,33.0,17.0,89.0,81.0,1,157.5
21.5,8.8,72.0,39.0,74.0,69.0,1,180.0
20.4,0.2,61.0,35.0,71.0,74.0,0,157.5
21.2,9.0,69.0,39.0,76.0,66.0,1,135.0
19.9,0.0,31.0,22.0,71.0,68.0,0,157.5
22.0,0.0,57.0,26.0,75.0,85.0,0,112.5
19.9,23.2,37.0,28.0,78.0,75.0,1,180.0
19.4,0.0,54.0,37.0,63.0,64.0,0,180.0
20.6,0.0,52.0,33.0,64.0,67.0,0,157.5
22.0,0.0,50.0,19.0,67.0,50.0,0,180.0
18.2,0.0,70.0,30.0,66.0,67.0,0,157.5
18.5,1.6,57.0,30.0,67.0,64.0,1,157.5
18.8,0.4,56.0,28.0,63.0,70.0,0,180.0
19.3,3.8,44.0,30.0,66.0,71.0,1,180.0
19.7,0.0,54.0,28.0,58.0,66.0,0,180.0
19.0,0.0,50.0,17.0,59.0,50.0,0,180.0
20.4,0.0,52.0,24.0,59.0,63.0,0,180.0
18.7,0.0,50.0,17.0,54.0,63.0,0,180.0
19.3,0.0,48.0,28.0,61.0,61.0,0,180.0
19.5,0.0,50.0,26.0,62.0,58.0,0,180.0
18.9,0.0,41.0,24.0,56.0,54.0,0,180.0
17.2,0.0,19.0,11.0,54.0,53.0,0,202.5
18.0,0.0,31.0,26.0,62.0,64.0,0,180.0
18.5,0.0,39.0,20.0,62.0,61.0,0,315.0
19.4,0.0,83.0,35.0,54.0,53.0,0,180.0
16.5,0.0,67.0,30.0,56.0,66.0,0,180.0
16.3,0.0,67.0,33.0,56.0,72.0,0,180.0
16.9,14.4,63.0,17.0,81.0,72.0,1,180.0
18.3,9.2,44.0,28.0,74.0,70.0,1,112.5
19.2,21.0,33.0,19.0,100.0,86.0,1,180.0
18.9,10.0,43.0,13.0,88.0,76.0,1,202.5
18.7,25.4,52.0,22.0,77.0,69.0,1,90.0
17.6,4.8,57.0,28.0,74.0,93.0,1,180.0
17.5,6.8,19.0,7.0,77.0,69.0,1,315.0
19.8,5.8,52.0,24.0,82.0,84.0,1,157.5
19.8,4.2,30.0,9.0,77.0,76.0,1,90.0
17.8,0.0,20.0,9.0,75.0,78.0,0,292.5
19.1,0.0,28.0,9.0,80.0,71.0,0,315.0
21.2,0.0,30.0,4.0,83.0,84.0,0,202.5
19.3,0.0,39.0,11.0,55.0,53.0,0,270.0
10.6,0.0,33.0,7.0,41.0,48.0,0,292.5
16.3,2.2,44.0,13.0,93.0,85.0,1,270.0
17.3,31.0,54.0,37.0,92.0,100.0,1,112.5
17.2,183.4,56.0,35.0,74.0,67.0,1,180.0
18.0,0.0,57.0,33.0,63.0,61.0,0,180.0
16.4,1.8,43.0,31.0,69.0,69.0,1,180.0
17.1,2.0,37.0,26.0,70.0,63.0,1,180.0
16.8,1.0,31.0,17.0,69.0,68.0,0,180.0
16.8,40.8,48.0,13.0,82.0,73.0,1,180.0
14.9,0.0,22.0,9.0,65.0,58.0,0,315.0
14.9,0.0,17.0,9.0,73.0,49.0,0,315.0
14.7,0.0,22.0,7.0,60.0,52.0,0,292.5
14.2,0.0,31.0,6.0,65.0,59.0,0,180.0
14.4,0.0,17.0,7.0,62.0,50.0,0,270.0
15.3,0.0,24.0,7.0,65.0,57.0,0,292.5
15.8,0.0,28.0,9.0,65.0,55.0,0,315.0
15.0,0.0,31.0,13.0,68.0,37.0,0,337.5
15.6,0.0,52.0,15.0,55.0,21.0,0,315.0
10.7,0.0,41.0,15.0,38.0,38.0,0,225.0
11.3,0.0,48.0,7.0,43.0,46.0,0,202.5
12.0,0.0,41.0,19.0,41.0,48.0,0,180.0
13.1,0.0,37.0,20.0,62.0,60.0,0,180.0
14.4,4.4,35.0,22.0,68.0,55.0,1,180.0
13.6,0.0,28.0,9.0,58.0,50.0,0,225.0
14.4,0.0,28.0,9.0,65.0,61.0,0,202.5
14.7,0.0,33.0,17.0,62.0,64.0,0,180.0
14.9,0.0,26.0,9.0,63.0,56.0,0,225.0
15.0,0.0,30.0,9.0,66.0,60.0,0,225.0
16.4,0.0,39.0,17.0,67.0,57.0,0,22.5
18.3,4.6,35.0,17.0,99.0,83.0,1,337.5
11.4,8.2,33.0,17.0,54.0,38.0,1,270.0
8.3,0.0,39.0,6.0,61.0,52.0,0,247.5
12.2,0.0,59.0,15.0,54.0,58.0,0,202.5
15.5,0.0,56.0,35.0,65.0,62.0,0,180.0
15.7,0.8,72.0,28.0,78.0,78.0,0,180.0
16.2,10.6,65.0,33.0,76.0,73.0,1,180.0
16.0,25.0,56.0,15.0,98.0,69.0,1,22.5
16.1,12.2,50.0,17.0,95.0,94.0,1,180.0
16.9,75.2,39.0,15.0,99.0,84.0,1,202.5
15.4,1.0,50.0,15.0,75.0,41.0,0,315.0
10.6,0.2,56.0,20.0,56.0,35.0,0,337.5
11.3,0.0,46.0,20.0,55.0,44.0,0,315.0
14.0,0.0,48.0,33.0,62.0,57.0,0,180.0
12.5,0.0,56.0,20.0,60.0,57.0,0,180.0
14.7,0.4,50.0,31.0,71.0,68.0,0,180.0
13.7,12.8,48.0,19.0,98.0,89.0,1,180.0
14.1,16.6,80.0,28.0,81.0,77.0,1,180.0
14.5,3.8,59.0,28.0,69.0,57.0,1,202.5
15.2,0.0,52.0,19.0,64.0,61.0,0,202.5
13.4,0.0,31.0,17.0,64.0,57.0,0,180.0
11.8,0.0,17.0,2.0,70.0,63.0,0,292.5
11.7,0.0,35.0,9.0,83.0,55.0,0,337.5
14.1,0.0,31.0,13.0,59.0,46.0,0,337.5
9.0,0.0,30.0,13.0,52.0,42.0,0,292.5
11.1,0.0,31.0,11.0,57.0,42.0,0,270.0
10.6,0.0,19.0,7.0,66.0,56.0,0,225.0
11.6,0.0,35.0,9.0,77.0,44.0,0,315.0
14.7,0.0,37.0,15.0,56.0,48.0,0,315.0
14.4,0.0,41.0,13.0,59.0,49.0,0,292.5
14.0,0.0,41.0,24.0,48.0,50.0,0,180.0
14.5,0.0,41.0,31.0,48.0,53.0,0,180.0
13.8,0.0,48.0,39.0,64.0,78.0,0,180.0
12.6,11.2,74.0,17.0,96.0,99.0,1,180.0
14.2,32.2,65.0,41.0,82.0,98.0,1,135.0
16.3,12.8,65.0,17.0,92.0,74.0,1,202.5
11.5,0.0,17.0,6.0,77.0,58.0,0,292.5
11.3,0.0,31.0,9.0,75.0,50.0,0,315.0
11.0,0.0,31.0,15.0,35.0,29.0,0,270.0
8.0,0.0,17.0,11.0,54.0,45.0,0,292.5
8.2,0.0,31.0,9.0,57.0,44.0,0,270.0
9.2,0.0,46.0,13.0,55.0,51.0,0,202.5
12.7,0.0,63.0,31.0,68.0,64.0,0,180.0
12.4,1.0,46.0,22.0,69.0,58.0,0,180.0
12.4,0.0,39.0,28.0,63.0,58.0,0,180.0
12.0,0.0,52.0,11.0,74.0,67.0,0,202.5
15.1,2.6,48.0,30.0,62.0,66.0,1,67.5
15.8,10.2,43.0,0.0,100.0,88.0,1,157.5
16.4,5.6,43.0,7.0,100.0,99.0,1,270.0
18.4,24.4,35.0,15.0,99.0,98.0,1,337.5
17.6,23.6,33.0,9.0,99.0,60.0,1,337.5
15.7,0.6,35.0,13.0,78.0,40.0,0,315.0
8.8,0.0,43.0,7.0,57.0,56.0,0,225.0
14.5,0.6,52.0,13.0,88.0,69.0,0,225.0
14.2,1.2,26.0,11.0,90.0,73.0,1,247.5
14.0,7.0,43.0,9.0,74.0,52.0,1,202.5
12.5,0.0,44.0,22.0,56.0,51.0,0,180.0
13.8,0.0,63.0,30.0,60.0,61.0,0,180.0
14.0,0.0,54.0,28.0,59.0,52.0,0,180.0
13.4,0.0,56.0,28.0,63.0,53.0,0,180.0
12.6,0.0,46.0,30.0,55.0,55.0,0,180.0
12.3,0.0,41.0,28.0,65.0,67.0,0,180.0
13.2,0.0,30.0,7.0,72.0,60.0,0,202.5
10.8,0.0,50.0,11.0,69.0,47.0,0,315.0
12.0,0.0,41.0,20.0,46.0,31.0,0,292.5
9.0,0.0,28.0,11.0,49.0,42.0,0,292.5
9.2,0.0,39.0,4.0,54.0,54.0,0,292.5
11.0,0.0,48.0,22.0,47.0,53.0,0,202.5
8.9,0.0,26.0,6.0,50.0,54.0,0,202.5
9.1,0.0,30.0,9.0,34.0,36.0,0,247.5
8.3,0.0,48.0,19.0,52.0,23.0,0,315.0
8.9,0.2,26.0,11.0,44.0,39.0,0,315.0
9.1,0.0,30.0,11.0,51.0,37.0,0,292.5
9.2,0.0,41.0,7.0,51.0,21.0,0,315.0
10.0,0.0,28.0,9.0,43.0,43.0,0,315.0
9.8,0.0,28.0,13.0,65.0,23.0,0,315.0
9.8,0.0,35.0,17.0,42.0,30.0,0,315.0
11.8,0.0,50.0,24.0,33.0,20.0,0,270.0
9.8,0.0,54.0,24.0,40.0,29.0,0,202.5
10.7,0.0,59.0,15.0,53.0,49.0,0,202.5
11.2,0.0,48.0,31.0,54.0,56.0,0,180.0
10.0,0.0,28.0,13.0,59.0,32.0,0,315.0
9.1,0.0,31.0,15.0,60.0,31.0,0,315.0
12.7,0.0,39.0,11.0,54.0,57.0,0,45.0
12.6,0.0,50.0,17.0,58.0,58.0,0,337.5
13.5,0.0,61.0,22.0,27.0,18.0,0,315.0
10.8,0.0,22.0,7.0,35.0,42.0,0,225.0
13.0,0.0,28.0,11.0,61.0,57.0,0,157.5
12.6,0.0,26.0,7.0,62.0,60.0,0,315.0
12.6,0.0,33.0,15.0,67.0,67.0,0,315.0
14.8,0.0,48.0,19.0,67.0,73.0,0,315.0
18.9,0.0,41.0,20.0,82.0,59.0,0,337.5
11.5,0.0,28.0,22.0,37.0,36.0,0,180.0
10.3,0.0,31.0,13.0,56.0,46.0,0,315.0
13.7,0.0,57.0,31.0,50.0,59.0,0,157.5
12.9,0.0,35.0,30.0,49.0,50.0,0,180.0
12.1,0.0,37.0,9.0,55.0,57.0,0,292.5
14.1,0.0,43.0,22.0,68.0,53.0,0,315.0
16.9,0.6,39.0,20.0,80.0,63.0,0,135.0
8.5,0.0,48.0,7.0,31.0,45.0,0,315.0
8.9,0.0,46.0,19.0,35.0,55.0,0,180.0
11.0,0.0,33.0,13.0,52.0,53.0,0,315.0
11.7,0.0,31.0,2.0,57.0,54.0,0,315.0
12.7,0.0,44.0,19.0,57.0,48.0,0,315.0
15.3,0.0,48.0,24.0,52.0,41.0,0,337.5
16.9,0.0,41.0,20.0,56.0,67.0,0,337.5
15.5,0.0,39.0,9.0,26.0,44.0,0,135.0
12.4,0.0,35.0,20.0,45.0,59.0,0,157.5
13.4,1.0,33.0,28.0,59.0,61.0,0,157.5
13.6,0.0,22.0,7.0,54.0,57.0,0,315.0
13.3,0.0,26.0,9.0,64.0,59.0,0,112.5
14.1,0.0,57.0,22.0,64.0,36.0,0,315.0
14.2,0.0,59.0,31.0,37.0,58.0,0,180.0
12.3,0.0,43.0,28.0,44.0,48.0,0,157.5
12.3,0.0,31.0,19.0,46.0,59.0,0,157.5
13.7,0.0,54.0,7.0,62.0,58.0,0,135.0
14.5,7.8,31.0,20.0,76.0,68.0,1,112.5
13.2,3.8,43.0,19.0,73.0,69.0,1,292.5
14.7,0.0,30.0,7.0,64.0,69.0,0,90.0
14.8,0.0,37.0,11.0,78.0,60.0,0,0.0
17.6,0.6,35.0,17.0,71.0,69.0,0,45.0
17.3,0.0,24.0,13.0,66.0,76.0,0,157.5
16.8,0.0,70.0,17.0,99.0,90.0,0,337.5
17.3,2.2,52.0,41.0,60.0,55.0,1,157.5
17.8,0.0,41.0,22.0,47.0,47.0,0,135.0
15.1,0.0,30.0,4.0,50.0,58.0,0,292.5
15.5,0.0,50.0,22.0,58.0,64.0,0,337.5
17.0,0.0,44.0,26.0,54.0,52.0,0,315.0
18.1,5.0,37.0,7.0,81.0,68.0,1,180.0
17.0,0.4,44.0,33.0,75.0,63.0,0,157.5
15.7,0.0,61.0,37.0,59.0,53.0,0,180.0
14.8,0.2,37.0,28.0,50.0,58.0,0,157.5
13.7,0.0,46.0,22.0,53.0,61.0,0,315.0
16.2,0.0,39.0,26.0,54.0,68.0,0,315.0
18.1,0.0,35.0,17.0,34.0,67.0,0,315.0
19.4,0.0,72.0,20.0,35.0,71.0,0,0.0
18.0,0.0,44.0,26.0,61.0,66.0,0,157.5
17.7,0.0,39.0,17.0,58.0,61.0,0,315.0
15.6,0.0,41.0,2.0,59.0,72.0,0,202.5
20.8,0.4,57.0,20.0,80.0,87.0,0,0.0
14.1,13.4,80.0,35.0,41.0,30.0,1,270.0
11.1,0.0,28.0,9.0,36.0,45.0,0,90.0
11.4,0.0,67.0,17.0,50.0,61.0,0,157.5
13.8,0.0,31.0,20.0,53.0,59.0,0,157.5
15.2,0.0,39.0,15.0,52.0,53.0,0,337.5
15.9,0.0,41.0,28.0,49.0,67.0,0,315.0
17.3,0.0,48.0,9.0,71.0,68.0,0,90.0
