MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
9.1,0.0,41.0,56.0,41.0,5.0,4.0,0,1018.3,10.1,1021.3
7.9,0.0,37.0,54.0,28.0,1.0,1.0,0,1015.2,9.9,1019.8
13.6,0.6,54.0,72.0,38.0,6.0,7.0,0,1012.1,3.7,1014.8
14.4,0.8,33.0,91.0,49.0,8.0,7.0,0,1016.4,0.6,1019.2
12.7,4.4,24.0,97.0,92.0,8.0,8.0,1,1018.3,0.0,1020.7
11.0,6.8,28.0,95.0,90.0,8.0,8.0,1,1019.2,0.0,1021.3
4.3,3.0,31.0,86.0,40.0,1.0,1.0,1,1018.6,9.581944444444444,1022.7
4.2,0.0,33.0,74.0,40.0,0.0,1.0,0,1019.2,9.581944444444444,1022.8
4.9,0.0,37.0,72.0,36.0,3.0,2.0,0,1021.3,11.0,1024.9
3.9,0.0,37.0,68.0,28.0,0.0,0.0,0,1021.9,11.0,1026.1
3.1,0.0,35.0,60.0,23.0,0.0,0.0,0,1019.5,11.3,1024.4
3.2,0.0,43.0,38.0,18.0,0.0,0.0,0,1014.4,11.3,1020.9
9.7,0.0,43.0,37.0,20.0,1.0,1.0,0,1011.6,11.4,1015.7
13.0,0.0,61.0,73.0,54.0,7.0,7.0,0,1011.0,4.6,1014.2
18.6,3.8,65.0,75.0,93.0,7.0,8.0,1,1006.9,1.6,1010.1
8.4,8.6,30.0,74.0,43.0,4.0,1.0,1,1014.3,11.2,1016.7
6.2,0.0,37.0,64.0,39.0,1.0,5.0,0,1019.6,9.9,1023.4
5.0,0.0,40.53128136500502,54.0,26.0,1.0,1.0,0,1018.6,11.3,1023.3
8.5,0.0,39.0,50.0,24.0,4.0,1.0,0,1013.6,9.5,1019.0
14.6,0.0,41.0,35.0,26.0,1.0,2.0,0,1012.9,10.5,1017.3
18.8,3.0,52.0,95.0,58.0,7.0,6.0,1,1012.0,3.9,1015.5
15.3,3.8,37.0,76.0,49.0,7.0,4.0,1,1016.3,8.2,1018.5
9.9,0.2,33.0,55.0,38.0,1.0,3.0,0,1015.4,11.3,1019.5
14.0,0.0,39.0,80.0,96.0,8.0,7.0,0,1017.1,1.3,1018.2
12.7,5.6,40.53128136500502,75.0,43.0,1.0,1.0,1,1014.2,10.5,1017.8
10.7,0.0,33.0,49.0,38.0,1.0,1.0,0,1018.1,11.5,1021.2
11.1,0.0,37.0,54.0,47.0,7.0,8.0,0,1019.7,1.5,1021.7
10.4,5.2,31.0,83.0,92.0,8.0,8.0,1,1021.4,0.0,1022.9
9.0,7.0,41.0,79.0,68.0,7.0,8.0,1,1018.5,0.1,1022.2
10.1,8.8,48.0,95.0,92.0,8.0,8.0,1,1017.8,0.2,1020.8
5.8,2.8,46.0,73.0,48.0,3.0,7.0,1,1021.2,7.3,1023.3
3.3,0.0,50.0,60.0,37.0,1.0,1.0,0,1021.5,10.6,1025.6
4.5,0.0,41.0,58.0,34.0,1.0,1.0,0,1021.2,11.5,1024.5
4.6,0.0,37.0,65.0,33.0,6.0,2.0,0,1019.9,11.5,1024.1
5.7,0.0,41.0,58.0,31.0,4.0,1.0,0,1020.0,10.5,1024.1
11.4,0.0,33.0,60.0,38.0,7.0,1.0,0,1018.9,6.4,1023.7
8.7,0.0,31.0,50.0,19.0,1.0,1.0,0,1017.2,11.6,1019.0
7.4,0.0,37.0,39.0,18.0,0.0,0.0,0,1016.0,11.6,1020.1
8.1,0.0,31.0,34.0,17.0,0.0,0.0,0,1014.5,11.7,1018.4
10.4,0.0,41.0,31.0,17.0,0.0,0.0,0,1013.1,11.7,1017.0
11.7,0.0,48.0,55.0,24.131466227347612,1.0,1.0,0,1012.8719130721106,11.6,1021.6
7.3,0.0,41.0,39.0,25.0,0.0,1.0,0,1015.4,11.7,1020.3
8.7,0.0,30.0,29.0,21.0,0.0,1.0,0,1012.0,11.7,1016.4
10.5,0.0,30.0,22.0,13.0,1.0,1.0,0,1012.1,11.7,1016.5
15.1,0.0,37.0,29.0,17.0,1.0,1.0,0,1012.9,11.7,1016.6
15.7,0.0,63.0,31.0,19.0,1.0,6.0,0,1011.6,9.1,1015.9
16.5,18.8,41.0,86.0,40.0,5.0,4.0,1,1012.8,8.9,1018.0
17.6,0.4,31.0,93.0,93.0,8.0,8.0,0,1014.6,0.0,1016.9
14.7,10.6,46.0,93.0,76.0,8.0,8.0,1,1018.4,0.0,1020.2
12.7,0.8,43.0,52.0,39.0,7.0,1.0,0,1017.5,9.4,1021.7
8.5,0.0,43.0,46.0,30.0,1.0,0.0,0,1014.9,11.9,1019.6
7.7,0.0,35.0,45.0,20.0,0.0,0.0,0,1012.8,11.9,1017.8
11.7,0.0,30.0,40.0,26.0,1.0,3.0,0,1012.4,9.581944444444444,1015.6
15.9,0.0,37.0,43.0,39.0,0.0,1.0,0,1013.7,9.581944444444444,1015.8
17.1,0.0,28.0,67.0,50.0,7.0,6.0,0,1010.7,9.581944444444444,1015.9
18.4,15.2,52.0,88.0,87.0,7.0,8.0,1,1002.6,9.581944444444444,1007.6
9.8,0.0,61.0,43.0,35.0,1.0,1.0,0,1013.8,9.581944444444444,1016.6
5.4,4.0,37.0,48.0,35.0,1.0,1.0,1,1015.9,12.2,1020.3
5.2,0.0,39.0,49.0,28.0,1.0,0.0,0,1015.6,12.0,1019.8
6.3,0.0,39.0,40.0,28.0,0.0,1.0,0,1017.1,12.0,1021.1
7.2,0.0,41.0,41.0,27.0,1.0,1.0,0,1017.2,12.1,1021.8
8.5,0.0,41.0,45.0,26.0,0.0,1.0,0,1015.1,12.4,1020.2
9.9,0.0,28.0,36.0,17.0,0.0,0.0,0,1013.1,12.5,1017.3
11.4,0.0,30.0,35.0,20.0,0.0,1.0,0,1011.9,12.5,1016.1
13.4,0.0,30.0,28.0,13.0,1.0,2.0,0,1012.5,12.6,1015.9
15.9,0.0,41.0,48.0,32.0,0.0,2.0,0,1012.9,11.7,1018.2
16.3,0.0,35.0,53.0,58.0,7.0,7.0,0,1015.5,1.2,1016.4
16.3,6.2,35.0,87.0,51.0,8.0,4.0,1,1015.3,5.7,1018.6
13.3,0.0,37.0,43.0,26.0,0.0,1.0,0,1013.1,12.5,1017.7
12.3,0.0,28.0,29.0,26.0,6.0,8.0,0,1008.1,11.7,1012.6
18.3,0.0,56.0,28.0,78.0,7.0,7.0,0,1008.1,3.9,1008.0
13.3,14.2,48.0,71.0,42.0,8.0,3.0,1,1014.9,6.5,1017.2
7.6,0.0,39.0,59.0,39.0,7.0,5.0,0,1017.2,9.6,1020.3
4.7,0.0,43.0,30.0,21.0,4.0,5.0,0,1015.7,12.2,1019.9
7.2,0.0,48.0,32.0,20.0,2.0,7.0,0,1015.6,11.5,1019.5
7.8,0.0,48.0,37.0,17.0,7.0,5.0,0,1015.5,11.8,1019.4
9.3,0.0,44.0,29.0,19.0,0.0,1.0,0,1013.2,12.9,1018.4
9.6,0.0,31.0,28.0,16.0,0.0,2.0,0,1010.1,12.9,1015.2
11.7,0.0,30.0,24.0,12.0,0.0,1.0,0,1007.7,12.9,1012.8
15.6,0.0,57.0,24.0,13.0,4.0,4.0,0,1007.3,8.7,1011.1
18.9,0.0,41.0,33.0,15.0,7.0,3.0,0,1008.0,5.5,1012.5
15.4,0.0,41.0,43.0,22.0,2.0,4.0,0,1012.7,12.7,1016.8
14.1,0.0,52.0,24.0,13.0,1.0,2.0,0,1010.7,12.9,1016.0
15.8,0.0,39.0,33.0,21.0,1.0,5.0,0,1004.0,12.5,1010.1
23.5,0.0,56.0,31.0,33.0,7.0,7.0,0,1004.7,4.7,1005.6
18.3,4.0,28.0,71.0,44.0,8.0,5.0,1,1007.5,8.2,1009.7
18.8,0.0,78.0,53.0,88.0,1.0,8.0,0,1012.7,7.1,1013.2
18.0,2.6,37.0,66.0,37.0,7.0,3.0,1,1009.1,5.6,1013.2
16.2,36.0,69.0,87.0,92.0,8.0,8.0,1,1011.4,0.2,1014.0
15.3,17.6,33.0,59.0,36.0,4.0,5.0,1,1011.8,11.6,1014.4
11.1,0.0,37.0,32.0,19.0,0.0,0.0,0,1013.0,13.2,1016.1
11.8,0.0,43.0,33.0,19.0,0.0,0.0,0,1012.4,12.9,1015.9
12.7,0.0,41.0,30.0,21.0,1.0,3.0,0,1011.7,12.6,1016.3
14.4,0.0,70.0,27.0,17.0,2.0,4.0,0,1010.3,12.8,1014.4
15.5,0.0,35.0,28.0,15.0,0.0,2.0,0,1008.8,13.2,1012.5
15.9,0.0,39.0,34.0,14.0,0.0,0.0,0,1009.2,13.0,1012.5
15.9,0.0,33.0,35.0,19.0,1.0,1.0,0,1009.6,12.8,1012.7
19.1,0.0,59.0,33.0,24.0,2.0,7.0,0,1008.4,12.1,1011.8
18.9,1.4,52.0,68.0,48.0,3.0,6.0,1,1005.2,7.2,1009.5
18.8,0.0,50.0,63.0,41.0,7.0,7.0,0,1008.0,10.7,1010.7
15.2,0.0,50.0,44.0,29.0,1.0,1.0,0,1012.4,12.8,1015.7
9.8,0.0,40.53128136500502,31.0,20.0,3.0,1.0,0,1010.8,13.0,1015.2
9.2,0.0,39.0,25.0,12.0,1.0,4.0,0,1007.7,12.4,1012.4
10.6,0.0,31.0,19.0,13.0,7.0,6.0,0,1005.3,11.6,1009.5
11.9,0.0,30.0,20.0,13.0,5.0,6.0,0,1005.2,12.0,1008.5
13.4,0.0,39.0,17.0,14.0,3.0,7.0,0,1003.1,11.8,1007.3
20.5,0.0,54.0,42.0,26.0,7.0,8.0,0,1001.7,2.9,1006.2
20.2,5.4,52.0,59.0,28.0,7.0,4.0,1,1002.0,3.4,1005.8
21.3,1.2,44.0,47.0,25.0,6.0,6.0,1,999.4,10.8,1003.4
25.0,0.0,56.0,41.0,19.0,2.0,5.0,0,998.3,12.6,1001.7
24.3,0.2,76.0,41.0,28.0,2.0,7.0,0,1001.1,9.1,1004.2
21.3,17.0,52.0,71.0,24.131466227347612,2.0,7.0,1,1004.2,7.8,1008.2
19.0,36.6,35.0,82.0,68.0,8.0,8.0,1,1011.4,0.0,1013.7
17.6,0.0,30.0,51.0,41.0,1.0,2.0,0,1006.4,12.5,1010.7
16.9,0.0,28.0,41.0,24.0,1.0,2.0,0,1006.6,13.4,1009.8
17.4,0.0,39.0,35.0,19.0,0.0,1.0,0,1007.0,13.3,1011.1
21.0,0.0,39.0,24.0,18.0,0.0,1.0,0,1004.5,9.581944444444444,1009.0
22.0,0.0,37.0,24.0,16.0,0.0,1.0,0,1003.1,9.581944444444444,1007.1
21.4,0.0,37.0,22.0,23.0,1.0,1.0,0,1004.1,12.7,1008.1
17.3,0.0,61.0,24.0,25.0,2.0,1.0,0,1002.0,12.7,1006.9
18.2,5.8,33.0,64.0,46.0,7.0,5.0,1,1001.7,6.0,1007.4
18.6,1.6,41.0,50.0,39.0,7.0,7.0,1,1004.1,4.2,1006.0
17.0,0.0,40.53128136500502,27.0,19.0,3.0,2.0,0,1007.3,9.581944444444444,1010.0
11.5,0.0,39.0,23.0,14.0,0.0,1.0,0,1006.2,9.581944444444444,1010.2
12.2,0.0,41.0,21.0,11.0,0.0,1.0,0,1006.5,13.4,1010.0
13.6,0.0,40.53128136500502,21.0,11.0,1.0,0.0,0,1008.5,13.4,1012.0
16.1,0.0,50.0,31.0,20.0,1.0,2.0,0,1006.6,13.4,1011.5
19.0,0.0,40.53128136500502,31.0,19.0,1.0,5.0,0,1003.0,13.0,1007.6
20.7,0.0,40.53128136500502,30.0,11.0,2.0,4.0,0,1001.1,12.9,1004.4
20.6,0.0,40.53128136500502,34.0,11.0,0.0,1.0,0,1004.3,13.5,1007.8
13.2,0.0,40.53128136500502,25.0,13.0,1.0,3.0,0,1004.6,13.3,1008.5
16.9,0.0,40.53128136500502,22.0,18.0,6.0,5.0,0,1004.8,13.1,1009.2
22.3,0.0,40.53128136500502,28.0,21.0,1.0,4.0,0,1005.7,13.2,1009.3
20.1,0.0,40.53128136500502,34.0,27.0,2.0,6.0,0,1004.2,9.8,1008.1
25.3,0.2,40.53128136500502,62.0,87.0,7.0,7.0,0,1005.1,3.4,1007.6
21.7,22.0,56.0,59.0,32.0,2.0,7.0,1,1005.0,12.3,1008.8
21.7,0.0,35.0,33.0,17.0,1.0,5.0,0,1004.1,12.5,1008.0
24.1,0.0,74.0,35.0,21.0,7.0,7.0,0,1002.2,7.0,1005.5
21.7,1.0,37.0,52.0,31.0,6.0,5.0,0,1002.9,11.5,1007.0
22.8,0.0,70.0,44.0,28.0,4.0,7.0,0,999.8,12.4,1005.4
23.3,4.8,57.0,46.0,27.0,5.0,6.0,1,997.1,10.0,1001.4
23.4,1.4,54.0,64.0,38.0,7.0,7.0,1,998.3,10.3,1002.3
21.7,30.0,63.0,79.0,65.0,7.0,7.0,1,1000.9,7.3,1003.6
22.8,1.8,59.0,48.0,38.0,5.0,5.0,1,998.3,10.6,1002.2
21.2,0.0,37.0,48.0,30.0,3.0,7.0,0,996.5,10.3,1000.2
23.4,0.0,35.0,65.0,84.0,8.0,8.0,0,996.5,0.0,998.0
20.1,2.6,35.0,64.0,33.0,6.0,5.0,1,998.6,12.4,999.5
19.6,0.0,35.0,49.0,23.0,5.0,6.0,0,1001.4,12.6,1004.5
20.5,0.0,48.0,39.0,27.0,7.0,8.0,0,1002.0,12.4,1006.2
17.5,0.0,50.0,34.0,17.0,8.0,7.0,0,1002.3,12.7,1006.4
20.1,0.0,50.0,36.0,23.0,6.0,4.0,0,1002.8,12.7,1006.4
21.4,0.0,50.0,36.0,21.0,6.0,2.0,0,1001.7,12.9,1007.0
21.6,0.0,28.0,33.0,22.0,4.0,6.0,0,1002.0,12.0,1005.5
22.7,0.0,43.0,32.0,19.0,1.0,8.0,0,1000.8,12.5,1005.0
21.9,0.0,48.0,23.0,11.0,0.0,1.0,0,1003.1,13.0,1006.1
18.6,0.0,46.0,23.0,19.0,1.0,6.0,0,1004.6,12.9,1007.7
21.6,0.0,48.0,32.0,17.0,1.0,5.0,0,1003.4,13.0,1007.4
22.2,0.0,39.0,18.0,15.0,0.0,2.0,0,1002.0,13.1,1005.8
27.3,0.0,44.0,31.0,21.0,0.0,1.0,0,1004.6,13.0,1007.0
26.9,0.0,39.0,21.0,16.0,0.0,1.0,0,1007.9,13.0,1010.6
25.6,0.0,59.0,23.0,11.0,1.0,6.0,0,1006.7,12.9,1011.2
25.3,0.0,80.0,26.0,41.0,1.0,6.0,0,1007.2,11.3,1010.7
25.1,0.4,54.0,26.0,16.0,0.0,1.0,0,1007.2,12.9,1011.1
19.8,0.0,50.0,17.0,10.0,0.0,2.0,0,1004.9,13.0,1010.3
24.6,0.0,35.0,39.0,32.0,6.0,8.0,0,1004.7,3.4,1008.0
25.1,0.0,69.0,42.0,32.0,6.0,7.0,0,1003.2,7.6,1007.2
22.3,5.0,40.53128136500502,67.0,78.0,3.0,7.0,1,1006.9,5.1,1008.2
22.5,29.2,33.0,60.0,34.0,7.0,5.0,1,1003.6,11.3,1008.5
24.5,0.0,54.0,61.0,41.0,6.0,6.0,0,999.1,5.8,1004.2
22.4,7.4,59.0,96.0,91.0,7.0,7.0,1,995.0,1.1,997.7
20.6,9.0,39.0,82.0,96.0,7.0,8.0,1,1002.3,0.0,1000.6
22.3,23.6,44.0,76.0,46.0,7.0,4.0,1,1006.5,7.9,1009.3
22.5,0.4,43.0,79.0,50.0,6.0,7.0,0,1007.3,8.6,1010.7
22.4,2.4,46.0,72.0,46.0,6.0,6.0,1,1007.9,8.0,1011.7
22.5,0.0,37.0,69.0,36.0,2.0,4.0,0,1006.8,10.9,1010.2
21.5,0.0,35.0,63.0,34.0,1.0,4.0,0,1007.7,12.0,1011.1
21.5,0.0,37.0,57.0,26.0,1.0,5.0,0,1007.3,12.6,1010.8
22.0,0.0,59.0,67.0,42.0,3.0,6.0,0,1008.5,11.4,1011.4
22.1,0.0,35.0,54.0,36.0,3.0,3.0,0,1008.2,12.2,1012.3
20.3,0.0,35.0,46.0,32.0,5.0,7.0,0,1007.9,9.7,1011.2
22.3,0.0,56.0,76.0,34.0,7.0,4.0,0,1006.4,5.4,1011.1
21.3,4.4,57.0,67.0,31.0,2.0,5.0,1,1004.3,7.3,1008.8
22.9,9.8,40.53128136500502,64.0,34.0,7.0,6.0,1,1003.3,11.3,1006.7
25.2,0.0,40.53128136500502,51.0,36.0,7.0,7.0,0,1004.6,7.9,1007.5
23.1,0.4,40.53128136500502,64.0,48.0,6.0,5.0,0,1006.7,11.3,1010.8
21.4,16.0,37.0,71.0,54.0,7.0,7.0,1,1009.1,11.1,1012.7
19.2,0.0,48.0,47.0,37.0,7.0,8.0,0,1009.2,11.7,1012.4
16.7,0.0,41.0,39.0,23.0,5.0,3.0,0,1007.9,12.3,1012.0
17.9,0.0,54.0,37.0,34.0,1.0,5.0,0,1005.4,10.8,1009.4
19.1,0.0,44.0,46.0,24.0,1.0,5.0,0,1004.6,11.8,1008.4
17.8,0.0,43.0,41.0,22.0,4.0,7.0,0,1003.8,11.8,1007.3
20.4,0.0,35.0,50.0,31.0,5.0,7.0,0,1003.1,7.2,1006.1
20.1,0.0,50.0,43.0,32.0,3.0,7.0,0,1001.5,7.8,1005.6
22.7,3.8,44.0,66.0,37.0,7.0,7.0,1,1002.9,7.0,1006.5
22.1,0.0,39.0,49.0,35.0,7.0,6.0,0,1002.7,9.6,1006.1
21.3,0.0,50.0,67.0,60.0,7.0,7.0,0,1002.5,1.4,1005.9
18.4,1.8,48.0,63.0,57.0,7.0,7.0,1,1003.1,2.6,1005.9
19.2,2.4,33.0,93.0,63.0,8.0,7.0,1,1005.4,6.5,1007.8
21.0,0.2,33.0,95.0,55.0,8.0,7.0,0,1005.3,6.0,1008.7
21.1,0.6,43.0,74.0,39.0,7.0,7.0,0,1003.1,9.5,1007.5
21.9,5.4,37.0,84.0,57.0,7.0,7.0,1,1004.4,0.9,1007.3
21.5,28.0,44.0,95.0,95.0,7.0,8.0,1,1007.0,0.0,1008.9
19.7,4.2,44.0,86.0,56.0,8.0,7.0,1,1006.0,1.8,1009.0
18.7,0.6,41.0,95.0,62.0,8.0,7.0,0,1003.7,5.1,1006.5
20.6,0.2,40.53128136500502,86.0,61.0,7.0,7.0,0,1004.0,4.0,1006.8
20.8,2.6,40.53128136500502,95.0,96.0,8.0,7.0,1,1004.7,0.0,1007.5
21.2,40.2,40.53128136500502,98.0,96.0,8.0,8.0,1,1005.9,0.0,1008.6
21.8,15.0,40.53128136500502,80.0,61.0,7.0,7.0,1,1007.1,5.1,1009.9
19.3,0.2,37.0,68.0,43.0,7.0,7.0,0,1006.4,11.2,1010.5
21.0,0.0,44.0,68.0,46.0,3.0,6.0,0,1007.7,10.7,1011.3
22.0,3.8,52.0,71.0,45.0,4.0,5.0,1,1005.5,9.6,1009.5
21.4,11.4,39.0,90.0,48.0,7.0,7.0,1,1003.6,6.3,1008.2
22.6,0.2,26.0,72.0,52.0,7.0,6.0,0,1004.7,8.8,1008.5
19.2,0.0,33.0,62.0,49.0,7.0,7.0,0,1007.7,4.7,1010.8
17.0,0.0,30.0,68.0,59.0,7.0,7.0,0,1010.2,0.3,1012.3
14.2,0.0,35.0,54.0,38.0,1.0,1.0,0,1009.8,11.5,1014.0
9.9,0.0,37.0,55.0,25.0,1.0,1.0,0,1012.2,11.5,1015.8
9.3,0.0,44.0,55.0,24.0,1.0,0.0,0,1014.7,11.5,1018.2
9.0,0.0,48.0,59.0,26.0,0.0,0.0,0,1014.8,11.5,1018.7
9.0,0.0,41.0,59.0,28.0,0.0,0.0,0,1013.4,11.3,1017.6
8.0,0.0,35.0,56.0,24.0,0.0,1.0,0,1012.7,11.4,1016.8
11.4,0.0,39.0,47.0,27.0,0.0,1.0,0,1011.9,11.4,1015.3
13.8,0.0,44.0,54.0,35.0,1.0,5.0,0,1012.0,10.7,1016.0
13.3,0.0,54.0,59.0,29.0,1.0,4.0,0,1013.4,11.3,1017.3
13.5,0.0,41.0,43.0,24.0,3.0,7.0,0,1010.9,7.7,1015.3
14.0,2.0,28.0,94.0,68.0,8.0,8.0,1,1014.8,1.0,1017.4
11.3,0.0,35.0,82.0,46.0,8.0,4.0,0,1017.5,6.0,1019.9
6.0,0.0,39.0,77.0,36.0,2.0,4.0,0,1019.1,10.5,1022.4
10.4,0.0,33.0,55.0,31.0,7.0,7.0,0,1018.5,3.8,1023.2
4.8,0.0,33.0,60.0,25.0,3.0,1.0,0,1016.6,10.2,1021.8
10.6,0.0,22.0,50.0,26.0,7.0,7.0,0,1016.0,1.6,1019.1
13.0,0.0,19.0,71.0,31.0,8.0,6.0,0,1016.0,3.5,1018.4
6.5,0.0,41.0,57.0,27.0,1.0,1.0,0,1018.8,10.5,1021.5
4.7,0.0,37.0,59.0,27.0,1.0,1.0,0,1020.4,10.6,1024.1
2.9,0.0,39.0,51.0,24.0,0.0,1.0,0,1021.0,10.5,1024.2
5.0,0.0,41.0,48.0,30.0,1.0,1.0,0,1020.9,9.8,1024.9
2.8,0.0,31.0,73.0,48.0,7.0,7.0,0,1019.8,0.8,1024.1
2.4,0.0,37.0,76.0,37.0,7.0,8.0,0,1020.8,2.9,1024.2
6.1,0.0,46.0,54.0,27.0,1.0,0.0,0,1023.2,10.3,1026.8
3.0,0.0,37.0,42.0,17.0,5.0,6.0,0,1022.7,7.3,1026.8
5.9,0.0,31.0,34.0,24.0,7.0,7.0,0,1020.0,2.7,1023.7
4.3,0.0,30.0,58.0,23.0,2.0,0.0,0,1018.0,10.3,1022.9
5.7,0.0,24.0,42.0,17.0,0.0,1.0,0,1018.8,10.3,1022.2
6.7,0.0,28.0,48.0,18.0,1.0,3.0,0,1016.2,10.3,1020.6
7.2,0.0,31.0,41.0,19.0,1.0,4.0,0,1013.7,10.1,1018.6
12.1,0.0,31.0,53.0,37.0,5.0,1.0,0,1016.1,9.8,1018.9
6.4,0.0,35.0,53.0,29.0,6.0,3.0,0,1018.6,9.7,1021.8
4.3,0.0,43.0,68.0,37.0,2.0,1.0,0,1018.8,9.9,1022.4
5.0,0.0,39.0,47.0,30.0,7.0,1.0,0,1019.2,8.9,1023.1
2.7,0.0,33.0,62.0,33.0,7.0,5.0,0,1019.5,8.2,1023.0
-2.1,0.0,35.0,64.0,26.0,0.0,0.0,0,1018.3,10.2,1022.6
-1.0,0.0,28.0,55.0,23.0,1.0,1.0,0,1018.1,10.2,1021.7
-0.5,0.0,35.0,55.0,20.0,0.0,0.0,0,1021.1,10.2,1024.2
-0.9,0.0,35.0,60.0,26.0,0.0,1.0,0,1020.8,10.1,1025.3
-2.2,0.0,30.0,59.0,16.0,0.0,0.0,0,1018.9,10.1,1023.0
-1.4,0.0,30.0,54.0,22.0,0.0,0.0,0,1020.3,10.2,1023.9
0.6,0.0,24.0,44.0,20.0,0.0,0.0,0,1019.3,10.2,1023.6
1.9,0.0,20.0,50.0,14.0,0.0,0.0,0,1017.5,10.2,1021.7
2.8,0.0,30.0,37.0,17.0,2.0,3.0,0,1016.4,10.0,1019.6
7.5,0.0,24.0,49.0,15.0,6.0,5.0,0,1015.5,8.7,1018.1
7.8,0.0,28.0,47.0,19.0,7.0,7.0,0,1014.9,4.2,1019.0
12.5,2.2,26.0,91.0,60.0,7.0,8.0,1,1017.0,0.0,1019.5
12.1,0.6,35.0,87.0,94.0,8.0,8.0,0,1018.4,0.0,1021.1
7.7,6.4,37.0,95.0,56.0,8.0,7.0,1,1020.6,0.0,1022.8
4.8,0.0,56.0,63.0,38.0,4.0,2.0,0,1021.2,9.8,1023.6
-2.1,0.0,43.0,81.0,39.0,3.0,4.0,0,1022.2,10.1,1025.5
0.6,0.0,39.0,71.0,34.0,3.0,3.0,0,1022.9,9.0,1026.4
-0.9,0.0,37.0,80.0,28.0,2.0,0.0,0,1022.3,10.0,1025.5
-0.7,0.0,35.0,77.0,31.0,1.0,2.0,0,1023.1,9.0,1025.9
-3.4,0.0,33.0,75.0,29.0,0.0,1.0,0,1022.5,10.0,1026.5
-0.5,0.0,40.53128136500502,74.0,19.0,1.0,1.0,0,1021.3,10.1,1025.8
0.9,0.0,40.53128136500502,58.0,21.0,0.0,1.0,0,1022.2,10.1,1025.3
0.7,0.0,35.0,75.0,35.0,1.0,0.0,0,1020.6,9.4,1025.0
0.3,0.0,24.0,79.0,24.0,1.0,0.0,0,1017.8,9.9,1021.7
0.5,0.0,28.0,63.0,22.0,4.0,1.0,0,1017.5,10.0,1021.2
2.1,0.0,35.0,51.0,29.0,0.0,1.0,0,1018.7,10.0,1021.8
7.3,0.0,33.0,73.0,35.0,8.0,1.0,0,1020.6,5.5,1024.2
-0.1,0.0,33.0,77.0,28.0,0.0,0.0,0,1020.6,9.4,1024.4
-1.3,0.0,39.0,69.0,21.0,0.0,0.0,0,1020.4,10.1,1024.0
-1.0,0.0,26.0,58.0,12.0,0.0,0.0,0,1019.7,10.1,1024.7
0.3,0.0,31.0,53.0,16.0,0.0,0.0,0,1019.7,10.1,1023.6
4.7,0.0,44.0,50.0,31.0,5.0,6.0,0,1019.7,9.1,1023.6
3.7,0.0,37.0,64.0,27.0,3.0,2.0,0,1018.9,10.0,1023.4
2.4,0.0,30.0,63.0,30.0,0.0,2.0,0,1019.8,10.1,1022.9
3.0,0.0,26.0,87.0,36.0,1.0,1.0,0,1019.8,9.8,1023.6
4.1,0.0,26.0,83.0,40.0,7.0,7.0,0,1017.8,4.8,1022.1
10.3,0.0,35.0,66.0,27.0,7.0,6.0,0,1013.7,3.3,1017.6
8.3,0.0,31.0,62.0,29.0,1.0,6.0,0,1014.2,9.2,1017.6
7.6,0.0,37.0,75.0,34.0,2.0,2.0,0,1019.9,9.9,1023.1
3.6,0.0,39.0,59.0,26.0,3.0,1.0,0,1021.2,10.1,1025.7
2.3,0.0,37.0,51.0,26.0,2.0,5.0,0,1018.8,8.0,1021.2
9.2,0.0,31.0,70.0,32.0,7.0,0.0,0,1023.8,7.1,1026.9
1.1,0.0,28.0,70.0,30.0,6.0,6.0,0,1025.7,4.9,1029.8
-1.4,0.0,40.53128136500502,65.0,27.0,0.0,0.0,0,1024.1,10.1,1029.2
-1.2,0.0,40.53128136500502,65.0,25.0,6.0,5.0,0,1023.5,6.0,1027.1
0.0,0.0,40.53128136500502,55.0,21.0,3.0,2.0,0,1023.6,10.1,1027.7
7.3,0.0,33.0,50.0,49.0,7.0,7.0,0,1019.4,1.3,1024.9
8.5,3.6,28.0,87.0,86.0,8.0,8.0,1,1019.1,0.0,1021.1
7.0,2.2,28.0,92.0,87.0,7.0,8.0,1,1022.5,0.0,1023.6
7.0,0.0,26.0,95.0,71.0,8.0,8.0,0,1022.5,0.0,1025.9
3.1,0.0,26.0,99.0,38.0,8.0,3.0,0,1019.0,8.9,1023.0
4.0,0.0,31.0,79.0,29.0,0.0,1.0,0,1019.3,10.0,1022.6
4.0,0.0,35.0,77.0,32.0,0.0,2.0,0,1020.8,10.3,1023.7
3.4,0.0,35.0,77.0,46.0,0.0,1.0,0,1020.4,10.0,1024.6
1.5,0.0,31.0,76.0,19.0,0.0,0.0,0,1020.4,10.3,1024.3
-0.5,0.0,31.0,56.0,15.0,0.0,1.0,0,1020.3,10.3,1024.4
0.9,0.0,35.0,62.0,28.0,0.0,0.0,0,1019.0,10.2,1023.5
-0.7,0.0,40.53128136500502,62.0,15.0,0.0,0.0,0,1019.3,10.3,1023.2
-2.0,0.0,40.53128136500502,43.0,12.0,0.0,0.0,0,1019.1,10.3,1022.9
-1.6,0.0,40.53128136500502,25.0,7.0,4.0,6.0,0,1018.7,9.2,1023.2
1.6,0.0,40.53128136500502,44.0,11.0,1.0,2.0,0,1020.5,10.1,1024.1
3.9,0.0,30.0,40.0,15.0,1.0,0.0,0,1021.4,10.2,1025.4
