MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,Pressure3pm,Sunshine,Pressure9am
0.2,0.0,41.0,71.0,68.0,8.0,8.0,8.0,0,1019.4,7.4020381328073634,1020.4
1.6,2.8,39.0,81.0,41.0,7.0,1.0,9.2,1,1022.4,9.0,1025.6
1.7,0.0,46.0,76.0,33.0,1.0,8.0,10.2,0,1021.3,7.0,1025.1
6.9,0.0,93.0,47.0,25.0,4.0,2.0,16.2,0,1015.8,8.0,1019.7
9.2,0.0,48.0,49.0,30.0,5.0,8.0,13.7,0,1015.6,10.9,1016.6
4.3,0.0,28.0,74.0,45.0,7.0,8.0,12.2,0,1017.8,9.1,1022.1
4.5,0.0,41.0,70.0,30.0,3.0,8.0,14.2,0,1012.3,11.0,1016.2
5.6,0.0,46.0,67.0,23.0,1.0,8.0,15.7,0,1010.0,11.0,1011.2
4.6,0.0,63.0,46.0,25.0,6.0,8.0,16.7,0,1011.3,10.9,1013.7
2.6,0.0,59.0,42.0,33.0,2.0,8.0,9.7,0,1020.5,10.5,1017.6
-0.2,0.0,37.0,61.0,35.0,3.0,8.0,9.5,0,1024.9,10.0,1027.6
0.4,0.0,37.0,72.0,31.0,1.0,8.0,10.4,0,1017.7,7.4020381328073634,1023.2
4.7,0.0,74.0,67.0,24.0,8.0,8.0,13.7,0,1007.1,7.4020381328073634,1013.3
3.6,0.0,61.0,49.0,24.0,8.0,8.0,15.7,0,1006.5,7.4020381328073634,1009.3
1.3,0.0,35.0,49.0,33.0,8.0,8.0,11.9,0,1015.5,11.0,1015.7
3.1,0.0,31.0,64.0,40.0,3.0,8.0,12.1,0,1021.9,10.9,1024.9
6.0,0.0,30.0,70.0,31.0,2.0,8.0,13.1,0,1019.3,10.0,1024.0
6.0,0.0,44.0,72.0,35.0,3.0,1.0,14.8,0,1014.6,9.7,1019.2
5.5,1.6,39.0,75.0,23.0,2.0,8.0,15.6,1,1013.7,11.0,1018.1
8.6,0.0,61.0,64.0,43.0,8.0,5.0,16.5,0,1005.3,5.0,1008.1
1.0,0.0,44.0,47.0,33.0,0.0,8.0,11.4,0,1012.7,9.0,1014.3
8.2,0.0,31.0,67.0,46.0,8.0,4.0,12.3,0,1017.6,1.1,1019.7
6.1,0.0,39.0,67.0,35.0,2.0,8.0,14.6,0,1015.4,10.8,1019.5
8.0,0.0,39.0,73.0,30.0,3.0,8.0,17.2,0,1014.6,6.2,1018.3
13.7,0.0,56.0,57.0,37.0,7.0,5.0,21.3,0,1013.2,4.2,1016.2
16.1,9.0,37.0,92.0,91.0,8.0,8.0,17.0,1,1009.6,0.0,1013.0
11.2,8.6,41.0,85.0,33.0,7.0,8.0,16.1,1,1011.9,9.0,1012.3
10.0,0.2,40.064214262665374,82.0,26.0,2.0,8.0,15.6,0,1014.4,11.0,1015.4
6.8,0.0,44.0,53.0,45.0,5.0,8.0,12.8,0,1020.8,10.5,1022.1
2.3,0.0,39.0,68.0,32.0,5.0,8.0,11.4,0,1023.5,11.0,1027.6
4.0,0.0,48.0,67.0,33.0,1.0,8.0,14.1,0,1018.4,9.7,1022.8
8.5,0.0,48.0,59.0,21.0,2.0,8.0,15.0,0,1015.4,11.4,1019.6
9.2,0.0,39.0,73.0,35.0,8.0,8.0,13.2,0,1014.7,7.1,1018.4
11.5,0.0,43.0,77.0,22.0,4.0,8.0,14.9,0,1009.7,5.7,1013.9
11.2,0.0,54.0,55.0,35.0,4.0,8.0,16.0,0,1007.5,6.0,1010.6
8.3,1.4,44.0,78.0,38.0,7.0,8.0,12.9,1,1011.5,7.1,1015.0
10.4,0.0,57.0,71.0,29.0,6.0,8.0,14.0,0,1007.8,8.9,1010.9
4.2,0.0,56.0,62.0,43.0,7.0,8.0,13.1,0,1016.2,7.0,1014.3
3.6,0.0,37.0,57.0,38.0,6.0,8.0,14.3,0,1020.1,10.8,1022.6
5.3,0.0,44.0,71.0,25.0,7.0,8.0,14.3,0,1010.3,7.0,1016.0
12.6,0.0,39.0,72.0,46.0,7.0,8.0,14.9,0,1014.5,10.0,1016.0
9.8,0.0,35.0,62.0,30.0,4.0,8.0,14.6,0,1015.2,12.2,1019.6
8.9,0.0,39.0,58.0,29.0,1.0,8.0,16.8,0,1013.2,11.0,1017.7
9.4,0.0,35.0,83.0,24.0,4.0,8.0,11.1,0,1013.6,12.1,1014.8
9.4,0.0,41.0,50.0,34.0,5.0,5.0,22.7,0,1013.6,5.1,1015.3
12.3,0.0,39.0,76.0,48.0,8.0,2.0,18.5,0,1014.1,2.8,1016.5
14.4,9.8,31.0,79.0,56.0,8.0,2.0,18.6,1,1014.8,2.8,1017.6
16.2,0.0,35.0,79.0,38.0,1.0,8.0,19.3,0,1011.6,7.4020381328073634,1016.1
18.0,0.0,65.0,52.0,32.0,8.0,8.0,27.1,0,1012.2,7.4020381328073634,1013.4
7.9,0.0,52.0,29.0,12.0,8.0,8.0,23.1,0,1008.9,7.4020381328073634,1011.7
10.8,0.0,52.0,60.0,32.0,2.0,8.0,20.2,0,1009.7,7.4020381328073634,1011.8
12.2,0.0,33.0,63.0,25.0,1.0,8.0,16.5,0,1013.1,7.4020381328073634,1017.3
11.1,0.0,57.0,41.0,12.0,0.0,8.0,23.3,0,1010.6,7.4020381328073634,1015.2
15.5,0.0,40.064214262665374,43.0,18.0,0.0,8.0,25.8,0,1012.5,7.4020381328073634,1014.8
16.5,9.0,40.064214262665374,46.0,20.0,1.0,8.0,24.9,1,1017.0,7.4020381328073634,1019.9
15.1,0.8,39.0,67.0,28.0,0.0,8.0,20.8,0,1015.6,7.4020381328073634,1021.4
17.0,0.2,83.0,25.0,13.0,2.0,1.0,29.2,0,997.7,7.4020381328073634,1006.4
16.2,0.0,48.0,46.0,28.0,3.0,1.0,17.2,0,999.0,7.4020381328073634,998.2
10.0,0.0,41.0,60.0,26.0,6.0,8.0,16.9,0,1006.4,7.4020381328073634,1008.7
11.4,0.0,48.0,70.0,11.0,4.0,8.0,19.5,0,1005.0,7.4020381328073634,1009.0
13.5,0.0,67.0,50.0,10.0,6.0,8.0,21.7,0,1007.9,7.4020381328073634,1006.8
17.3,0.0,41.0,67.0,62.0,5.0,8.0,20.3,0,1007.5,7.4020381328073634,1009.6
8.2,4.2,44.0,49.0,33.0,2.0,1.0,13.2,1,1015.5,7.4020381328073634,1015.9
5.6,0.0,33.0,65.0,22.0,2.0,8.0,14.1,0,1013.9,7.4020381328073634,1018.2
10.3,0.0,46.0,61.0,19.0,2.0,8.0,19.4,0,1010.6,7.4020381328073634,1014.2
11.4,0.0,54.0,66.0,13.0,0.0,8.0,19.0,0,1006.0,7.4020381328073634,1011.4
13.6,0.0,40.064214262665374,29.0,16.0,3.0,1.0,25.9,0,999.8,7.4020381328073634,1003.7
16.9,0.0,37.0,78.0,52.0,8.0,1.0,18.4,0,1010.6,7.4020381328073634,1011.8
15.1,0.0,40.064214262665374,71.0,44.0,8.0,1.0,17.2,0,1012.5,7.4020381328073634,1016.3
16.1,0.0,40.064214262665374,68.0,25.0,8.0,1.0,20.4,0,1009.0,7.4020381328073634,1014.7
14.4,0.0,40.064214262665374,56.0,14.0,8.0,1.0,24.0,0,1006.4,7.4020381328073634,1010.0
13.7,0.0,40.064214262665374,62.0,31.0,6.0,1.0,20.1,0,1012.7,7.4020381328073634,1014.6
15.3,0.0,40.064214262665374,73.21849985176401,45.82535046728972,7.0,8.0,23.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.0,0.0,40.064214262665374,52.0,20.0,1.0,8.0,22.5,0,1008.1,7.4020381328073634,1018.9864797507788
20.5,0.0,54.0,69.0,32.0,7.0,1.0,22.5,0,1007.0,7.4020381328073634,1012.6
16.9,43.0,48.0,89.0,49.0,6.0,1.0,19.7,1,1006.0,7.4020381328073634,1008.1
18.4,0.4,37.0,86.0,59.0,8.0,8.0,20.3,0,1006.5,7.4020381328073634,1008.6
16.7,15.0,40.064214262665374,84.0,49.0,8.0,1.0,18.8,1,1003.7,7.4020381328073634,1003.6
16.7,0.0,40.064214262665374,65.0,20.0,6.0,8.0,20.2,0,1011.2,7.4020381328073634,1012.8
14.0,0.0,40.064214262665374,78.0,14.0,8.0,8.0,19.7,0,1007.4,7.4020381328073634,1012.0
11.9,11.8,56.0,65.0,48.0,8.0,6.0,14.5,1,1017.6,7.4020381328073634,1017.1
11.8,0.0,56.0,55.0,56.0,6.0,8.0,14.1,0,1022.1,7.4020381328073634,1022.7
12.9,0.0,43.0,73.0,49.0,6.0,8.0,15.9,0,1021.1,7.4020381328073634,1023.3
8.7,0.0,41.0,63.0,45.0,2.0,2.0,17.4,0,1020.1,7.4020381328073634,1022.5
11.4,0.0,37.0,64.0,42.0,3.0,8.0,18.1,0,1018.8,7.4020381328073634,1022.3
7.4,0.0,24.0,86.0,36.0,2.0,8.0,14.9,0,1017.1,7.4020381328073634,1020.8
8.9,0.0,40.064214262665374,85.0,33.0,0.0,8.0,15.5,0,1016.0,7.4020381328073634,1019.6
9.0,0.0,40.064214262665374,75.0,40.0,0.0,8.0,17.5,0,1019.1,7.4020381328073634,1022.8
10.0,0.0,24.0,85.0,46.0,4.0,8.0,16.3,0,1017.4,7.4020381328073634,1021.2
11.9,0.0,28.0,83.0,39.0,6.0,8.0,17.5,0,1015.9,7.4020381328073634,1019.6
12.7,0.0,30.0,81.0,37.0,8.0,8.0,18.1,0,1018.3,7.4020381328073634,1021.2
13.6,0.0,28.0,70.0,32.0,2.0,8.0,19.2,0,1016.0,7.4020381328073634,1020.8
10.1,0.0,37.0,78.0,34.0,0.0,1.0,16.8,0,1009.9,7.4020381328073634,1013.7
16.6,0.0,40.064214262665374,80.0,51.0,5.0,1.0,18.4,0,1010.3,7.4020381328073634,1012.5
16.5,0.0,28.0,76.0,48.0,8.0,8.0,17.9,0,1014.2,7.4020381328073634,1016.6
15.6,0.0,40.064214262665374,73.0,22.0,5.0,8.0,19.0,0,1009.0,7.4020381328073634,1013.4
9.4,0.0,57.0,44.0,36.0,2.0,1.0,13.0,0,1016.5,7.4020381328073634,1014.9
3.7,0.0,31.0,57.0,19.0,3.0,8.0,10.5,0,1018.9,7.4020381328073634,1021.3
4.1,0.0,35.0,73.0,32.0,1.0,6.0,11.7,0,1021.6,7.4020381328073634,1024.4
5.8,0.0,31.0,75.0,29.0,2.0,8.0,14.1,0,1020.1,7.4020381328073634,1024.9
9.5,0.6,56.0,89.0,39.0,7.0,8.0,14.5,0,1012.2,7.4020381328073634,1017.9
14.5,12.6,52.0,85.0,70.0,8.0,8.0,18.5,1,1012.0,7.4020381328073634,1012.1
8.3,0.0,37.0,62.0,31.0,0.0,8.0,16.3,0,1014.8,7.4020381328073634,1016.7
5.7,0.0,50.0,89.0,26.0,0.0,8.0,11.1,0,1012.7,7.4020381328073634,1016.5
4.9,0.0,35.0,78.0,38.0,1.0,4.0,12.1,0,1017.4,7.4020381328073634,1019.5
9.3,0.0,40.064214262665374,98.0,30.0,7.0,8.0,14.1,0,1015.9,7.4020381328073634,1019.4
8.4,0.0,44.0,75.0,34.0,2.0,2.0,14.9,0,1014.8,7.4020381328073634,1019.2
14.9,0.0,63.0,60.0,61.0,6.0,8.0,23.2,0,1012.6,7.4020381328073634,1015.6
4.6,1.6,37.0,72.0,22.0,1.0,8.0,11.1,1,1015.9,7.4020381328073634,1018.9
3.8,0.0,37.0,97.0,35.0,0.0,8.0,4.5,0,1011.3,7.4020381328073634,1016.3
3.2,0.0,33.0,71.0,41.0,6.0,8.0,13.6,0,1011.0,7.4020381328073634,1012.2
6.7,0.0,35.0,92.0,34.0,8.0,1.0,12.4,0,1015.5,7.4020381328073634,1019.0
3.0,0.0,33.0,89.0,30.0,8.0,8.0,8.5,0,1014.3,7.4020381328073634,1017.1
8.3,0.0,33.0,66.0,52.0,8.0,6.0,13.4,0,1022.0,7.4020381328073634,1021.6
5.3,0.0,37.0,77.0,56.0,6.0,8.0,9.7,0,1028.0,7.4020381328073634,1029.6
9.2,0.0,33.0,78.0,44.0,8.0,8.0,14.2,0,1027.9,7.4020381328073634,1031.3
4.9,0.0,39.0,88.0,45.0,1.0,8.0,11.3,0,1024.1,7.4020381328073634,1028.9
5.0,1.4,24.0,80.0,23.0,0.0,8.0,13.2,1,1020.8,7.4020381328073634,1025.0
4.2,0.0,30.0,77.0,32.0,2.0,8.0,13.6,0,1023.4,7.4020381328073634,1026.2
4.3,0.0,28.0,71.0,33.0,1.0,8.0,13.5,0,1023.0,7.4020381328073634,1028.0
6.9,0.0,26.0,87.0,30.0,0.0,2.0,12.2,0,1020.6,7.4020381328073634,1025.3
4.6,0.0,37.0,63.0,34.0,1.0,8.0,15.7,0,1021.6,7.4020381328073634,1024.3
9.7,0.0,26.0,71.0,35.0,1.0,8.0,17.0,0,1022.1,7.4020381328073634,1026.8
5.2,0.0,40.064214262665374,72.0,30.0,2.0,1.0,15.4,0,1015.8,7.4020381328073634,1021.4
5.8,0.0,35.0,73.21849985176401,23.0,8.0,8.0,12.677296664716208,0,1011.3,7.4020381328073634,1018.9864797507788
9.4,0.0,33.0,57.0,44.0,7.0,7.0,16.1,0,1008.4,7.4020381328073634,1011.1
10.5,1.2,30.0,74.0,53.0,7.0,5.0,13.7,1,1014.1,7.4020381328073634,1016.0
3.4,0.0,31.0,83.0,33.0,4.0,8.0,11.4,0,1013.7,7.4020381328073634,1018.0
8.2,0.2,31.0,74.0,36.0,8.0,8.0,15.0,0,1012.5,7.4020381328073634,1015.8
6.8,0.2,74.0,52.0,42.0,8.0,8.0,9.8,0,1017.3,7.4020381328073634,1017.5
7.7,0.6,56.0,69.0,57.0,6.0,8.0,10.8,0,1016.7,7.4020381328073634,1017.8
0.1,0.0,33.0,78.0,33.0,8.0,8.0,7.6,0,1011.2,7.4020381328073634,1016.4
7.4,3.4,37.0,89.0,53.0,8.0,1.0,11.2,1,1008.3,7.4020381328073634,1010.2
3.1,0.0,43.0,62.0,41.0,8.0,8.0,14.2,0,1012.7,7.4020381328073634,1013.2
-1.9,0.0,46.0,81.0,33.0,8.0,8.0,7.8,0,1016.2,7.4020381328073634,1019.4
-1.5,0.0,41.0,73.0,33.0,1.0,8.0,7.8,0,1019.2,7.4020381328073634,1023.2
4.0,0.0,41.0,55.0,34.0,0.0,8.0,15.0,0,1019.7,7.4020381328073634,1023.1
0.6,0.0,39.0,81.0,34.0,0.0,8.0,9.6,0,1017.5,7.4020381328073634,1022.8
9.3,0.0,43.0,39.0,17.0,6.0,8.0,18.0,0,1016.9,7.4020381328073634,1019.2
3.8,0.0,33.0,48.0,43.0,3.0,8.0,14.2,0,1022.2,7.4020381328073634,1023.3
12.1,2.8,20.0,88.0,52.0,8.0,1.0,14.1,1,1021.5,7.4020381328073634,1025.9
5.3,0.0,48.0,92.0,34.0,5.0,8.0,11.6,0,1017.2,7.4020381328073634,1020.5
0.4,0.0,40.064214262665374,50.0,23.0,1.0,8.0,10.4,0,1025.7,7.4020381328073634,1027.1
-0.9,0.0,40.064214262665374,80.0,24.0,2.0,8.0,6.9,0,1020.8,7.4020381328073634,1027.3
6.9,0.0,48.0,73.21849985176401,11.0,8.0,8.0,12.677296664716208,0,1017.9,7.4020381328073634,1018.9864797507788
-1.2,0.0,28.0,52.0,27.0,0.0,8.0,8.4,0,1022.4,7.4020381328073634,1026.5
-1.6,0.0,30.0,60.0,38.0,3.0,8.0,7.8,0,1024.9,7.4020381328073634,1028.1
3.6,0.0,26.0,72.0,37.0,6.0,1.0,10.6,0,1027.2,7.4020381328073634,1030.3
7.1,0.0,20.0,74.0,35.0,3.0,2.0,11.9,0,1028.2,7.4020381328073634,1031.8
0.7,0.0,19.0,78.0,29.0,0.0,8.0,9.2,0,1028.6,7.4020381328073634,1032.3
0.5,0.0,26.0,72.0,27.0,0.0,8.0,10.3,0,1029.0,7.4020381328073634,1033.2
1.0,0.0,33.0,70.0,26.0,0.0,8.0,11.6,0,1027.1,7.4020381328073634,1032.2
3.6,0.0,33.0,73.21849985176401,35.0,0.0,8.0,12.677296664716208,0,1022.7,7.4020381328073634,1027.8
7.7,0.0,44.0,66.0,83.0,8.0,8.0,13.1,0,1014.5,7.4020381328073634,1018.9
0.8,2.4,48.0,85.0,41.0,4.0,8.0,7.0,1,1013.1,7.4020381328073634,1014.9
0.5,0.2,46.0,90.0,55.0,7.0,8.0,8.0,0,1009.8,7.4020381328073634,1012.4
7.8,0.0,59.0,62.0,44.0,6.0,8.0,9.9,0,1008.5,7.4020381328073634,1009.4
6.2,0.0,50.0,54.0,50.0,5.0,8.0,10.6,0,1012.2,7.4020381328073634,1013.2
-4.3,0.0,43.0,88.0,38.0,1.0,8.0,5.4,0,1012.8,7.4020381328073634,1016.1
-4.6,0.0,41.0,73.21849985176401,42.0,0.0,8.0,3.0,0,1015.1,7.4020381328073634,1018.2
-3.5,0.0,43.0,86.0,46.0,7.0,8.0,4.7,0,1015.7,7.4020381328073634,1019.5
4.1,0.0,39.0,68.0,21.0,3.0,8.0,11.7,0,1013.8,7.4020381328073634,1016.2
-3.4,0.0,22.0,82.0,59.0,7.0,5.0,3.5,0,1011.6,7.4020381328073634,1015.9
3.5,3.2,44.0,75.0,53.0,7.0,8.0,11.0,1,1017.5,7.4020381328073634,1016.6
0.8,0.0,30.0,68.0,54.0,2.0,8.0,9.2,0,1021.2,7.4020381328073634,1022.9
-3.2,0.2,22.0,73.21849985176401,41.0,0.0,8.0,2.0,0,1023.6,7.4020381328073634,1025.8
-4.2,0.0,15.0,99.0,66.0,8.0,8.0,2.4,0,1024.7,7.4020381328073634,1028.2
-3.2,0.0,31.0,69.0,39.0,1.0,8.0,8.2,0,1029.2,7.4020381328073634,1031.3
1.8,0.0,17.0,84.0,46.0,7.0,1.0,9.6,0,1029.2,7.4020381328073634,1033.0
0.5,0.0,39.0,99.0,50.0,3.0,1.0,5.2,0,1028.1,7.4020381328073634,1031.7
2.9,0.0,33.0,99.0,61.0,8.0,3.0,7.3,0,1026.6,7.4020381328073634,1030.0
5.9,0.6,37.0,74.0,54.0,6.0,5.0,12.6,0,1024.3,7.4020381328073634,1028.4
8.4,1.2,48.0,92.0,94.0,8.0,8.0,11.5,1,1013.8,7.4020381328073634,1019.5
9.0,27.6,59.0,84.0,44.0,8.0,1.0,9.0,1,1014.1,7.4020381328073634,1011.8
-3.0,0.6,24.0,68.0,46.0,1.0,8.0,5.7,0,1021.0,7.4020381328073634,1023.6
-3.4,0.0,19.0,93.0,44.0,0.0,8.0,2.9,0,1025.0,7.4020381328073634,1028.4
-1.9,0.2,33.0,99.0,46.0,8.0,8.0,3.8,0,1023.1,7.4020381328073634,1027.3
2.0,0.0,40.064214262665374,97.0,63.0,7.0,4.0,5.3,0,1021.2,7.4020381328073634,1024.6
5.3,0.0,52.0,74.0,59.0,8.0,6.0,11.8,0,1020.3,7.4020381328073634,1020.5
-2.3,0.0,17.0,87.0,50.0,4.0,8.0,4.1,0,1029.3,7.4020381328073634,1032.6
-1.8,0.0,26.0,99.0,42.0,8.0,8.0,2.8,0,1024.9,7.4020381328073634,1029.5
-1.2,0.0,30.0,97.0,64.0,8.0,8.0,3.0,0,1019.7,7.4020381328073634,1022.1
3.0,0.2,19.0,94.0,59.0,8.0,8.0,6.5,0,1019.0,7.4020381328073634,1022.5
-0.1,0.0,20.0,94.0,96.0,8.0,8.0,5.7,0,1010.9,7.4020381328073634,1015.1
5.5,15.0,39.0,93.0,74.0,8.0,6.0,9.3,1,1005.2,7.4020381328073634,1007.4
6.6,0.2,44.0,78.0,43.0,5.0,8.0,9.6,0,1005.9,7.4020381328073634,1006.5
6.3,0.0,43.0,56.0,45.0,8.0,8.0,8.6,0,1014.7,7.4020381328073634,1013.8
0.7,0.0,39.0,82.0,42.0,8.0,2.0,5.7,0,1014.0,7.4020381328073634,1017.0
-1.4,0.0,37.0,85.0,47.0,8.0,5.0,5.4,0,1011.0,7.4020381328073634,1012.8
-1.1,0.2,39.0,100.0,51.0,8.0,8.0,2.4,0,1014.6,7.4020381328073634,1016.4
2.4,3.4,44.0,64.0,45.0,8.0,1.0,7.8,1,1023.6,7.4020381328073634,1024.8
-3.6,0.0,20.0,84.0,49.0,8.0,8.0,4.6,0,1022.3,7.4020381328073634,1026.2
-3.8,0.0,17.0,83.0,38.0,8.0,8.0,2.8,0,1020.3,7.4020381328073634,1023.4
-5.2,0.0,31.0,85.0,62.0,8.0,1.0,1.6,0,1025.5,7.4020381328073634,1027.0
-2.1,0.2,35.0,78.0,64.0,8.0,2.0,5.1,0,1028.7,7.4020381328073634,1031.2
5.1,6.2,50.0,97.0,94.0,8.0,8.0,6.1,1,1021.9,7.4020381328073634,1025.7
6.1,25.8,54.0,72.0,64.0,8.0,6.0,9.9,1,1020.7,7.4020381328073634,1021.2
4.7,0.0,31.0,71.0,59.0,8.0,8.0,10.0,0,1023.0,7.4020381328073634,1024.7
0.3,0.0,24.0,88.0,66.0,5.0,1.0,7.2,0,1022.2,7.4020381328073634,1025.7
4.5,0.2,22.0,94.0,64.0,8.0,8.0,8.1,0,1023.9,7.4020381328073634,1026.0
7.9,3.2,28.0,97.0,76.0,8.0,6.0,9.4,1,1024.7,7.4020381328073634,1026.7
0.3,1.0,19.0,89.0,44.0,8.0,8.0,6.8,0,1025.4,7.4020381328073634,1028.4
0.4,0.0,20.0,99.0,69.0,8.0,8.0,4.3,0,1024.0,7.4020381328073634,1026.7
0.5,0.2,13.0,99.0,87.0,8.0,8.0,2.5,0,1023.9,7.4020381328073634,1026.6
1.2,0.0,19.0,99.0,66.0,8.0,8.0,1.2,0,1022.5,7.4020381328073634,1026.5
-3.3,0.0,61.0,89.0,62.0,4.0,8.0,6.7,0,1013.7,7.4020381328073634,1018.3
6.5,0.2,63.0,59.0,44.0,8.0,1.0,8.1,0,1013.3,7.4020381328073634,1010.5
3.9,0.0,56.0,57.0,52.0,8.0,1.0,8.5,0,1019.5,7.4020381328073634,1019.3
0.0,0.0,33.0,80.0,46.0,8.0,1.0,7.5,0,1027.1,7.4020381328073634,1027.7
-1.5,0.0,30.0,88.0,51.0,2.0,8.0,6.1,0,1031.4,7.4020381328073634,1033.0
-2.7,0.0,30.0,78.0,41.0,8.0,1.0,4.1,0,1033.8,7.4020381328073634,1037.3
2.5,0.0,20.0,81.0,56.0,8.0,4.0,4.9,0,1032.3,7.4020381328073634,1035.0
1.0,0.0,20.0,96.0,48.0,2.0,8.0,1.7,0,1032.7,7.4020381328073634,1036.8
0.2,0.0,20.0,99.0,58.0,8.0,8.0,4.7,0,1028.8,7.4020381328073634,1032.6
0.8,0.0,15.0,98.0,58.0,8.0,8.0,6.8,0,1027.9,7.4020381328073634,1030.6
0.8,0.2,17.0,91.0,83.0,8.0,8.0,8.2,0,1025.9,7.4020381328073634,1028.8
7.7,1.6,30.0,98.0,92.0,8.0,8.0,10.6,1,1023.4,7.4020381328073634,1025.4
8.8,5.6,22.0,98.0,89.0,7.0,8.0,11.1,1,1024.1,7.4020381328073634,1026.0
7.1,5.2,33.0,98.0,82.0,8.0,8.0,12.3,1,1022.1,7.4020381328073634,1024.8
2.6,0.4,35.0,99.0,71.0,2.0,7.0,6.8,0,1019.5,7.4020381328073634,1024.1
6.7,8.4,56.0,95.0,77.0,8.0,8.0,11.9,1,1010.4,7.4020381328073634,1014.1
6.1,6.0,78.0,90.0,77.0,7.0,8.0,8.3,1,1005.6,7.4020381328073634,1009.0
1.6,9.4,46.0,84.0,58.0,7.0,3.0,3.7,1,1014.8,7.4020381328073634,1015.5
0.7,0.0,48.0,76.0,57.0,8.0,7.0,5.4,0,1017.6,7.4020381328073634,1018.4
2.7,0.0,30.0,75.0,48.0,8.0,4.0,6.8,0,1020.6,7.4020381328073634,1021.5
0.9,0.0,26.0,66.0,39.0,8.0,8.0,7.3,0,1028.0,7.4020381328073634,1030.0
-6.0,0.0,28.0,97.0,52.0,8.0,8.0,0.5,0,1027.7,7.4020381328073634,1031.5
-3.1,0.2,31.0,98.0,51.0,8.0,8.0,2.3,0,1025.7,7.4020381328073634,1027.9
-4.7,0.0,24.0,99.0,31.0,3.0,8.0,0.0,0,1028.5,7.4020381328073634,1031.8
-2.9,0.0,35.0,79.0,58.0,8.0,8.0,2.3,0,1026.4,7.4020381328073634,1031.0
2.3,0.0,35.0,75.0,71.0,8.0,8.0,10.7,0,1022.1,7.4020381328073634,1025.4
7.2,5.2,37.0,92.0,45.0,3.0,6.0,10.9,1,1020.3,7.4020381328073634,1021.7
3.8,0.2,24.0,78.0,58.0,8.0,8.0,8.7,0,1023.7,7.4020381328073634,1026.3
-2.5,0.0,26.0,95.0,51.0,4.0,8.0,4.7,0,1020.5,7.4020381328073634,1024.9
-1.2,0.0,57.0,66.0,51.0,1.0,8.0,9.9,0,1013.0,7.4020381328073634,1017.4
4.5,0.0,54.0,60.0,50.0,8.0,8.0,7.3,0,1013.8,7.4020381328073634,1016.4
6.2,0.0,56.0,65.0,52.0,8.0,1.0,8.6,0,1013.9,7.4020381328073634,1013.8
4.6,0.0,44.0,80.0,68.0,7.0,8.0,7.2,0,1015.4,7.4020381328073634,1018.1
6.7,0.2,52.0,82.0,87.0,5.0,8.0,8.7,0,1010.8,7.4020381328073634,1011.2
-1.3,5.2,31.0,99.0,59.0,7.0,1.0,4.6,1,1010.5,7.4020381328073634,1014.0
3.9,4.0,50.0,85.0,55.0,8.0,8.0,6.0,1,1014.1,7.4020381328073634,1011.8
-3.1,0.0,39.0,99.0,71.0,8.0,8.0,2.9,0,1015.5,7.4020381328073634,1019.1
2.8,0.0,41.0,70.0,32.0,8.0,8.0,9.3,0,1014.9,7.4020381328073634,1016.8
-1.8,0.0,41.0,99.0,44.0,8.0,8.0,3.6,0,1014.7,7.4020381328073634,1019.2
0.1,2.0,67.0,99.0,70.0,8.0,8.0,8.9,1,1003.5,7.4020381328073634,1006.6
4.1,1.2,57.0,64.0,39.0,8.0,8.0,8.1,1,1014.0,7.4020381328073634,1014.8
6.4,0.0,59.0,58.0,38.0,8.0,8.0,11.4,0,1008.6,7.4020381328073634,1012.5
2.3,1.4,33.0,69.0,56.0,8.0,8.0,7.5,1,1020.1,7.4020381328073634,1020.5
-1.7,0.0,35.0,99.0,36.0,8.0,8.0,2.8,0,1016.3,7.4020381328073634,1023.6
1.4,2.8,57.0,88.0,42.0,8.0,8.0,9.1,1,1010.1,7.4020381328073634,1010.5
5.5,0.0,69.0,63.0,40.0,8.0,8.0,9.8,0,1011.1,7.4020381328073634,1015.8
5.9,0.0,59.0,69.0,57.0,8.0,8.0,8.5,0,1009.6,7.4020381328073634,1011.0
0.2,0.2,48.0,59.0,53.0,8.0,8.0,5.9,0,1013.6,7.4020381328073634,1014.9
1.9,0.0,46.0,70.0,55.0,8.0,8.0,7.0,0,1013.9,7.4020381328073634,1016.4
2.5,0.0,54.0,75.0,54.0,8.0,8.0,8.4,0,1010.1,7.4020381328073634,1013.0
5.7,1.8,50.0,80.0,74.0,8.0,8.0,9.1,1,1010.2,7.4020381328073634,1009.7
5.4,0.0,37.0,69.0,62.0,8.0,8.0,11.3,0,1021.9,7.4020381328073634,1021.6
1.9,0.0,41.0,71.0,52.0,8.0,8.0,10.8,0,1022.4,7.4020381328073634,1025.0
-1.9,0.0,26.0,94.0,55.0,8.0,8.0,5.4,0,1022.1,7.4020381328073634,1026.4
1.1,0.0,30.0,72.0,38.0,8.0,8.0,9.3,0,1019.4,7.4020381328073634,1023.6
-0.7,0.0,41.0,86.0,35.0,8.0,2.0,8.8,0,1020.7,7.4020381328073634,1023.7
3.5,0.0,26.0,82.0,54.0,4.0,7.0,10.7,0,1018.2,7.4020381328073634,1024.0
9.4,8.2,70.0,68.0,43.0,8.0,8.0,14.7,1,1014.7,7.4020381328073634,1014.9
