MinTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
19.9,0.4,157.5,44.0,135.0,76.0,58.0,2.0,2.0,0,1014.1,9.8,1017.1
20.5,0.0,135.0,41.0,180.0,69.0,76.0,1.0,7.0,0,1014.0,3.7,1016.2
21.1,3.8,157.5,31.0,90.0,82.0,85.0,7.0,7.0,1,1012.9,3.3,1016.1
19.4,2.0,157.5,30.0,45.0,72.0,60.0,1.0,1.0,1,1012.0,10.4,1015.4
17.8,0.0,135.0,33.0,135.0,67.0,56.0,2.0,2.0,0,1013.6,10.7,1016.2
19.3,0.0,135.0,37.0,135.0,74.0,56.0,6.0,4.0,0,1016.0,3.8,1017.9
19.1,0.0,157.5,41.0,135.0,67.0,52.0,5.0,1.0,0,1016.3,8.3,1018.7
19.6,0.0,157.5,56.0,135.0,39.0,38.0,3.0,5.0,0,1016.6,6.3,1019.2
16.8,0.0,135.0,54.0,157.5,51.0,49.0,1.0,3.0,0,1017.7,8.8,1020.2
19.4,0.0,157.5,48.0,135.0,66.0,60.0,4.0,6.0,0,1017.5,4.3,1019.7
18.2,4.4,135.0,54.0,135.0,89.0,64.0,8.0,5.0,1,1017.1,5.3,1020.1
19.3,1.0,135.0,50.0,135.0,71.0,56.0,5.0,3.0,0,1016.4,9.4,1019.6
19.4,0.4,135.0,39.0,135.0,68.0,52.0,1.0,1.0,0,1014.1,10.6,1018.1
19.0,0.0,157.5,37.0,135.0,70.0,50.0,7.0,2.0,0,1011.3,7.0,1015.9
15.6,0.0,135.0,46.0,135.0,68.0,40.0,1.0,2.0,0,1012.5,9.9,1015.3
15.0,0.0,157.5,44.0,135.0,59.0,44.0,5.0,3.0,0,1013.7,10.5,1016.4
13.5,0.0,90.0,33.0,67.5,63.0,55.0,1.0,1.0,0,1014.1,10.2,1017.3
16.8,0.0,135.0,46.0,180.0,65.0,76.0,2.0,7.0,0,1015.7,5.3,1017.8
15.4,0.2,135.0,35.0,135.0,60.0,45.0,1.0,1.0,0,1015.1,10.6,1018.7
13.6,0.0,135.0,39.0,112.5,49.0,37.0,1.0,1.0,0,1015.8,11.1,1019.3
13.0,0.0,112.5,33.0,135.0,45.0,30.0,2.0,1.0,0,1015.7,10.6,1019.2
12.2,0.0,90.0,35.0,90.0,59.0,28.0,1.0,0.0,0,1013.7,10.8,1018.1
11.9,0.0,45.0,30.0,22.5,58.0,49.0,0.0,0.0,0,1012.7,10.8,1016.9
11.0,0.0,45.0,31.0,45.0,55.0,43.0,0.0,1.0,0,1013.3,10.9,1016.3
12.8,0.0,112.5,33.0,67.5,53.0,44.0,1.0,1.0,0,1014.7,11.0,1017.0
17.0,0.0,67.5,31.0,90.0,57.0,41.0,7.0,2.0,0,1014.5,7.4,1017.8
15.5,0.0,90.0,33.0,67.5,58.0,44.0,1.0,1.0,0,1013.5,11.2,1016.9
15.8,0.0,45.0,30.0,45.0,68.0,58.0,1.0,0.0,0,1013.6,10.9,1017.2
14.9,0.0,45.0,30.0,45.0,62.0,54.0,1.0,7.0,0,1014.1,10.7,1017.0
14.4,0.0,157.5,30.0,45.0,61.0,58.0,1.0,1.0,0,1013.9,11.0,1017.0
16.7,0.0,135.0,31.0,90.0,63.0,48.0,1.0,1.0,0,1014.9,10.9,1018.0
19.2,0.0,90.0,43.0,45.0,63.0,62.0,1.0,1.0,0,1014.5,10.3,1018.1
17.3,0.0,67.5,33.0,90.0,61.0,51.0,1.0,1.0,0,1014.0,11.0,1017.7
16.8,0.0,67.5,31.0,45.0,64.0,60.0,1.0,1.0,0,1013.0,11.1,1017.8
16.4,0.0,45.0,30.0,22.5,69.0,69.0,1.0,2.0,0,1012.1,8.9,1015.2
17.0,0.0,45.0,31.0,45.0,60.0,66.0,1.0,1.0,0,1012.2,9.7,1015.3
19.8,0.0,157.5,33.0,45.0,67.0,65.0,6.0,7.0,0,1013.7,5.5,1016.5
19.5,0.0,135.0,44.0,112.5,73.0,59.0,6.0,7.0,0,1016.3,6.0,1018.2
19.0,1.2,112.5,52.0,135.0,63.0,39.0,1.0,1.0,1,1017.4,10.5,1020.6
16.6,0.0,135.0,43.0,112.5,51.0,38.0,3.0,1.0,0,1018.3,11.0,1021.2
17.7,0.4,135.0,39.0,135.0,84.0,42.0,3.0,4.0,0,1017.3,7.9,1020.3
19.6,1.8,157.5,41.0,135.0,72.0,48.0,5.0,1.0,1,1017.3,8.7,1019.8
17.8,0.0,135.0,44.0,135.0,64.0,44.0,4.0,2.0,0,1015.9,6.8,1019.4
16.4,0.0,90.0,37.0,112.5,53.0,51.0,1.0,2.0,0,1015.3,10.0,1019.5
18.8,0.0,135.0,52.0,112.5,65.0,51.0,4.0,1.0,0,1015.8,8.8,1019.3
19.5,0.0,135.0,44.0,135.0,57.0,49.0,4.0,1.0,0,1016.4,10.2,1020.0
20.6,0.0,157.5,61.0,135.0,51.0,53.0,1.0,4.0,0,1017.7,10.7,1020.3
20.9,0.0,112.5,57.0,135.0,58.0,55.0,3.0,3.0,0,1019.6,9.6,1022.3
19.2,2.6,135.0,65.0,135.0,64.0,50.0,3.0,2.0,1,1019.1,5.2,1021.6
19.0,6.4,135.0,70.0,135.0,55.0,43.0,2.0,3.0,1,1019.1,8.1,1021.1
18.2,16.6,135.0,72.0,157.5,59.0,52.0,2.0,3.0,1,1018.9,7.8,1021.1
18.0,6.4,135.0,57.0,135.0,89.0,54.0,6.0,4.0,1,1018.7,6.5,1021.5
18.8,2.8,112.5,52.0,135.0,65.0,52.0,4.0,2.0,1,1018.7,9.7,1020.9
19.2,1.0,157.5,48.0,135.0,74.0,55.0,2.0,3.0,0,1017.5,7.9,1020.7
18.7,7.8,112.5,37.0,112.5,85.0,52.0,7.0,1.0,1,1014.5,6.7,1019.7
19.8,0.0,67.5,28.0,22.5,60.0,62.0,2.0,1.0,0,1012.3,10.1,1016.6
16.8,0.0,67.5,31.0,45.0,62.0,72.0,3.0,1.0,0,1012.6,10.7,1016.2
17.8,0.0,22.5,28.0,22.5,69.0,67.0,1.0,1.0,0,1013.6,11.3,1017.3
15.4,0.0,22.5,26.0,22.5,64.0,63.0,1.0,1.0,0,1012.8,10.7,1017.3
17.6,0.0,67.5,31.0,67.5,64.0,60.0,1.0,2.0,0,1012.7,10.7,1016.4
17.8,0.0,67.5,33.0,67.5,66.0,58.0,5.0,1.0,0,1012.3,10.7,1016.3
18.3,0.0,45.0,33.0,45.0,61.0,56.0,2.0,1.0,0,1010.2,11.2,1015.0
18.0,0.0,22.5,33.0,22.5,65.0,67.0,1.0,1.0,0,1008.8,9.0,1013.1
22.8,0.0,22.5,28.0,45.0,75.0,72.0,7.0,1.0,0,1009.0,8.5,1012.7
19.7,0.0,22.5,33.0,22.5,67.0,68.0,1.0,1.0,0,1010.1,9.8,1013.1
17.2,0.0,22.5,26.0,22.5,56.0,66.0,0.0,1.0,0,1010.3,10.7,1014.2
17.9,0.0,0.0,28.0,22.5,65.0,66.0,1.0,1.0,0,1009.3,10.2,1013.5
17.6,0.0,45.0,33.0,45.0,63.0,69.0,5.0,2.0,0,1009.8,10.1,1013.3
18.5,0.0,45.0,39.0,45.0,62.0,62.0,2.0,1.0,0,1012.5,10.6,1015.3
18.4,0.0,45.0,33.0,45.0,62.0,55.0,2.0,1.0,0,1013.3,10.8,1016.6
16.1,0.0,45.0,31.0,22.5,57.0,56.0,1.0,1.0,0,1013.5,10.4,1016.9
16.6,0.0,45.0,31.0,45.0,57.0,52.0,2.0,1.0,0,1014.0,10.8,1017.6
16.3,0.0,22.5,30.0,45.0,61.0,57.0,1.0,1.0,0,1012.9,10.3,1016.4
17.5,0.0,45.0,31.0,45.0,62.0,59.0,2.0,1.0,0,1012.3,10.3,1015.6
19.1,0.0,67.5,31.0,67.5,64.0,61.0,2.0,1.0,0,1012.2,10.4,1015.2
20.2,0.0,90.0,39.0,90.0,61.0,53.0,2.0,1.0,0,1013.6,10.7,1016.2
21.4,0.0,67.5,35.0,90.0,58.0,50.0,2.0,1.0,0,1014.0,9.5,1017.7
20.9,0.0,90.0,39.0,67.5,57.0,55.0,1.0,3.0,0,1012.9,8.9,1015.7
20.8,0.0,45.0,33.0,45.0,62.0,63.0,2.0,6.0,0,1011.0,7.4,1014.6
20.3,0.2,90.0,37.0,90.0,66.0,56.0,2.0,3.0,0,1011.6,10.4,1014.4
21.3,0.0,90.0,35.0,90.0,56.0,51.0,2.0,4.0,0,1012.7,9.7,1016.4
21.9,0.0,90.0,39.0,67.5,61.0,50.0,5.0,2.0,0,1011.1,10.7,1015.5
19.1,0.0,22.5,33.0,22.5,57.0,57.0,1.0,1.0,0,1010.3,10.9,1013.8
16.0,0.0,45.0,30.0,22.5,55.0,58.0,0.0,0.0,0,1010.2,10.2,1012.3
15.5,0.0,112.5,41.0,112.5,59.0,49.0,1.0,1.0,0,1013.7,11.2,1015.7
23.3,0.0,112.5,44.0,112.5,55.0,35.0,4.0,1.0,0,1013.9,10.3,1018.4
21.3,0.0,90.0,39.0,67.5,42.0,46.0,2.0,1.0,0,1012.0,11.1,1016.5
17.0,0.0,90.0,39.0,90.0,48.0,40.0,2.0,2.0,0,1012.0,11.1,1015.1
20.4,0.0,157.5,31.0,67.5,57.0,62.0,2.0,3.0,0,1011.4,8.6,1015.2
24.7,0.0,45.0,31.0,22.5,69.0,69.0,1.0,2.0,0,1010.8,9.0,1014.7
24.0,0.4,67.5,35.0,112.5,77.0,60.0,6.0,7.0,0,1013.7,5.0,1016.9
24.0,0.0,67.5,37.0,67.5,63.0,60.0,5.0,3.0,0,1014.1,7.5,1018.3
21.9,9.0,90.0,31.0,112.5,74.0,64.0,7.0,6.0,1,1013.9,0.8,1017.7
23.2,0.0,135.0,35.0,45.0,71.0,63.0,6.0,3.0,0,1013.1,6.4,1016.5
22.9,0.0,112.5,48.0,135.0,59.0,49.0,3.0,2.0,0,1013.9,11.0,1017.0
22.5,0.4,135.0,56.0,112.5,52.0,47.0,3.0,1.0,0,1013.0,10.7,1016.6
22.2,0.2,135.0,48.0,135.0,58.0,47.0,3.0,2.0,0,1012.0,10.4,1014.6
21.0,2.2,90.0,44.0,67.5,71.0,88.0,2.0,8.0,1,1011.9,2.9,1014.3
22.1,29.4,202.5,43.0,67.5,69.0,62.0,2.0,1.0,1,1011.1,11.4,1014.7
20.9,0.0,67.5,31.0,45.0,66.0,57.0,5.0,1.0,0,1011.5,9.9,1014.4
19.6,0.0,135.0,31.0,45.0,59.0,48.0,1.0,1.0,0,1013.2,11.5,1016.4
21.9,0.0,135.0,41.0,135.0,57.0,40.0,3.0,1.0,0,1015.1,11.6,1017.7
22.0,0.0,135.0,37.0,135.0,60.0,47.0,2.0,1.0,0,1014.7,11.6,1017.2
22.1,0.0,157.5,44.0,135.0,55.0,45.0,2.0,3.0,0,1014.6,11.2,1018.0
22.0,0.0,45.0,39.0,67.5,52.0,51.0,2.0,1.0,0,1013.2,10.8,1017.2
19.1,0.0,45.0,33.0,45.0,57.0,59.0,1.0,3.0,0,1011.4,11.7,1014.9
19.6,0.0,45.0,31.0,22.5,65.0,60.0,2.0,1.0,0,1011.8,11.8,1014.8
21.6,0.0,45.0,35.0,45.0,63.0,68.0,2.0,2.0,0,1012.5,11.0,1014.8
22.5,37.2,157.5,48.0,112.5,86.0,58.0,7.0,3.0,1,1013.4,6.7,1017.2
21.4,14.8,135.0,48.0,112.5,66.0,49.0,2.0,1.0,1,1013.0,10.7,1016.4
19.9,0.0,112.5,37.0,135.0,50.0,43.0,1.0,1.0,0,1012.5,12.1,1015.5
18.9,0.0,157.5,52.0,135.0,56.0,48.0,2.0,2.0,0,1013.7,11.8,1015.8
23.2,0.0,135.0,46.0,135.0,54.0,49.0,3.0,2.0,0,1013.1,9.5,1016.4
22.8,0.0,112.5,44.0,112.5,54.0,53.0,2.0,1.0,0,1011.4,10.6,1015.0
22.3,0.0,112.5,44.0,112.5,59.0,45.0,3.0,2.0,0,1011.0,10.1,1014.4
20.8,0.0,90.0,41.0,112.5,52.0,46.0,1.0,1.0,0,1009.7,11.7,1013.3
20.1,0.0,67.5,35.0,67.5,54.0,55.0,1.0,3.0,0,1008.2,12.0,1012.4
20.5,0.0,90.0,37.0,90.0,57.0,52.0,1.0,2.0,0,1008.4,11.5,1011.5
24.2,1.6,112.5,37.0,67.5,76.0,78.0,6.0,6.0,1,1009.6,4.6,1012.3
24.1,18.0,135.0,35.0,135.0,69.0,54.0,6.0,2.0,1,1009.4,10.3,1012.8
24.1,0.0,67.5,30.0,67.5,68.0,71.0,6.0,5.0,0,1009.7,3.6,1012.8
23.1,0.0,22.5,30.0,22.5,74.0,71.0,4.0,4.0,0,1009.4,9.7,1012.5
22.3,0.0,45.0,30.0,45.0,65.0,70.0,1.0,1.0,0,1007.7,10.0,1010.6
24.3,0.0,22.5,31.0,22.5,68.0,61.0,2.0,1.0,0,1006.2,9.9,1010.3
22.3,0.8,22.5,28.0,22.5,69.0,77.0,6.0,7.0,0,1007.4,6.4,1010.3
22.8,4.2,45.0,22.0,22.5,65.0,62.0,6.0,7.0,1,1008.0,6.4,1010.4
23.4,21.0,67.5,33.0,67.5,78.0,79.0,7.0,6.0,1,1007.2,6.1,1011.1
24.2,0.0,45.0,30.0,157.5,70.0,88.0,7.0,8.0,0,1007.8,5.2,1009.5
22.2,10.8,22.5,31.0,45.0,68.0,72.0,6.0,5.0,1,1006.4,7.3,1009.8
24.4,0.6,0.0,37.0,0.0,73.0,81.0,4.0,7.0,0,1005.2,5.8,1008.4
24.2,7.8,180.0,35.0,337.5,86.0,83.0,7.0,7.0,1,1004.8,3.7,1008.1
23.7,11.8,0.0,48.0,0.0,74.0,82.0,7.0,7.0,1,1003.1,1.3,1006.8
23.4,30.6,22.5,28.0,22.5,68.0,70.0,3.0,1.0,1,1004.0,10.4,1006.7
24.6,0.0,157.5,41.0,157.5,72.0,69.0,7.0,7.0,0,1007.4,4.8,1009.1
25.3,0.4,157.5,31.0,180.0,77.0,87.0,7.0,8.0,0,1010.2,1.2,1012.2
24.5,5.6,67.5,28.0,45.0,79.0,73.0,6.0,5.0,1,1008.4,5.1,1011.5
25.0,0.0,22.5,31.0,22.5,83.0,77.0,5.0,4.0,0,1008.3,5.2,1011.3
24.8,2.4,135.0,44.0,112.5,70.0,54.0,2.0,2.0,1,1011.3,9.5,1013.1
24.7,6.8,135.0,52.0,135.0,83.0,63.0,7.0,7.0,1,1012.1,3.1,1015.0
22.7,0.0,135.0,41.0,135.0,53.0,50.0,2.0,1.0,0,1010.1,11.3,1013.0
22.2,0.0,90.0,37.0,112.5,59.0,52.0,1.0,1.0,0,1008.6,11.9,1011.6
18.9,0.0,22.5,22.0,22.5,58.0,52.0,1.0,1.0,0,1006.6,12.2,1009.9
19.4,0.0,22.5,33.0,0.0,58.0,67.0,1.0,2.0,0,1008.6,12.2,1010.1
24.2,0.0,135.0,44.0,112.5,65.0,54.0,3.0,2.0,0,1012.0,9.3,1013.8
24.5,0.2,135.0,46.0,135.0,59.0,63.0,3.0,5.0,0,1011.4,7.8,1013.5
23.2,7.0,135.0,43.0,135.0,68.0,50.0,3.0,2.0,1,1008.9,11.2,1012.3
20.5,0.0,90.0,31.0,45.0,60.0,54.0,1.0,1.0,0,1007.5,12.0,1010.6
20.2,0.0,45.0,31.0,45.0,58.0,60.0,1.0,1.0,0,1007.2,11.5,1010.5
24.4,0.4,180.0,30.0,22.5,93.0,68.0,8.0,7.0,0,1006.4,3.6,1009.2
23.4,1.6,90.0,28.0,45.0,73.0,66.0,6.0,3.0,1,1007.2,3.7,1010.1
24.0,1.8,135.0,30.0,45.0,63.0,82.0,4.0,4.0,1,1008.3,5.7,1011.1
24.3,2.4,135.0,44.0,135.0,69.0,64.0,7.0,6.0,1,1009.3,6.8,1011.5
23.6,4.0,157.5,48.0,180.0,82.0,89.0,7.0,7.0,1,1010.1,2.3,1012.0
22.4,7.0,157.5,63.0,135.0,57.0,50.0,3.0,3.0,1,1010.4,11.1,1012.3
24.7,0.0,135.0,56.0,135.0,57.0,49.0,3.0,2.0,0,1010.8,11.2,1012.7
22.9,3.4,135.0,52.0,157.5,75.0,66.0,5.0,7.0,1,1011.2,9.2,1013.0
23.1,11.4,157.5,48.0,135.0,83.0,54.0,7.0,3.0,1,1011.6,8.4,1014.0
22.7,0.4,112.5,41.0,135.0,65.0,60.0,3.0,5.0,0,1010.8,11.0,1013.1
22.2,0.0,135.0,43.0,135.0,61.0,49.0,4.0,2.0,0,1010.2,9.8,1012.9
22.8,2.4,180.0,35.0,90.0,82.0,61.0,7.0,5.0,1,1010.9,0.9,1012.8
20.5,2.2,45.0,37.0,90.0,64.0,44.0,2.0,1.0,1,1010.2,11.7,1013.3
21.2,3.2,180.0,30.0,45.0,79.0,62.0,5.0,3.0,1,1010.2,7.5,1013.0
23.7,0.2,90.0,39.0,90.0,64.0,53.0,1.0,1.0,0,1008.2,11.1,1011.7
19.3,0.0,45.0,33.0,22.5,59.0,48.0,2.0,6.0,0,1006.7,11.1,1010.7
19.9,0.0,22.5,30.0,45.0,54.0,57.0,3.0,1.0,0,1007.7,11.6,1010.5
21.8,0.0,45.0,31.0,22.5,62.0,57.0,2.0,3.0,0,1009.2,12.2,1011.1
19.9,0.0,22.5,28.0,22.5,66.0,53.0,1.0,1.0,0,1008.9,12.1,1011.6
21.2,0.0,22.5,30.0,22.5,60.0,62.0,3.0,5.0,0,1007.9,12.2,1010.7
23.7,0.0,22.5,30.0,22.5,62.0,66.0,2.0,1.0,0,1007.9,12.1,1009.7
24.2,0.0,45.0,33.0,22.5,66.0,59.0,4.0,1.0,0,1008.9,10.8,1012.0
24.8,0.0,0.0,37.0,0.0,67.0,63.0,2.0,2.0,0,1005.6,10.2,1009.6
26.7,0.0,22.5,33.0,22.5,62.0,68.0,1.0,1.0,0,1003.7,11.1,1006.8
27.5,0.0,22.5,33.0,22.5,73.0,70.0,3.0,5.0,0,1003.9,7.8,1006.5
26.7,0.4,45.0,30.0,45.0,68.0,61.0,5.0,3.0,0,1006.2,8.7,1007.5
22.8,0.0,135.0,35.0,90.0,60.0,45.0,5.0,3.0,0,1006.1,10.7,1007.6
24.4,0.4,112.5,43.0,67.5,71.0,59.0,5.0,5.0,0,1007.6,9.6,1009.2
25.2,0.6,135.0,41.0,112.5,68.0,52.0,3.0,4.0,0,1008.3,11.3,1011.0
25.1,0.2,157.5,46.0,112.5,66.0,53.0,7.0,7.0,0,1008.8,3.3,1011.5
23.6,15.4,180.0,44.0,202.5,81.0,88.0,7.0,8.0,1,1009.4,1.6,1011.7
23.0,61.0,135.0,46.0,157.5,86.0,95.0,7.0,7.0,1,1008.4,0.7,1010.4
23.4,46.8,180.0,41.0,180.0,88.0,79.0,7.0,7.0,1,1007.6,0.4,1010.4
23.0,8.0,157.5,48.0,180.0,81.0,98.0,6.0,7.0,1,1009.5,1.8,1010.9
23.1,37.4,135.0,38.031436135009926,135.0,80.0,67.0,6.0,7.0,1,1009.9,2.5,1012.1
24.0,3.6,135.0,43.0,180.0,85.0,79.0,6.0,6.0,1,1009.3,5.4,1011.6
22.7,5.4,135.0,41.0,135.0,71.0,69.0,5.0,7.0,1,1008.0,5.5,1010.3
23.6,0.2,135.0,39.0,112.5,65.0,55.0,4.0,4.0,0,1007.2,10.7,1010.0
21.9,0.0,22.5,35.0,0.0,66.0,68.0,4.0,7.0,0,1007.1,8.9,1009.0
23.2,0.0,45.0,28.0,22.5,71.0,65.0,6.0,4.0,0,1006.3,8.9,1008.7
22.9,0.0,67.5,28.0,45.0,68.0,64.0,3.0,4.0,0,1006.7,7.0,1009.6
23.6,0.0,135.0,37.0,90.0,65.0,44.0,3.0,7.0,0,1008.1,10.0,1010.1
24.1,2.0,180.0,37.0,180.0,81.0,95.0,7.0,8.0,1,1009.0,1.6,1010.6
23.9,55.8,202.5,41.0,135.0,76.0,60.0,6.0,5.0,1,1006.2,8.4,1009.7
24.8,0.0,67.5,35.0,90.0,74.0,66.0,5.0,5.0,0,1004.9,10.4,1008.2
25.7,0.0,157.5,56.0,135.0,67.0,49.0,7.0,5.0,0,1005.4,10.7,1007.6
23.7,28.2,135.0,57.0,135.0,89.0,87.0,6.0,7.0,1,1005.4,7.1,1007.9
24.6,33.8,135.0,81.0,135.0,86.0,69.0,7.0,6.0,1,1003.1,2.8,1005.6
24.6,20.2,157.5,78.0,157.5,80.0,64.0,6.0,6.0,1,1000.9,3.6,1004.4
24.4,3.4,180.0,52.0,247.5,57.0,63.0,7.0,7.0,1,999.4,1.6,1000.9
23.0,0.2,292.5,35.0,45.0,61.0,73.0,6.0,6.0,0,998.9,10.0,1000.8
24.6,0.0,22.5,37.0,0.0,57.0,71.0,3.0,4.0,0,999.5,9.9,1002.7
26.1,0.0,180.0,46.0,180.0,64.0,96.0,7.0,7.0,0,1002.6,4.0,1004.9
23.4,62.8,157.5,43.0,157.5,95.0,98.0,8.0,8.0,1,1002.8,0.0,1005.3
21.9,67.8,135.0,43.0,135.0,83.0,56.0,8.0,8.0,1,1005.4,0.5,1007.3
23.5,0.8,112.5,35.0,180.0,85.0,82.0,8.0,8.0,0,1007.1,0.0,1009.3
21.7,40.8,180.0,50.0,157.5,80.0,84.0,7.0,8.0,1,1006.1,1.5,1008.4
22.2,9.8,157.5,39.0,157.5,77.0,94.0,6.0,8.0,1,1006.1,0.5,1007.2
22.6,34.0,135.0,41.0,90.0,89.0,98.0,8.0,8.0,1,1006.8,0.1,1008.8
23.5,23.0,67.5,30.0,45.0,79.0,93.0,6.0,7.0,1,1008.4,4.7,1010.7
24.3,13.6,112.5,44.0,112.5,89.0,71.0,6.0,8.0,1,1008.2,4.3,1010.0
24.1,5.8,180.0,33.0,180.0,79.0,78.0,4.0,5.0,1,1008.2,4.6,1009.9
23.6,9.6,180.0,37.0,180.0,83.0,91.0,7.0,8.0,1,1009.1,2.3,1010.4
21.9,10.6,135.0,37.0,135.0,75.0,70.0,3.0,5.0,1,1008.4,4.3,1011.1
21.2,0.2,45.0,30.0,45.0,68.0,66.0,1.0,3.0,0,1005.9,8.9,1009.9
22.2,0.0,45.0,30.0,0.0,67.0,74.0,6.0,4.0,0,1004.7,9.0,1008.1
24.3,0.0,0.0,33.0,0.0,65.0,68.0,7.0,8.0,0,1003.4,2.3,1007.0
24.8,0.0,337.5,30.0,0.0,75.0,72.0,7.0,5.0,0,1003.7,6.4,1006.8
24.8,5.6,90.0,26.0,45.0,82.0,78.0,7.0,7.0,1,1003.6,3.7,1006.6
24.9,26.8,292.5,26.0,0.0,86.0,83.0,6.0,7.0,1,1002.0,4.8,1004.8
24.8,4.8,0.0,30.0,22.5,67.0,72.0,8.0,8.0,1,1003.3,9.5,1005.5
25.9,0.6,135.0,35.0,112.5,79.0,59.0,5.0,6.0,0,1004.1,8.7,1007.6
25.3,37.0,45.0,35.0,112.5,83.0,63.0,7.0,7.0,1,1006.1,2.8,1008.7
23.4,23.6,157.5,46.0,157.5,89.0,81.0,6.0,6.0,1,1007.9,4.5,1010.4
24.0,9.0,157.5,43.0,157.5,72.0,62.0,4.0,4.0,1,1008.8,6.3,1011.9
23.6,1.0,157.5,43.0,135.0,79.0,55.0,7.0,2.0,0,1008.4,7.6,1011.6
22.5,1.0,135.0,37.0,135.0,71.0,60.0,2.0,2.0,0,1008.1,10.3,1011.5
22.8,0.0,202.5,35.0,135.0,79.0,68.0,6.0,7.0,0,1009.5,2.4,1011.7
23.1,7.6,157.5,35.0,135.0,75.0,62.0,6.0,6.0,1,1008.9,7.8,1011.7
21.3,0.0,135.0,54.0,180.0,69.0,78.0,6.0,7.0,0,1008.0,1.6,1011.2
22.8,5.8,135.0,37.0,135.0,69.0,52.0,7.0,3.0,1,1008.2,8.9,1011.6
23.8,9.4,157.5,46.0,180.0,86.0,75.0,7.0,7.0,1,1009.6,2.3,1012.3
24.1,4.6,135.0,56.0,135.0,88.0,65.0,7.0,4.0,1,1010.6,8.8,1013.4
23.7,3.4,135.0,50.0,157.5,83.0,75.0,5.0,7.0,1,1009.8,5.1,1012.3
22.8,5.8,135.0,57.0,135.0,71.0,51.0,3.0,7.0,1,1009.1,9.6,1011.2
23.6,0.6,135.0,56.0,157.5,77.0,62.0,7.0,7.0,0,1007.9,3.1,1011.3
24.0,0.2,157.5,52.0,157.5,82.0,69.0,7.0,7.0,0,1007.1,1.3,1009.8
24.2,0.2,157.5,37.0,135.0,65.0,55.0,7.0,7.0,0,1005.6,6.6,1008.3
24.6,0.0,135.0,43.0,112.5,63.0,56.0,7.0,7.0,0,1008.0,6.1,1010.6
24.6,0.0,135.0,48.0,157.5,75.0,85.0,7.0,7.0,0,1009.2,0.3,1010.9
22.7,49.8,135.0,44.0,180.0,93.0,80.0,7.0,6.0,1,1009.5,1.0,1012.8
22.4,78.2,135.0,39.0,135.0,70.0,56.0,2.0,1.0,1,1010.3,8.9,1013.5
23.8,0.0,135.0,43.0,135.0,81.0,63.0,7.0,7.0,0,1010.7,2.4,1013.8
21.3,0.0,90.0,35.0,90.0,66.0,55.0,1.0,1.0,0,1010.7,11.3,1013.7
19.1,0.0,67.5,30.0,67.5,64.0,59.0,1.0,1.0,0,1011.4,11.7,1015.0
20.1,0.0,67.5,28.0,45.0,68.0,59.0,1.0,1.0,0,1012.1,11.4,1015.6
22.4,0.0,135.0,48.0,135.0,69.0,53.0,1.0,1.0,0,1012.6,10.5,1015.7
24.2,0.0,157.5,50.0,157.5,73.0,62.0,3.0,5.0,0,1010.1,4.2,1014.1
24.0,35.4,135.0,56.0,180.0,94.0,93.0,8.0,8.0,1,1007.8,0.8,1011.2
23.5,115.2,202.5,43.0,157.5,89.0,79.0,8.0,7.0,1,1009.0,2.7,1011.2
23.5,22.2,180.0,43.0,135.0,91.0,96.0,7.0,8.0,1,1009.4,3.0,1011.6
23.6,46.6,135.0,37.0,135.0,84.0,73.0,8.0,7.0,1,1010.6,3.0,1013.1
23.6,4.0,90.0,52.0,112.5,79.0,96.0,7.0,8.0,1,1009.8,2.0,1011.9
22.9,16.6,157.5,28.0,157.5,88.0,80.0,8.0,7.0,1,1008.7,2.6,1011.4
23.2,2.2,157.5,26.0,45.0,88.0,77.0,6.0,6.0,1,1008.9,6.5,1011.5
23.6,18.8,180.0,26.0,45.0,93.0,80.0,5.0,5.0,1,1009.8,8.3,1012.7
24.0,0.0,112.5,26.0,67.5,88.0,75.0,6.0,4.0,0,1011.1,6.0,1014.0
23.9,0.2,67.5,33.0,67.5,89.0,76.0,7.0,3.0,0,1012.3,7.3,1014.7
24.9,0.0,135.0,35.0,135.0,75.0,63.0,5.0,3.0,0,1011.8,9.5,1014.8
24.7,0.2,135.0,44.0,135.0,71.0,59.0,2.0,1.0,0,1011.0,10.5,1013.7
23.5,8.8,135.0,50.0,135.0,73.0,62.0,1.0,2.0,1,1010.1,9.1,1013.0
23.3,21.0,135.0,50.0,112.5,83.0,61.0,7.0,2.0,1,1009.4,8.3,1012.7
23.5,0.2,135.0,48.0,135.0,69.0,63.0,1.0,2.0,0,1009.7,10.7,1012.9
24.1,1.6,135.0,50.0,135.0,77.0,65.0,4.0,5.0,1,1009.8,8.9,1012.8
24.0,28.2,135.0,48.0,135.0,84.0,67.0,5.0,4.0,1,1011.1,10.5,1013.9
24.1,2.0,157.5,44.0,135.0,82.0,60.0,4.0,6.0,1,1010.8,9.7,1014.1
22.2,0.0,135.0,59.0,135.0,69.0,57.0,3.0,8.0,0,1009.9,9.6,1012.9
24.1,0.0,135.0,56.0,135.0,67.0,62.0,5.0,7.0,0,1010.2,10.2,1012.8
24.0,0.2,112.5,48.0,135.0,76.0,64.0,5.0,8.0,0,1009.3,10.3,1012.7
