Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.2,41.0,95.0,50.0,7.0,3.0,0,12.5,13.2,1018.0,1017.3
0.2,35.0,99.0,44.0,8.0,5.0,0,14.0,14.6,1022.0,1018.6
0.0,31.0,74.0,61.0,4.0,8.0,0,11.6,13.3,1015.1,1011.9
1.8,65.0,87.0,59.0,7.0,8.0,1,11.4,12.0,1011.9,1005.9
11.4,54.0,89.0,81.0,7.0,7.0,1,8.9,9.3,1008.0,1001.8
7.8,39.0,87.0,79.0,8.0,5.0,1,10.4,12.3,1001.2,1000.4
4.6,43.0,75.0,60.0,2.0,3.0,1,11.5,12.1,1011.2,1013.8
1.0,26.0,85.0,50.0,7.0,7.0,0,13.8,14.3,1025.1,1025.0
0.0,17.0,75.0,48.0,7.0,7.0,0,13.3,14.2,1029.8,1027.6
0.0,28.0,80.0,52.0,3.0,5.0,0,13.8,15.6,1028.5,1025.0
0.0,33.0,78.0,68.0,8.0,7.0,0,12.7,13.0,1023.7,1017.2
1.6,28.0,96.0,91.0,8.0,8.0,1,10.8,11.8,1014.5,1014.6
2.0,44.0,76.0,52.0,5.0,2.0,1,12.6,14.5,1018.7,1019.4
0.0,33.0,73.0,71.0,7.0,7.0,0,12.3,16.3,1021.2,1015.8
50.6,67.0,99.0,75.0,8.0,5.0,1,16.2,16.3,998.6,992.0
31.0,61.0,81.0,46.0,7.0,3.0,1,14.1,14.8,1011.8,1013.1
0.2,35.0,63.0,54.0,2.0,4.0,0,11.9,13.4,1019.9,1019.5
0.0,57.0,72.0,46.0,1.0,3.0,0,14.2,15.6,1027.3,1024.8
0.0,41.0,79.0,45.0,5.0,5.0,0,14.5,15.3,1025.5,1020.5
2.4,31.0,91.0,79.0,7.0,7.0,1,13.0,14.4,1012.9,1006.6
0.6,50.0,73.0,62.0,7.0,3.0,0,13.6,14.2,1004.2,1007.0
0.8,30.0,83.0,54.0,7.0,7.0,0,14.4,15.7,1019.5,1018.7
0.2,35.0,66.0,53.0,8.0,7.0,0,14.9,15.4,1020.9,1015.8
4.8,26.0,83.0,55.0,1.0,6.0,1,16.6,18.2,1016.3,1015.1
0.0,30.0,63.0,51.0,3.0,6.0,0,15.0,15.9,1015.6,1012.4
0.0,43.0,67.0,51.0,1.0,6.0,0,14.9,15.2,1016.6,1014.8
0.0,44.0,62.0,53.0,3.0,5.0,0,12.4,13.2,1020.0,1018.8
0.0,41.0,66.0,56.0,2.0,7.0,0,12.2,12.9,1025.3,1024.2
0.0,41.0,72.0,50.0,8.0,5.0,0,15.5,16.3,1022.6,1019.6
0.2,39.0,65.0,53.0,6.0,7.0,0,14.0,15.2,1024.3,1023.0
0.0,31.0,69.0,59.0,5.0,7.0,0,16.0,16.9,1028.1,1025.6
0.0,43.0,69.0,57.0,1.0,1.0,0,14.8,17.1,1027.7,1026.5
0.0,35.0,63.0,53.0,1.0,5.0,0,14.9,16.2,1027.4,1024.9
0.0,35.0,61.0,54.0,1.0,1.0,0,15.7,16.6,1026.7,1024.3
0.0,38.85,71.0,51.0,6.0,6.0,0,15.4,15.8,1023.9,1020.5
0.0,39.0,62.0,42.0,5.0,4.0,0,18.1,18.7,1016.3,1014.9
0.0,30.0,68.0,37.0,1.0,1.0,0,18.8,19.6,1020.6,1016.5
0.0,39.0,74.0,80.0,4.0,7.0,0,14.0,16.7,1012.8,1011.2
1.4,50.0,71.0,42.0,1.0,3.0,1,14.1,14.5,1016.3,1014.6
0.2,43.0,56.0,41.0,1.0,4.0,0,12.2,14.3,1023.9,1023.0
0.2,33.0,59.0,40.0,4.0,7.0,0,13.9,15.1,1026.8,1024.3
0.0,24.0,52.0,40.0,1.0,5.0,0,15.4,16.5,1027.2,1025.0
0.0,35.0,54.0,40.0,0.0,3.0,0,19.7,20.7,1027.6,1024.3
0.0,35.0,63.0,49.0,0.0,4.0,0,20.3,23.0,1027.6,1024.4
0.0,41.0,76.0,49.0,2.0,5.0,0,21.8,23.2,1022.7,1019.0
0.0,31.0,76.0,38.0,1.0,2.0,0,23.5,24.8,1021.3,1019.1
0.0,63.0,80.0,82.0,2.0,7.0,0,18.4,20.8,1017.1,1012.7
8.0,43.0,67.0,36.0,1.0,4.0,1,14.1,15.0,1023.4,1023.5
0.0,33.0,77.0,48.0,7.0,6.0,0,16.3,17.9,1026.6,1024.9
0.0,33.0,71.0,41.0,0.0,3.0,0,19.9,20.2,1026.3,1024.4
0.0,44.0,69.0,42.0,0.0,3.0,0,23.3,23.4,1028.3,1026.7
0.0,44.0,60.0,44.0,7.0,5.0,0,21.4,22.9,1029.8,1025.6
0.0,57.0,86.0,57.0,8.0,7.0,0,22.3,23.7,1024.7,1020.2
18.6,20.0,98.0,86.0,8.0,8.0,1,16.9,17.4,1017.1,1013.7
11.8,43.0,74.0,53.0,7.0,5.0,1,18.2,19.1,1012.2,1008.4
20.2,48.0,100.0,81.0,8.0,8.0,1,9.7,13.2,991.2,990.4
12.8,50.0,76.0,62.0,7.0,3.0,1,11.5,13.2,1007.6,1010.1
0.2,31.0,78.0,52.0,8.0,7.0,0,15.4,15.9,1016.6,1016.2
0.2,35.0,69.0,43.0,2.0,7.0,0,15.6,17.2,1021.0,1020.6
0.0,26.0,57.0,39.0,1.0,8.0,0,17.0,18.3,1027.9,1026.2
0.0,20.0,59.0,33.0,1.0,2.0,0,19.8,21.9,1028.5,1025.1
0.0,28.0,57.0,39.0,1.0,1.0,0,21.5,23.3,1023.8,1020.2
0.0,48.0,68.0,25.0,1.0,5.0,0,27.2,27.5,1018.0,1014.7
10.2,37.0,87.0,49.0,7.0,3.0,1,16.7,18.2,1017.2,1018.5
0.2,37.0,59.0,37.0,0.0,1.0,0,18.0,19.1,1022.3,1020.4
0.0,30.0,61.0,36.0,1.0,3.0,0,20.5,21.3,1021.8,1018.2
0.0,46.0,56.0,31.0,4.0,7.0,0,22.1,23.0,1017.0,1014.1
0.0,39.0,60.0,28.0,1.0,1.0,0,19.5,20.4,1019.5,1017.9
0.0,31.0,58.0,33.0,1.0,1.0,0,20.8,22.0,1019.0,1016.3
0.0,46.0,71.0,38.0,2.0,7.0,0,26.1,26.9,1014.4,1009.5
1.6,33.0,90.0,96.0,8.0,8.0,1,15.3,18.5,1006.8,1005.4
53.8,44.0,87.0,70.0,6.0,8.0,1,13.8,16.0,1008.5,1012.7
1.2,37.0,66.0,44.0,1.0,5.0,1,14.8,16.1,1018.8,1016.5
0.0,37.0,90.0,51.0,8.0,5.0,0,18.0,19.2,1019.0,1017.2
0.0,35.0,62.0,53.0,7.0,7.0,0,15.0,16.6,1021.6,1020.2
0.0,44.0,62.0,45.0,3.0,4.0,0,15.9,17.4,1023.1,1021.0
0.0,31.0,53.0,44.0,1.0,5.0,0,17.5,20.4,1023.3,1020.3
0.0,41.0,56.0,36.0,6.0,3.0,0,20.4,21.9,1022.0,1018.1
0.0,54.0,74.0,39.0,5.0,7.0,0,23.2,24.5,1015.5,1010.0
1.6,33.0,59.0,40.0,3.0,2.0,1,21.3,23.3,1013.3,1014.9
0.0,35.0,58.0,28.0,0.0,2.0,0,27.1,27.8,1023.7,1020.1
0.0,46.0,57.0,31.0,6.0,8.0,0,24.9,25.3,1016.9,1015.5
0.0,35.0,66.0,32.0,2.0,5.0,0,29.8,31.8,1013.4,1007.9
0.0,46.0,56.0,54.0,6.0,7.0,0,28.0,29.4,1008.1,1004.9
11.8,43.0,97.0,90.0,8.0,8.0,1,16.2,18.2,1012.3,1011.5
13.8,31.0,84.0,65.0,8.0,7.0,1,20.1,21.2,1014.1,1013.7
0.0,39.0,63.0,39.0,1.0,3.0,0,18.7,19.6,1016.0,1013.5
0.0,35.0,58.0,37.0,4.0,4.0,0,17.8,19.3,1016.6,1014.9
0.2,35.0,51.0,27.0,0.0,1.0,0,21.7,22.4,1017.9,1014.9
0.0,39.0,63.0,69.0,2.0,7.0,0,16.1,20.3,1015.9,1016.5
0.0,43.0,47.0,33.0,0.0,0.0,0,21.5,22.2,1022.7,1021.7
0.0,39.0,62.0,40.0,0.0,3.0,0,26.1,28.1,1025.1,1021.2
0.0,39.0,50.0,22.0,1.0,3.0,0,28.7,30.0,1021.4,1018.6
0.0,44.0,55.0,26.0,3.0,5.0,0,29.7,31.4,1020.4,1017.6
0.0,46.0,48.0,26.0,1.0,4.0,0,29.7,30.8,1020.9,1018.0
0.0,43.0,52.0,37.0,3.0,7.0,0,28.1,30.4,1019.7,1016.8
20.2,31.0,96.0,74.0,8.0,6.0,1,23.2,27.0,1017.2,1015.7
3.8,67.0,89.0,54.0,8.0,6.0,1,25.8,27.6,1016.8,1013.0
24.0,41.0,81.0,88.0,8.0,8.0,1,19.6,20.4,1009.9,1007.9
38.2,56.0,69.0,61.0,7.0,7.0,1,16.1,17.1,1011.1,1012.6
0.0,52.0,69.0,62.0,7.0,7.0,0,19.6,21.4,1015.1,1013.9
0.4,31.0,66.0,52.0,7.0,7.0,0,22.7,24.3,1015.7,1013.8
19.4,48.0,87.0,73.0,8.0,8.0,1,19.8,21.7,1014.7,1012.9
1.8,46.0,83.0,63.0,6.0,3.0,1,22.0,24.5,1014.1,1011.6
13.2,46.0,81.0,85.0,6.0,8.0,1,18.7,26.1,1013.1,1011.2
10.2,20.0,88.0,56.0,7.0,4.0,1,28.2,29.2,1011.4,1009.1
0.0,39.0,57.0,46.0,1.0,6.0,0,28.9,30.6,1011.8,1009.4
0.0,46.0,62.0,52.0,3.0,7.0,0,27.9,28.8,1011.3,1008.1
22.0,46.0,71.0,70.0,8.0,7.0,1,24.6,26.6,1007.8,1006.2
8.6,44.0,81.0,90.0,8.0,8.0,1,20.2,23.1,1004.1,1003.9
17.2,33.0,71.0,46.0,2.0,5.0,1,23.0,24.8,1010.0,1007.6
0.2,50.0,59.0,34.0,2.0,5.0,0,18.0,19.8,1011.4,1009.5
0.0,52.0,74.0,39.0,5.0,6.0,0,21.4,22.4,1007.5,1002.8
0.0,43.0,61.0,34.0,2.0,6.0,0,20.3,21.5,1005.9,1006.6
0.0,35.0,53.0,39.0,1.0,5.0,0,21.7,22.7,1015.3,1013.7
0.0,30.0,55.0,37.0,1.0,2.0,0,25.9,27.9,1014.9,1010.5
0.0,39.0,52.0,43.0,5.0,3.0,0,25.9,27.3,1005.3,1003.4
1.8,41.0,54.0,30.0,2.0,4.0,1,20.9,22.5,1008.6,1006.5
0.0,56.0,62.0,44.0,5.0,7.0,0,20.5,23.1,1004.5,1001.2
2.6,50.0,86.0,38.0,7.0,2.0,1,19.3,20.5,1002.1,1002.7
0.0,61.0,61.0,84.0,4.0,8.0,0,11.5,16.6,997.2,994.3
6.4,50.0,70.0,41.0,2.0,6.0,1,18.6,19.8,1005.2,1006.1
0.2,39.0,72.0,44.0,7.0,5.0,0,19.8,21.0,1011.0,1011.7
0.0,31.0,61.0,34.0,1.0,5.0,0,22.6,24.7,1018.7,1016.0
0.0,46.0,67.0,39.0,0.0,1.0,0,22.8,24.3,1020.3,1021.4
0.0,37.0,44.0,29.0,1.0,4.0,0,27.6,30.2,1022.7,1018.1
0.0,33.0,69.0,40.0,7.0,8.0,0,25.3,27.6,1012.8,1009.7
0.0,43.0,60.0,42.0,2.0,3.0,0,23.3,25.0,1007.3,1004.6
0.0,54.0,60.0,33.0,6.0,4.0,0,17.9,19.6,1011.5,1011.9
0.0,38.85,57.0,25.0,1.0,1.0,0,22.5,25.1,1017.5,1014.5
0.0,44.0,41.0,16.0,0.0,1.0,0,29.8,32.1,1014.5,1012.4
0.0,33.0,49.0,25.0,1.0,1.0,0,31.1,32.7,1016.1,1014.4
0.0,65.0,52.0,12.0,2.0,3.0,0,39.3,40.8,1012.4,1007.7
0.0,33.0,41.0,22.0,2.0,6.0,0,26.7,28.4,1010.3,1010.1
0.0,46.0,56.0,32.0,0.0,0.0,0,23.6,25.4,1014.3,1013.2
0.0,41.0,49.0,31.0,0.0,1.0,0,21.9,23.0,1015.0,1013.3
0.0,37.0,53.0,18.0,1.0,2.0,0,26.4,28.1,1012.3,1008.6
0.0,41.0,67.0,30.0,3.0,3.0,0,24.8,26.1,1008.3,1007.2
0.0,41.0,56.0,23.0,0.0,1.0,0,29.3,31.5,1009.3,1007.4
0.0,43.0,59.0,29.0,8.0,4.0,0,31.4,33.3,1010.2,1008.9
0.0,61.0,59.0,23.0,1.0,5.0,0,34.1,34.8,1010.1,1007.1
0.0,48.0,69.0,81.0,8.0,8.0,0,19.9,21.1,1014.6,1015.5
20.6,30.0,96.0,87.0,8.0,8.0,1,22.2,22.5,1014.4,1011.7
8.0,30.0,87.0,95.0,8.0,8.0,1,20.9,22.0,1011.1,1007.9
40.8,54.0,93.0,88.0,8.0,7.0,1,24.6,27.4,1003.3,1003.1
25.2,61.0,96.0,95.0,8.0,8.0,1,24.8,25.4,1007.3,1003.1
64.2,44.0,99.0,62.0,8.0,5.0,1,25.4,27.3,1002.0,1004.0
5.0,26.0,76.0,36.0,0.0,1.0,1,29.4,30.9,1009.2,1008.1
0.2,37.0,56.0,34.0,1.0,1.0,0,31.8,32.6,1009.0,1005.7
0.0,46.0,61.0,41.0,3.0,1.0,0,22.4,23.7,1008.3,1007.0
0.0,35.0,60.0,47.0,2.0,2.0,0,22.6,24.2,1010.7,1008.3
0.0,35.0,62.0,39.0,0.0,1.0,0,23.7,24.7,1011.0,1010.4
0.0,28.0,61.0,26.0,1.0,2.0,0,28.1,30.1,1011.6,1009.7
0.0,44.0,52.0,20.0,3.0,4.0,0,32.6,34.0,1010.1,1009.0
0.0,41.0,67.0,38.0,1.0,2.0,0,31.0,33.1,1012.5,1010.3
0.0,26.0,77.0,28.0,1.0,1.0,0,30.0,31.9,1009.4,1005.8
0.0,39.0,62.0,41.0,8.0,3.0,0,23.1,24.8,1004.3,1004.5
0.0,33.0,58.0,27.0,4.0,1.0,0,27.8,29.8,1008.1,1006.8
13.8,44.0,84.0,48.0,1.0,1.0,1,25.8,26.5,1012.0,1013.0
0.0,37.0,61.0,32.0,1.0,2.0,0,26.9,28.5,1016.4,1016.2
0.0,39.0,68.0,37.0,1.0,1.0,0,25.5,26.6,1020.7,1018.9
0.0,30.0,50.0,20.0,1.0,3.0,0,29.0,31.0,1018.4,1017.4
0.0,28.0,52.0,16.0,1.0,0.0,0,35.4,37.1,1017.2,1014.8
0.0,43.0,46.0,23.0,0.0,3.0,0,38.5,39.9,1013.5,1010.0
0.0,59.0,41.0,17.0,1.0,4.0,0,38.9,40.0,1006.7,1003.5
0.0,41.0,65.0,44.0,2.0,6.0,0,32.9,34.1,1011.2,1009.3
0.0,67.0,84.0,48.0,8.0,5.0,0,33.5,34.3,1012.7,1011.2
17.6,56.0,95.0,78.0,7.0,7.0,1,27.3,29.3,1011.6,1008.2
66.4,50.0,95.0,94.0,8.0,8.0,1,17.3,21.3,1006.1,1007.0
17.6,52.0,66.0,38.0,2.0,4.0,1,18.3,19.4,1020.5,1023.0
0.0,38.85,63.0,38.0,1.0,0.0,0,22.5,24.3,1024.8,1021.4
0.0,46.0,66.0,46.0,1.0,0.0,0,21.8,22.5,1020.7,1019.8
0.0,33.0,64.0,50.0,4.0,6.0,0,26.7,27.5,1021.6,1019.3
0.0,31.0,73.0,52.0,7.0,7.0,0,29.7,31.5,1017.8,1013.1
3.8,33.0,97.0,76.0,8.0,8.0,1,24.8,26.5,1010.5,1009.7
6.2,44.0,68.0,51.0,4.0,7.0,1,19.6,20.5,1017.7,1017.2
0.0,46.0,62.0,51.0,1.0,1.0,0,21.0,21.9,1021.2,1020.7
0.0,39.0,65.0,52.0,0.0,1.0,0,25.9,27.3,1022.3,1020.5
0.0,28.0,64.0,47.0,1.0,3.0,0,25.9,28.9,1021.6,1018.4
0.0,26.0,77.0,69.0,6.0,8.0,0,22.5,23.5,1017.2,1014.5
0.4,31.0,89.0,53.0,7.0,5.0,0,26.6,28.3,1013.1,1011.9
0.2,35.0,78.0,52.0,7.0,7.0,0,27.5,32.0,1014.0,1010.0
32.0,50.0,88.0,57.0,7.0,3.0,1,24.3,25.6,1001.8,1004.8
0.4,46.0,79.0,59.0,1.0,3.0,0,19.6,22.0,1010.1,1012.1
0.0,44.0,69.0,55.0,1.0,7.0,0,17.0,18.8,1018.4,1019.6
0.0,37.0,67.0,49.0,1.0,1.0,0,21.7,22.2,1023.2,1022.4
0.0,31.0,67.0,43.0,1.0,1.0,0,25.1,27.2,1024.2,1021.3
0.0,28.0,59.0,33.0,1.0,4.0,0,27.3,28.0,1018.8,1015.9
0.0,28.0,58.0,33.0,2.0,6.0,0,29.4,30.6,1014.1,1011.6
0.0,39.0,71.0,40.0,1.0,7.0,0,29.2,29.7,1010.3,1008.2
7.6,30.0,95.0,61.0,7.0,7.0,1,24.3,25.1,1009.3,1008.2
0.0,28.0,81.0,96.0,7.0,7.0,0,19.3,22.0,1007.7,1005.9
7.8,46.0,71.0,40.0,2.0,4.0,1,19.4,19.8,1009.6,1012.9
0.0,31.0,65.0,44.0,0.0,1.0,0,19.0,20.2,1017.9,1015.1
0.0,46.0,84.0,45.0,4.0,4.0,0,19.0,21.1,1014.4,1013.2
0.0,39.0,65.0,46.0,7.0,7.0,0,17.5,18.5,1015.9,1016.4
0.0,35.0,52.0,42.0,0.0,1.0,0,21.3,22.7,1021.0,1020.1
0.0,41.0,65.0,38.0,0.0,0.0,0,24.4,25.8,1025.0,1021.8
0.0,35.0,66.0,38.0,0.0,0.0,0,26.2,28.2,1022.0,1017.3
0.0,37.0,62.0,38.0,7.0,7.0,0,26.7,28.1,1014.7,1010.6
1.0,28.0,98.0,94.0,8.0,8.0,0,19.7,20.0,1013.1,1011.9
12.4,38.85,86.0,65.0,7.0,5.0,1,22.6,23.4,1012.7,1012.3
0.0,28.0,79.0,54.0,1.0,6.0,0,25.6,26.9,1016.1,1014.4
0.0,28.0,80.0,57.0,1.0,6.0,0,28.0,29.4,1017.2,1015.5
0.0,57.0,86.0,78.0,1.0,7.0,0,23.8,30.2,1018.1,1017.0
6.6,37.0,72.0,50.0,1.0,2.0,1,22.9,23.8,1023.1,1020.8
0.0,28.0,75.0,56.0,6.0,5.0,0,25.8,27.5,1020.2,1017.1
0.0,39.0,67.0,46.0,0.0,1.0,0,21.0,21.7,1019.8,1018.9
0.0,41.0,69.0,44.0,1.0,1.0,0,20.2,20.9,1020.9,1019.2
0.0,33.0,69.0,45.0,1.0,1.0,0,21.3,22.4,1016.6,1014.5
0.0,31.0,73.0,50.0,0.0,2.0,0,24.4,25.5,1014.1,1010.7
0.0,35.0,75.0,49.0,1.0,7.0,0,26.3,27.5,1011.3,1007.9
0.0,35.0,70.0,73.0,6.0,8.0,0,21.9,23.1,1004.9,1003.3
0.0,33.0,87.0,56.0,7.0,6.0,0,23.7,25.2,1002.2,1001.4
0.0,37.0,81.0,76.0,8.0,7.0,0,16.8,18.0,1005.2,1003.6
18.0,50.0,93.0,63.0,8.0,7.0,1,19.4,20.2,1004.3,1005.1
0.2,46.0,65.0,48.0,3.0,7.0,0,17.1,19.1,1015.1,1017.0
0.0,39.0,64.0,52.0,0.0,4.0,0,18.2,19.5,1022.7,1022.6
0.0,35.0,78.0,47.0,0.0,2.0,0,21.8,22.8,1025.4,1023.9
0.0,28.0,80.0,48.0,0.0,2.0,0,21.8,25.4,1026.7,1024.0
0.0,20.0,75.0,40.0,1.0,3.0,0,25.7,26.5,1022.6,1018.8
0.0,41.0,71.0,46.0,2.0,3.0,0,20.9,21.9,1017.1,1017.8
0.0,41.0,69.0,39.0,1.0,0.0,0,17.7,19.0,1026.4,1024.8
0.0,17.0,73.0,52.0,7.0,8.0,0,19.2,20.2,1019.2,1016.7
1.2,33.0,96.0,66.0,7.0,6.0,1,15.7,17.8,1018.1,1016.6
0.0,31.0,71.0,47.0,0.0,3.0,0,18.0,18.7,1018.4,1017.0
0.0,35.0,71.0,61.0,1.0,6.0,0,15.6,16.9,1021.6,1020.7
0.0,33.0,56.0,48.0,1.0,1.0,0,15.1,15.9,1026.5,1024.6
0.0,24.0,77.0,47.0,4.0,7.0,0,14.3,15.0,1024.9,1022.0
0.0,19.0,89.0,56.0,7.0,7.0,0,13.3,13.8,1019.7,1015.9
0.0,44.0,68.0,53.0,1.0,6.0,0,16.1,17.0,1016.3,1015.1
0.4,43.0,67.0,49.0,1.0,5.0,0,13.3,15.2,1020.6,1019.9
0.0,35.0,76.0,43.0,1.0,4.0,0,12.4,13.9,1020.2,1016.0
1.2,56.0,77.0,82.0,6.0,8.0,1,7.7,11.3,1012.2,1010.9
1.8,39.0,96.0,74.0,8.0,3.0,1,15.5,16.3,1013.9,1011.5
1.4,57.0,99.0,62.0,8.0,5.0,1,15.5,16.4,1015.1,1011.9
0.4,46.0,75.0,46.0,1.0,5.0,0,13.1,14.3,1023.5,1024.7
0.0,30.0,88.0,58.0,7.0,8.0,0,12.4,13.0,1032.5,1031.5
0.0,24.0,64.0,57.0,8.0,7.0,0,12.2,12.4,1033.3,1031.0
0.0,17.0,73.0,60.0,8.0,3.0,0,13.9,14.6,1032.1,1028.8
0.0,20.0,94.0,65.0,7.0,7.0,0,13.7,14.1,1030.8,1028.5
0.0,20.0,89.0,58.0,7.0,7.0,0,14.7,16.2,1030.1,1028.0
0.0,17.0,76.0,44.0,7.0,5.0,0,17.2,18.3,1027.5,1023.6
0.0,20.0,76.0,49.0,7.0,6.0,0,18.3,19.6,1022.5,1018.4
0.4,39.0,86.0,90.0,7.0,7.0,0,14.3,14.6,1012.0,1006.1
7.2,44.0,97.0,67.0,8.0,7.0,1,14.9,15.8,1002.0,1002.2
0.8,46.0,80.0,55.0,5.0,4.0,0,12.7,14.4,1010.2,1012.4
0.0,39.0,66.0,54.0,2.0,6.0,0,12.2,14.1,1020.1,1019.2
0.0,22.0,75.0,69.0,7.0,7.0,0,12.2,12.6,1021.8,1019.7
0.4,24.0,97.0,66.0,8.0,7.0,0,12.5,13.0,1022.5,1021.2
0.0,20.0,97.0,62.0,2.0,7.0,0,13.2,14.8,1025.1,1023.5
0.2,19.0,95.0,64.0,8.0,7.0,0,12.9,13.0,1026.3,1024.6
0.0,33.0,77.0,44.0,1.0,1.0,0,15.2,15.8,1027.0,1024.2
0.2,20.0,85.0,39.0,0.0,1.0,0,15.8,16.9,1024.9,1022.8
0.2,15.0,68.0,42.0,1.0,1.0,0,18.7,19.3,1027.9,1025.7
0.0,26.0,86.0,54.0,1.0,6.0,0,17.2,18.2,1027.0,1022.4
0.0,19.0,89.0,59.0,7.0,6.0,0,15.2,15.9,1017.9,1014.8
5.0,31.0,92.0,36.0,5.0,2.0,1,14.5,14.8,1016.2,1016.2
0.0,44.0,93.0,39.0,8.0,5.0,0,14.2,15.1,1016.5,1011.6
1.6,26.0,83.0,51.0,0.0,5.0,1,11.1,11.9,1020.1,1018.9
0.0,50.0,89.0,61.0,8.0,4.0,0,9.8,10.4,1016.6,1014.7
0.8,46.0,84.0,57.0,1.0,6.0,0,9.5,10.7,1021.1,1020.3
0.0,33.0,79.0,62.0,7.0,5.0,0,12.2,13.1,1021.5,1020.4
0.0,43.0,75.0,65.0,1.0,7.0,0,12.9,13.5,1023.1,1024.0
0.2,33.0,91.0,47.0,0.0,1.0,0,14.9,15.3,1029.5,1027.8
0.0,33.0,85.0,49.0,0.0,1.0,0,14.2,14.8,1029.9,1027.6
0.4,30.0,81.0,43.0,1.0,2.0,0,14.0,14.8,1028.5,1026.1
0.0,37.0,78.0,52.0,1.0,1.0,0,14.5,15.5,1027.3,1025.4
0.2,26.0,77.0,41.0,0.0,1.0,0,16.2,16.4,1028.3,1025.6
0.2,17.0,92.0,62.0,5.0,7.0,0,12.6,12.8,1022.2,1017.4
1.8,44.0,87.0,49.0,5.0,2.0,1,12.4,13.6,1010.6,1012.1
0.2,35.0,96.0,64.0,8.0,5.0,0,14.7,15.6,1016.1,1014.9
0.2,35.0,100.0,83.0,8.0,7.0,0,13.2,14.1,1015.6,1011.8
0.2,57.0,95.0,48.0,8.0,6.0,0,15.7,16.7,1011.9,1006.2
7.4,56.0,84.0,51.0,1.0,4.0,1,10.5,11.4,1001.9,1004.2
0.0,39.0,94.0,93.0,8.0,8.0,0,9.9,11.3,1013.4,1012.2
1.8,35.0,93.0,57.0,7.0,7.0,1,14.2,14.3,1020.6,1020.7
1.4,22.0,97.0,72.0,8.0,7.0,1,14.7,16.0,1027.0,1026.7
0.2,26.0,100.0,72.0,8.0,3.0,0,14.0,14.2,1030.2,1026.6
0.2,30.0,99.0,48.0,8.0,1.0,0,15.1,15.3,1026.0,1022.6
0.2,22.0,90.0,51.0,0.0,1.0,0,14.7,15.1,1030.1,1029.4
0.2,24.0,87.0,53.0,0.0,1.0,0,14.1,14.6,1034.8,1032.4
0.2,31.0,74.0,50.0,1.0,1.0,0,15.7,16.0,1036.2,1033.9
0.0,24.0,74.0,60.0,3.0,7.0,0,14.1,14.3,1037.5,1033.2
0.0,28.0,75.0,55.0,2.0,1.0,0,14.2,14.6,1032.0,1027.2
0.0,39.0,88.0,48.0,1.0,2.0,0,15.5,15.9,1023.7,1017.4
1.8,28.0,89.0,99.0,8.0,8.0,1,9.3,10.5,1014.2,1011.8
7.6,61.0,83.0,64.0,1.0,7.0,1,12.0,12.6,1009.9,1006.1
7.2,61.0,78.0,67.0,3.0,7.0,1,10.7,11.8,1008.3,1008.2
0.8,57.0,97.0,66.0,8.0,7.0,0,11.5,11.7,1008.6,1004.8
2.0,41.0,83.0,50.0,0.0,4.0,1,10.0,10.8,1016.4,1020.5
0.0,38.85,89.0,73.0,7.0,8.0,0,8.8,9.4,1025.7,1023.4
0.0,31.0,95.0,57.0,8.0,3.0,0,10.6,11.2,1022.2,1020.1
0.0,50.0,82.0,78.0,1.0,8.0,0,11.0,12.1,1015.3,1012.1
1.0,39.0,83.0,51.0,7.0,5.0,0,12.4,12.7,1024.0,1024.2
0.0,37.0,83.0,59.0,7.0,7.0,0,11.0,11.3,1025.1,1022.5
1.2,39.0,94.0,68.0,8.0,5.0,1,10.7,12.4,1021.1,1020.2
0.4,28.0,89.0,52.0,7.0,5.0,0,13.5,13.6,1030.4,1030.7
0.2,20.0,92.0,47.0,0.0,1.0,0,11.4,11.7,1036.5,1032.9
0.4,37.0,77.0,54.0,7.0,5.0,0,13.0,13.8,1029.6,1024.7
15.2,35.0,97.0,89.0,8.0,7.0,1,11.2,11.6,1020.8,1018.3
3.8,33.0,94.0,77.0,8.0,7.0,1,9.9,10.3,1018.8,1017.9
0.2,43.0,83.0,61.0,1.0,6.0,0,13.2,14.9,1022.5,1022.2
0.0,56.0,74.0,62.0,1.0,2.0,0,12.8,13.6,1024.9,1024.1
0.0,54.0,72.0,57.0,1.0,3.0,0,13.5,14.1,1024.4,1022.0
0.0,26.0,81.0,47.0,1.0,2.0,0,14.4,16.1,1024.5,1022.6
0.0,19.0,91.0,46.0,1.0,4.0,0,14.9,15.0,1024.3,1021.4
8.2,24.0,99.0,82.0,8.0,7.0,1,10.6,11.3,1018.5,1015.3
1.8,26.0,99.0,70.0,8.0,6.0,1,13.4,13.9,1016.2,1015.8
0.2,31.0,91.0,60.0,7.0,5.0,0,10.9,12.9,1024.0,1024.0
0.0,38.85,90.0,44.0,0.0,2.0,0,12.0,12.4,1029.4,1028.2
0.4,31.0,87.0,43.0,1.0,1.0,0,13.7,14.3,1029.2,1025.7
0.2,28.0,86.0,44.0,1.0,2.0,0,15.4,15.6,1026.3,1022.2
0.0,26.0,68.0,76.0,7.0,8.0,0,11.5,14.3,1021.0,1017.6
1.2,20.0,96.0,63.0,1.0,5.0,1,16.3,17.3,1019.4,1017.4
0.2,30.0,95.0,59.0,6.0,6.0,0,17.0,18.2,1020.0,1016.0
