Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Evaporation,Sunshine,Pressure9am
1.4,61.0,69.0,54.0,7.0,3.0,1,1019.1,1.4,8.1,1018.7
0.2,28.0,49.0,54.0,7.0,7.0,0,1022.4,3.4,4.8,1023.7
0.0,33.0,54.0,45.0,7.0,2.0,0,1022.2,6.0,6.2,1024.5
0.0,37.0,48.0,55.0,1.0,1.0,0,1023.3,4.0,10.6,1025.5
0.0,41.0,74.0,77.0,7.0,7.0,0,1022.5,5.4,2.0,1024.7
7.6,50.0,92.0,95.0,8.0,8.0,1,1019.2,2.6,0.0,1022.4
29.9,37.0,84.0,87.0,4.0,7.0,1,1016.8,1.1,9.0,1018.7
1.8,35.0,97.0,88.0,8.0,8.0,1,1014.6,3.0,4.6,1017.2
0.4,48.0,81.0,90.0,5.0,7.0,0,1016.0,1.8,5.4,1016.9
10.8,56.0,85.0,81.0,8.0,8.0,1,1021.8,3.6,0.5,1022.4
0.6,52.0,69.0,69.0,8.0,8.0,0,1025.7,3.8,2.0,1027.6
0.0,50.0,62.0,61.0,8.0,7.0,0,1026.8,4.0,2.3,1028.8
0.0,56.0,58.0,63.0,8.0,8.0,0,1024.1,7.0,3.3,1027.7
0.6,48.0,82.0,60.0,7.0,2.0,0,1022.9,5.2,2.9,1025.7
0.6,54.0,72.0,70.0,6.0,6.0,0,1022.6,5.4,9.4,1025.0
0.0,48.0,67.0,71.0,6.0,5.0,0,1020.3,6.6,9.5,1022.9
0.0,37.0,73.0,69.0,3.0,4.0,0,1018.6,4.8,10.1,1019.6
0.0,35.0,66.0,82.0,2.0,7.0,0,1020.5,5.0,10.2,1020.9
0.4,46.0,81.0,68.0,7.0,3.0,0,1024.0,4.6,8.7,1024.9
1.0,65.0,53.0,51.0,7.0,2.0,0,1028.4,6.2,10.9,1029.2
0.0,63.0,50.0,54.0,7.0,5.0,0,1023.5,10.8,7.0,1027.7
0.0,59.0,53.0,65.0,7.0,6.0,0,1014.7,7.2,6.7,1017.7
0.0,44.0,60.0,61.0,7.0,7.0,0,1014.4,4.0,2.4,1015.5
0.2,26.0,71.0,71.0,6.0,7.0,0,1014.9,4.2,1.1,1017.3
0.4,54.0,68.0,66.0,3.0,5.0,0,1011.2,4.2,10.8,1014.9
4.4,54.0,95.0,55.0,8.0,1.0,1,1010.3,2.8,7.3,1010.2
0.6,33.0,56.0,62.0,2.0,3.0,0,1017.6,6.8,10.6,1017.7
0.0,28.0,68.0,56.0,2.0,1.0,0,1019.6,4.4,11.4,1021.4
1.2,48.0,61.0,61.0,6.0,4.0,1,1020.5,3.4,10.5,1021.3
0.0,39.0,52.0,56.0,6.0,7.0,0,1021.4,9.4,7.3,1023.9
0.0,30.0,49.0,53.0,7.0,8.0,0,1022.3,5.8,0.7,1023.7
0.8,37.0,68.0,66.0,7.0,8.0,0,1021.5,3.0,1.0,1023.5
4.6,39.0,80.0,71.0,7.0,4.0,1,1021.2,4.2,5.7,1022.8
1.8,54.0,89.0,75.0,7.0,4.0,1,1021.7,2.8,9.1,1023.6
0.0,56.0,78.0,74.0,7.0,8.0,0,1020.7,6.8,8.2,1022.5
0.0,43.0,78.0,75.0,7.0,6.0,0,1018.0,5.4,9.0,1020.1
0.0,44.0,75.0,79.0,7.0,8.0,0,1016.3,4.6,3.9,1017.7
0.4,70.0,85.0,91.0,8.0,8.0,0,1018.2,4.0,0.0,1019.2
8.6,65.0,86.0,88.0,8.0,7.0,1,1018.2,2.4,2.3,1018.7
4.8,69.0,84.0,89.0,8.0,8.0,1,1016.1,3.2,0.4,1017.9
5.4,61.0,70.0,59.0,7.0,7.0,1,1019.5,4.6,7.2,1020.6
0.0,57.0,57.0,69.0,6.0,7.0,0,1019.7,5.6,6.7,1021.2
0.0,52.0,70.0,81.0,7.0,7.0,0,1016.2,8.0,5.3,1018.8
17.8,37.0,89.0,82.0,7.0,8.0,1,1014.3,4.8,3.1,1015.4
0.0,35.0,61.0,65.0,7.0,8.0,0,1014.3,4.8,1.6,1016.7
5.0,48.0,69.0,64.0,7.0,6.0,1,1014.1,3.8,4.0,1013.9
0.2,33.0,83.0,60.0,7.0,2.0,0,1019.5,3.0,7.3,1020.7
0.0,37.0,61.0,57.0,4.0,6.0,0,1025.1,4.4,11.8,1024.9
0.0,44.0,67.0,60.0,2.0,6.0,0,1028.1,7.4,10.7,1028.9
0.0,41.0,60.0,59.0,3.0,4.0,0,1025.4,8.0,9.3,1027.6
1.2,41.0,59.0,59.0,6.0,4.0,1,1020.6,7.0,12.0,1022.8
0.0,44.0,54.0,55.0,7.0,7.0,0,1021.2,8.0,12.8,1022.7
0.2,52.0,60.0,60.0,3.0,2.0,0,1024.7,8.2,12.6,1026.6
0.0,44.0,68.0,68.0,1.0,3.0,0,1021.9,7.8,12.2,1024.9
0.0,46.0,66.0,55.0,5.0,1.0,0,1018.9,7.6,12.5,1020.6
0.0,61.0,65.0,67.0,7.0,7.0,0,1013.4,7.4,2.9,1017.1
5.2,63.0,92.0,86.0,7.0,7.0,1,1010.1,5.0,2.7,1012.3
3.4,31.0,96.0,89.0,8.0,7.0,1,1012.3,3.0,4.4,1012.5
0.2,26.0,73.0,64.0,6.0,7.0,0,1016.1,3.6,7.8,1017.2
0.0,28.0,73.0,73.0,7.0,6.0,0,1015.4,4.4,8.6,1017.5
3.2,50.0,94.0,78.0,8.0,7.0,1,1016.1,5.8,1.6,1016.2
0.8,44.0,63.0,62.0,8.0,7.0,0,1019.4,4.8,4.9,1020.6
0.0,56.0,62.0,59.0,5.0,4.0,0,1022.7,7.4,11.7,1023.2
0.0,48.0,57.0,64.0,7.0,2.0,0,1022.8,8.0,8.5,1024.5
0.0,43.0,59.0,52.0,2.0,1.0,0,1022.0,7.4,11.3,1024.1
0.0,37.0,56.0,61.0,7.0,7.0,0,1019.1,8.4,4.7,1021.8
0.6,48.0,78.0,71.0,7.0,7.0,0,1016.6,4.8,6.6,1018.8
0.0,54.0,70.0,69.0,7.0,7.0,0,1016.5,6.0,5.8,1018.5
0.0,48.0,65.0,68.0,7.0,6.0,0,1015.4,5.0,8.5,1017.0
4.8,41.0,81.0,69.0,7.0,2.0,1,1015.7,6.2,7.6,1016.9
0.6,46.0,73.0,66.0,7.0,2.0,0,1016.6,7.4,8.8,1017.9
0.0,41.0,62.0,66.0,7.0,7.0,0,1017.7,5.0,9.6,1018.5
0.2,43.0,87.0,73.0,7.0,7.0,0,1016.9,7.6,6.6,1018.2
0.2,44.0,67.0,66.0,7.0,7.0,0,1016.1,7.8,1.8,1017.0
0.0,37.0,60.0,61.0,6.0,5.0,0,1015.2,5.4,8.5,1017.0
0.0,31.0,54.0,62.0,2.0,6.0,0,1015.1,7.2,9.0,1016.7
0.0,28.0,65.0,70.0,6.0,7.0,0,1017.8,4.8,6.1,1017.9
0.0,33.0,76.0,73.0,7.0,5.0,0,1019.1,4.0,4.8,1019.6
0.0,37.0,68.0,69.0,2.0,6.0,0,1018.8,3.6,10.0,1020.1
0.0,35.0,64.0,64.0,3.0,4.0,0,1015.1,6.2,12.5,1017.1
0.0,33.0,63.0,61.0,4.0,6.0,0,1013.3,6.8,11.3,1014.3
0.2,39.0,96.0,79.0,8.0,3.0,0,1012.6,4.2,3.5,1013.3
0.8,35.0,95.0,78.0,8.0,3.0,0,1014.8,4.4,8.2,1014.5
0.6,30.0,84.0,82.0,3.0,7.0,0,1015.9,5.2,8.4,1017.4
0.6,46.0,96.0,87.0,7.0,7.0,0,1012.3,5.4,5.1,1014.6
3.4,59.0,95.0,96.0,7.0,8.0,1,1010.2,5.2,0.4,1012.2
6.2,39.0,91.0,86.0,7.0,7.0,1,1011.4,0.8,7.2,1011.3
0.0,41.0,92.0,84.0,7.0,7.0,0,1010.0,5.4,1.3,1010.5
0.0,37.0,92.0,86.0,8.0,7.0,0,1011.4,3.2,3.1,1012.6
0.0,54.0,91.0,86.0,7.0,7.0,0,1011.8,3.6,4.9,1012.9
0.0,52.0,92.0,86.0,7.0,6.0,0,1014.6,4.6,6.8,1014.2
0.0,37.0,85.0,85.0,7.0,7.0,0,1018.5,5.2,0.9,1018.3
5.0,39.0,79.0,72.0,5.0,3.0,1,1018.9,3.8,10.1,1020.2
0.0,33.0,76.0,71.0,4.0,4.0,0,1018.5,6.0,11.5,1018.9
0.0,41.0,63.0,68.0,7.0,7.0,0,1016.5,5.8,8.7,1018.3
0.0,39.0,79.0,84.0,7.0,7.0,0,1013.4,5.4,2.7,1015.5
1.0,52.0,93.0,88.0,7.0,7.0,0,1011.3,2.2,1.5,1013.0
0.0,54.0,90.0,77.0,7.0,6.0,0,1013.8,4.8,7.6,1014.3
0.0,30.0,86.0,75.0,7.0,7.0,0,1015.0,6.0,4.1,1016.2
0.0,28.0,82.0,75.0,7.0,7.0,0,1013.5,3.8,1.3,1015.0
0.8,22.0,95.0,74.0,7.0,7.0,0,1012.6,4.0,0.0,1013.7
5.2,43.0,91.0,82.0,7.0,6.0,1,1015.5,1.8,3.9,1015.4
0.0,48.0,77.0,75.0,6.0,6.0,0,1016.3,6.0,5.5,1017.9
0.0,52.0,76.0,70.0,5.0,6.0,0,1012.3,6.0,8.4,1015.0
0.0,54.0,76.0,73.0,7.0,6.0,0,1008.0,7.6,7.7,1010.4
0.0,50.0,85.0,97.0,7.0,8.0,0,1006.0,7.8,0.0,1006.7
3.0,46.0,89.0,71.0,6.0,3.0,1,1007.2,0.0,9.1,1006.7
0.0,44.0,82.0,78.0,7.0,3.0,0,1010.6,6.4,11.0,1011.0
0.0,48.0,85.0,80.0,4.0,5.0,0,1011.4,7.4,9.6,1012.3
0.0,54.0,85.0,81.0,6.0,6.0,0,1011.5,6.6,5.9,1012.8
0.0,59.0,83.0,77.0,6.0,5.0,0,1011.6,6.0,8.8,1013.1
0.0,63.0,55.0,63.0,2.0,2.0,0,1013.4,10.0,11.9,1015.1
0.0,57.0,74.0,68.0,6.0,2.0,0,1013.2,10.4,8.6,1014.6
0.4,56.0,66.0,62.0,6.0,2.0,0,1013.5,8.4,11.4,1014.5
0.0,67.0,63.0,59.0,5.0,4.0,0,1009.5,10.2,8.6,1012.8
0.0,85.0,81.0,79.0,8.0,8.0,0,1000.1,10.2,0.0,1005.2
5.8,70.0,85.0,95.0,6.0,8.0,1,999.2,2.4,0.9,999.2
5.2,87.0,92.0,98.0,8.0,8.0,1,1001.2,5.4,0.7,1004.4
3.4,70.0,88.0,82.0,3.0,6.0,1,1004.4,2.2,8.1,1003.6
0.0,39.0,71.0,74.0,7.0,4.0,0,1008.8,7.2,10.4,1008.7
0.0,43.0,66.0,58.0,5.0,3.0,0,1009.4,8.0,10.2,1010.5
0.0,54.0,74.0,88.0,8.0,8.0,0,1007.9,9.4,0.6,1009.9
19.4,56.0,95.0,93.0,8.0,8.0,1,1000.1,4.8,0.4,1003.6
12.0,56.0,79.0,69.0,6.0,3.0,1,1003.8,2.4,11.0,1002.9
0.2,35.0,74.0,66.0,6.0,7.0,0,1010.0,6.4,9.2,1009.7
0.0,39.0,74.0,65.0,7.0,5.0,0,1013.0,8.0,4.8,1014.0
0.0,44.0,78.0,77.0,6.0,7.0,0,1014.4,4.4,7.7,1015.5
0.6,52.0,85.0,91.0,5.0,8.0,0,1010.6,4.2,0.9,1013.2
2.6,46.0,99.0,89.0,8.0,6.0,1,1006.8,2.0,0.9,1006.1
0.4,35.0,74.0,75.0,3.0,3.0,0,1015.1,3.6,11.9,1014.3
0.0,50.0,82.0,76.0,6.0,5.0,0,1019.8,8.0,6.2,1020.4
0.6,33.0,95.0,81.0,8.0,8.0,0,1019.6,4.6,2.7,1020.6
0.0,35.0,84.0,74.0,6.0,6.0,0,1021.1,3.8,1.7,1022.3
0.0,33.0,69.0,77.0,6.0,6.0,0,1021.5,3.8,9.5,1023.0
0.0,31.0,80.0,81.0,3.0,7.0,0,1021.0,5.0,11.1,1022.1
0.0,33.0,84.0,79.0,5.0,6.0,0,1021.3,5.0,9.9,1020.9
0.0,39.0,70.0,74.0,1.0,3.0,0,1022.0,6.0,12.5,1022.5
0.0,35.0,75.0,74.0,7.0,3.0,0,1020.3,7.4,6.1,1022.4
0.0,31.0,79.0,71.0,3.0,2.0,0,1014.3,5.4,8.4,1016.8
0.0,28.0,80.0,76.0,3.0,7.0,0,1011.3,5.2,8.7,1012.2
0.6,35.0,87.0,90.0,8.0,8.0,0,1015.2,5.2,0.1,1014.5
6.4,44.0,88.0,82.0,7.0,7.0,1,1017.2,2.6,2.8,1018.0
1.2,44.0,90.0,77.0,6.0,3.0,1,1016.4,4.2,8.5,1018.4
1.2,35.0,95.0,88.0,7.0,7.0,1,1015.8,5.2,4.8,1017.1
0.0,37.0,86.0,80.0,6.0,5.0,0,1015.3,4.0,8.7,1016.9
0.0,41.0,79.0,76.0,3.0,4.0,0,1016.6,5.6,10.2,1016.6
0.4,48.0,82.0,72.0,3.0,4.0,0,1017.0,5.6,9.1,1018.2
0.0,46.0,75.0,69.0,7.0,6.0,0,1016.4,6.4,8.2,1018.2
0.0,48.0,79.0,82.0,7.0,7.0,0,1014.3,4.0,4.0,1015.9
3.4,37.0,89.0,77.0,7.0,7.0,1,1014.0,3.8,2.0,1014.7
4.2,43.0,80.0,69.0,4.0,6.0,1,1014.5,5.2,10.7,1015.9
0.0,33.0,67.0,65.0,5.0,4.0,0,1012.1,6.4,11.8,1013.7
0.0,31.0,59.0,64.0,1.0,3.0,0,1008.6,7.2,12.6,1010.3
0.0,33.0,67.0,62.0,2.0,2.0,0,1006.8,4.742702702702703,12.3,1008.4
0.0,50.0,60.0,72.0,7.0,6.0,0,1004.6,9.0,4.5,1005.5
4.4,41.0,65.0,54.0,6.0,7.0,1,1009.9,10.0,8.2,1010.6
0.2,35.0,72.0,52.0,7.0,3.0,0,1011.6,5.4,7.8,1012.1
1.0,35.0,59.0,56.0,3.0,4.0,0,1012.8,5.0,11.6,1013.6
0.0,31.0,58.0,60.0,2.0,4.0,0,1015.0,5.2,6.6,1015.8
0.0,37.0,61.0,69.0,1.0,5.0,0,1014.2,3.6,11.4,1015.8
0.0,35.0,70.0,67.0,3.0,2.0,0,1012.7,7.4,11.7,1014.7
0.0,37.0,79.0,77.0,3.0,5.0,0,1014.8,5.8,9.7,1014.5
0.2,35.0,80.0,67.0,5.0,3.0,0,1014.0,5.0,9.1,1015.8
4.6,26.0,88.0,69.0,6.0,6.0,1,1013.9,6.2,7.2,1015.6
0.0,48.0,82.0,87.0,7.0,7.0,0,1011.4,7.2,1.6,1013.5
18.0,57.0,95.0,66.0,8.0,8.0,1,1014.1,3.2,0.0,1014.0
0.4,56.0,43.0,45.0,1.0,4.0,0,1014.3,5.2,8.8,1015.9
0.6,70.0,51.0,61.0,6.0,6.0,0,1011.6,8.8,7.0,1014.8
5.2,63.0,75.0,71.0,7.0,6.0,1,1014.3,6.4,6.8,1014.5
1.4,41.0,67.0,54.0,4.0,3.0,1,1015.6,6.0,10.5,1015.8
0.2,52.0,56.0,54.0,3.0,2.0,0,1019.4,7.0,10.4,1019.5
0.0,54.0,65.0,54.0,7.0,3.0,0,1022.8,8.0,8.9,1023.8
0.0,57.0,62.0,57.0,6.0,5.0,0,1022.4,8.6,8.8,1025.1
0.0,52.0,68.0,81.0,7.0,8.0,0,1019.8,8.2,1.3,1022.2
1.8,43.0,71.0,70.0,4.0,6.0,1,1017.0,5.6,6.3,1019.0
0.0,37.0,79.0,86.0,7.0,7.0,0,1015.8,4.8,0.1,1017.6
13.8,31.0,83.0,76.0,6.0,6.0,1,1015.2,0.8,6.4,1017.1
16.0,30.0,80.0,71.0,4.0,3.0,1,1014.4,3.8,9.0,1015.5
0.0,44.0,80.0,78.0,7.0,7.0,0,1014.9,4.6,0.5,1016.9
15.0,50.0,95.0,97.0,8.0,8.0,1,1011.6,2.8,0.0,1014.4
142.2,41.0,96.0,87.0,7.0,7.0,1,1007.2,4.742702702702703,4.1,1008.6
5.2,30.0,96.0,78.0,7.0,7.0,1,1008.3,2.2,4.1,1009.2
31.0,41.0,88.0,77.0,6.0,7.0,1,1008.9,4.4,4.0,1010.1
9.4,43.0,84.0,78.0,7.0,4.0,1,1008.4,1.4,8.6,1010.2
0.0,22.0,87.0,77.0,5.0,4.0,0,1010.2,6.0,8.5,1010.9
1.0,30.0,84.0,93.0,7.0,7.0,0,1010.7,3.4,2.9,1012.2
0.6,35.0,76.0,58.0,3.0,7.0,0,1011.6,6.8,7.7,1012.3
0.2,54.0,67.0,76.0,4.0,6.0,0,1015.8,6.8,8.1,1015.6
0.0,42.607419898819565,52.0,85.0,7.0,7.0,0,1018.3,7.0,7.021750972762646,1019.5
3.127665317139001,39.0,70.78129161118508,64.0,7.0,7.0,0,1017.7,4.742702702702703,5.5,1017.5975008330557
0.0,33.0,74.0,56.0,5.0,2.0,0,1016.8,4.0,8.8,1019.3
4.4,50.0,93.0,80.0,7.0,5.0,1,1005.8,1.8,6.0,1006.2
0.8,37.0,73.0,78.0,1.0,4.0,0,1009.2,3.0,9.3,1010.5
0.2,19.0,66.0,62.0,1.0,5.0,0,1011.7,4.0,9.5,1013.1
0.2,30.0,87.0,74.0,7.0,4.0,0,1011.0,2.4,5.9,1013.3
41.0,35.0,92.0,89.0,7.0,6.0,1,1004.6,5.4,4.3,1008.3
6.4,67.0,78.0,56.0,3.0,3.0,1,1005.7,3.2,5.4,1007.1
3.0,54.0,52.0,69.0,5.0,7.0,1,1006.3,4.4,6.5,1007.8
4.0,30.0,70.0,62.0,1.0,2.0,1,1012.3,5.2,7.6,1013.4
0.0,35.0,68.0,68.0,2.0,7.0,0,1015.0,2.8,6.5,1015.9
1.8,56.0,78.0,88.0,7.0,7.0,1,1011.4,2.8,4.3,1016.1
28.4,65.0,73.0,58.0,5.0,6.0,1,1008.9,4.8,5.3,1009.0
0.6,31.0,73.0,64.0,2.0,2.0,0,1010.1,4.6,9.2,1013.6
5.8,46.0,74.0,59.0,5.0,1.0,1,1010.3,3.6,8.1,1011.6
2.0,50.0,88.0,59.0,6.0,1.0,1,1012.5,2.6,7.7,1014.0
2.0,59.0,70.0,54.0,6.0,6.0,1,1015.1,4.4,4.8,1014.9
3.0,39.0,52.0,53.0,2.0,6.0,1,1021.9,4.4,8.6,1023.9
0.0,26.0,57.0,56.0,1.0,1.0,0,1020.3,3.8,9.9,1023.2
3.0,52.0,89.0,70.0,7.0,5.0,1,1020.9,2.6,6.4,1022.7
1.0,56.0,48.0,50.0,7.0,6.0,0,1025.4,5.6,4.1,1026.5
0.2,44.0,56.0,66.0,6.0,2.0,0,1026.2,5.0,8.1,1028.0
3.4,52.0,65.0,61.0,4.0,7.0,1,1026.3,5.0,8.0,1028.5
0.6,50.0,64.0,74.0,2.0,4.0,0,1025.1,4.2,6.2,1027.8
2.2,41.0,69.0,64.0,3.0,7.0,1,1020.0,3.4,6.9,1022.8
0.0,42.607419898819565,81.0,84.0,7.0,8.0,0,1013.1,2.8,3.1,1016.8
2.8,42.607419898819565,98.0,92.0,7.0,8.0,1,1005.4,1.8,0.0,1008.3
33.0,44.0,81.0,59.0,6.0,6.0,1,1005.3,6.6,7.2,1006.4
0.0,43.0,75.0,66.0,2.0,2.0,0,1009.8,4.4,8.5,1009.8
1.8,30.0,60.0,57.0,1.0,2.0,1,1018.7,2.8,9.7,1018.9
0.0,43.0,63.0,63.0,2.0,6.0,0,1022.0,4.0,8.3,1024.4
0.4,48.0,64.0,68.0,7.0,6.0,0,1018.6,4.0,4.0,1021.7
0.0,61.0,79.0,85.0,8.0,8.0,0,1014.5,2.2,0.4,1017.9
14.8,50.0,88.0,91.0,8.0,8.0,1,1011.9,0.2,1.0,1014.2
22.8,63.0,84.0,76.0,1.0,1.0,1,1007.7,3.8,9.4,1008.5
2.2,33.0,80.0,73.0,1.0,3.0,1,1011.7,2.6,8.0,1012.7
0.0,31.0,69.0,63.0,2.0,1.0,0,1013.8,2.8,9.6,1015.3
0.2,30.0,73.0,66.0,7.0,3.0,0,1015.7,3.2,5.8,1017.7
4.0,33.0,79.0,61.0,7.0,6.0,1,1015.8,1.8,1.7,1017.9
7.4,52.0,90.0,70.0,7.0,1.0,1,1017.1,0.8,6.0,1018.9
0.2,30.0,80.0,73.0,7.0,7.0,0,1017.2,2.4,5.6,1020.0
0.0,43.0,79.0,79.0,7.0,7.0,0,1014.3,2.2,0.1,1017.1
6.2,31.0,90.0,80.0,7.0,5.0,1,1013.9,1.6,5.4,1015.6
0.2,31.0,91.0,84.0,7.0,7.0,0,1016.1,1.0,0.0,1015.2
1.0,56.0,59.0,71.0,7.0,8.0,0,1013.4,1.4,0.0,1018.4
26.2,59.0,88.0,97.0,8.0,8.0,1,1011.0,1.8,0.0,1013.5
44.4,50.0,96.0,98.0,8.0,8.0,1,1012.5,3.8,0.0,1013.7
1.0,35.0,85.0,95.0,8.0,8.0,0,1018.6,0.0,0.0,1018.9
2.8,69.0,93.0,92.0,8.0,7.0,1,1011.0,0.0,0.0,1017.6
36.8,70.0,71.0,81.0,1.0,2.0,1,1003.0,3.8,6.1,1006.7
5.4,76.0,57.0,61.0,3.0,4.0,1,1002.3,3.6,5.0,1004.0
3.4,76.0,73.0,59.0,3.0,2.0,1,1005.2,4.6,6.8,1006.4
2.2,57.0,61.0,82.0,1.0,4.0,1,1014.0,4.0,6.5,1014.2
0.8,22.0,70.0,72.0,5.0,2.0,0,1015.7,1.8,7.1,1018.4
0.8,52.0,73.0,81.0,1.0,7.0,0,1012.0,1.4,7.6,1015.5
9.8,50.0,71.0,58.0,3.0,1.0,1,1013.6,3.0,7.8,1014.4
0.0,50.0,67.0,57.0,2.0,1.0,0,1017.8,3.8,6.7,1018.6
0.2,39.0,61.0,61.0,2.0,4.0,0,1021.2,3.0,9.2,1023.4
0.2,46.0,61.0,57.0,5.0,2.0,0,1021.8,4.2,9.0,1023.9
0.2,37.0,64.0,64.0,6.0,3.0,0,1021.9,3.4,6.2,1023.8
0.0,41.0,57.0,71.0,1.0,2.0,0,1020.5,3.6,8.6,1023.6
0.2,52.0,70.0,46.0,6.0,2.0,0,1019.9,3.2,6.5,1021.5
2.4,56.0,66.0,82.0,2.0,6.0,1,1018.8,3.8,7.4,1021.9
9.4,35.0,72.0,63.0,6.0,1.0,1,1015.4,3.2,9.0,1018.4
0.0,28.0,70.0,67.0,2.0,5.0,0,1015.1,2.6,7.8,1017.1
1.8,57.0,73.0,71.0,2.0,2.0,1,1011.7,1.4,7.8,1015.2
3.6,43.0,77.0,64.0,3.0,2.0,1,1014.2,2.4,8.2,1015.8
0.2,54.0,72.0,60.0,3.0,3.0,0,1009.8,2.4,9.3,1013.6
2.2,72.0,62.0,58.0,2.0,1.0,1,1010.4,5.4,8.9,1010.6
0.0,69.0,70.0,70.0,1.0,2.0,0,1010.5,3.8,6.7,1013.0
1.0,65.0,64.0,52.0,3.0,1.0,0,1016.5,4.2,8.9,1016.3
0.4,48.0,57.0,50.0,1.0,3.0,0,1016.5,4.2,8.4,1019.0
0.2,46.0,84.0,62.0,7.0,1.0,0,1013.5,2.2,7.1,1016.2
4.8,63.0,75.0,58.0,1.0,1.0,1,1010.7,3.6,8.6,1012.5
0.2,65.0,64.0,65.0,3.0,2.0,0,1018.3,5.0,7.6,1019.3
0.4,39.0,82.0,65.0,6.0,3.0,0,1020.0,3.4,8.3,1022.4
1.6,52.0,74.0,70.0,7.0,1.0,1,1019.0,2.6,6.4,1020.7
0.8,46.0,93.0,49.0,8.0,6.0,0,1022.1,2.2,3.6,1022.7
0.6,41.0,60.0,73.0,5.0,6.0,0,1023.7,4.2,4.7,1025.4
0.8,33.0,59.0,56.0,7.0,6.0,0,1022.8,2.8,2.6,1025.2
0.0,37.0,71.0,67.0,3.0,2.0,0,1021.0,3.2,8.4,1023.5
1.2,59.0,75.0,76.0,3.0,8.0,1,1016.1,1.8,5.5,1020.3
24.6,72.0,82.0,78.0,7.0,4.0,1,1006.9,3.6,7.3,1009.6
8.4,63.0,87.0,85.0,7.0,7.0,1,1001.6,3.4,2.8,1005.8
42.4,56.0,73.0,67.0,4.0,6.0,1,998.0,5.0,7.5,999.4
0.8,65.0,68.0,66.0,1.0,4.0,0,996.0,4.0,8.9,997.4
3.8,65.0,66.0,69.0,2.0,3.0,1,1004.9,4.0,7.6,1003.3
0.0,59.0,54.0,62.0,3.0,4.0,0,1015.9,5.0,8.6,1015.7
1.4,24.0,65.0,55.0,3.0,3.0,1,1024.4,3.4,4.5,1025.6
0.0,35.0,61.0,54.0,6.0,4.0,0,1024.3,1.6,9.5,1026.4
0.0,30.0,80.0,80.0,7.0,7.0,0,1021.7,3.0,3.9,1024.5
22.2,35.0,90.0,68.0,7.0,7.0,1,1018.7,1.8,1.9,1021.7
1.6,37.0,78.0,66.0,6.0,3.0,1,1018.8,0.6,9.1,1020.7
0.0,30.0,61.0,56.0,3.0,1.0,0,1019.8,4.0,10.0,1021.8
0.0,31.0,58.0,92.0,2.0,7.0,0,1019.2,3.4,7.5,1021.9
8.4,43.0,63.0,87.0,1.0,4.0,1,1017.7,2.8,8.4,1019.9
0.8,52.0,69.0,64.0,3.0,5.0,0,1018.6,4.2,8.7,1019.1
1.4,56.0,58.0,58.0,4.0,2.0,1,1021.4,5.2,7.7,1022.6
0.0,52.0,68.0,60.0,7.0,1.0,0,1023.9,5.0,8.0,1026.0
0.0,39.0,73.0,69.0,7.0,3.0,0,1023.1,2.4,8.7,1025.3
0.0,30.0,58.0,67.0,1.0,4.0,0,1021.5,3.6,8.7,1024.4
0.0,50.0,72.0,68.0,1.0,7.0,0,1016.8,2.8,6.6,1020.7
21.6,57.0,90.0,94.0,8.0,8.0,1,1008.1,5.0,0.6,1012.6
8.4,33.0,80.0,76.0,1.0,4.0,1,1010.5,2.2,9.7,1012.5
0.0,43.0,79.0,64.0,2.0,1.0,0,1010.9,2.0,9.7,1012.9
0.0,61.0,72.0,83.0,3.0,8.0,0,1006.2,2.8,5.0,1010.7
12.8,91.0,76.0,67.0,7.0,5.0,1,1006.7,5.6,6.6,1003.4
1.6,56.0,58.0,53.0,7.0,2.0,1,1017.3,2.4,7.4,1018.2
0.6,41.0,70.0,68.0,7.0,7.0,0,1016.4,4.6,7.0,1019.5
1.0,44.0,76.0,56.0,4.0,2.0,0,1013.7,2.4,9.5,1016.2
0.4,65.0,69.0,78.0,5.0,7.0,0,1013.0,3.2,4.9,1014.2
5.4,50.0,71.0,54.0,3.0,3.0,1,1018.3,3.8,9.4,1019.4
0.0,35.0,55.0,54.0,5.0,7.0,0,1018.7,4.0,6.9,1020.9
2.6,61.0,61.0,84.0,7.0,8.0,1,1016.2,4.0,0.0,1018.7
31.4,67.0,82.0,83.0,7.0,7.0,1,1020.4,2.4,2.6,1020.6
3.2,72.0,85.0,87.0,8.0,8.0,1,1026.2,1.4,0.0,1026.5
51.8,65.0,90.0,81.0,8.0,8.0,1,1027.4,4.742702702702703,0.0,1029.0
8.6,48.0,81.0,80.0,7.0,8.0,1,1024.9,1.0,0.0,1027.9
51.8,74.0,92.0,91.0,8.0,8.0,1,1015.3,2.2,0.0,1020.8
26.4,61.0,84.0,80.0,4.0,5.0,1,1020.7,0.8,7.6,1021.5
0.0,39.0,65.0,70.0,5.0,3.0,0,1022.2,3.4,7.7,1024.6
1.0,37.0,81.0,91.0,7.0,7.0,0,1020.0,4.4,0.5,1023.5
3.0,33.0,83.0,84.0,4.0,7.0,1,1016.2,0.6,6.1,1018.7
1.8,37.0,75.0,59.0,2.0,1.0,1,1017.9,2.6,10.4,1019.3
0.0,28.0,67.0,71.0,1.0,7.0,0,1017.8,4.4,6.5,1019.3
1.4,33.0,80.0,64.0,6.0,7.0,1,1018.9,2.2,3.0,1019.8
