MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
1.5,0.0,35.0,87.0,55.0,7.0,6.0,0,14.5,15.8,3.4,1018.2,1012.7
6.1,0.2,57.0,70.0,47.0,3.0,3.0,0,11.8,12.2,8.1,1012.9,1014.8
4.9,0.0,37.0,73.0,72.0,5.0,7.0,0,10.1,13.4,6.5,1022.2,1021.1
3.7,0.6,19.0,90.0,67.0,2.0,2.0,0,11.9,13.6,5.4,1028.3,1027.5
0.6,0.0,26.0,95.0,59.0,4.0,3.0,0,11.4,13.9,7.8,1033.4,1032.3
-1.0,0.0,22.0,84.0,48.0,0.0,6.0,0,12.4,12.9,7.4,1036.3,1032.8
3.9,0.0,26.0,59.0,51.0,6.0,2.0,0,14.6,15.1,6.7,1032.7,1030.5
2.1,0.0,20.0,81.0,57.0,3.0,7.0,0,14.7,14.9,6.9,1035.0,1031.8
3.2,1.4,20.0,82.0,71.0,7.0,6.0,1,14.1,15.0,0.8,1031.3,1028.2
5.4,0.0,20.0,85.0,62.0,6.0,4.0,0,16.8,17.1,7.4,1028.4,1026.1
10.5,2.2,31.0,89.0,86.0,8.0,7.0,1,12.7,13.3,0.0,1026.8,1023.0
10.7,6.4,24.0,87.0,87.0,8.0,8.0,1,13.8,14.1,0.0,1023.0,1021.4
12.2,2.2,19.0,96.0,80.0,7.0,7.0,1,15.8,16.0,1.0,1024.2,1022.2
11.9,4.2,37.0,96.0,71.0,8.0,6.0,1,17.6,18.7,2.2,1022.8,1019.3
13.2,0.0,59.0,75.0,71.0,6.0,7.0,0,18.0,19.1,1.2,1020.0,1015.7
13.4,11.4,56.0,87.0,62.0,7.0,4.0,1,16.6,18.3,6.6,1011.8,1009.7
8.5,1.2,63.0,89.0,72.0,7.0,7.0,1,8.4,12.6,4.3,1008.1,1006.4
3.4,1.8,30.0,80.0,57.0,2.0,5.0,1,8.8,10.2,8.2,1017.2,1015.7
0.7,0.0,39.0,76.0,55.0,5.0,7.0,0,11.8,12.8,5.4,1019.5,1017.9
5.4,1.0,31.0,91.0,72.0,7.0,3.0,0,10.0,11.0,4.0,1023.5,1023.8
0.9,0.2,15.0,100.0,68.0,8.0,1.0,0,11.4,12.6,4.6,1030.3,1028.9
-0.4,0.0,17.0,100.0,58.0,6.0,7.0,0,11.4,12.1,5.3,1031.3,1028.2
0.9,0.0,17.0,82.0,55.0,7.0,3.0,0,12.1,12.8,7.4,1028.8,1027.0
0.6,0.0,26.0,87.0,53.0,2.0,1.0,0,13.8,14.2,9.3,1030.0,1027.4
4.1,0.0,44.0,61.0,54.0,7.0,7.0,0,16.7,17.6,1.2,1028.0,1022.6
8.3,1.6,46.0,85.0,81.0,7.0,7.0,1,14.2,15.0,1.2,1023.0,1019.3
5.8,1.4,28.0,99.0,58.0,1.0,4.0,1,15.7,16.2,5.2,1021.2,1020.5
0.6,0.0,19.0,88.0,60.0,3.0,2.0,0,15.7,16.3,9.7,1025.5,1022.7
1.4,0.0,20.0,81.0,49.0,1.0,5.0,0,15.8,16.1,7.9,1024.0,1020.2
8.3,0.0,37.0,71.0,47.0,5.0,4.0,0,13.7,15.2,6.9,1017.0,1014.0
4.0,1.0,26.0,93.0,66.0,7.0,7.0,0,10.2,10.8,2.8,1019.2,1015.8
6.1,0.6,37.0,85.0,55.0,7.0,7.0,0,12.1,12.8,5.1,1016.2,1016.2
3.5,0.4,30.0,82.0,77.0,7.0,7.0,0,12.3,13.2,0.4,1018.7,1015.5
8.3,0.8,37.0,69.0,79.0,8.0,7.0,0,9.8,12.1,0.0,1011.2,1011.8
5.9,7.6,39.0,90.0,76.0,8.0,6.0,1,11.1,12.1,1.4,1014.3,1011.2
5.3,5.6,54.0,84.0,56.0,5.0,2.0,1,13.8,14.2,8.9,1013.5,1014.6
1.3,0.0,22.0,91.0,66.0,7.0,7.0,0,11.5,11.9,1.5,1020.3,1016.7
3.5,0.4,26.0,78.0,59.0,1.0,2.0,0,16.4,16.7,10.1,1018.2,1017.1
0.4,0.0,19.0,99.0,49.0,7.0,4.0,0,15.8,16.6,8.0,1019.2,1015.2
4.5,4.8,70.0,96.0,47.0,7.0,3.0,1,13.5,15.0,5.7,1005.9,1006.9
4.6,0.6,31.0,66.0,55.0,2.0,4.0,0,13.0,14.2,9.2,1016.7,1015.3
3.9,0.0,61.0,70.0,38.0,1.0,6.0,0,18.3,18.6,9.3,1013.3,1008.1
1.6,6.0,26.0,81.0,55.0,1.0,3.0,1,13.2,13.9,9.2,1022.7,1021.8
1.3,0.0,50.0,82.0,37.0,1.0,1.0,0,16.6,17.2,10.3,1021.5,1013.5
6.8,3.0,35.0,72.0,56.0,2.0,1.0,1,14.1,14.4,8.8,1011.1,1011.9
2.5,0.0,44.0,71.0,41.0,6.0,1.0,0,17.4,17.6,9.5,1016.7,1011.8
6.7,3.6,56.0,80.0,67.0,6.0,4.0,1,9.3,10.7,6.4,1013.6,1011.8
1.3,4.2,33.0,87.0,64.0,7.0,7.0,1,8.5,10.2,4.4,1018.4,1016.8
3.2,0.0,30.0,88.0,65.0,7.0,7.0,0,10.1,11.4,3.9,1018.8,1015.9
5.2,2.8,41.0,93.0,75.0,7.0,7.0,1,11.0,12.4,3.2,1013.7,1011.3
7.3,4.6,48.0,91.0,85.0,8.0,7.0,1,11.8,12.2,0.1,1012.9,1013.3
9.2,0.4,30.0,87.0,79.0,8.0,8.0,0,11.8,12.0,0.0,1023.5,1023.9
9.5,0.0,30.0,79.0,53.0,7.0,4.0,0,16.2,16.6,7.3,1027.0,1024.4
8.4,0.0,48.0,63.0,55.0,6.0,7.0,0,15.7,17.6,5.6,1025.7,1023.5
5.3,0.0,15.0,83.0,53.0,6.0,6.0,0,17.8,19.3,9.4,1023.5,1019.6
6.6,0.0,39.0,84.0,51.0,7.0,2.0,0,20.8,21.0,8.5,1021.9,1018.7
11.1,0.2,50.0,58.0,52.0,7.0,7.0,0,19.2,21.0,1.1,1019.2,1013.1
9.4,1.0,28.0,69.0,56.0,1.0,3.0,0,18.4,19.0,10.3,1017.4,1015.5
5.2,0.0,17.0,89.0,46.0,2.0,1.0,0,20.0,20.5,9.0,1022.8,1021.0
5.0,0.0,24.0,72.0,48.0,0.0,6.0,0,20.2,21.5,10.7,1028.9,1025.3
7.5,0.0,19.0,74.0,50.0,1.0,0.0,0,24.0,24.2,10.7,1031.2,1028.9
8.0,0.0,20.0,69.0,44.0,1.0,0.0,0,23.8,24.2,10.8,1032.9,1029.6
8.2,0.0,30.0,63.0,56.0,0.0,1.0,0,22.1,22.4,10.7,1031.2,1027.5
12.0,0.0,22.0,76.0,51.0,7.0,7.0,0,22.9,23.3,3.1,1028.9,1024.8
8.8,0.0,17.0,76.0,63.0,7.0,7.0,0,21.4,21.9,5.1,1026.9,1023.3
10.8,0.0,31.0,91.0,51.0,7.0,6.0,0,19.8,20.7,6.7,1024.6,1022.8
2.6,0.0,22.0,76.0,41.0,1.0,5.0,0,18.9,19.3,10.1,1026.7,1023.3
6.8,0.0,54.0,62.0,40.0,7.0,6.0,0,23.2,23.8,8.8,1019.3,1011.4
10.5,0.0,43.0,71.0,59.0,6.0,7.0,0,15.8,17.0,8.0,1008.7,1008.0
4.9,0.0,39.0,71.0,51.0,2.0,7.0,0,14.9,15.7,8.1,1014.0,1012.7
1.4,0.0,35.0,83.0,50.0,1.0,6.0,0,14.5,16.5,9.3,1016.7,1015.1
4.6,0.0,52.0,52.0,52.0,3.0,7.0,0,14.2,16.6,4.9,1018.3,1014.8
6.4,6.0,43.0,65.0,52.0,5.0,5.0,1,18.6,19.0,9.5,1014.4,1012.8
3.8,0.0,22.0,79.0,40.0,1.0,3.0,0,19.4,19.8,9.7,1018.5,1014.8
10.4,1.0,33.0,75.0,96.0,7.0,8.0,0,12.7,14.0,0.1,1010.9,1006.5
11.0,23.8,50.0,92.0,67.0,8.0,7.0,1,17.6,18.2,1.9,1001.8,999.4
10.4,1.8,52.0,85.0,56.0,8.0,7.0,1,18.8,19.8,7.0,1004.0,1000.1
6.2,0.0,35.0,78.0,47.0,6.0,4.0,0,14.4,15.3,8.6,1009.8,1007.6
4.1,0.4,48.0,75.0,65.0,7.0,5.0,0,13.1,15.2,8.0,1009.9,1010.8
1.8,0.8,30.0,99.0,45.0,7.0,4.0,0,16.3,17.3,8.1,1017.3,1014.1
3.1,0.0,33.0,78.0,45.0,7.0,3.0,0,20.2,20.8,7.9,1015.8,1010.9
8.3,0.0,57.0,64.0,49.0,0.0,0.0,0,24.3,25.0,9.7,1010.9,1006.5
14.0,0.0,44.0,59.0,45.0,1.0,1.0,0,21.4,22.1,10.7,1005.7,1005.6
8.8,0.0,26.0,64.0,38.0,1.0,1.0,0,25.1,25.5,10.9,1009.5,1007.9
11.3,0.0,74.0,61.0,35.0,7.0,4.0,0,16.8,17.4,9.8,1008.5,1011.9
0.1,0.0,20.0,62.0,36.0,0.0,1.0,0,18.8,19.3,10.9,1020.9,1015.8
4.8,0.0,54.0,48.0,43.0,3.0,2.0,0,17.9,18.6,10.8,1014.3,1012.5
2.2,0.0,22.0,64.0,40.0,1.0,5.0,0,19.7,20.1,11.4,1018.9,1016.0
8.4,0.0,52.0,54.0,24.0,7.0,4.0,0,27.0,27.9,10.3,1015.3,1008.8
16.1,0.0,67.0,74.0,55.0,7.0,7.0,0,14.7,17.1,3.2,1005.2,1009.0
0.2,3.0,61.0,70.0,31.0,1.0,7.0,1,18.7,20.6,8.2,1015.3,1008.5
6.9,5.2,50.0,68.0,41.0,2.0,2.0,1,15.1,16.4,11.4,1016.1,1017.4
0.5,0.0,19.0,70.0,41.0,0.0,3.0,0,18.3,19.0,11.2,1024.0,1019.5
3.5,0.0,28.0,74.0,41.0,5.0,7.0,0,21.4,22.0,8.8,1018.3,1013.4
8.9,0.0,43.0,58.0,34.0,2.0,7.0,0,21.5,27.4,7.6,1009.9,1007.5
5.4,0.0,33.0,75.0,38.0,0.0,1.0,0,19.2,20.3,11.7,1012.9,1011.1
5.0,0.0,30.0,73.0,34.0,0.0,2.0,0,20.8,21.4,12.0,1016.6,1016.1
3.5,0.0,37.0,73.0,23.0,0.0,1.0,0,26.3,27.8,11.6,1019.8,1015.0
9.4,0.0,56.0,33.0,18.0,7.0,7.0,0,29.3,31.3,2.6,1008.8,1003.6
6.2,0.0,52.0,64.0,35.0,1.0,1.0,0,18.8,20.1,12.1,1016.2,1015.7
2.7,0.0,22.0,68.0,26.0,0.0,0.0,0,23.1,24.5,12.0,1016.3,1010.8
7.2,0.0,70.0,55.0,26.0,1.0,7.0,0,22.4,28.2,6.8,1001.9,1000.2
3.2,0.2,52.0,71.0,38.0,2.0,7.0,0,13.5,15.7,9.2,1018.3,1018.6
-0.3,0.0,33.0,75.0,28.0,0.0,1.0,0,18.6,20.8,11.6,1024.6,1021.1
3.2,0.0,54.0,57.0,7.0,3.0,5.0,0,26.4,26.9,11.6,1018.1,1010.9
10.1,0.0,69.0,55.0,26.0,7.0,6.0,0,19.3,19.4,7.5,1007.4,1011.7
-1.1,0.0,24.0,56.0,11.0,1.0,0.0,0,20.7,21.3,12.7,1027.0,1024.2
2.7,0.0,26.0,48.0,20.0,0.0,2.0,0,26.0,26.5,12.2,1027.5,1021.4
8.0,0.0,30.0,40.0,13.0,3.0,1.0,0,30.6,31.6,11.9,1019.9,1014.9
12.0,0.0,37.0,35.0,21.0,7.0,7.0,0,33.1,34.5,5.1,1014.2,1010.6
18.0,0.0,50.0,62.0,66.0,7.0,7.0,0,22.8,26.6,0.7,1011.3,1008.4
14.1,1.6,43.0,73.0,59.0,7.0,7.0,1,17.3,17.7,0.5,1009.3,1011.0
7.0,0.0,56.0,50.0,22.0,1.0,3.0,0,15.5,17.2,12.1,1017.7,1019.1
0.1,0.0,44.0,60.0,23.0,0.0,1.0,0,18.0,19.3,12.4,1025.3,1021.8
1.0,0.0,43.0,61.0,21.0,1.0,1.0,0,20.9,22.1,12.2,1024.3,1021.5
1.6,0.0,30.0,58.0,21.0,2.0,3.0,0,22.4,23.7,11.3,1023.7,1019.9
10.8,2.6,35.0,72.0,25.0,6.0,5.0,1,25.4,27.0,9.2,1017.4,1011.6
9.5,0.0,46.0,74.0,30.0,2.0,4.0,0,24.3,26.2,12.6,1008.9,1008.9
4.8,0.0,33.0,55.0,23.0,0.0,1.0,0,23.1,25.0,12.9,1020.1,1017.2
4.2,0.0,31.0,56.0,12.0,1.0,3.0,0,25.8,26.7,12.0,1021.3,1018.6
5.6,0.0,33.0,56.0,17.0,5.0,2.0,0,27.6,28.7,12.9,1022.0,1017.8
5.2,0.0,48.0,49.0,8.0,3.0,7.0,0,30.1,30.8,7.8,1017.8,1013.6
9.6,0.0,65.0,34.0,19.0,7.0,1.0,0,21.9,23.0,10.5,1013.1,1015.2
4.5,0.0,48.0,30.0,17.0,1.0,1.0,0,20.4,21.6,13.3,1024.8,1022.8
3.7,0.0,28.0,40.0,13.0,0.0,0.0,0,23.6,25.1,13.1,1027.4,1022.8
6.1,0.0,30.0,38.0,10.0,1.0,0.0,0,28.5,29.7,12.2,1021.4,1015.9
12.3,0.0,39.0,26.0,13.0,1.0,4.0,0,33.4,35.0,12.5,1014.8,1009.8
22.5,0.0,52.0,24.0,34.0,7.0,8.0,0,26.6,32.0,0.1,1007.4,1006.2
8.8,0.0,54.0,65.0,21.0,7.0,2.0,0,22.1,22.7,10.0,1012.5,1011.4
5.5,0.0,50.0,46.0,36.0,5.0,7.0,0,19.4,22.3,7.2,1016.9,1014.4
8.2,4.0,59.0,90.0,45.0,8.0,4.0,1,17.9,19.5,7.2,1020.0,1016.6
10.1,1.2,57.0,76.0,31.0,7.0,5.0,1,22.5,23.5,9.6,1013.7,1010.0
5.9,0.4,46.0,84.0,28.0,7.0,3.0,0,20.3,21.3,9.4,1015.6,1014.3
4.3,0.0,39.0,59.0,36.0,1.0,7.0,0,20.6,22.2,11.0,1016.6,1014.3
4.2,0.0,33.0,61.0,21.0,3.0,1.0,0,23.6,25.3,12.0,1016.3,1013.2
12.3,0.0,52.0,45.0,55.0,3.0,7.0,0,16.9,24.5,9.4,1014.8,1013.5
6.7,0.0,26.0,48.0,10.0,1.0,6.0,0,24.4,25.6,13.1,1017.2,1013.8
7.3,0.0,28.0,41.0,24.0,1.0,3.0,0,24.6,28.1,13.5,1015.9,1011.6
8.2,0.0,33.0,52.0,16.0,1.0,3.0,0,29.4,30.7,13.5,1012.9,1008.3
10.6,0.0,39.0,36.0,10.0,2.0,7.0,0,33.1,33.5,9.9,1009.8,1006.5
18.6,0.0,35.0,42.0,25.0,7.0,7.0,0,29.3,30.3,3.5,1009.2,1006.0
13.0,0.0,46.0,35.0,21.0,5.0,5.0,0,25.0,26.7,13.1,1006.8,1005.9
6.0,0.0,43.0,37.0,22.0,2.0,5.0,0,24.1,25.0,10.4,1006.6,1003.9
8.8,0.0,37.0,64.0,24.0,1.0,5.0,0,24.1,25.4,12.5,1007.6,1005.5
12.4,0.0,35.0,39.0,19.0,1.0,5.0,0,27.5,28.3,13.3,1009.3,1007.6
10.0,0.0,43.0,41.0,15.0,1.0,4.0,0,28.4,29.2,12.8,1016.3,1012.7
8.9,0.0,31.0,43.0,14.0,2.0,3.0,0,30.6,32.5,12.7,1016.4,1012.5
15.2,0.0,61.0,16.0,9.0,3.0,6.0,0,34.4,35.9,6.0,1009.2,1002.4
13.4,0.0,48.0,53.0,14.0,7.0,1.0,0,26.1,27.0,10.6,1008.1,1007.3
10.7,0.0,31.0,46.0,16.0,1.0,1.0,0,25.7,27.6,13.6,1017.6,1016.0
13.1,0.0,48.0,37.0,18.0,3.0,6.0,0,28.3,29.4,12.4,1023.5,1019.6
18.0,0.0,28.0,44.0,18.0,2.0,4.0,0,32.8,33.2,11.8,1020.6,1015.7
17.4,0.0,37.0,25.0,10.0,3.0,1.0,0,36.1,36.8,9.7,1014.7,1009.6
21.7,0.0,56.0,50.0,35.0,7.0,7.0,0,29.8,30.9,4.7,1004.2,998.6
11.9,12.6,72.0,78.0,36.0,7.0,6.0,1,16.4,17.6,5.8,1000.0,1001.4
5.9,4.2,43.0,59.0,25.0,1.0,3.0,1,18.3,19.9,13.8,1014.9,1015.6
5.5,0.0,37.0,60.0,23.0,6.0,3.0,0,24.7,26.3,12.6,1021.0,1018.1
9.6,0.0,41.0,45.0,14.0,5.0,5.0,0,30.7,32.2,12.5,1016.6,1011.5
19.8,0.0,63.0,23.0,7.0,7.0,7.0,0,32.3,33.6,0.4,1006.4,1000.7
12.7,0.0,59.0,42.0,22.0,1.0,3.0,0,23.2,24.1,13.6,1008.9,1007.7
7.5,0.0,54.0,37.0,22.0,1.0,4.0,0,23.3,24.9,13.7,1010.6,1008.6
7.9,0.0,41.0,42.0,13.0,1.0,1.0,0,28.2,29.2,13.7,1012.2,1009.1
9.4,0.0,52.0,33.0,15.0,1.0,5.0,0,29.6,31.3,13.7,1012.8,1010.3
13.4,0.0,39.0,47.0,17.0,2.0,2.0,0,28.7,29.9,13.7,1014.4,1012.7
12.6,0.0,39.0,52.0,20.0,4.0,4.0,0,30.1,31.8,12.9,1017.0,1013.9
18.0,0.0,37.0,48.0,19.0,1.0,4.0,0,31.8,32.9,13.0,1017.8,1014.5
18.8,0.0,37.0,49.0,21.0,1.0,3.0,0,32.8,34.4,13.5,1019.6,1016.2
21.2,0.0,35.0,37.0,14.0,1.0,1.0,0,35.4,37.7,13.5,1020.2,1016.8
21.8,0.0,35.0,38.0,14.0,4.0,7.0,0,37.5,39.6,12.2,1019.0,1014.7
23.7,0.0,52.0,21.0,10.0,6.0,4.0,0,39.4,40.5,10.6,1015.5,1011.2
23.4,0.0,50.0,15.0,8.0,1.0,7.0,0,39.4,41.4,11.3,1012.1,1007.7
21.8,0.0,70.0,33.0,10.0,7.0,7.0,0,38.7,41.2,6.9,1008.6,1005.2
20.3,0.0,43.0,73.0,91.0,7.0,8.0,0,16.5,22.8,2.1,1009.8,1011.4
13.3,4.6,28.0,75.0,25.0,7.0,4.0,1,27.5,28.4,9.9,1017.1,1014.6
17.0,0.0,35.0,56.0,45.0,7.0,7.0,0,25.4,27.8,2.4,1015.9,1012.9
12.2,0.0,48.0,63.0,21.0,1.0,1.0,0,30.7,32.0,12.1,1013.3,1008.8
13.3,0.0,37.0,42.0,17.0,3.0,1.0,0,32.5,33.8,13.4,1010.2,1006.4
16.7,0.0,39.0,46.0,12.0,2.0,2.0,0,35.0,37.4,13.0,1008.3,1004.1
13.6,0.0,44.0,16.0,1.0,2.0,1.0,0,32.0,33.4,13.7,1010.4,1009.1
11.2,0.0,41.0,47.0,13.0,1.0,1.0,0,29.7,31.7,13.7,1013.6,1010.1
12.4,0.0,52.0,16.0,4.0,1.0,4.0,0,30.8,32.8,13.8,1012.7,1011.1
15.3,0.0,61.0,48.0,18.0,7.0,7.0,0,28.8,29.6,3.4,1011.9,1009.9
18.5,0.0,48.0,40.0,46.0,7.0,7.0,0,23.6,27.6,2.0,1005.1,1005.6
19.4,0.0,52.0,46.0,24.0,8.0,5.0,0,34.0,35.1,6.0,1002.8,997.4
12.3,0.0,54.0,32.0,17.0,1.0,1.0,0,25.0,25.9,13.6,1006.7,1005.4
7.8,0.0,52.0,36.0,13.0,0.0,1.0,0,28.5,30.3,13.2,1009.4,1004.9
12.6,0.0,57.0,36.0,17.0,1.0,0.0,0,22.8,24.3,13.5,1013.0,1012.7
6.2,0.0,56.0,34.0,17.0,0.0,0.0,0,27.6,28.8,13.7,1017.7,1014.6
15.0,0.0,63.0,43.0,25.0,2.0,6.0,0,27.3,29.8,12.1,1020.6,1016.6
17.0,0.0,63.0,47.0,36.0,7.0,7.0,0,25.7,27.5,4.0,1020.7,1019.2
13.9,0.0,33.0,47.0,29.0,1.0,4.0,0,30.3,31.7,13.1,1020.3,1016.7
15.9,0.0,37.0,55.0,19.0,1.0,7.0,0,34.8,35.8,12.5,1018.7,1014.6
18.8,0.0,46.0,38.0,12.0,0.0,2.0,0,37.4,39.0,13.5,1015.7,1012.4
19.2,0.0,43.0,40.0,16.0,0.0,0.0,0,35.9,37.8,13.4,1018.0,1013.8
20.8,0.0,35.0,29.0,16.0,0.0,0.0,0,37.7,39.5,13.3,1018.2,1014.9
23.9,0.0,31.0,23.0,13.0,0.0,0.0,0,40.0,40.7,13.2,1019.4,1015.3
21.5,0.0,48.0,22.0,9.0,0.0,1.0,0,42.0,42.8,12.7,1016.4,1011.9
24.3,0.0,43.0,9.0,7.0,1.0,1.0,0,39.8,41.8,13.5,1013.1,1008.4
24.2,0.0,70.0,17.0,9.0,1.0,5.0,0,41.7,41.8,9.7,1009.5,1005.4
20.2,0.0,39.0,30.0,18.0,1.0,4.0,0,37.5,38.9,13.2,1007.5,1003.6
20.4,0.0,43.0,52.0,21.0,0.0,3.0,0,33.5,34.4,13.3,1006.6,1003.5
16.3,0.0,43.0,56.0,17.0,1.0,3.0,0,31.0,33.1,13.1,1008.4,1005.8
14.9,0.0,44.0,51.0,25.0,0.0,2.0,0,31.9,34.2,12.5,1015.4,1013.7
17.6,0.0,50.0,47.0,19.0,0.0,1.0,0,31.5,33.5,12.9,1019.6,1014.8
20.9,0.6,46.0,78.0,89.0,8.0,8.0,0,19.7,21.5,0.5,1010.8,1007.8
13.8,18.2,48.0,64.0,21.0,1.0,1.0,1,26.8,28.3,13.4,1013.0,1012.9
15.0,0.0,43.0,46.0,25.0,0.0,0.0,0,28.0,28.9,13.3,1021.5,1018.9
15.9,0.0,48.0,48.0,22.0,0.0,0.0,0,30.4,32.3,13.2,1021.7,1017.9
16.2,0.0,31.0,42.0,21.0,0.0,1.0,0,34.3,35.5,13.3,1018.3,1013.8
19.6,0.0,43.0,32.0,14.0,0.0,1.0,0,38.2,39.4,13.2,1015.7,1011.8
21.9,0.0,39.0,37.0,13.0,1.0,1.0,0,38.2,39.9,13.1,1015.8,1012.0
23.6,0.0,35.0,27.0,10.0,1.0,1.0,0,40.0,41.1,11.9,1012.5,1009.2
24.9,0.0,33.0,35.0,10.0,0.0,1.0,0,41.0,41.7,12.7,1011.2,1007.7
23.7,0.0,41.0,37.0,7.0,0.0,2.0,0,41.5,42.0,13.3,1010.1,1006.5
23.5,0.0,57.0,35.0,13.0,5.0,3.0,0,38.5,40.2,12.1,1010.9,1007.0
24.8,0.4,61.0,48.0,32.0,3.0,1.0,0,30.6,32.4,11.2,1012.4,1013.5
16.0,0.0,52.0,39.0,24.0,0.0,1.0,0,27.9,29.0,12.9,1020.7,1017.1
15.7,0.0,56.0,44.0,22.0,1.0,0.0,0,29.9,32.9,12.9,1018.6,1012.9
15.1,0.0,28.0,35.0,12.0,1.0,1.0,0,34.7,36.6,12.8,1014.7,1011.3
19.4,0.0,35.0,28.0,8.0,0.0,1.0,0,38.5,39.8,12.9,1015.0,1011.8
23.0,0.0,46.0,22.0,5.0,0.0,1.0,0,39.3,40.3,12.8,1015.2,1011.5
20.0,0.0,37.0,38.0,10.0,0.0,0.0,0,37.8,40.0,12.7,1014.8,1011.4
19.1,0.0,41.0,49.0,14.0,0.0,1.0,0,36.4,38.4,12.9,1014.4,1010.0
20.7,0.0,37.0,49.0,18.0,3.0,5.0,0,35.9,37.6,12.1,1013.1,1010.5
21.2,0.0,33.0,50.0,30.0,8.0,7.0,0,31.0,31.3,0.6,1011.9,1008.8
22.8,0.0,31.0,51.0,32.0,8.0,8.0,0,30.0,30.7,0.8,1006.0,1003.1
19.3,16.2,46.0,95.0,93.0,8.0,8.0,1,21.7,23.5,0.0,998.6,994.7
19.8,12.8,52.0,86.0,38.0,7.0,2.0,1,29.0,30.5,10.2,1001.4,1000.7
14.0,0.0,28.0,64.0,29.0,1.0,2.0,0,28.5,30.2,12.6,1012.5,1009.8
18.4,0.0,33.0,62.0,25.0,5.0,3.0,0,31.5,33.1,12.3,1010.2,1006.0
19.3,0.0,57.0,55.0,17.0,7.0,3.0,0,32.1,34.9,11.8,1001.0,995.4
10.9,0.0,46.0,73.0,23.0,5.0,4.0,0,21.0,23.0,11.8,1010.0,1011.5
9.4,0.0,39.0,53.0,22.0,0.0,0.0,0,24.2,26.2,12.8,1018.3,1015.9
10.8,0.0,30.0,65.0,26.0,0.0,0.0,0,27.8,29.7,12.7,1019.3,1016.9
16.7,0.0,31.0,55.0,28.0,0.0,1.0,0,29.0,30.3,12.3,1021.1,1017.9
15.6,0.0,31.0,55.0,25.0,0.0,1.0,0,30.4,32.2,12.3,1019.4,1015.6
17.7,0.0,46.0,56.0,19.0,0.0,5.0,0,32.5,34.1,11.2,1014.9,1009.5
20.1,0.0,36.64810466286481,62.0,87.0,7.0,6.0,0,20.4,30.2,5.1,1009.7,1009.7
15.1,12.8,36.64810466286481,70.0,26.0,1.0,5.0,1,28.7,30.1,11.8,1016.2,1014.7
17.7,0.0,36.64810466286481,59.0,54.0,7.0,7.0,0,22.6,23.4,0.3,1020.0,1020.1
16.2,6.4,35.0,88.0,56.0,7.0,7.0,1,24.1,25.1,2.0,1019.8,1017.9
15.2,0.0,30.0,75.0,35.0,1.0,3.0,0,28.1,29.2,12.0,1019.8,1017.6
17.0,0.0,41.0,53.0,25.0,0.0,1.0,0,28.9,29.8,11.9,1023.9,1021.0
18.5,0.0,33.0,61.0,29.0,1.0,2.0,0,30.4,31.1,12.0,1024.3,1020.0
18.6,0.0,37.0,75.0,47.0,7.0,3.0,0,27.8,29.6,5.1,1017.6,1014.8
16.8,1.4,39.0,70.0,32.0,3.0,5.0,1,30.7,32.4,11.6,1017.1,1014.6
11.3,0.0,33.0,74.0,15.0,0.0,1.0,0,29.2,30.1,11.6,1019.8,1017.6
11.3,0.0,59.0,46.0,21.0,2.0,5.0,0,31.4,32.8,8.4,1020.7,1017.4
14.1,2.0,44.0,62.0,34.0,1.0,3.0,1,29.5,31.0,11.0,1021.0,1017.3
18.0,0.0,31.0,54.0,26.0,2.0,1.0,0,31.3,33.1,11.6,1021.9,1018.9
16.1,0.0,26.0,54.0,26.0,1.0,5.0,0,31.9,33.3,10.7,1021.5,1017.7
18.8,9.0,43.0,88.0,51.0,7.0,6.0,1,26.7,29.2,7.7,1017.5,1015.6
13.6,0.0,30.0,67.0,29.0,3.0,4.0,0,29.4,30.5,11.5,1017.9,1014.5
17.0,0.0,43.0,67.0,21.0,7.0,7.0,0,30.9,31.4,10.9,1015.3,1011.6
14.3,0.0,78.0,66.0,40.0,7.0,7.0,0,24.9,28.9,2.1,1010.5,1006.8
13.2,1.4,48.0,62.0,35.0,7.0,7.0,1,18.7,20.9,6.3,1007.9,1008.1
7.2,0.0,52.0,72.0,31.0,7.0,7.0,0,24.9,26.5,6.9,1016.9,1015.1
12.3,0.0,37.0,58.0,32.0,5.0,6.0,0,27.3,29.7,10.3,1020.8,1019.2
11.2,0.0,31.0,60.0,14.0,2.0,1.0,0,29.2,30.0,10.9,1024.2,1022.2
17.3,0.0,39.0,58.0,30.0,1.0,3.0,0,29.9,31.4,11.2,1025.1,1020.7
18.6,0.0,54.0,58.0,29.0,2.0,7.0,0,29.2,31.3,9.1,1020.0,1015.3
15.1,6.2,39.0,84.0,38.0,2.0,2.0,1,24.9,26.4,10.7,1017.2,1015.9
7.9,0.0,33.0,68.0,24.0,7.0,7.0,0,23.8,24.5,9.2,1017.2,1014.8
10.1,0.0,39.0,68.0,48.0,7.0,7.0,0,21.0,23.0,1.8,1016.6,1015.7
13.8,3.8,46.0,75.0,41.0,1.0,5.0,1,25.6,27.7,10.4,1020.0,1018.3
16.0,0.0,22.0,72.0,91.0,7.0,7.0,0,19.9,20.4,0.0,1022.4,1020.3
17.2,30.2,30.0,95.0,67.0,8.0,7.0,1,23.8,25.3,5.0,1018.7,1015.9
