MinTemp,Rainfall,Humidity9am,Humidity3pm,Temp9am,RainToday,Pressure3pm,Pressure9am
-2.1,0.0,75.0,50.0,5.8,0,1021.1,1025.7
-2.9,0.0,84.0,49.0,4.7,0,1015.3,1020.3
-3.4,0.0,82.0,39.0,3.9,0,1011.0,1015.1
-1.0,0.0,63.0,46.0,8.4,0,1016.3,1018.0
4.0,0.0,62.0,36.0,7.8,0,1013.4,1018.1
1.7,0.0,72.0,53.0,6.0,0,1006.4,1008.2
-3.9,0.2,71.0,42.0,3.0,0,1009.7,1012.1
3.0,0.0,88.0,44.0,8.1,0,1008.9,1012.7
-1.5,0.6,62.0,31.0,7.4,0,1018.8,1016.8
-5.7,0.0,74.0,46.0,2.7,0,1027.5,1030.1
-5.0,0.0,99.0,72.0,0.1,0,1028.2,1031.4
-1.0,0.0,76.0,45.0,7.0,0,1028.2,1031.9
-3.6,0.0,81.0,39.0,4.8,0,1029.6,1033.2
-2.7,0.0,76.0,37.0,4.8,0,1028.6,1032.4
-2.9,0.0,79.0,44.0,3.7,0,1025.9,1029.9
-3.1,0.0,90.0,47.0,2.9,0,1022.5,1026.8
0.5,0.0,83.0,52.0,7.8,0,1014.7,1021.5
7.7,20.8,96.0,94.0,11.3,1,1001.1,1004.5
6.1,2.4,95.0,55.0,8.9,1,1006.3,1006.6
5.3,0.0,62.0,54.0,7.6,0,1014.4,1015.9
0.4,0.0,68.0,51.0,8.2,0,1016.3,1019.3
-1.0,0.0,92.0,48.0,3.6,0,1018.5,1020.7
-1.5,0.0,89.0,47.0,3.9,0,1023.0,1025.4
-1.3,0.0,96.0,52.0,4.9,0,1023.0,1026.9
4.8,0.0,66.0,59.0,9.8,0,1023.1,1025.6
9.1,0.0,75.0,61.0,11.5,0,1023.8,1025.3
7.7,0.0,71.0,53.0,12.5,0,1027.9,1029.5
6.0,0.0,79.0,52.0,10.5,0,1024.8,1028.6
0.8,0.0,100.0,44.0,5.5,0,1016.3,1021.1
4.4,0.0,86.0,57.0,9.4,0,1014.7,1015.1
-3.5,0.0,99.0,39.0,1.8,0,1013.4,1018.6
1.7,0.0,70.0,57.0,9.2,0,1016.6,1015.6
-2.9,0.2,90.0,57.0,2.1,0,1013.8,1016.9
-1.6,0.4,60.0,47.0,4.4,0,1013.6,1014.5
0.6,0.0,72.0,46.0,7.1,0,1013.4,1014.8
2.7,0.0,70.0,74.0,7.9,0,1020.1,1018.4
1.7,0.4,66.0,46.0,8.4,0,1026.6,1028.2
7.2,0.0,69.0,50.0,9.4,0,1026.5,1029.3
6.8,0.0,66.0,55.0,8.7,0,1024.8,1027.9
8.1,0.0,77.0,53.0,9.2,0,1024.9,1026.6
7.7,0.0,73.0,72.0,9.3,0,1026.1,1028.2
6.4,0.0,77.0,46.0,9.7,0,1018.4,1024.9
-0.2,0.0,57.0,66.0,8.9,0,1006.8,1008.8
-2.7,0.0,74.0,46.0,6.4,0,1011.5,1013.2
-4.8,0.0,97.0,47.0,0.0,0,1014.8,1017.4
0.0,0.0,85.0,68.0,6.7,0,1013.1,1015.7
6.7,0.6,72.0,88.0,9.2,0,1002.8,1002.6
2.8,9.2,73.0,63.0,6.1,1,1011.9,1010.8
5.2,0.2,55.0,43.0,11.5,0,1018.6,1017.1
-3.7,0.0,92.0,53.0,1.6,0,1026.3,1028.1
-3.2,0.0,92.0,44.0,2.8,0,1028.5,1032.4
-4.6,0.0,99.0,44.0,-0.4,0,1025.4,1028.6
-3.7,0.0,90.0,45.0,0.6,0,1028.1,1030.2
-4.6,0.0,91.0,44.0,1.5,0,1033.9,1037.2
-2.5,0.0,83.0,46.0,5.7,0,1037.5,1040.1
1.8,0.0,85.0,50.0,6.1,0,1035.7,1040.2
-3.3,0.0,94.0,63.0,1.4,0,1030.2,1034.7
-4.1,0.0,97.0,61.0,1.6,0,1022.8,1028.5
-2.2,0.0,98.0,55.0,3.0,0,1017.3,1021.1
3.0,20.2,99.0,52.0,9.3,1,1010.8,1014.3
4.1,5.4,79.0,54.0,5.9,1,1005.1,1007.7
5.2,0.8,71.0,68.0,7.2,0,1008.3,1009.6
4.0,5.2,69.0,41.0,7.0,1,1015.6,1010.7
-5.4,0.0,98.0,75.0,-0.8,0,1020.9,1024.5
-2.0,0.0,69.0,47.0,6.4,0,1018.1,1019.9
4.1,0.0,58.0,55.0,6.4,0,1010.9,1014.0
-0.3,1.6,64.0,49.0,4.7,1,1018.7,1018.7
-5.0,0.0,84.0,51.0,1.3,0,1020.2,1023.3
1.3,0.0,63.0,65.0,7.2,0,1018.2,1019.4
-3.8,0.2,99.0,38.0,0.8,0,1028.2,1028.3
-0.7,0.0,68.0,42.0,4.2,0,1033.5,1036.6
-1.4,0.0,80.0,64.0,4.2,0,1028.4,1033.0
1.7,0.0,99.0,62.0,4.8,0,1022.3,1026.3
4.8,0.8,93.0,54.0,7.6,0,1016.6,1019.3
-2.9,2.2,96.0,61.0,0.7,1,1015.0,1017.5
0.7,0.0,70.0,47.0,10.7,0,1019.4,1020.0
6.1,0.0,71.0,70.0,9.0,0,1020.8,1021.3
7.1,0.0,67.0,50.0,8.7,0,1022.3,1023.3
3.5,0.0,64.0,43.0,6.9,0,1021.0,1024.0
-3.6,0.0,95.0,80.0,0.6,0,1018.8,1021.2
0.6,1.2,97.0,61.0,6.0,1,1015.7,1018.0
3.5,0.0,96.0,36.0,6.0,0,1019.8,1021.3
0.1,0.0,70.0,38.0,6.0,0,1027.7,1029.8
-6.2,0.0,88.0,31.0,-0.1,0,1026.1,1030.5
-8.2,0.0,80.0,40.0,-1.4,0,1025.0,1029.5
-7.0,0.0,83.0,38.0,-0.1,0,1021.5,1026.0
-1.3,0.0,83.0,57.0,3.2,0,1020.9,1023.4
-1.3,0.0,99.0,46.0,1.5,0,1019.9,1024.1
1.5,0.0,91.0,40.0,4.6,0,1022.3,1025.3
2.6,0.0,72.0,35.0,9.1,0,1023.2,1024.7
0.0,0.0,81.0,35.0,7.2,0,1025.5,1029.2
-0.9,0.0,81.0,44.0,8.4,0,1021.9,1026.5
7.6,0.0,70.0,97.0,11.4,0,1017.4,1021.7
3.4,6.8,100.0,55.0,5.3,1,1013.5,1018.1
2.0,0.8,98.0,71.0,4.4,0,1008.5,1011.7
-0.2,0.4,100.0,43.0,1.8,0,1005.7,1009.0
-2.5,0.0,90.0,59.0,2.9,0,1005.1,1007.6
2.9,1.0,96.0,68.0,7.4,0,1011.1,1010.3
7.1,2.6,60.0,41.0,9.3,1,1019.1,1021.2
-2.0,0.0,86.0,57.0,5.2,0,1023.3,1025.0
0.8,0.0,78.0,38.0,6.4,0,1023.8,1027.5
0.4,0.0,98.0,50.0,4.1,0,1023.0,1027.6
4.1,0.0,80.0,38.0,9.7,0,1018.1,1022.4
5.9,1.6,95.0,93.0,8.6,1,1011.6,1017.3
6.2,47.0,79.0,75.0,6.2,1,1009.4,1009.0
4.2,1.8,78.0,69.0,9.7,1,1021.6,1018.9
6.8,0.0,57.0,60.0,10.0,0,1031.3,1032.2
4.4,0.2,66.0,48.0,9.9,0,1035.5,1037.5
-0.1,0.0,92.0,53.0,4.8,0,1037.7,1040.6
0.1,0.0,77.0,49.0,8.1,0,1031.9,1037.8
-1.7,0.0,89.0,46.0,5.2,0,1026.4,1031.3
-2.7,0.0,80.0,30.0,5.6,0,1021.7,1026.5
0.1,0.0,77.0,35.0,9.0,0,1022.4,1026.6
-0.1,0.0,78.0,31.0,8.2,0,1018.8,1023.1
2.1,0.0,70.0,30.0,10.6,0,1017.6,1021.9
2.9,0.0,56.0,38.0,11.3,0,1017.4,1018.9
4.3,0.0,76.0,42.0,8.4,0,1021.0,1024.1
1.2,0.0,73.0,49.0,8.1,0,1021.8,1025.3
3.9,0.0,69.0,31.0,10.9,0,1022.0,1025.0
1.3,0.0,57.0,40.0,8.7,0,1027.0,1030.6
-2.7,0.0,76.0,30.0,7.1,0,1025.2,1030.1
-0.1,0.0,69.0,45.0,10.3,0,1024.2,1026.9
7.6,1.2,88.0,46.0,12.7,1,1023.4,1027.0
5.9,0.4,74.0,84.0,11.8,0,1016.1,1019.5
-0.5,9.0,82.0,47.0,6.1,1,1017.8,1020.6
0.6,0.2,79.0,39.0,7.0,0,1016.2,1021.6
3.6,0.0,74.0,74.0,8.3,0,1007.2,1009.7
-4.0,1.0,60.0,46.0,7.6,0,1010.2,1011.2
-2.0,0.0,68.0,42.0,8.8,0,1010.1,1012.9
-2.8,0.8,62.0,40.0,6.6,0,1021.4,1024.2
-3.7,0.0,73.0,47.0,6.1,0,1020.8,1024.8
-1.5,0.0,54.0,31.0,11.8,0,1018.6,1021.6
2.9,0.0,63.0,33.0,11.4,0,1017.5,1021.8
0.5,0.0,55.0,31.0,11.3,0,1013.5,1018.2
0.6,0.0,60.0,28.0,12.1,0,1014.0,1017.9
4.8,0.0,28.0,17.0,18.4,0,1014.8,1015.2
9.7,0.0,66.0,28.0,14.8,0,1011.3,1019.2
12.8,0.2,47.0,65.0,14.2,0,1008.8,1006.7
2.4,1.4,59.0,41.0,11.4,1,1017.4,1020.3
-0.7,0.0,62.0,24.0,10.1,0,1018.1,1024.5
3.7,0.0,26.0,16.0,21.7,0,1014.5,1015.2
9.0,0.0,77.0,84.0,10.1,0,1017.7,1021.4
5.7,10.4,71.0,52.0,8.9,1,1022.2,1023.0
0.6,0.0,57.0,39.0,10.3,0,1020.9,1026.1
1.2,0.0,73.0,38.0,10.4,0,1016.5,1022.3
6.0,0.0,75.0,85.0,11.9,0,1007.6,1014.0
9.7,14.0,80.0,75.0,9.7,1,995.1,996.3
7.1,1.8,58.0,63.0,9.7,1,1003.3,1004.0
1.5,0.0,87.0,66.0,6.9,0,1005.7,1006.6
5.5,1.4,64.0,51.0,9.8,1,1017.3,1016.6
3.5,7.2,68.0,39.0,7.3,1,1021.0,1024.0
0.2,0.0,75.0,35.0,7.5,0,1020.9,1025.3
3.6,0.0,75.0,50.0,9.3,0,1016.5,1021.9
9.3,0.0,77.0,75.0,11.1,0,1012.7,1015.5
10.7,11.4,96.0,84.0,11.4,1,1010.4,1012.8
8.6,2.2,94.0,57.0,12.0,1,1008.9,1012.0
7.9,0.0,71.0,52.0,13.7,0,1006.0,1007.7
4.4,0.2,71.0,43.0,9.2,0,1006.6,1008.7
2.9,0.0,46.0,37.0,10.8,0,1008.4,1009.9
0.1,0.0,70.0,35.0,7.7,0,1015.3,1017.6
7.7,0.0,71.0,45.0,11.3,0,1018.8,1022.6
10.7,0.0,69.0,53.0,12.7,0,1014.8,1019.8
12.6,0.8,80.0,56.0,15.1,0,1008.1,1011.9
7.6,0.0,55.0,30.0,14.6,0,1015.3,1013.7
1.4,0.0,51.0,25.0,10.5,0,1029.3,1031.3
1.4,0.0,71.0,32.0,10.7,0,1029.7,1034.8
3.6,0.0,67.0,27.0,12.9,0,1026.2,1031.2
4.2,0.0,57.0,27.0,14.0,0,1022.8,1027.8
5.5,0.0,57.0,30.0,16.1,0,1022.3,1025.9
9.0,0.0,73.0,30.0,15.6,0,1021.8,1025.4
9.6,0.0,65.0,29.0,18.2,0,1017.4,1022.7
9.1,0.0,60.0,33.0,18.9,0,1008.6,1014.7
10.7,10.8,86.0,87.0,11.0,1,1015.0,1012.6
7.8,5.8,64.0,56.0,10.0,1,1022.1,1023.1
8.7,0.0,79.0,56.0,10.8,0,1021.2,1024.4
9.0,0.0,73.0,55.0,13.2,0,1014.3,1019.1
13.2,1.2,94.0,55.0,17.1,1,1009.7,1011.8
6.3,0.0,63.0,41.0,15.5,0,1012.3,1013.1
4.4,0.0,59.0,40.0,12.0,0,1018.0,1021.6
5.7,0.0,63.0,44.0,12.6,0,1013.1,1019.1
9.7,0.0,73.0,46.0,14.2,0,1008.0,1011.0
11.6,0.0,70.0,44.0,13.6,0,1009.6,1011.7
6.7,0.0,64.0,34.0,14.0,0,1015.0,1018.2
6.9,0.0,80.0,23.0,13.1,0,1012.8,1018.2
9.7,0.0,53.0,36.0,21.0,0,1009.6,1013.2
14.9,0.0,79.0,41.0,18.9,0,1011.3,1013.9
14.9,2.4,85.0,91.0,20.2,1,1011.6,1014.1
14.5,12.4,92.0,57.0,17.6,1,1011.1,1015.0
15.3,15.8,98.0,38.0,15.9,1,1012.7,1008.3
5.6,2.6,71.0,40.0,14.2,1,1020.2,1023.8
11.7,0.0,73.0,34.0,15.4,0,1014.2,1019.1
10.2,0.0,69.0,31.0,15.9,0,1012.3,1017.9
13.1,0.0,66.0,24.0,19.9,0,1006.7,1008.6
8.3,0.0,53.0,26.0,19.6,0,1014.3,1016.9
9.2,0.0,61.0,55.0,18.1,0,1017.5,1018.9
12.3,0.0,71.0,45.0,16.6,0,1016.0,1019.7
14.0,0.0,67.0,37.0,19.3,0,1014.3,1018.3
11.9,0.0,58.0,31.0,23.3,0,1010.4,1015.4
17.0,5.0,79.0,79.0,19.3,1,1011.3,1010.4
5.3,3.8,70.0,35.0,13.3,1,1013.1,1017.5
8.7,0.0,64.0,74.0,15.9,0,1011.2,1011.0
9.2,5.6,75.0,35.0,14.4,1,1016.8,1016.8
9.9,0.0,61.0,51.0,13.1,0,1024.7,1026.7
10.3,2.8,94.0,99.0,12.3,1,1019.3,1022.8
12.3,91.6,100.0,40.0,15.9,1,1003.3,1008.0
12.6,2.4,65.0,31.0,17.7,1,1008.5,1005.7
9.3,0.0,69.0,35.0,19.0,0,1014.9,1016.8
14.1,0.0,70.0,38.0,20.8,0,1012.3,1016.0
14.9,45.8,97.0,99.0,19.0,1,1009.8,1010.0
4.6,18.2,61.0,41.0,12.5,1,1017.4,1019.0
9.2,0.0,52.0,38.0,12.2,0,1017.8,1021.5
10.0,0.0,63.0,39.0,13.2,0,1013.3,1018.0
10.3,2.6,74.0,47.0,14.5,1,1012.8,1014.1
5.7,0.0,56.0,41.0,10.3,0,1016.9,1020.3
5.9,0.0,55.0,47.0,12.1,0,1015.2,1019.0
9.5,0.0,54.0,37.0,14.0,0,1011.1,1015.1
10.7,0.0,76.0,52.0,14.6,0,1010.9,1013.1
7.9,0.0,73.0,44.0,14.6,0,1010.7,1014.1
11.5,0.0,62.0,35.0,18.2,0,1005.3,1010.4
14.4,5.8,95.0,76.0,16.8,1,1001.5,1004.0
13.7,44.8,81.0,55.0,15.6,1,1003.8,1006.3
11.7,7.6,66.0,47.0,13.7,1,1006.1,1007.7
8.8,0.0,53.0,39.0,15.1,0,1013.2,1014.3
11.9,0.0,56.0,34.0,14.4,0,1014.7,1018.3
12.9,0.0,67.0,62.0,14.9,0,1018.0,1020.4
13.1,0.2,68.0,40.0,15.3,0,1017.1,1021.3
10.1,0.0,69.0,45.0,15.2,0,1012.5,1018.2
14.9,12.2,97.0,77.0,16.4,1,1005.8,1008.6
12.9,3.0,73.0,52.0,17.6,1,1011.7,1012.3
14.1,26.6,76.0,59.0,16.9,1,1015.1,1017.1
14.4,0.0,72.0,54.0,16.6,0,1014.1,1017.2
11.9,0.0,69.0,38.0,18.3,0,1010.8,1014.4
11.8,0.0,62.0,32.0,19.7,0,1009.7,1013.4
11.9,0.6,66.0,91.0,19.4,0,1008.2,1011.0
15.1,13.4,74.0,63.0,19.2,1,1003.5,1005.1
13.2,0.2,82.0,57.0,16.4,0,1008.2,1009.8
12.7,5.4,69.0,59.0,14.6,1,1011.6,1013.3
12.6,0.0,45.0,21.0,17.5,0,1012.3,1014.3
13.3,0.0,60.0,45.0,17.4,0,1017.3,1018.8
8.9,0.0,66.0,41.0,16.0,0,1015.9,1020.4
12.1,0.0,60.0,34.0,20.8,0,1012.7,1016.3
13.4,0.0,63.0,37.0,21.5,0,1013.6,1016.9
16.6,0.0,63.0,33.0,24.1,0,1013.1,1016.7
17.0,0.0,68.0,40.0,22.7,0,1012.6,1012.4
14.4,0.0,68.0,46.0,15.9,0,1011.0,1016.3
12.7,0.0,62.0,35.0,16.0,0,1012.8,1014.3
9.9,0.0,64.0,31.0,16.1,0,1008.6,1013.2
16.1,1.4,84.0,68.0,21.2,1,1002.6,1006.4
16.4,0.2,40.0,31.0,18.6,0,1006.1,1006.4
8.3,0.0,65.0,41.0,14.0,0,1006.5,1009.3
12.7,0.0,48.0,65.0,14.5,0,1004.0,1003.3
3.8,0.6,47.0,38.0,12.0,0,1013.0,1014.7
5.7,0.0,60.0,30.0,14.9,0,1010.7,1014.9
12.8,0.4,84.0,41.0,14.7,0,1012.9,1015.9
13.8,0.6,67.0,60.0,16.5,0,1017.9,1019.0
13.2,0.2,69.0,48.0,17.4,0,1019.3,1022.4
11.5,0.0,70.0,37.0,18.2,0,1018.0,1022.5
11.9,0.0,72.0,36.0,18.7,0,1012.9,1017.0
13.6,0.0,56.0,33.0,22.2,0,1013.8,1016.6
13.5,0.0,61.0,34.0,19.9,0,1010.9,1016.1
13.8,42.2,87.0,46.0,17.9,1,1013.1,1015.5
16.0,2.0,65.0,48.0,17.6,1,1021.1,1021.6
14.2,0.0,63.0,53.0,18.8,0,1019.6,1022.4
9.8,0.0,71.0,39.0,16.8,0,1013.9,1018.0
12.6,0.0,72.0,71.0,19.4,0,1012.2,1014.1
14.5,0.2,68.0,57.0,20.9,0,1012.5,1014.1
16.4,4.4,70.0,53.0,19.3,1,1015.3,1017.6
15.7,0.0,72.0,44.0,18.2,0,1010.5,1015.3
14.8,0.0,67.0,40.0,20.7,0,1005.2,1010.5
18.2,32.8,100.0,47.18572372769332,20.8,1,996.7,997.1
12.5,2.1640426951300866,62.0,58.0,15.6,0,1012.3,1014.6
12.4,0.0,66.0,75.0,15.1,0,1009.8,1011.7
12.7,22.6,84.0,92.0,14.6,1,1004.4,1006.6
12.4,6.0,83.0,43.0,17.6,1,1001.4,1004.5
11.8,0.0,75.0,43.0,18.0,0,998.3,1002.9
15.6,0.0,52.0,31.0,18.6,0,1001.3,1002.6
14.5,0.0,75.0,67.0,16.0,0,1006.2,1007.1
15.8,0.0,78.0,60.0,16.7,0,1010.1,1010.9
15.0,0.0,81.0,56.0,16.8,0,1009.6,1013.0
12.0,5.2,82.0,41.0,15.6,1,1007.1,1011.0
9.9,10.4,89.0,58.0,12.3,1,1009.3,1011.2
9.7,12.4,79.0,47.0,15.8,1,1011.3,1014.2
9.0,0.0,80.0,36.0,14.2,0,1013.9,1017.0
13.8,0.0,65.0,43.0,18.1,0,1017.6,1020.5
12.8,8.0,68.0,44.0,17.5,1,1016.9,1020.8
11.5,0.0,78.0,72.0,17.8,0,1015.7,1018.2
13.1,4.0,82.0,44.0,16.9,1,1012.9,1016.4
11.4,12.8,85.0,54.0,15.5,1,1014.6,1016.8
14.5,2.6,85.0,48.0,17.4,1,1011.8,1016.4
12.5,0.0,82.0,48.0,17.2,0,1010.1,1012.2
13.0,11.4,72.0,43.0,16.6,1,1010.5,1011.6
12.9,0.4,71.0,52.0,15.7,0,1013.0,1015.6
10.0,0.0,84.0,44.0,15.0,0,1016.8,1018.8
10.9,0.0,69.0,31.0,17.4,0,1020.5,1022.4
10.3,0.0,76.0,21.0,17.0,0,1019.1,1023.0
16.2,0.0,77.0,72.0,20.6,0,1016.5,1019.4
18.4,1.6,90.0,87.0,19.3,1,1014.7,1016.3
18.9,7.6,94.0,100.0,19.4,1,1011.7,1012.4
16.2,41.2,84.0,75.0,17.0,1,1013.6,1014.0
13.8,84.2,100.0,100.0,14.8,1,1000.8,1006.7
13.1,41.8,88.0,72.0,13.5,1,1015.4,1014.0
12.9,0.8,78.0,98.0,14.3,0,1016.9,1019.4
13.9,87.6,100.0,87.0,15.7,1,1009.4,1011.1
7.3,7.4,86.0,41.0,13.6,1,1013.1,1014.5
13.1,4.2,89.0,60.0,13.9,1,1017.0,1019.0
11.7,6.6,62.0,66.0,13.2,1,1018.4,1019.3
12.1,0.0,69.0,85.0,14.2,0,1008.0,1010.8
10.9,3.8,98.0,54.0,12.4,1,1008.1,1009.7
7.4,0.0,88.0,42.0,12.7,0,1012.6,1013.8
12.7,0.0,79.0,51.0,14.8,0,1015.0,1018.2
10.9,0.0,86.0,59.0,16.6,0,1018.7,1020.0
13.5,0.0,68.0,46.0,17.4,0,1017.7,1021.3
11.9,0.0,91.0,39.0,15.2,0,1016.0,1020.1
15.2,0.0,81.0,43.0,18.4,0,1013.2,1016.8
12.6,0.0,85.0,84.0,18.2,0,1008.9,1012.2
15.8,3.2,77.0,52.0,16.5,1,1013.4,1014.5
9.3,11.8,69.0,49.0,13.2,1,1022.3,1023.3
12.1,0.0,73.0,63.0,14.9,0,1023.0,1024.8
8.9,0.0,87.0,51.0,13.7,0,1014.9,1020.9
7.8,0.0,99.0,40.0,11.3,0,1004.5,1009.5
11.3,0.0,72.0,68.0,12.0,0,1006.2,1008.9
8.5,0.0,50.0,48.0,13.2,0,1003.2,1003.0
7.0,0.0,51.0,40.0,11.6,0,1011.5,1010.8
2.6,0.0,84.0,47.0,8.2,0,1019.2,1021.7
8.2,0.0,72.0,45.0,14.7,0,1019.5,1022.8
8.9,0.0,82.0,77.0,13.3,0,1021.3,1022.6
13.0,17.4,99.0,81.0,14.5,1,1019.7,1022.9
5.8,0.8,95.0,38.0,10.0,0,1016.5,1019.7
6.5,0.0,92.0,40.0,11.5,0,1016.2,1019.3
6.8,0.0,93.0,41.0,10.9,0,1015.7,1019.1
8.6,0.0,72.0,73.0,16.8,0,1017.8,1019.6
9.5,0.2,89.0,56.0,14.5,0,1014.5,1018.8
7.7,0.0,85.0,49.0,13.4,0,1013.8,1017.4
10.1,0.0,78.0,46.0,18.4,0,1015.3,1017.9
12.1,0.0,95.0,68.0,16.5,0,1018.7,1021.6
12.2,0.0,69.0,59.0,18.4,0,1015.8,1020.7
10.3,0.0,46.0,39.0,16.6,0,1016.8,1017.6
9.3,0.0,77.0,44.0,14.8,0,1013.3,1018.9
2.5,0.0,56.0,41.0,13.9,0,1014.5,1016.0
0.5,0.0,58.0,43.0,9.1,0,1026.7,1026.3
3.6,0.0,58.0,44.0,9.9,0,1030.0,1032.2
0.0,0.0,78.0,37.0,8.0,0,1030.1,1034.0
2.0,0.0,74.0,42.0,11.5,0,1027.8,1032.5
2.5,0.0,89.0,68.0,9.4,0,1024.7,1028.5
4.2,0.0,77.0,43.0,12.4,0,1022.9,1027.0
4.1,0.0,75.0,31.0,13.4,0,1022.6,1025.8
4.8,0.0,60.0,56.0,14.8,0,1023.4,1026.7
13.5,0.8,86.0,77.0,16.6,0,1020.3,1023.7
13.8,14.2,97.0,66.0,15.9,1,1016.3,1020.1
9.9,28.0,100.0,76.0,13.6,1,1015.1,1017.2
10.4,0.0,78.0,59.0,16.7,0,1013.7,1017.2
10.4,0.0,93.0,77.0,14.9,0,1011.6,1013.5
7.2,0.4,100.0,58.0,10.1,0,1008.5,1012.3
5.6,1.2,97.0,54.0,11.0,1,1010.4,1012.2
6.4,0.6,66.0,62.0,10.0,0,1009.3,1010.0
2.3,0.0,81.0,58.0,10.0,0,1016.9,1019.5
3.7,0.2,99.0,54.0,6.0,0,1020.4,1022.5
5.9,0.0,94.0,48.0,10.5,0,1016.7,1021.0
1.2,0.0,74.0,54.0,10.9,0,1021.3,1022.3
0.8,0.0,80.0,58.0,8.1,0,1024.2,1027.8
1.1,0.0,99.0,53.0,5.8,0,1023.2,1027.3
2.2,0.0,91.0,98.0,8.7,0,1020.9,1023.9
6.7,4.4,92.0,48.0,8.1,1,1018.1,1021.1
-2.6,0.0,85.0,50.0,3.8,0,1018.1,1022.3
-1.1,0.0,85.0,53.0,6.5,0,1015.4,1019.6
0.7,0.0,98.0,57.0,4.6,0,1014.9,1017.6
0.8,0.0,93.0,67.0,4.0,0,1017.0,1020.0
-0.1,0.0,99.0,52.0,3.9,0,1017.6,1020.4
0.1,0.0,84.0,45.0,9.3,0,1020.4,1023.6
2.6,0.0,73.0,36.0,11.8,0,1020.8,1024.1
6.4,0.0,58.0,39.0,16.5,0,1015.6,1018.6
-0.2,0.2,68.0,40.0,7.7,0,1014.5,1018.7
6.1,0.0,64.0,51.0,9.3,0,1013.7,1012.9
-3.8,0.0,76.0,41.0,3.5,0,1022.5,1023.2
-3.4,0.0,77.0,44.0,4.7,0,1023.0,1026.1
-2.8,0.0,87.0,46.0,4.4,0,1023.2,1026.9
-0.3,0.0,88.0,55.0,5.2,0,1022.6,1026.0
-1.7,0.0,99.0,50.0,1.9,0,1022.1,1026.1
-3.5,0.0,91.0,49.0,1.9,0,1021.8,1025.4
-0.5,0.0,80.0,50.0,6.4,0,1023.6,1027.2
1.8,0.0,87.0,42.0,7.7,0,1021.7,1025.6
-4.5,0.0,85.0,41.0,3.6,0,1021.1,1024.6
-2.8,0.0,86.0,32.0,4.9,0,1019.5,1023.6
-1.2,0.0,76.0,87.0,6.0,0,1018.0,1020.9
6.0,22.4,72.0,79.0,7.2,1,1008.6,1011.9
4.2,0.6,72.0,57.0,7.9,0,1014.0,1012.9
0.8,0.0,85.0,48.0,5.9,0,1020.7,1022.3
-2.0,0.0,72.0,53.0,8.4,0,1026.8,1028.1
-2.5,0.0,89.0,48.0,3.8,0,1031.2,1033.6
-2.3,0.2,99.0,46.0,0.8,0,1032.8,1037.3
0.4,0.0,73.0,50.0,7.9,0,1031.2,1034.9
0.4,0.0,95.0,63.0,4.2,0,1027.1,1031.0
4.1,1.6,99.0,99.0,5.9,1,1020.5,1024.5
5.9,20.8,86.0,67.0,9.5,1,1012.3,1016.9
0.5,0.0,100.0,56.0,4.8,0,1001.6,1006.7
4.8,9.2,99.0,71.0,6.2,1,1007.2,1001.8
6.2,3.2,72.0,54.0,7.5,1,1020.9,1019.8
-3.2,0.0,87.0,50.0,2.6,0,1022.4,1025.3
-4.3,0.0,86.0,47.0,3.3,0,1024.8,1027.1
-4.4,0.0,91.0,50.0,2.2,0,1024.8,1027.7
-3.8,0.0,87.0,48.0,3.1,0,1024.7,1028.3
-1.6,0.0,77.0,58.0,6.3,0,1023.6,1026.3
5.8,0.0,69.0,64.0,9.8,0,1021.9,1024.1
2.3,0.0,89.0,52.0,8.2,0,1020.9,1023.9
4.8,0.0,93.0,62.0,8.1,0,1016.4,1020.7
4.9,0.0,84.0,53.0,10.0,0,1013.2,1016.4
1.3,0.0,98.0,86.0,5.0,0,1014.5,1018.4
1.9,0.4,76.0,57.0,8.7,0,1017.9,1019.2
-1.4,0.0,85.0,58.0,5.0,0,1020.6,1023.6
-2.0,0.0,67.0,39.0,11.0,0,1018.5,1019.8
-5.9,0.0,93.0,59.0,-1.7,0,1018.3,1023.6
-1.7,0.0,69.0,51.0,9.8,0,1009.5,1014.1
7.1,7.0,86.0,67.0,7.1,1,1006.6,1005.4
-2.3,0.0,100.0,48.0,1.3,0,1022.2,1022.8
-4.8,0.2,88.0,45.0,0.3,0,1028.2,1029.3
-3.6,0.0,98.0,43.0,2.0,0,1025.6,1029.8
-1.0,0.0,87.0,70.0,5.7,0,1030.1,1032.1
2.4,0.0,86.0,65.0,6.4,0,1029.3,1032.9
-1.6,0.0,93.0,49.0,4.0,0,1021.0,1027.2
2.6,0.0,99.0,64.0,6.2,0,1011.6,1016.1
5.4,0.2,67.0,52.0,7.9,0,1012.6,1013.0
0.3,0.4,97.0,66.0,3.9,0,1014.2,1016.2
-4.1,0.0,90.0,44.0,1.6,0,1016.9,1018.1
-6.1,0.0,89.0,48.0,0.6,0,1019.9,1022.9
-5.6,0.0,87.0,43.0,2.1,0,1027.4,1027.8
-1.2,0.0,70.0,52.0,5.1,0,1033.1,1034.4
-1.2,0.0,70.0,41.0,4.6,0,1032.9,1036.0
-6.2,0.0,85.0,42.0,0.2,0,1031.2,1034.6
-5.7,0.0,87.0,54.0,0.4,0,1028.6,1032.9
-4.5,0.0,89.0,48.0,1.2,0,1026.6,1031.6
-2.3,0.0,94.0,91.0,3.7,0,1021.4,1025.9
3.7,27.0,84.0,47.0,8.9,1,1018.4,1019.6
