MinTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,RainToday,Temp3pm
10.7,0.0,37.0,17.0,54.0,42.0,0,17.9
10.9,0.0,52.0,22.0,53.0,40.0,0,18.6
11.9,0.0,100.0,33.0,58.0,51.0,0,12.4
9.9,0.0,89.0,39.0,51.0,40.0,0,13.8
11.2,0.0,81.0,35.0,53.0,39.0,0,18.8
10.9,0.0,33.0,13.0,60.0,59.0,0,15.7
9.5,0.0,26.0,7.0,71.0,67.0,0,17.1
10.7,0.0,33.0,15.0,50.0,32.0,0,20.6
9.9,0.0,33.0,17.0,49.0,53.0,0,16.8
11.4,0.0,44.0,15.0,70.0,67.0,0,15.7
12.0,2.0,46.0,9.0,81.0,85.0,1,14.1
12.3,5.0,33.0,9.0,73.0,64.0,1,15.5
11.0,2.4,30.0,13.0,89.0,65.0,1,15.1
11.9,0.6,37.0,9.0,87.0,72.0,0,16.6
11.2,0.0,44.0,15.0,63.0,55.0,0,18.7
12.3,0.0,63.0,19.0,59.0,49.0,0,18.9
12.8,0.0,87.0,44.0,44.0,34.0,0,14.8
11.4,0.0,87.0,20.0,49.0,40.0,0,15.6
12.2,0.0,100.0,33.0,45.0,36.0,0,14.8
7.5,0.0,56.0,13.0,47.0,25.0,0,18.1
8.1,0.0,69.0,19.0,50.0,39.0,0,15.2
9.5,0.0,85.0,22.0,44.0,32.0,0,14.0
9.8,0.0,56.0,20.0,43.0,32.0,0,15.6
9.5,0.0,57.0,17.0,42.0,28.0,0,18.6
10.4,0.0,61.0,31.0,53.0,49.0,0,12.7
9.3,0.0,52.0,20.0,52.0,49.0,0,12.9
7.5,0.4,50.0,19.0,58.0,65.0,0,13.1
9.4,6.8,26.0,7.0,91.0,80.0,1,13.8
10.1,1.0,28.0,13.0,90.0,80.0,0,15.2
10.9,0.0,43.0,9.0,65.0,62.0,0,16.7
7.9,0.0,72.0,13.0,59.0,72.0,0,11.4
9.6,49.0,80.0,43.0,89.0,70.0,1,15.7
11.3,40.0,63.0,20.0,90.0,91.0,1,11.7
11.0,82.6,69.0,26.0,93.0,81.0,1,12.7
9.6,32.6,50.0,22.0,83.0,70.0,1,13.6
7.2,0.2,33.0,6.0,71.0,57.0,0,13.0
8.9,0.0,41.0,11.0,68.0,47.0,0,17.7
10.7,0.0,44.0,17.0,61.0,41.0,0,16.1
8.8,7.0,41.0,17.0,85.0,67.0,1,14.5
9.2,0.4,35.0,19.0,63.0,51.0,0,18.3
10.4,0.0,31.0,19.0,48.0,58.0,0,17.0
8.0,0.0,33.0,2.0,55.0,43.0,0,18.8
11.2,0.0,33.0,2.0,46.0,62.0,0,17.8
12.5,0.0,35.0,15.0,55.0,71.0,0,18.8
13.3,0.0,33.0,13.0,50.0,63.0,0,19.1
14.7,0.0,35.0,13.0,49.0,58.0,0,20.9
16.3,0.0,46.0,20.0,35.0,73.0,0,19.1
13.1,0.0,52.0,24.0,43.0,33.0,0,22.9
14.3,0.0,52.0,22.0,41.0,60.0,0,18.8
13.5,2.2,39.0,0.0,78.0,83.0,1,15.8
9.2,0.4,39.0,4.0,53.0,54.0,0,15.4
8.5,2.2,35.0,11.0,59.0,49.0,1,15.1
9.8,0.0,48.0,20.0,54.0,38.0,0,16.7
10.2,0.0,30.0,15.0,61.0,64.0,0,15.6
11.3,19.4,61.0,26.0,85.0,69.0,1,15.2
8.9,0.2,20.0,0.0,64.0,60.0,0,16.5
11.6,9.2,33.0,20.0,92.0,76.0,1,14.8
8.7,0.6,17.0,0.0,81.0,71.0,0,15.7
11.7,0.0,26.0,4.0,70.0,70.0,0,16.6
11.4,10.6,50.0,24.0,81.0,80.0,1,15.0
11.2,5.4,54.0,7.0,68.0,39.0,1,16.2
9.6,1.4,76.0,30.0,86.0,76.0,1,15.7
12.1,11.6,63.0,31.0,66.0,64.0,1,16.3
14.2,0.2,54.0,22.0,60.0,64.0,0,15.5
11.1,2.0,39.0,19.0,84.0,65.0,1,15.6
11.8,0.4,31.0,9.0,87.0,78.0,0,15.6
11.4,0.0,37.0,19.0,70.0,68.0,0,17.4
12.4,0.0,46.0,19.0,65.0,77.0,0,18.2
13.8,0.0,31.0,19.0,76.0,69.0,0,18.0
12.6,0.0,50.0,0.0,74.0,74.0,0,18.7
12.1,0.0,46.0,13.0,73.0,67.0,0,17.7
12.3,0.0,44.0,9.0,59.0,63.0,0,18.2
12.2,0.0,37.0,24.0,74.0,75.0,0,14.7
10.7,0.0,19.0,11.0,79.0,76.0,0,16.1
12.6,0.0,35.0,9.0,79.0,70.0,0,16.4
12.9,0.0,44.0,20.0,67.0,60.0,0,15.0
10.9,0.0,50.0,11.0,66.0,69.0,0,17.5
12.9,0.0,43.0,26.0,65.0,77.0,0,17.9
14.0,0.0,37.0,4.0,68.0,78.0,0,18.3
16.0,0.0,69.0,19.0,66.0,78.0,0,18.9
10.8,1.8,48.0,17.0,36.0,46.0,1,15.8
12.0,0.2,30.0,19.0,62.0,70.0,0,15.8
11.6,4.2,44.0,9.0,79.0,83.0,1,11.0
8.0,3.0,61.0,24.0,39.0,42.0,1,14.9
10.6,0.0,65.0,15.0,51.0,37.0,0,16.5
9.3,1.2,39.0,24.0,48.0,52.0,1,15.9
9.1,0.0,43.0,13.0,45.0,48.0,0,20.0
14.2,0.0,63.0,9.0,43.0,18.0,0,25.2
13.8,0.0,31.0,11.0,67.0,66.0,0,17.9
12.8,0.0,28.0,13.0,57.0,71.0,0,18.1
13.7,0.0,44.0,0.0,67.0,74.0,0,19.5
15.2,0.0,67.0,9.0,47.0,79.0,0,18.7
14.4,0.0,57.0,24.0,66.0,81.0,0,18.5
17.1,0.0,76.0,31.0,38.0,42.0,0,17.5
12.1,0.0,46.0,17.0,40.0,51.0,0,18.1
11.0,0.0,41.0,6.0,56.0,70.0,0,18.9
14.0,0.0,76.0,22.0,33.0,77.0,0,18.2
12.9,1.8,48.0,11.0,83.0,90.0,1,13.4
10.8,64.8,65.0,48.0,95.0,71.0,1,15.2
12.2,10.2,46.0,28.0,55.0,57.0,1,16.7
11.5,0.0,54.0,20.0,59.0,65.0,0,17.0
13.0,0.0,59.0,9.0,70.0,65.12857142857143,0,19.934872135503152
15.1,3.0,76.0,28.0,77.0,33.0,1,19.2
13.3,0.0,87.0,43.0,44.0,31.0,0,18.9
9.9,0.0,46.0,7.0,56.0,68.0,0,16.7
10.2,8.2,78.0,52.0,87.0,68.0,1,15.0
10.5,9.4,54.0,22.0,77.0,65.0,1,15.2
11.6,0.0,43.0,28.0,74.0,71.0,0,15.5
9.9,0.0,20.0,7.0,62.0,59.0,0,16.8
12.6,0.0,37.0,7.0,75.0,71.0,0,16.8
13.6,5.2,22.0,9.0,86.0,75.0,1,19.5
14.1,12.6,28.0,6.0,91.0,86.0,1,17.5
13.9,1.4,54.0,7.0,70.0,46.0,1,19.3
11.8,0.0,37.0,6.0,75.0,68.0,0,17.6
12.1,0.0,46.0,19.0,46.0,55.0,0,18.1
10.3,0.0,35.0,19.0,69.0,78.0,0,15.3
13.3,0.2,35.0,9.0,71.0,64.0,0,18.0
15.4,0.0,37.0,26.0,73.0,74.0,0,17.1
15.9,100.4,65.0,7.0,94.0,83.0,1,20.2
14.5,0.4,39.0,22.0,76.0,70.0,0,19.1
12.0,0.8,50.0,31.0,59.0,51.0,0,16.4
13.2,0.0,26.0,11.0,64.0,58.0,0,18.3
12.5,0.0,46.0,7.0,66.0,69.0,0,19.1
14.5,0.0,50.0,7.0,71.0,77.0,0,20.0
17.1,0.0,39.0,7.0,49.0,74.0,0,21.3
15.1,0.0,50.0,9.0,80.0,79.0,0,21.0
17.8,0.0,22.0,9.0,81.0,81.0,0,21.0
19.2,0.0,50.0,24.0,49.0,72.0,0,23.1
16.1,0.4,61.0,39.0,90.0,93.0,0,14.8
12.3,0.6,41.0,31.0,69.0,65.0,0,16.5
13.8,0.2,37.0,9.0,75.0,68.0,0,17.6
15.9,0.4,54.0,20.0,72.0,74.0,0,19.7
17.1,0.2,31.0,19.0,83.0,87.0,0,19.3
17.0,0.0,80.0,4.0,89.0,84.0,0,20.4
13.0,0.0,46.0,31.0,60.0,63.0,0,17.5
14.3,0.8,35.0,17.0,72.0,63.0,0,18.1
14.1,0.2,35.0,20.0,77.0,63.0,0,18.9
13.3,19.8,41.0,26.0,94.0,65.0,1,16.4
13.4,3.0,20.0,11.0,70.0,65.0,1,18.8
15.6,0.0,50.0,15.0,67.0,80.0,0,20.1
18.0,0.0,37.0,7.0,48.0,79.0,0,20.9
19.8,0.0,26.0,9.0,65.0,82.0,0,22.1
18.8,0.2,57.0,9.0,85.0,85.0,0,21.9
19.2,12.8,50.0,7.0,73.0,82.0,1,23.0
19.6,0.6,59.0,19.0,69.0,31.0,0,26.8
15.6,0.2,35.0,9.0,71.0,66.0,0,20.8
17.9,0.0,30.0,22.0,77.0,81.0,0,20.4
16.8,0.0,30.0,0.0,83.0,83.0,0,21.0
18.9,0.0,69.0,30.0,83.0,78.0,0,21.7
17.0,0.0,50.0,13.0,76.0,73.0,0,21.0
17.8,0.0,80.0,50.0,79.0,82.0,0,19.1
15.7,5.6,22.0,9.0,83.0,90.0,1,17.5
17.1,0.4,37.0,19.0,84.0,80.0,0,21.1
18.3,0.0,52.0,22.0,82.0,85.0,0,20.9
18.1,0.0,57.0,11.0,86.0,88.0,0,20.6
14.9,1.8,48.0,9.0,81.0,79.0,1,19.5
18.2,0.8,30.0,9.0,79.0,90.0,0,17.7
13.9,27.2,54.0,15.0,93.0,92.0,1,15.8
14.3,13.0,52.0,33.0,67.0,77.0,1,16.8
14.4,9.2,35.0,13.0,94.0,89.0,1,18.4
15.2,51.0,61.0,28.0,97.0,86.0,1,21.7
16.2,1.2,83.0,13.0,49.0,38.0,1,27.0
16.8,0.0,50.0,19.0,57.0,82.0,0,21.4
18.0,0.0,54.0,20.0,86.0,89.0,0,21.1
18.9,0.0,65.0,28.0,79.0,83.0,0,21.8
14.4,1.0,72.0,30.0,64.0,59.0,0,17.5
13.5,5.4,57.0,31.0,64.0,74.0,1,17.1
12.7,0.0,43.0,6.0,53.0,65.0,0,19.6
13.5,0.6,67.0,33.0,85.0,65.0,0,15.8
10.8,0.2,63.0,39.0,61.0,72.0,0,16.0
12.2,3.0,39.0,15.0,77.0,61.0,1,17.0
12.4,0.0,41.0,17.0,67.0,76.0,0,18.1
14.7,29.0,39.0,13.0,93.0,87.0,1,17.8
15.1,4.0,50.0,11.0,82.0,74.0,1,21.5
15.3,0.0,26.0,0.0,87.0,81.0,0,20.8
18.3,0.0,80.0,7.0,81.0,86.0,0,20.9
16.8,37.6,50.0,24.0,92.0,86.0,1,17.8
15.5,2.2,54.0,28.0,66.0,69.0,1,19.6
14.4,0.0,54.0,35.0,65.0,65.0,0,18.7
14.9,0.0,33.0,15.0,65.0,63.0,0,20.0
14.7,0.0,28.0,7.0,77.0,59.0,0,19.6
16.8,0.0,24.0,13.0,65.0,53.0,0,20.0
14.8,0.0,52.0,19.0,65.0,69.0,0,20.8
19.0,0.4,44.0,11.0,85.0,91.0,0,19.9
18.3,10.0,43.0,30.0,83.0,79.0,1,21.0
16.9,0.4,30.0,17.0,75.0,78.0,0,20.6
17.3,2.2,30.0,9.0,91.0,83.0,1,20.0
17.6,0.8,22.0,0.0,85.0,83.0,0,22.8
18.0,0.0,22.0,7.0,81.0,79.0,0,23.8
19.4,0.0,50.0,17.0,80.0,81.0,0,23.3
20.1,0.0,78.0,15.0,83.0,84.0,0,22.0
18.6,0.6,50.0,39.0,77.0,75.0,0,19.6
17.1,0.0,46.0,31.0,67.0,72.0,0,20.5
16.1,0.0,43.0,20.0,75.0,65.0,0,21.0
15.2,0.0,33.0,26.0,74.0,63.0,0,21.9
15.4,0.0,33.0,19.0,71.0,71.0,0,22.4
16.6,0.0,43.0,13.0,66.0,66.0,0,23.4
18.0,0.0,50.0,17.0,69.0,70.0,0,23.7
19.6,0.0,54.0,22.0,72.0,74.0,0,23.3
19.7,0.0,69.0,20.0,85.0,82.0,0,22.4
18.2,0.0,39.0,17.0,68.0,61.0,0,23.3
17.3,1.4,56.0,31.0,75.0,56.0,1,20.1
15.4,0.0,50.0,13.0,56.0,65.0,0,23.0
20.1,0.4,35.0,0.0,80.0,84.0,0,22.9
19.6,8.8,41.0,30.0,82.0,67.0,1,23.6
17.4,0.0,39.0,24.0,39.0,51.0,0,24.7
17.1,0.0,78.0,22.0,33.0,23.0,0,25.7
13.5,0.0,44.0,30.0,46.0,48.0,0,19.5
14.1,0.0,43.0,17.0,50.0,55.0,0,22.3
17.0,7.6,43.0,17.0,80.0,74.0,1,19.8
17.2,33.2,43.0,19.0,93.0,81.0,1,20.3
17.2,17.8,44.0,20.0,73.0,73.0,1,23.3
17.9,1.2,37.0,15.0,78.0,72.0,1,24.1
20.5,0.0,35.0,9.0,71.0,78.0,0,25.2
19.7,0.0,48.0,37.0,78.0,73.0,0,23.8
19.0,0.0,24.0,11.0,72.0,72.0,0,23.9
21.1,0.2,35.0,15.0,88.0,71.0,0,24.2
21.0,0.0,50.0,35.0,69.0,61.0,0,22.7
18.8,3.2,41.0,28.0,71.0,62.0,1,23.2
20.2,0.2,31.0,7.0,72.0,71.0,0,22.9
20.7,5.0,35.0,24.0,91.0,89.0,1,22.0
20.0,31.0,31.0,0.0,91.0,84.0,1,24.4
19.2,10.4,39.0,19.0,90.0,78.0,1,22.4
19.5,0.4,28.0,0.0,85.0,70.0,0,24.5
21.3,0.0,46.0,17.0,82.0,75.0,0,25.0
21.2,0.6,57.0,33.0,87.0,60.0,0,28.4
21.8,0.0,57.0,28.0,79.0,83.0,0,20.8
16.0,16.4,57.0,31.0,96.0,93.0,1,17.4
16.1,20.2,39.0,11.0,94.0,91.0,1,17.8
15.8,36.4,46.0,20.0,95.0,89.0,1,20.2
17.3,22.6,22.0,6.0,90.0,78.0,1,23.1
17.6,0.0,43.0,11.0,82.0,77.0,0,24.7
19.7,0.0,57.0,33.0,78.0,74.0,0,20.7
17.3,0.4,39.0,13.0,91.0,91.0,0,18.9
17.8,1.4,35.0,15.0,88.0,80.0,1,20.3
17.6,20.2,50.0,11.0,93.0,84.0,1,22.0
18.1,35.2,54.0,7.0,89.0,88.0,1,21.2
16.6,17.8,39.0,9.0,90.0,87.0,1,19.4
16.1,2.0,33.0,6.0,76.0,81.0,1,17.8
17.2,5.8,24.0,6.0,81.0,79.0,1,22.8
17.6,16.0,26.0,13.0,83.0,72.0,1,23.0
18.3,4.4,30.0,2.0,87.0,60.0,1,23.8
18.9,0.0,54.0,20.0,67.0,69.0,0,24.3
18.7,0.0,43.0,17.0,76.0,83.0,0,21.6
17.4,4.4,33.0,11.0,79.0,73.0,1,23.5
19.8,0.0,50.0,9.0,80.0,78.0,0,24.9
18.8,28.0,52.0,9.0,83.0,77.0,1,23.4
17.8,16.6,56.0,20.0,85.0,74.0,1,22.7
17.3,0.0,33.0,17.0,73.0,76.0,0,22.1
17.5,0.0,37.0,2.0,76.0,74.0,0,23.9
17.9,0.0,35.0,19.0,87.0,81.0,0,24.1
19.5,0.0,50.0,17.0,68.0,73.0,0,24.2
21.9,0.0,39.0,15.0,83.0,84.0,0,22.9
21.5,0.0,39.0,11.0,85.0,80.0,0,23.8
21.5,0.0,37.0,4.0,86.0,80.0,0,25.2
18.5,64.0,56.0,19.0,95.0,95.0,1,20.1
18.3,88.6,72.0,0.0,97.0,92.0,1,23.1
17.7,20.0,83.0,33.0,81.0,85.0,1,18.5
17.6,3.0,48.0,17.0,77.0,91.0,1,18.5
18.2,5.4,44.0,30.0,81.0,89.0,1,21.2
18.3,5.0,35.0,13.0,67.0,81.0,1,22.5
17.3,2.8,69.0,31.0,80.0,71.0,1,20.5
16.0,8.2,63.0,39.0,69.0,92.0,1,15.6
15.3,78.6,76.0,48.0,92.0,87.0,1,18.4
14.5,16.2,39.0,15.0,67.0,76.0,1,21.8
16.9,0.4,35.0,9.0,85.0,72.0,0,21.1
16.3,0.0,24.0,6.0,64.0,72.0,0,22.4
17.4,0.0,28.0,0.0,86.0,87.0,0,20.5
17.3,0.2,39.0,17.0,73.0,68.0,0,23.2
18.1,0.0,44.0,11.0,82.0,82.0,0,23.0
19.4,0.0,44.0,0.0,88.0,78.0,0,23.4
20.0,0.0,41.0,9.0,84.0,82.0,0,23.2
17.6,10.6,52.0,37.0,89.0,82.0,1,19.4
16.1,1.2,52.0,22.0,71.0,75.0,1,19.2
17.0,0.4,46.0,33.0,73.0,72.0,0,21.2
17.1,0.0,24.0,9.0,80.0,70.0,0,22.7
18.1,0.0,57.0,17.0,78.0,81.0,0,22.5
16.8,0.0,67.0,19.0,77.0,76.0,0,18.2
16.2,1.4,61.0,15.0,47.0,32.0,1,23.8
13.9,0.0,50.0,20.0,46.0,46.0,0,20.5
15.5,0.0,31.0,17.0,68.0,61.0,0,19.6
15.8,0.0,39.0,0.0,77.0,76.0,0,21.5
18.3,0.0,41.0,11.0,68.0,82.0,0,21.1
18.5,0.2,26.0,7.0,91.0,87.0,0,20.1
17.4,1.4,41.0,7.0,75.0,76.0,1,21.6
15.7,0.0,50.0,11.0,77.0,75.0,0,21.7
15.6,0.0,20.0,7.0,77.0,74.0,0,24.5
17.3,0.0,35.0,28.0,85.0,82.0,0,21.0
16.6,10.4,20.0,7.0,75.0,77.0,1,22.1
18.3,0.0,31.0,17.0,60.0,73.0,0,24.3
18.5,0.0,35.0,11.0,82.0,80.0,0,22.7
20.0,0.0,30.0,17.0,72.0,67.0,0,23.3
18.2,0.0,46.0,19.0,66.0,63.0,0,22.8
18.4,0.0,61.0,20.0,41.0,70.0,0,20.5
17.8,0.0,39.0,26.0,68.0,80.0,0,21.8
14.4,4.6,72.0,15.0,46.0,33.0,1,23.0
9.3,1.2,72.0,33.0,50.0,51.0,1,16.5
11.8,0.0,61.0,41.0,59.0,65.0,0,18.5
13.9,11.8,33.0,24.0,72.0,62.0,1,19.3
13.8,0.0,26.0,7.0,61.0,63.0,0,22.1
16.2,0.0,35.0,17.0,68.0,80.0,0,20.9
15.8,0.0,15.0,7.0,64.0,61.0,0,22.2
15.0,0.0,31.0,9.0,62.0,71.0,0,21.4
17.2,2.4,57.0,30.0,86.0,87.0,1,19.2
17.4,54.4,57.0,24.0,84.0,91.0,1,19.9
17.9,53.8,35.0,7.0,91.0,92.0,1,19.5
16.4,3.2,20.0,4.0,83.0,81.0,1,22.5
17.7,0.0,37.0,11.0,91.0,87.0,0,20.6
16.9,0.0,28.0,17.0,73.0,75.0,0,22.0
18.3,0.0,61.0,46.0,66.0,77.0,0,20.3
16.1,0.0,56.0,11.0,60.0,54.0,0,16.7
10.9,2.4,81.0,50.0,53.0,43.0,1,17.4
13.7,0.0,43.0,17.0,53.0,60.0,0,19.1
13.1,0.0,31.0,0.0,60.0,61.0,0,19.3
14.5,0.0,37.0,7.0,74.0,56.0,0,22.5
14.6,0.6,63.0,33.0,84.0,71.0,0,15.6
12.3,1.0,22.0,13.0,63.0,61.0,0,18.0
14.3,0.0,37.0,20.0,64.0,68.0,0,20.0
15.7,0.0,31.0,7.0,64.0,80.0,0,20.8
13.9,5.8,41.0,9.0,70.0,65.0,1,18.9
11.8,0.0,39.0,6.0,46.0,54.0,0,18.1
13.2,0.0,50.0,22.0,68.0,70.0,0,17.7
11.6,0.8,46.0,15.0,50.0,47.0,0,18.9
11.9,0.0,48.0,11.0,52.0,51.0,0,16.1
12.4,0.0,24.0,6.0,51.0,51.0,0,20.5
15.0,0.0,37.0,9.0,39.0,68.0,0,23.3
18.7,0.0,31.0,19.0,35.0,62.0,0,22.0
16.5,0.0,50.0,11.0,44.0,67.0,0,22.8
13.5,0.0,61.0,20.0,41.0,46.0,0,18.0
11.1,0.0,80.0,30.0,48.0,39.0,0,16.9
8.5,0.0,44.0,26.0,48.0,50.0,0,15.5
10.2,0.0,41.0,15.0,50.0,60.0,0,17.4
12.1,0.0,30.0,15.0,57.0,65.0,0,17.2
9.9,0.0,17.0,11.0,67.0,64.0,0,17.7
12.1,0.0,30.0,13.0,70.0,50.0,0,20.5
13.1,0.0,30.0,13.0,39.0,45.0,0,19.3
13.0,1.0,33.0,22.0,83.0,66.0,0,16.4
11.2,0.0,31.0,20.0,64.0,51.0,0,20.3
10.8,0.6,39.0,13.0,47.0,32.0,0,20.2
10.5,0.0,31.0,24.0,46.0,42.0,0,20.6
11.6,0.0,43.0,20.0,35.0,80.0,0,15.5
14.6,8.6,76.0,6.0,81.0,44.0,1,18.1
10.7,0.0,94.0,46.0,47.0,48.0,0,15.0
11.9,0.0,39.0,20.0,55.0,61.0,0,16.0
11.4,0.0,45.6908422459893,17.0,50.0,59.0,0,16.3
12.6,3.594902749832327,33.0,22.0,72.0,71.0,0,17.1
12.0,0.0,26.0,13.0,73.0,61.0,0,16.8
12.7,0.0,28.0,9.0,65.0,70.0,0,16.7
11.8,0.0,15.0,4.0,75.0,75.0,0,17.2
13.7,0.2,37.0,13.0,88.0,90.0,0,15.3
13.4,17.2,26.0,6.0,90.0,91.0,1,15.0
12.6,3.4,46.0,20.0,72.0,50.0,1,18.1
10.2,0.4,102.0,22.0,59.0,94.0,0,13.4
10.6,24.4,94.0,31.0,89.0,86.0,1,12.8
9.4,6.2,35.0,20.0,61.0,61.0,1,14.4
7.1,0.0,24.0,11.0,61.0,56.0,0,14.5
8.2,0.0,17.0,6.0,63.0,52.0,0,15.6
10.3,0.0,44.0,13.0,71.0,77.0,0,14.9
11.3,50.4,54.0,28.0,91.0,89.0,1,14.5
12.2,18.2,52.0,30.0,70.0,78.0,1,15.7
11.5,10.2,35.0,19.0,80.0,82.0,1,15.8
11.4,10.8,28.0,15.0,94.0,81.0,1,16.2
12.5,0.0,35.0,0.0,76.0,59.0,0,19.7
11.2,0.0,35.0,0.0,70.0,88.0,0,12.8
11.7,12.0,56.0,15.0,54.0,46.0,1,17.1
11.5,0.0,48.0,20.0,56.0,43.0,0,17.8
11.2,0.0,50.0,13.0,55.0,71.0,0,15.2
7.9,0.0,35.0,13.0,55.0,51.0,0,16.4
10.0,0.0,41.0,15.0,57.0,62.0,0,15.8
13.2,0.0,80.0,41.0,42.0,55.0,0,15.2
9.2,0.0,44.0,17.0,55.0,40.0,0,15.5
9.4,0.0,48.0,26.0,54.0,37.0,0,17.3
10.1,0.0,39.0,22.0,58.0,37.0,0,18.6
10.5,0.4,39.0,26.0,71.0,82.0,0,12.3
9.6,10.0,20.0,11.0,92.0,75.0,1,13.9
7.9,0.8,22.0,4.0,82.0,75.0,0,15.3
12.7,0.0,35.0,19.0,74.0,81.0,0,17.2
11.7,0.2,37.0,19.0,61.0,42.0,0,16.8
8.7,0.0,52.0,19.0,69.0,42.0,0,14.2
8.8,0.0,52.0,19.0,55.0,42.0,0,15.4
8.8,0.0,43.0,17.0,59.0,47.0,0,14.7
9.6,0.0,54.0,24.0,53.0,58.0,0,13.8
9.7,0.2,52.0,24.0,71.0,84.0,0,11.7
9.2,19.8,39.0,17.0,79.0,55.0,1,14.1
10.4,0.4,28.0,13.0,72.0,65.0,0,14.4
8.8,0.0,17.0,6.0,77.0,67.0,0,16.4
10.7,0.0,35.0,7.0,69.0,74.0,0,16.6
13.1,0.0,44.0,20.0,72.0,74.0,0,16.5
11.0,8.0,35.0,17.0,68.0,45.0,1,19.7
11.9,0.0,39.0,6.0,74.0,73.0,0,16.9
13.1,0.2,41.0,24.0,74.0,82.0,0,18.7
10.6,0.0,41.0,7.0,68.0,36.0,0,18.5
9.3,0.0,56.0,11.0,54.0,43.0,0,16.1
10.6,0.0,48.0,4.0,49.0,60.0,0,17.3
12.1,0.0,39.0,19.0,63.0,53.0,0,18.6
10.2,0.0,35.0,7.0,54.0,38.0,0,18.0
9.3,0.0,44.0,31.0,74.0,53.0,0,13.6
7.7,0.0,41.0,13.0,55.0,50.0,0,15.1
11.2,0.0,56.0,28.0,73.0,57.0,0,14.4
10.2,0.8,43.0,20.0,83.0,87.0,0,12.9
10.8,6.6,48.0,20.0,80.0,77.0,1,14.6
10.9,4.6,24.0,13.0,76.0,73.0,1,14.4
10.5,0.0,41.0,24.0,73.0,62.0,0,17.2
13.0,0.0,54.0,11.0,59.0,63.0,0,17.1
9.0,7.6,48.0,13.0,58.0,38.0,1,17.0
9.8,0.4,41.0,24.0,53.0,44.0,0,17.1
10.8,0.0,39.0,22.0,61.0,57.0,0,13.3
8.7,0.0,59.0,20.0,49.0,50.0,0,14.3
9.5,0.0,52.0,20.0,68.0,57.0,0,13.2
8.2,0.0,56.0,20.0,60.0,60.0,0,13.5
8.5,0.0,35.0,20.0,55.0,56.0,0,14.2
8.9,0.0,37.0,17.0,62.0,37.0,0,16.9
9.4,0.0,43.0,15.0,50.0,31.0,0,19.4
8.7,0.0,54.0,6.0,46.0,30.0,0,20.4
11.5,0.0,50.0,15.0,39.0,31.0,0,15.5
8.1,0.0,44.0,15.0,46.0,46.0,0,15.6
8.9,0.0,44.0,7.0,52.0,25.0,0,20.5
12.4,0.0,67.0,2.0,57.0,26.0,0,16.9
8.6,0.0,102.0,41.0,45.0,59.0,0,14.2
11.3,0.0,83.0,48.0,61.0,64.0,0,14.9
10.6,0.2,63.0,35.0,65.0,60.0,0,13.8
9.3,0.0,39.0,13.0,57.0,59.0,0,15.5
8.7,0.0,35.0,22.0,48.0,54.0,0,16.7
12.2,0.0,33.0,22.0,43.0,59.0,0,17.9
10.7,0.0,24.0,9.0,41.0,45.0,0,16.5
10.3,0.0,89.0,26.0,42.0,44.0,0,13.3
8.4,0.0,61.0,26.0,47.0,40.0,0,16.7
11.4,0.0,44.0,17.0,47.0,50.0,0,15.9
8.3,0.0,26.0,4.0,52.0,50.0,0,15.6
10.4,0.0,35.0,17.0,55.0,58.0,0,17.2
13.4,0.0,50.0,9.0,49.0,58.0,0,20.3
16.0,0.6,91.0,61.0,48.0,34.0,0,24.5
10.6,5.4,72.0,20.0,42.0,28.0,1,18.4
10.0,0.0,67.0,22.0,43.0,31.0,0,18.1
10.3,0.0,46.0,24.0,42.0,30.0,0,18.9
7.4,0.0,39.0,2.0,50.0,56.0,0,17.5
10.3,0.0,43.0,6.0,49.0,73.0,0,17.0
11.7,0.0,39.0,13.0,59.0,54.0,0,19.5
13.8,0.0,57.0,9.0,43.0,26.0,0,18.3
9.3,0.0,69.0,22.0,39.0,33.0,0,14.9
6.2,3.4,67.0,26.0,47.0,58.0,1,14.7
8.9,0.0,26.0,7.0,54.0,53.0,0,16.0
9.5,0.0,24.0,9.0,52.0,51.0,0,18.3
11.2,0.0,26.0,6.0,42.0,52.0,0,19.9
13.8,0.0,85.0,26.0,40.0,21.0,0,25.7
17.9,0.0,70.0,31.0,24.0,12.0,0,26.2
12.7,0.0,76.0,20.0,33.0,30.0,0,16.9
11.5,0.2,69.0,24.0,42.0,34.0,0,18.8
12.7,0.0,63.0,17.0,40.0,57.0,0,18.0
12.4,0.0,44.0,19.0,48.0,69.0,0,18.4
11.8,0.0,37.0,20.0,77.0,76.0,0,17.1
11.3,0.0,46.0,17.0,57.0,80.0,0,18.1
13.9,0.0,63.0,28.0,42.0,90.0,0,12.0
7.1,7.2,31.0,20.0,47.0,48.0,1,15.9
10.2,0.0,39.0,33.0,61.0,62.0,0,16.1
11.5,0.0,48.0,22.0,58.0,67.0,0,17.5
12.6,0.0,43.0,19.0,70.0,80.0,0,15.8
11.8,0.0,30.0,9.0,76.0,73.0,0,17.3
11.2,0.0,35.0,7.0,56.0,61.0,0,18.0
11.9,0.0,28.0,7.0,73.0,72.0,0,18.5
13.2,0.2,43.0,7.0,66.0,67.0,0,19.4
12.0,0.0,28.0,11.0,70.0,67.0,0,18.1
12.2,0.0,57.0,9.0,65.0,71.0,0,19.3
11.3,0.0,46.0,19.0,33.0,21.0,0,22.0
