Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Evaporation,Sunshine,Pressure9am,Pressure3pm,Temp9am
1.0,52.0,19.0,28.0,94.0,70.0,6.0,8.0,0,20.4,23.1,3.0,6.4,1015.0,1013.6,15.5
2.8,56.0,24.0,31.0,87.0,60.0,7.0,7.0,1,19.2,21.6,2.6,4.9,1011.6,1013.7,17.1
1.0,26.0,11.0,15.0,88.0,52.0,7.0,7.0,0,20.4,21.8,3.2,0.5,1019.0,1017.4,15.1
0.0,50.0,9.0,28.0,70.0,23.0,2.0,5.0,0,31.7,33.3,2.0,9.8,1013.7,1008.2,16.6
0.0,85.0,24.0,24.0,18.0,88.0,7.0,8.0,0,17.8,28.6,11.6,0.3,1003.5,1006.8,27.2
0.8,74.0,17.0,44.0,85.0,46.0,2.0,3.0,0,16.5,17.4,3.0,8.3,1016.4,1018.8,13.4
2.4,39.0,15.0,24.0,76.0,55.0,8.0,8.0,1,19.5,20.8,5.4,4.7,1022.3,1019.7,13.2
1.0,39.0,17.0,26.0,97.0,90.0,8.0,8.0,0,16.5,18.1,2.2,1.7,1015.3,1012.6,15.0
2.8,31.0,11.0,17.0,89.0,51.0,7.0,8.0,1,17.5,18.3,1.8,3.6,1016.1,1016.5,13.0
0.2,48.0,20.0,26.0,93.0,64.0,8.0,7.0,0,18.0,20.2,3.0,4.2,1019.4,1017.7,13.0
1.8,43.0,13.0,28.0,91.0,64.0,1.0,7.0,1,17.8,19.3,1.2,4.2,1020.1,1020.6,15.6
1.8,37.0,0.0,19.0,74.0,44.0,7.0,6.0,1,18.0,18.8,2.6,5.2,1027.6,1026.4,13.1
0.0,41.0,13.0,20.0,76.0,43.0,7.0,2.0,0,20.2,20.9,3.2,8.1,1030.0,1027.7,13.0
0.0,31.0,17.0,13.0,81.0,38.0,1.0,1.0,0,25.3,26.5,1.8,9.2,1028.6,1024.6,12.9
0.0,37.0,9.0,20.0,62.0,20.0,0.0,3.0,0,28.9,29.5,4.0,9.7,1022.8,1019.3,17.8
0.2,33.0,22.0,22.0,89.0,54.0,5.0,5.0,0,20.7,22.4,6.2,9.6,1023.2,1022.0,16.1
0.0,39.0,26.0,30.0,66.0,63.0,7.0,3.0,0,19.0,21.3,3.0,4.4,1027.2,1025.3,17.3
0.0,35.0,15.0,20.0,76.0,50.0,1.0,0.0,0,21.1,23.2,2.4,9.7,1027.2,1023.7,16.8
0.0,31.0,4.0,17.0,88.0,27.0,3.0,6.0,0,24.9,26.0,3.4,9.5,1024.4,1021.5,14.1
0.2,26.0,15.0,11.0,91.0,65.0,7.0,7.0,0,19.5,20.1,3.0,0.6,1025.0,1023.7,16.4
0.0,33.0,13.0,15.0,72.0,24.0,2.0,8.0,0,28.2,28.6,0.4,7.4,1022.3,1017.2,16.9
0.2,48.0,11.0,24.0,84.0,73.0,8.0,8.0,0,19.8,20.6,4.6,2.1,1012.7,1010.6,17.5
2.4,33.0,7.0,19.0,97.0,93.0,6.0,8.0,1,13.9,19.7,1.6,2.8,1012.8,1011.2,13.7
1.2,28.0,9.0,17.0,83.0,65.0,7.0,7.0,1,15.3,16.3,1.4,1.4,1015.2,1015.2,13.6
1.6,33.0,6.0,19.0,81.0,56.0,5.0,6.0,1,16.1,18.7,1.2,3.2,1019.9,1017.9,12.9
0.0,30.0,4.0,20.0,67.0,66.0,2.0,7.0,0,16.3,19.2,1.2,4.7,1019.5,1018.1,14.7
0.4,50.0,28.0,30.0,84.0,50.0,3.0,7.0,0,15.9,19.0,2.2,6.1,1022.9,1023.7,13.9
0.0,41.0,19.0,26.0,55.0,39.0,8.0,1.0,0,16.2,17.5,2.2,5.7,1028.8,1025.7,13.6
0.0,39.0,17.0,13.0,70.0,26.0,1.0,1.0,0,19.6,20.4,2.0,9.0,1023.8,1017.7,11.9
0.0,48.0,31.0,28.0,37.0,61.0,8.0,8.0,0,12.1,17.0,6.2,0.0,1008.2,1004.5,13.8
7.2,57.0,13.0,31.0,72.0,62.0,6.0,6.0,1,18.7,20.7,1.0,8.0,1006.8,1005.8,15.8
10.2,33.0,9.0,24.0,65.0,60.0,7.0,7.0,1,14.5,16.0,2.2,1.7,1016.8,1017.3,14.2
0.6,31.0,20.0,15.0,92.0,67.0,8.0,5.0,0,17.5,18.3,0.8,6.9,1019.2,1018.7,13.7
11.2,54.0,15.0,33.0,88.0,59.0,7.0,7.0,1,18.7,19.6,1.0,3.7,1020.5,1019.6,13.7
1.0,41.0,17.0,28.0,73.0,63.0,4.0,4.0,0,20.6,21.4,0.6,7.1,1022.6,1021.0,17.7
0.0,65.0,28.0,33.0,61.0,25.0,4.0,8.0,0,23.3,26.1,3.0,5.9,1013.6,1008.0,17.1
1.0,37.0,11.0,19.0,74.0,44.0,6.0,6.0,0,16.3,16.8,6.6,5.1,1016.5,1017.5,14.2
0.0,28.0,15.0,13.0,84.0,53.0,7.0,6.0,0,17.5,17.6,3.0,5.3,1024.6,1024.8,11.3
0.6,17.0,4.0,9.0,95.0,78.0,6.0,8.0,0,13.6,17.5,0.8,3.1,1026.3,1023.5,9.5
1.2,43.0,20.0,26.0,83.0,59.0,6.0,5.0,1,14.6,17.4,1.0,8.1,1024.1,1024.7,13.2
0.0,35.0,11.0,20.0,76.0,33.0,0.0,5.0,0,17.7,17.9,2.8,9.7,1028.8,1023.5,10.3
0.0,59.0,37.0,28.0,36.0,33.0,8.0,8.0,0,18.9,19.3,4.2,1.1,1017.3,1014.3,13.4
4.2,41.0,19.0,22.0,61.0,49.0,1.0,1.0,1,14.2,15.2,1.8,9.4,1027.7,1026.6,12.5
0.0,28.0,0.0,19.0,76.0,52.0,7.0,7.0,0,15.1,16.5,2.8,5.5,1028.5,1025.4,10.7
0.0,24.0,11.0,13.0,80.0,57.0,6.0,7.0,0,14.1,15.0,2.2,3.3,1025.8,1022.2,9.6
0.8,37.0,22.0,19.0,66.0,31.0,2.0,2.0,0,22.5,22.7,0.4,8.8,1022.7,1020.0,12.9
0.0,44.0,22.0,19.0,60.0,25.0,6.0,4.0,0,25.2,25.3,4.4,6.8,1024.5,1021.8,14.8
0.0,46.0,19.0,22.0,53.0,27.0,1.0,3.0,0,27.3,27.8,4.6,9.6,1026.3,1024.2,18.8
0.0,43.0,20.0,20.0,53.0,28.0,5.0,5.0,0,24.8,26.5,5.6,5.2,1026.8,1023.3,17.5
0.0,54.0,28.0,20.0,37.0,28.0,1.0,8.0,0,24.0,25.0,8.0,4.9,1021.9,1017.3,19.8
13.6,37.0,15.0,15.0,94.0,76.0,8.0,4.0,1,16.9,17.5,4.0,3.1,1015.9,1012.9,14.1
11.8,44.0,20.0,22.0,87.0,66.0,7.0,3.0,1,12.6,13.3,1.6,2.9,1014.5,1013.1,9.2
1.8,61.0,26.0,20.0,84.0,80.0,8.0,8.0,1,9.4,13.5,0.8,1.9,1011.5,1009.9,10.0
11.4,69.0,24.0,31.0,88.0,67.0,5.0,5.0,1,14.2,14.6,0.6,6.1,1007.4,1007.0,12.5
1.4,39.0,22.0,24.0,77.0,69.0,2.0,5.0,1,14.2,16.1,0.8,7.9,1012.6,1013.6,12.8
0.4,30.0,15.0,20.0,94.0,61.0,8.0,5.0,0,14.4,14.8,2.2,5.4,1019.2,1017.8,11.4
1.8,26.0,9.0,6.0,95.0,65.0,5.0,8.0,1,13.4,14.6,0.8,2.9,1020.1,1018.4,10.9
0.2,31.0,17.0,6.0,94.0,94.0,1.0,8.0,0,12.5,15.9,0.6,4.5,1019.0,1015.2,8.1
9.6,35.0,13.0,20.0,97.0,64.0,7.0,3.0,1,14.2,16.0,1.2,7.0,1016.1,1015.2,11.9
0.0,20.0,4.0,15.0,94.0,74.0,5.0,7.0,0,12.0,12.1,0.8,2.7,1017.7,1014.3,6.7
0.2,26.0,19.0,9.0,86.0,81.0,8.0,7.0,0,12.8,12.9,0.4,0.0,1011.6,1011.2,9.7
3.0,28.0,7.0,17.0,95.0,57.0,1.0,2.0,1,16.1,16.7,0.2,9.2,1023.0,1022.4,8.7
0.2,33.0,15.0,19.0,87.0,63.0,4.0,7.0,0,14.2,15.2,0.8,4.3,1026.7,1025.8,10.5
0.6,39.0,13.0,24.0,96.0,77.0,4.0,8.0,0,15.3,17.6,2.2,6.7,1027.2,1026.2,12.8
0.0,28.0,13.0,9.0,69.0,76.0,8.0,8.0,0,15.3,16.2,0.2,0.8,1030.4,1028.9,13.2
0.2,20.0,9.0,11.0,97.0,66.0,7.0,7.0,0,13.9,14.8,1.4,1.1,1031.5,1028.6,10.6
0.0,30.0,11.0,13.0,88.0,63.0,7.0,7.0,0,13.4,14.6,1.0,3.5,1027.9,1024.2,8.8
0.0,39.0,19.0,17.0,79.0,61.0,7.0,7.0,0,16.0,16.1,0.6,0.3,1022.1,1019.0,10.4
0.0,39.0,19.0,22.0,79.0,66.0,7.0,6.0,0,18.5,19.3,1.6,3.1,1019.7,1017.2,12.8
6.4,50.0,20.0,22.0,97.0,92.0,8.0,8.0,1,14.5,14.9,0.0,0.0,1020.0,1016.3,13.0
2.4,43.0,6.0,24.0,99.0,79.0,8.0,8.0,1,14.8,15.2,1.4,0.9,1013.7,1013.0,12.4
0.4,35.0,17.0,19.0,85.0,87.0,7.0,7.0,0,13.9,15.2,0.0,4.7,1022.1,1023.0,12.5
1.0,26.0,7.0,13.0,96.0,80.0,7.0,7.0,0,14.7,15.0,0.8,3.6,1027.6,1026.0,10.3
1.4,26.0,13.0,11.0,92.0,85.0,8.0,7.0,1,13.2,14.7,0.2,0.0,1026.9,1023.7,12.0
0.2,41.0,20.0,22.0,82.0,79.0,8.0,8.0,0,12.5,13.0,1.0,0.0,1020.8,1015.9,10.4
0.0,44.0,28.0,28.0,85.0,87.0,7.0,7.0,0,14.1,14.7,1.0,0.4,1013.2,1010.7,12.0
22.0,35.0,11.0,13.0,82.0,61.0,1.0,3.0,1,12.2,14.1,1.8,7.0,1022.2,1024.3,10.1
0.2,35.0,17.0,26.0,78.0,70.0,8.0,8.0,0,12.5,13.4,3.2,0.7,1029.3,1025.8,9.8
0.0,39.0,19.0,22.0,71.0,62.0,8.0,8.0,0,14.1,15.0,1.0,3.6,1024.4,1019.8,10.4
0.0,50.0,24.0,13.0,70.0,94.0,7.0,7.0,0,14.6,17.4,2.2,3.5,1015.0,1014.1,11.5
1.6,30.0,7.0,20.0,93.0,81.0,7.0,7.0,1,14.2,16.0,0.6,2.2,1017.3,1014.6,12.6
8.8,37.0,15.0,19.0,97.0,94.0,8.0,8.0,1,12.3,12.9,0.4,0.0,1013.1,1011.7,11.7
15.4,57.0,17.0,24.0,94.0,87.0,7.0,7.0,1,13.0,16.1,0.4,2.9,1014.3,1013.8,11.6
7.6,42.86646586345382,24.0,28.0,71.0,59.0,8.0,8.0,1,12.6,14.2,2.2,2.5,1018.7,1019.7,11.6
1.8,42.86646586345382,17.528868360277137,22.433993399339933,75.49273447820343,57.32904290429043,7.0,7.0,1,18.176276771004943,15.3,1.0,6.1,1017.9376563528638,1016.375848434926,13.784858459512835
0.6,33.0,4.0,20.0,93.0,81.0,3.0,7.0,0,12.1,13.5,1.0,2.3,1023.5,1020.4,8.7
5.8,26.0,7.0,13.0,100.0,70.0,7.0,4.0,1,12.8,13.6,1.4,7.0,1017.8,1015.3,7.3
0.4,22.0,0.0,7.0,97.0,81.0,1.0,2.0,0,13.0,15.3,0.4,7.5,1020.5,1020.3,6.5
0.2,28.0,0.0,17.0,95.0,55.0,1.0,2.0,0,13.2,13.9,0.4,9.1,1028.0,1026.1,5.8
0.0,33.0,9.0,15.0,95.0,61.0,1.0,3.0,0,11.9,13.3,1.0,8.1,1024.6,1020.1,3.9
0.0,41.0,26.0,20.0,83.0,90.0,4.0,8.0,0,10.1,10.9,1.0,1.3,1015.7,1015.3,7.6
2.6,37.0,17.0,24.0,83.0,63.0,8.0,3.0,1,13.8,14.8,0.4,4.3,1022.4,1022.8,8.9
0.2,30.0,7.0,17.0,86.0,56.0,1.0,1.0,0,14.1,14.6,1.2,8.8,1029.7,1027.4,5.5
0.0,24.0,7.0,13.0,92.0,48.0,0.0,1.0,0,14.0,14.6,1.0,9.1,1029.0,1026.8,4.7
0.2,17.0,0.0,7.0,99.0,70.0,8.0,1.0,0,13.9,14.4,1.8,5.5,1026.6,1023.6,6.5
0.2,26.0,13.0,15.0,99.0,54.0,1.0,1.0,0,14.2,15.0,0.4,9.0,1023.0,1020.5,4.5
0.0,31.0,19.0,13.0,69.0,74.0,7.0,7.0,0,13.9,14.0,1.2,0.4,1020.4,1019.8,8.7
0.8,31.0,4.0,11.0,92.0,68.0,3.0,4.0,0,13.4,15.1,0.4,7.3,1024.4,1024.1,9.5
0.2,24.0,7.0,9.0,97.0,95.0,1.0,4.0,0,12.0,15.4,0.8,5.3,1028.9,1027.6,7.9
8.2,46.0,13.0,17.0,99.0,92.0,5.0,8.0,1,14.0,16.2,1.0,1.4,1027.6,1024.9,11.0
5.4,57.0,20.0,20.0,78.0,84.0,7.0,7.0,1,14.5,16.1,0.6,0.2,1023.3,1021.7,14.4
3.2,48.0,20.0,26.0,96.0,58.0,7.0,7.0,1,15.4,17.5,0.6,6.4,1022.0,1020.5,12.3
0.2,50.0,24.0,30.0,77.0,50.0,1.0,0.0,0,15.5,16.6,1.0,9.3,1018.9,1013.5,9.2
2.2,87.0,26.0,28.0,72.0,93.0,8.0,8.0,1,8.8,12.8,3.8,0.4,1002.5,999.2,10.1
27.6,76.0,17.0,28.0,88.0,51.0,7.0,5.0,1,12.5,13.4,1.8,6.2,1009.2,1010.1,7.5
3.2,41.0,13.0,20.0,90.0,65.0,3.0,5.0,1,11.7,13.7,1.4,6.3,1016.6,1017.4,8.8
0.8,30.0,15.0,17.0,94.0,66.0,7.0,6.0,0,12.5,13.3,0.8,4.1,1024.0,1024.7,7.4
0.6,30.0,11.0,17.0,93.0,65.0,1.0,2.0,0,12.4,13.9,1.0,7.5,1032.9,1033.0,6.7
0.2,24.0,13.0,13.0,95.0,69.0,1.0,7.0,0,11.4,13.1,0.6,7.1,1035.5,1032.0,4.6
0.2,33.0,13.0,15.0,93.0,58.0,0.0,5.0,0,11.7,12.6,0.6,9.1,1030.6,1028.8,4.6
0.0,30.0,17.0,17.0,85.0,63.0,6.0,7.0,0,14.0,14.6,2.8,6.0,1030.7,1027.5,6.1
0.0,33.0,13.0,13.0,93.0,85.0,7.0,8.0,0,12.8,13.1,0.4,0.0,1027.4,1025.0,7.5
16.8,44.0,30.0,30.0,97.0,92.0,8.0,8.0,1,14.0,14.7,0.4,0.0,1019.8,1015.3,12.8
10.2,39.0,20.0,11.0,93.0,96.0,8.0,7.0,1,13.4,16.7,0.2,0.7,1013.3,1011.7,13.8
6.2,28.0,17.0,15.0,100.0,78.0,7.0,4.0,1,15.2,15.6,0.8,3.3,1019.3,1019.2,12.1
0.4,33.0,11.0,15.0,94.0,77.0,5.0,7.0,0,14.1,15.5,0.8,4.1,1022.1,1019.5,10.7
0.4,48.0,19.0,35.0,83.0,67.0,2.0,5.0,0,16.0,16.9,0.8,7.9,1016.3,1011.5,10.9
14.6,61.0,37.0,39.0,91.0,68.0,8.0,7.0,1,15.5,16.0,1.8,6.3,1001.8,996.3,11.2
5.6,52.0,17.0,20.0,96.0,86.0,5.0,7.0,1,10.2,13.2,1.0,0.7,1001.3,1003.9,11.2
14.8,41.0,13.0,13.0,95.0,89.0,7.0,5.0,1,8.1,9.2,0.4,0.5,1005.6,1005.1,4.5
25.8,39.0,20.0,15.0,93.0,88.0,5.0,6.0,1,9.3,11.5,1.0,3.6,1008.5,1008.1,7.1
3.8,31.0,11.0,7.0,100.0,84.0,8.0,7.0,1,11.2,11.7,0.8,1.8,1015.0,1017.2,5.1
2.2,35.0,11.0,22.0,93.0,66.0,7.0,7.0,1,12.0,12.9,0.8,2.0,1028.8,1029.9,10.1
0.0,28.0,6.0,9.0,73.0,68.0,7.0,7.0,0,11.5,12.1,1.4,0.1,1034.2,1031.5,10.3
0.0,35.0,11.0,20.0,94.0,83.0,7.0,7.0,0,11.3,11.3,1.0,0.9,1026.7,1022.6,6.3
1.2,30.0,17.0,15.0,100.0,63.0,8.0,4.0,1,16.2,16.5,0.8,6.4,1024.6,1022.8,9.5
0.0,44.0,24.0,30.0,65.0,62.0,7.0,7.0,0,12.6,14.3,1.4,0.1,1021.6,1017.7,10.5
2.2,61.0,26.0,26.0,78.0,70.0,7.0,6.0,1,14.5,15.6,1.8,3.2,1012.8,1008.8,11.5
7.0,41.0,13.0,28.0,100.0,63.0,7.0,7.0,1,13.8,14.3,1.6,3.5,1016.0,1015.7,9.5
4.2,26.0,7.0,15.0,77.0,64.0,3.0,7.0,1,11.8,13.4,1.4,4.0,1024.1,1023.1,9.8
0.0,31.0,15.0,19.0,77.0,53.0,3.0,7.0,0,13.2,15.0,0.8,7.3,1024.7,1021.8,9.0
0.0,43.0,20.0,24.0,65.0,57.0,1.0,1.0,0,14.0,14.5,2.4,9.8,1019.8,1016.0,9.4
9.0,65.0,24.0,37.0,80.0,59.0,7.0,4.0,1,11.0,13.1,3.0,5.5,1009.4,1011.3,9.5
4.6,76.0,22.0,35.0,96.0,60.0,7.0,2.0,1,13.3,14.2,1.4,4.8,1009.8,1007.2,9.7
11.6,48.0,26.0,30.0,93.0,76.0,7.0,7.0,1,12.8,14.2,1.8,2.5,1014.7,1012.2,9.6
6.6,72.0,20.0,33.0,95.0,78.0,8.0,7.0,1,15.1,15.4,1.0,0.4,1010.0,1004.7,11.4
10.4,59.0,11.0,28.0,75.0,46.0,3.0,3.0,1,13.6,14.2,6.0,7.1,1009.2,1010.0,10.9
8.6,50.0,7.0,28.0,97.0,64.0,8.0,4.0,1,11.1,11.9,1.6,4.5,1010.8,1011.5,8.5
6.0,59.0,20.0,17.0,91.0,69.0,1.0,8.0,1,10.9,12.2,1.0,1.5,1019.4,1015.7,8.1
3.2,52.0,28.0,30.0,90.0,78.0,8.0,4.0,1,16.0,16.9,1.8,4.1,1007.8,1007.3,10.0
3.2,39.0,15.0,20.0,82.0,59.0,4.0,5.0,1,15.1,16.1,0.8,8.1,1016.6,1016.2,10.6
0.0,48.0,19.0,31.0,87.0,51.0,7.0,2.0,0,16.3,17.3,2.0,8.3,1012.4,1007.7,10.7
7.4,69.0,50.0,19.0,72.0,61.0,1.0,7.0,1,10.6,13.0,2.6,6.0,1005.5,1005.5,8.8
14.2,59.0,19.0,39.0,87.0,72.0,7.0,7.0,1,14.9,16.1,2.6,7.4,1009.4,1006.0,9.2
11.2,78.0,24.0,43.0,83.0,51.0,4.0,1.0,1,11.7,12.5,2.4,7.5,1003.7,1009.5,11.5
2.4,46.0,15.0,30.0,82.0,59.0,3.0,6.0,1,14.1,16.3,2.2,6.0,1020.1,1016.5,10.3
0.2,74.0,39.0,28.0,40.0,74.0,1.0,8.0,0,10.9,16.1,2.1,5.2,1005.0,997.1,11.6
13.0,57.0,20.0,37.0,88.0,87.0,4.0,7.0,1,10.4,12.4,3.6,3.2,1005.0,1002.0,8.6
17.0,85.0,30.0,50.0,92.0,54.0,8.0,5.0,1,12.3,13.3,2.0,6.5,1002.1,1003.4,11.3
6.4,65.0,17.0,35.0,78.0,55.0,2.0,7.0,1,10.6,11.0,3.2,7.6,1012.4,1014.3,6.7
2.4,54.0,17.0,26.0,69.0,66.0,2.0,7.0,1,10.4,12.5,1.6,7.1,1018.8,1017.6,9.9
2.8,52.0,20.0,30.0,99.0,92.0,8.0,8.0,1,8.8,13.1,2.2,2.7,1014.2,1009.2,7.9
13.2,59.0,15.0,35.0,84.0,83.0,7.0,7.0,1,12.2,12.9,1.2,2.3,1009.9,1007.6,11.1
7.2,54.0,28.0,28.0,85.0,80.0,8.0,5.0,1,13.4,13.5,0.4,2.1,1013.2,1015.5,11.7
4.0,39.0,17.0,24.0,96.0,89.0,8.0,7.0,1,12.9,14.6,0.8,3.2,1023.5,1022.5,11.4
1.8,37.0,15.0,17.0,94.0,59.0,8.0,5.0,1,14.8,16.8,0.8,5.8,1023.4,1021.8,11.9
0.0,28.0,17.0,17.0,100.0,72.0,8.0,7.0,0,15.6,15.7,1.4,0.4,1024.4,1022.4,10.3
0.0,30.0,19.0,15.0,86.0,52.0,7.0,2.0,0,20.1,20.3,0.8,7.5,1018.4,1015.0,12.4
0.2,30.0,7.0,11.0,97.0,69.0,8.0,3.0,0,18.2,19.0,2.6,5.2,1016.3,1013.2,12.1
0.6,52.0,13.0,31.0,82.0,66.0,8.0,7.0,0,16.6,17.7,1.4,1.7,1007.2,999.4,13.8
6.2,72.0,19.0,22.0,95.0,82.0,8.0,6.0,1,14.7,17.6,2.2,5.7,1010.5,1010.5,12.3
4.4,46.0,30.0,22.0,69.0,53.0,2.0,6.0,1,20.6,21.5,1.8,8.5,1015.6,1015.0,14.3
0.0,50.0,31.0,26.0,61.0,34.0,6.0,4.0,0,23.5,24.7,5.0,9.3,1017.9,1018.6,17.0
0.2,15.0,7.0,9.0,97.0,49.0,1.0,0.0,0,19.9,20.1,2.2,7.2,1030.8,1028.7,11.9
0.2,35.0,17.0,17.0,86.0,50.0,6.0,7.0,0,24.1,25.2,2.8,7.4,1029.4,1025.6,15.3
0.0,50.0,30.0,22.0,40.0,47.0,7.0,8.0,0,22.1,23.4,4.8,0.5,1019.7,1015.0,19.1
1.8,35.0,11.0,19.0,92.0,67.0,7.0,7.0,1,15.5,16.7,3.2,3.2,1025.5,1025.1,14.1
0.0,33.0,15.0,20.0,91.0,73.0,8.0,6.0,0,16.1,16.5,3.4370722433460075,0.9,1027.1,1024.1,11.5
0.2,30.0,15.0,19.0,87.0,71.0,7.0,7.0,0,14.0,15.1,0.8,4.0,1025.7,1025.8,13.0
0.6,37.0,11.0,11.0,84.0,76.0,7.0,8.0,0,13.6,16.8,1.0,2.8,1027.3,1022.4,10.2
0.0,57.0,20.0,39.0,60.0,61.0,8.0,5.0,0,17.5,20.4,3.2,2.2,1007.2,1001.6,15.4
4.4,50.0,20.0,31.0,68.0,59.0,7.0,6.0,1,13.3,14.6,2.2,8.6,1009.8,1008.9,11.9
10.2,48.0,17.0,26.0,66.0,52.0,5.0,4.0,1,13.9,15.2,2.2,9.6,1012.9,1013.3,12.4
0.2,35.0,19.0,26.0,68.0,52.0,7.0,7.0,0,13.1,14.8,2.6,6.0,1018.6,1015.7,11.7
3.0,48.0,30.0,20.0,79.0,81.0,8.0,8.0,1,12.0,12.2,3.6,0.3,1013.8,1011.8,9.2
0.8,26.0,17.0,13.0,92.0,80.0,8.0,6.0,0,15.3,16.5,0.0,1.0,1014.1,1012.2,11.5
3.2,39.0,15.0,9.0,85.0,76.0,3.0,8.0,1,17.2,19.3,2.0,3.8,1013.6,1010.0,14.3
1.6,56.0,26.0,11.0,69.0,64.0,2.0,7.0,1,18.0,19.0,1.6,6.6,1002.3,1000.3,16.5
0.6,37.0,17.0,24.0,85.0,83.0,5.0,7.0,0,15.1,16.6,1.6,2.0,1005.0,1002.8,15.4
0.2,72.0,11.0,46.0,95.0,72.0,8.0,7.0,0,13.7,13.8,1.4,1.6,998.6,1000.5,12.0
3.2,72.0,9.0,20.0,85.0,59.0,5.0,8.0,1,14.4,16.7,1.8,3.8,1008.0,1004.2,11.4
6.6,52.0,30.0,24.0,59.0,67.0,4.0,6.0,1,14.2,16.6,3.0,9.4,1012.1,1013.4,13.1
0.0,39.0,20.0,17.0,79.0,78.0,4.0,7.0,0,16.5,19.1,3.2,5.4,1014.2,1009.8,13.0
0.4,26.0,17.0,4.0,83.0,60.0,7.0,1.0,0,18.0,18.5,2.0,7.1,1012.4,1009.6,14.5
0.0,52.0,19.0,30.0,61.0,38.0,7.0,1.0,0,23.6,24.1,2.6,4.3,1000.5,994.8,17.1
0.0,57.0,20.0,31.0,79.0,63.0,2.0,7.0,0,18.7,20.2,4.0,8.5,1001.5,1000.8,16.1
1.2,83.0,41.0,30.0,59.0,43.0,3.0,6.0,1,16.3,18.0,4.2,8.6,1005.5,1005.3,15.9
11.2,83.0,44.0,30.0,55.0,49.0,3.0,3.0,1,14.0,14.7,5.4,8.9,1011.0,1014.7,12.3
0.0,59.0,33.0,41.0,56.0,80.0,3.0,8.0,0,13.2,20.7,4.0,7.3,1012.0,1009.1,13.3
8.8,78.0,35.0,30.0,56.0,53.0,4.0,6.0,1,14.0,15.4,4.6,6.51116673084328,1013.2,1014.1,12.7
0.0,54.0,28.0,26.0,78.0,48.0,7.0,7.0,0,21.0,22.2,3.4370722433460075,6.51116673084328,1012.3,1007.1,14.3
0.2,56.0,11.0,22.0,75.0,74.0,8.0,8.0,0,16.5,17.1,7.8,0.1,1001.1,996.4,14.2
9.6,74.0,35.0,30.0,77.0,74.0,6.0,7.0,1,11.0,13.5,1.8,8.1,1006.2,1009.5,9.6
10.0,104.0,41.0,39.0,96.0,75.0,8.0,7.0,1,12.6,15.2,4.8,5.9,1000.3,1004.3,10.8
4.4,43.0,31.0,24.0,60.0,65.0,3.0,7.0,1,12.4,14.8,2.6,3.5,1022.2,1023.5,12.5
0.0,41.0,19.0,20.0,75.0,53.0,6.0,6.0,0,17.6,18.8,3.0,8.1,1021.1,1015.9,11.9
0.0,43.0,22.0,20.0,49.0,74.0,2.0,6.0,0,15.4,20.5,4.0,6.1,1008.7,1009.2,18.8
0.4,43.0,9.0,24.0,88.0,75.0,7.0,7.0,0,13.8,14.6,2.4,5.5,1010.3,1010.6,12.2
1.8,41.0,13.0,26.0,81.0,82.0,2.0,7.0,1,14.7,17.1,1.8,6.1,1014.2,1013.0,10.9
0.4,33.0,11.0,19.0,85.0,54.0,1.0,1.0,0,19.7,20.5,2.2,10.8,1018.2,1016.3,13.6
0.0,52.0,30.0,20.0,46.0,44.0,7.0,7.0,0,24.1,25.3,5.8,2.3,1008.8,1004.3,16.9
0.0,48.0,15.0,33.0,83.0,63.0,7.0,7.0,0,14.7,16.6,2.4,5.2,1008.9,1010.5,13.1
0.0,50.0,26.0,33.0,66.0,54.0,4.0,5.0,0,15.9,17.9,2.8,7.6,1016.4,1015.7,13.8
0.0,52.0,22.0,33.0,72.0,29.0,1.0,2.0,0,22.1,22.9,4.4,11.5,1010.1,1005.4,13.3
0.4,76.0,26.0,41.0,70.0,49.0,3.0,6.0,0,11.9,14.5,4.4,8.6,1005.0,1011.7,12.8
3.0,46.0,30.0,31.0,80.0,51.0,6.0,6.0,1,14.6,14.9,2.8,11.0,1022.2,1022.1,9.4
0.6,52.0,20.0,37.0,76.0,46.0,7.0,7.0,0,16.6,17.4,3.6,6.3,1021.0,1017.2,12.6
0.0,67.0,24.0,30.0,46.0,42.0,8.0,8.0,0,20.8,22.8,3.6,4.4,1003.4,999.8,14.7
5.6,76.0,43.0,39.0,56.0,53.0,7.0,5.0,1,12.3,13.3,6.0,9.7,1008.8,1015.2,10.0
1.4,61.0,31.0,39.0,69.0,32.0,0.0,0.0,1,19.9,20.4,3.2,11.4,1020.8,1019.6,11.1
0.0,54.0,26.0,30.0,31.0,14.0,4.0,2.0,0,26.0,26.8,7.2,12.3,1018.9,1014.5,16.8
0.0,52.0,20.0,19.0,26.0,66.0,6.0,7.0,0,19.1,25.5,8.8,5.8,1008.9,1011.7,21.6
0.0,44.0,20.0,20.0,89.0,85.0,8.0,8.0,0,13.7,14.4,3.2,0.0,1014.7,1014.2,13.6
25.2,52.0,20.0,26.0,96.0,96.0,8.0,8.0,1,11.1,12.5,3.0,0.0,1011.5,1005.7,10.3
36.8,59.0,17.0,31.0,90.0,52.0,7.0,8.0,1,14.4,15.3,0.8,4.3,1014.6,1014.0,10.7
5.0,56.0,28.0,26.0,54.0,55.0,1.0,6.0,1,11.7,13.3,2.8,10.2,1022.7,1024.2,9.8
