MinTemp,Rainfall,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine
20.4,0.0,55.0,74.0,2.0,7.0,0,24.3,31.2,6.2
18.9,0.6,76.0,75.0,7.0,7.0,0,20.8,23.1,0.5
17.5,0.0,55.0,60.0,8.0,8.0,0,20.6,23.0,0.0
11.8,0.0,60.0,46.0,1.0,1.0,0,27.7,29.2,12.6
15.1,0.0,63.0,31.0,1.0,1.0,0,30.9,32.0,10.6
17.1,0.0,70.0,44.0,1.0,1.0,0,31.4,33.0,11.9
15.0,3.591108499804152,69.0,28.0,0.0,1.0,0,34.4,35.2,12.5
17.4,3.591108499804152,80.0,68.0,8.0,3.0,0,26.8,28.3,7.1
19.3,0.4,79.0,74.0,7.0,8.0,0,22.0,26.1,1.9
18.9,1.0,76.0,53.0,8.0,3.0,0,24.1,26.3,4.7
16.4,0.0,65.0,59.0,7.0,7.0,0,22.4,24.6,2.9
18.8,12.6,96.0,56.0,8.0,5.0,1,25.9,26.7,6.2
17.8,6.0,90.0,69.0,7.0,6.0,1,25.7,27.9,9.4
16.8,0.2,64.0,61.0,4.0,7.0,0,26.6,28.3,9.3
22.5,1.0,84.0,64.0,4.0,4.0,0,27.2,28.7,11.3
21.5,1.4,84.0,72.0,7.0,7.0,1,24.9,27.5,5.0
21.8,0.8,79.0,75.0,7.0,7.0,0,25.8,27.4,2.1
22.5,1.2,71.0,63.0,5.0,6.0,1,28.3,29.9,7.153062730627306
22.6,0.0,64.0,53.0,7.0,1.0,0,28.8,29.7,7.153062730627306
20.6,0.0,58.0,51.0,2.0,4.0,0,29.3,31.8,12.5
19.7,0.0,71.0,81.0,6.0,8.0,0,23.9,29.7,3.4
21.3,3.8,68.0,50.0,6.0,4.0,1,27.9,28.9,9.4
16.0,0.0,71.0,35.0,0.0,1.0,0,33.3,34.8,11.7
21.1,1.4,81.0,61.0,7.0,6.0,1,25.2,26.8,3.2
21.8,0.2,78.0,54.0,7.0,5.0,0,27.5,28.4,6.8
19.6,0.0,74.0,65.0,5.0,6.0,0,25.2,27.2,5.4
14.4,0.8,66.0,50.0,1.0,3.0,0,28.2,30.0,11.5
14.8,0.0,64.0,44.0,1.0,2.0,0,27.8,29.5,12.8
15.1,0.0,67.0,48.0,5.0,1.0,0,28.4,30.5,12.1
17.0,0.0,63.0,21.0,1.0,7.0,0,37.9,38.8,9.9
21.8,0.0,68.0,58.0,3.0,1.0,0,29.3,30.2,11.6
21.2,0.0,90.0,38.0,3.0,4.0,0,37.4,38.8,10.3
23.0,0.0,85.0,64.0,8.0,2.0,0,29.1,30.4,6.4
22.6,0.0,62.0,60.0,6.0,7.0,0,25.0,27.9,5.0
15.1,0.0,53.0,41.0,3.0,2.0,0,26.0,26.8,11.6
14.1,0.0,66.0,37.0,0.0,0.0,0,31.4,32.1,12.5
16.8,0.0,66.0,29.0,0.0,0.0,0,35.9,37.0,12.2
20.1,0.0,56.0,14.0,0.0,1.0,0,41.4,42.5,12.8
22.5,0.0,53.0,62.0,1.0,1.0,0,31.5,36.1,12.1
23.7,0.0,54.0,30.0,7.0,4.0,0,39.0,41.3,6.6
22.5,0.0,74.0,59.0,4.0,2.0,0,31.5,33.7,10.8
25.6,0.0,49.0,21.0,3.0,2.0,0,41.9,42.9,12.7
26.9,0.0,43.0,91.0,2.0,8.0,0,25.2,40.3,7.3
17.3,12.6,83.0,61.0,7.0,8.0,1,22.1,22.9,0.0
17.7,0.0,74.0,43.0,5.0,2.0,0,24.8,26.5,8.1
14.1,0.0,70.0,53.0,1.0,2.0,0,25.4,26.6,11.1
17.5,0.2,85.0,52.0,6.0,4.0,0,28.1,29.2,10.3
16.1,3.591108499804152,70.0,21.0,2.0,4.0,0,36.1,37.2,11.5
21.2,3.591108499804152,66.0,84.0,7.0,8.0,0,22.9,29.4,1.8
19.9,5.6,94.0,78.0,8.0,8.0,1,24.1,24.9,0.0
19.5,5.4,95.0,65.0,7.0,7.0,1,22.0,22.9,0.0
19.2,9.2,96.0,68.0,7.0,6.0,1,24.5,26.0,2.7
18.7,0.4,85.0,73.0,7.0,6.0,0,26.0,26.8,4.9
21.1,0.0,71.0,55.0,6.0,6.0,0,29.6,32.9,6.8
19.9,5.4,71.77374208597135,53.937708194536974,8.0,6.0,1,26.8,24.00106453759149,6.3
19.1,0.0,81.0,44.0,3.0,3.0,0,33.7,35.5,10.6
23.9,0.0,54.0,46.0,6.0,5.0,0,34.8,37.2,3.6
21.9,1.6,89.0,78.0,7.0,7.0,1,23.0,24.9,2.3
18.4,1.2,45.0,57.0,7.0,7.0,1,21.6,24.2,3.2
17.5,1.4,78.0,52.0,7.0,4.0,1,23.8,25.7,10.1
14.1,0.0,84.0,52.0,7.0,1.0,0,24.8,25.5,7.3
10.8,0.0,94.0,60.0,3.0,6.0,0,24.9,26.8,5.4
16.5,0.0,79.0,55.0,3.0,2.0,0,28.4,29.1,10.8
16.5,0.0,63.0,31.0,2.0,7.0,0,32.2,33.3,3.2
20.8,0.0,80.0,69.0,8.0,4.0,0,27.5,30.6,6.9
22.8,0.0,54.0,26.0,4.0,6.0,0,37.4,38.4,7.1
20.3,21.0,62.0,77.0,8.0,8.0,1,20.8,22.1,0.0
18.1,0.6,89.0,61.0,7.0,6.0,0,26.8,31.0,8.5
20.2,0.0,77.0,64.0,8.0,1.0,0,26.3,27.4,4.8
20.2,0.0,59.0,47.0,7.0,6.0,0,22.9,25.0,7.153062730627306
18.2,0.0,60.0,45.0,8.0,2.0,0,23.9,24.7,7.153062730627306
16.0,0.0,81.0,47.0,7.0,2.0,0,25.0,25.8,7.153062730627306
13.5,0.0,72.0,44.0,7.0,7.0,0,28.6,28.8,7.153062730627306
17.1,0.0,81.0,53.0,7.0,7.0,0,27.4,29.3,7.153062730627306
18.7,0.0,80.0,54.0,7.0,7.0,0,27.9,29.8,7.153062730627306
19.3,5.6,94.0,78.0,2.0,1.0,1,23.6,24.9,7.153062730627306
17.2,0.0,96.0,64.0,8.0,2.0,0,26.7,29.5,7.153062730627306
18.5,0.0,69.0,49.0,0.0,2.0,0,30.2,32.1,11.3
18.4,0.0,75.0,75.0,0.0,6.0,0,25.5,30.5,7.0
18.9,0.0,80.0,65.0,7.0,6.0,0,24.3,26.7,4.6
15.4,0.0,85.0,69.0,4.0,5.0,0,25.1,28.1,7.3
18.5,0.6,93.0,89.0,7.0,7.0,0,22.8,24.2,0.9
17.8,13.6,87.0,67.0,7.0,8.0,1,24.3,25.4,0.8
19.1,1.0,85.0,76.0,6.0,6.0,0,24.3,26.9,3.2
17.8,1.8,98.0,67.0,7.0,2.0,1,25.4,26.9,7.2
20.1,3.6,93.0,69.0,5.0,7.0,1,27.3,28.1,5.6
20.6,0.6,94.0,63.0,6.0,4.0,0,28.3,31.3,8.9
19.0,0.0,67.0,34.0,1.0,2.0,0,31.6,32.3,10.6
13.2,0.0,51.0,30.0,4.0,2.0,0,26.9,28.6,10.6
17.3,0.0,57.0,38.0,1.0,6.0,0,25.0,27.6,6.6
16.3,0.8,79.0,89.0,8.0,7.0,0,18.8,22.9,2.0
15.4,4.4,86.0,56.0,6.0,6.0,1,22.6,23.5,2.0
14.8,3.8,95.0,82.0,4.0,7.0,1,21.8,24.3,3.5
14.0,0.8,96.0,53.0,7.0,2.0,0,24.8,26.1,7.7
16.9,0.0,81.0,44.0,5.0,1.0,0,28.8,30.2,7.9
16.0,0.6,76.0,62.0,7.0,7.0,0,23.4,25.4,4.6
12.6,4.0,94.0,61.0,4.0,2.0,1,21.2,22.7,7.153062730627306
11.0,0.6,87.0,72.0,7.0,7.0,0,19.5,19.6,1.2
13.0,0.0,84.0,74.0,3.0,7.0,0,18.5,21.3,3.1
12.7,0.2,67.0,85.0,7.0,7.0,0,17.5,20.8,2.8
11.5,1.8,75.0,56.0,1.0,5.0,1,18.7,20.9,7.153062730627306
12.4,3.591108499804152,74.0,53.0,8.0,1.0,0,17.9,19.9,7.153062730627306
8.9,3.591108499804152,74.0,52.0,3.0,1.0,0,19.9,20.9,7.153062730627306
5.4,3.591108499804152,81.0,31.0,7.0,1.0,0,21.4,22.0,7.153062730627306
8.3,1.0,64.0,79.0,1.0,8.0,0,14.6,19.9,7.153062730627306
10.8,31.4,73.0,44.0,6.0,2.0,1,17.5,18.4,7.5
5.2,0.0,51.0,37.0,1.0,7.0,0,16.1,17.5,4.5
7.8,0.0,58.0,31.0,0.0,1.0,0,16.7,17.3,7.153062730627306
8.3,0.0,59.0,42.0,7.0,3.0,0,19.1,20.9,7.153062730627306
10.9,0.0,41.0,25.0,7.0,6.0,0,16.7,18.1,7.153062730627306
4.7,0.0,49.0,28.0,1.0,0.0,0,18.2,18.5,7.153062730627306
2.8,0.0,50.0,34.0,0.0,0.0,0,19.8,20.5,10.0
4.7,0.0,55.0,63.0,2.0,1.0,0,18.5,19.5,10.0
8.3,1.4,80.0,69.0,1.0,7.0,1,18.7,20.4,6.3
9.4,0.2,100.0,67.0,8.0,5.0,0,20.1,20.9,7.153062730627306
6.5,3.591108499804152,98.0,63.0,7.0,1.0,0,20.8,21.8,7.153062730627306
6.6,3.591108499804152,94.0,45.0,7.0,1.0,0,22.5,23.1,7.153062730627306
6.6,3.591108499804152,89.0,55.0,7.0,1.0,0,21.3,23.0,7.153062730627306
12.8,3.6,88.0,39.0,7.0,1.0,1,22.8,24.0,7.153062730627306
10.6,3.591108499804152,63.0,48.0,7.0,8.0,0,18.7,21.0,7.153062730627306
10.3,3.591108499804152,95.0,66.0,8.0,1.0,0,15.0,15.7,7.153062730627306
10.0,57.6,83.0,62.0,3.0,7.0,1,15.6,17.5,7.153062730627306
7.9,3.591108499804152,68.0,41.0,7.0,1.0,0,17.3,18.1,7.153062730627306
7.3,3.591108499804152,66.0,87.0,1.0,8.0,0,15.2,17.1,7.153062730627306
11.2,1.8,94.0,81.0,7.0,7.0,1,16.1,18.9,7.153062730627306
9.8,0.2,91.0,95.0,7.0,8.0,0,14.6,18.2,0.0
12.6,48.8,90.0,91.0,8.0,7.0,1,16.0,19.5,0.0
13.7,13.4,61.0,58.0,7.0,7.0,1,19.9,21.4,3.4
14.3,3.6,84.0,62.0,7.0,3.0,1,20.1,21.5,7.153062730627306
10.9,3.591108499804152,84.0,52.0,3.0,1.0,0,18.9,19.7,7.153062730627306
9.6,3.591108499804152,62.0,57.0,7.0,7.0,0,19.2,21.3,7.153062730627306
8.7,3.591108499804152,70.0,47.0,7.0,1.0,0,18.5,19.1,7.153062730627306
8.4,6.0,59.0,40.0,0.0,3.0,1,18.2,19.0,7.153062730627306
4.4,0.0,66.0,33.0,6.0,2.0,0,17.4,18.3,8.6
6.3,0.0,57.0,28.0,1.0,0.0,0,14.2,15.1,9.4
6.4,0.0,51.0,41.0,0.0,0.0,0,14.7,15.2,7.153062730627306
7.9,3.591108499804152,62.0,47.0,7.0,8.0,0,16.0,17.5,7.153062730627306
10.5,3.591108499804152,94.0,51.0,8.0,8.0,0,16.8,17.1,7.153062730627306
10.9,64.2,97.0,71.0,8.0,7.0,1,16.9,18.2,0.1
13.1,11.8,60.0,51.0,7.0,7.0,1,18.2,19.1,2.4
14.0,16.8,83.0,65.0,8.0,7.0,1,17.7,19.2,0.9
14.8,13.4,81.0,78.0,8.0,8.0,1,16.7,18.6,0.0
12.9,31.0,57.0,70.0,4.0,6.0,1,17.3,20.1,7.153062730627306
9.5,3.591108499804152,73.0,39.0,7.0,1.0,0,17.3,18.9,7.153062730627306
8.8,3.591108499804152,56.0,42.0,7.0,1.0,0,17.1,17.3,7.153062730627306
7.7,3.591108499804152,68.0,37.0,7.0,1.0,0,17.2,17.8,7.153062730627306
6.4,0.4,64.0,38.0,1.0,2.0,0,18.2,18.8,7.153062730627306
3.7,0.0,56.0,30.0,3.0,2.0,0,20.0,20.4,9.0
7.6,0.2,56.0,39.0,2.0,3.0,0,14.8,15.4,9.3
8.4,0.0,54.0,46.0,1.0,1.0,0,17.5,18.1,7.153062730627306
6.4,3.591108499804152,75.0,44.0,7.0,1.0,0,17.4,17.9,7.153062730627306
4.4,3.591108499804152,84.0,54.0,7.0,1.0,0,18.1,18.8,7.153062730627306
4.7,0.2,88.0,40.0,0.0,0.0,0,20.1,21.0,7.153062730627306
6.1,0.0,69.0,52.0,0.0,2.0,0,18.6,19.9,9.1
7.9,0.2,84.0,78.0,6.0,7.0,0,15.7,17.7,3.2
10.4,14.2,64.0,69.0,7.0,7.0,1,16.3,19.2,1.5
10.2,1.0,84.0,59.0,7.0,4.0,0,17.4,17.9,7.153062730627306
9.3,3.591108499804152,94.0,72.0,7.0,8.0,0,16.5,17.5,7.153062730627306
8.7,3.591108499804152,96.0,62.0,7.0,1.0,0,17.9,18.8,7.153062730627306
4.5,3.591108499804152,99.0,47.0,8.0,1.0,0,19.6,19.9,7.153062730627306
5.1,3.4,79.0,40.0,3.0,1.0,1,21.7,22.2,7.153062730627306
9.5,0.0,42.0,30.0,0.0,1.0,0,16.6,17.2,10.5
11.1,0.0,41.0,27.0,5.0,3.0,0,16.5,17.4,7.6
11.4,0.0,46.0,36.0,0.0,1.0,0,17.1,18.5,7.153062730627306
5.3,0.0,58.0,31.0,7.0,1.0,0,15.6,16.2,7.153062730627306
7.0,0.0,50.0,38.0,7.0,1.0,0,14.4,14.7,7.153062730627306
7.6,0.0,43.0,30.0,0.0,0.0,0,14.8,15.3,7.153062730627306
10.3,0.0,48.0,34.0,0.0,0.0,0,17.0,17.6,9.5
6.2,0.0,55.0,33.0,1.0,1.0,0,17.3,17.5,9.6
5.6,0.0,49.0,42.0,8.0,8.0,0,13.7,14.9,0.5
7.6,0.0,63.0,35.0,2.0,4.0,0,15.0,16.0,7.153062730627306
5.4,3.591108499804152,90.0,97.0,8.0,8.0,0,10.6,12.0,7.153062730627306
7.9,3.591108499804152,97.0,63.0,6.0,1.0,0,15.4,16.0,7.153062730627306
9.5,3.591108499804152,98.0,71.0,8.0,1.0,0,16.7,17.8,7.153062730627306
6.7,6.0,89.0,46.0,1.0,1.0,1,18.8,19.1,7.153062730627306
6.4,3.591108499804152,59.0,38.0,7.0,1.0,0,14.6,15.3,7.153062730627306
8.3,14.8,94.0,86.0,7.0,7.0,1,16.2,16.5,7.153062730627306
11.3,40.8,87.0,94.0,8.0,8.0,1,11.8,15.2,7.153062730627306
11.1,3.591108499804152,94.0,88.0,8.0,8.0,0,12.9,16.1,7.153062730627306
9.2,3.591108499804152,93.0,78.0,8.0,8.0,0,13.4,14.4,7.153062730627306
8.6,86.8,77.0,50.0,4.0,5.0,1,16.1,17.1,7.153062730627306
5.8,0.2,77.0,40.0,7.0,3.0,0,18.1,19.3,8.0
8.1,0.0,63.0,43.0,0.0,1.0,0,17.7,18.1,8.8
6.2,0.2,67.0,59.0,6.0,6.0,0,15.7,16.9,7.4
6.0,1.8,84.0,48.0,0.0,1.0,1,18.1,18.3,7.153062730627306
3.5,0.0,79.0,33.0,7.0,1.0,0,19.5,19.8,7.153062730627306
2.0,0.0,81.0,36.0,7.0,1.0,0,19.4,20.0,7.153062730627306
3.8,0.0,73.0,34.0,7.0,1.0,0,20.9,21.0,7.153062730627306
5.1,0.2,63.0,36.0,3.0,1.0,0,21.9,22.6,7.153062730627306
6.3,0.0,68.0,28.0,1.0,1.0,0,23.3,23.9,9.8
5.4,0.0,71.0,47.0,6.0,3.0,0,20.5,21.3,4.8
5.2,0.0,68.0,37.0,0.0,1.0,0,24.1,24.7,7.153062730627306
5.1,3.591108499804152,72.0,35.0,7.0,1.0,0,22.5,22.9,7.153062730627306
4.4,3.591108499804152,65.0,35.0,7.0,1.0,0,23.4,24.0,7.153062730627306
8.4,0.6,93.0,70.0,7.0,5.0,0,16.7,17.5,7.153062730627306
7.1,2.2,57.0,44.0,1.0,6.0,1,16.8,17.9,7.153062730627306
5.5,3.591108499804152,80.0,40.0,2.0,4.0,0,16.2,16.9,7.153062730627306
6.7,3.591108499804152,60.0,34.0,7.0,1.0,0,16.5,17.3,7.153062730627306
2.1,3.591108499804152,61.0,38.0,7.0,7.0,0,17.0,18.3,7.153062730627306
7.9,3.591108499804152,95.0,51.0,8.0,1.0,0,16.8,18.3,7.153062730627306
8.1,3.591108499804152,82.0,50.0,8.0,1.0,0,16.7,18.1,7.153062730627306
7.1,3.591108499804152,94.0,66.0,2.0,7.0,0,15.4,18.0,7.153062730627306
7.5,9.8,93.0,56.0,5.0,5.0,1,17.6,18.7,7.153062730627306
6.5,0.0,94.0,59.0,5.0,4.0,0,17.6,18.6,7.153062730627306
4.8,3.591108499804152,88.0,90.0,7.0,7.0,0,15.1,17.4,7.153062730627306
10.1,7.8,74.0,38.0,6.0,6.0,1,17.4,17.8,7.153062730627306
8.3,3.591108499804152,68.0,91.0,7.0,8.0,0,11.6,17.4,7.153062730627306
5.6,3.591108499804152,61.0,59.0,7.0,1.0,0,17.9,19.2,7.153062730627306
12.5,25.2,65.0,69.0,6.0,6.0,1,16.3,19.6,7.153062730627306
12.4,8.2,67.0,60.0,4.0,6.0,1,16.7,18.8,7.153062730627306
10.4,0.8,96.0,52.0,7.0,2.0,0,18.1,19.4,9.8
8.4,0.0,86.0,49.0,7.0,1.0,0,18.2,19.2,7.153062730627306
4.0,0.0,79.0,42.0,7.0,1.0,0,21.3,22.1,7.153062730627306
7.1,0.0,56.0,50.0,7.0,1.0,0,20.1,21.6,7.153062730627306
6.9,0.0,95.0,80.0,1.0,8.0,0,15.2,15.9,7.153062730627306
7.1,0.0,89.0,58.0,8.0,1.0,0,20.1,20.8,7.153062730627306
6.8,0.0,66.0,33.0,7.0,1.0,0,23.7,24.4,7.153062730627306
9.4,0.0,78.0,64.0,8.0,2.0,0,18.4,19.7,7.153062730627306
8.6,0.0,82.0,65.0,7.0,1.0,0,18.5,19.8,7.153062730627306
6.0,3.591108499804152,95.0,63.0,8.0,1.0,0,19.6,20.2,7.153062730627306
9.9,3.591108499804152,45.0,52.0,7.0,2.0,0,17.5,19.5,7.153062730627306
7.4,3.591108499804152,68.0,51.0,8.0,1.0,0,19.0,20.2,7.153062730627306
5.6,1.2,66.0,34.0,3.0,2.0,1,22.7,23.0,7.153062730627306
6.8,0.0,59.0,38.0,1.0,1.0,0,23.2,24.4,10.6
9.1,0.0,68.0,28.0,4.0,5.0,0,25.0,25.8,10.3
8.8,0.0,60.0,46.0,3.0,1.0,0,17.8,19.2,9.6
12.8,0.0,65.0,67.0,6.0,3.0,0,19.1,20.8,7.153062730627306
13.8,3.591108499804152,92.0,79.0,8.0,8.0,0,12.5,13.9,7.153062730627306
7.0,3.591108499804152,43.0,30.0,7.0,5.0,0,16.6,18.4,7.153062730627306
9.2,3.591108499804152,45.0,34.0,7.0,1.0,0,18.2,19.8,7.153062730627306
9.0,21.0,60.0,52.0,4.0,1.0,1,16.5,17.8,7.153062730627306
4.5,0.0,55.0,21.0,0.0,0.0,0,22.0,22.2,10.5
10.2,0.0,32.0,15.0,1.0,0.0,0,24.9,25.2,10.7
12.7,0.0,65.0,59.0,4.0,1.0,0,19.4,21.5,7.153062730627306
8.9,0.0,42.0,21.0,7.0,1.0,0,27.0,28.6,7.153062730627306
9.8,0.0,47.0,51.0,7.0,1.0,0,23.8,24.1,7.153062730627306
8.1,0.0,34.0,10.0,1.0,2.0,0,32.0,32.4,7.153062730627306
11.6,0.0,67.0,60.0,1.0,0.0,0,24.2,26.1,9.6
14.5,0.0,40.0,27.0,4.0,1.0,0,28.1,30.5,10.7
8.2,0.0,32.0,37.0,0.0,0.0,0,19.5,20.9,10.9
6.9,0.0,50.0,33.0,0.0,0.0,0,23.0,23.4,7.153062730627306
7.4,3.591108499804152,38.0,18.0,7.0,1.0,0,30.1,30.5,7.153062730627306
16.1,3.591108499804152,74.0,64.0,8.0,8.0,0,19.6,21.8,7.153062730627306
13.6,3.591108499804152,85.0,77.0,8.0,8.0,0,15.7,18.9,7.153062730627306
12.6,47.6,51.0,55.0,5.0,7.0,1,16.8,20.1,7.153062730627306
5.7,0.4,79.0,47.0,2.0,6.0,0,19.2,21.1,9.8
9.4,0.0,62.0,80.0,6.0,7.0,0,17.9,22.2,4.8
15.5,14.4,79.0,28.0,8.0,6.0,1,20.3,22.6,7.153062730627306
11.8,0.0,46.0,24.0,7.0,1.0,0,20.7,21.4,7.153062730627306
5.7,3.591108499804152,58.0,61.0,7.0,8.0,0,15.6,19.7,7.153062730627306
10.4,22.0,78.0,73.0,8.0,8.0,1,14.4,15.9,0.0
10.5,29.6,85.0,55.0,5.0,2.0,1,17.4,18.7,8.6
10.9,1.4,83.0,48.0,7.0,5.0,1,17.8,19.7,8.3
8.6,0.0,73.0,51.0,7.0,7.0,0,18.1,19.4,4.7
11.4,0.0,80.0,70.0,8.0,8.0,0,17.9,19.5,7.153062730627306
12.3,3.591108499804152,91.0,63.0,8.0,5.0,0,20.8,22.3,7.153062730627306
15.0,3.591108499804152,93.0,68.0,5.0,1.0,0,20.3,21.3,7.153062730627306
12.6,3.591108499804152,82.0,33.0,7.0,6.0,0,24.0,25.2,7.153062730627306
8.3,4.0,53.0,49.0,2.0,3.0,1,20.8,24.3,7.153062730627306
10.0,0.0,38.0,40.0,6.0,6.0,0,20.2,22.4,10.9
7.7,0.0,67.0,55.0,1.0,3.0,0,20.2,20.7,11.0
11.2,0.0,56.0,47.0,1.0,7.0,0,19.2,20.4,7.153062730627306
13.3,0.0,67.0,63.0,7.0,8.0,0,20.7,22.4,7.153062730627306
16.5,0.0,83.0,52.0,7.0,1.0,0,25.0,25.6,7.153062730627306
14.1,0.0,54.0,57.0,0.0,1.0,0,21.9,24.4,7.153062730627306
11.8,0.0,87.0,47.0,8.0,7.0,0,17.9,20.0,2.4
8.5,1.0,62.0,42.0,4.0,1.0,0,19.8,21.2,10.0
6.0,0.0,74.0,48.0,0.0,1.0,0,21.0,22.3,12.0
8.6,0.0,67.0,39.0,0.0,1.0,0,25.2,26.4,7.153062730627306
11.2,0.0,62.0,22.0,7.0,1.0,0,29.2,30.3,7.153062730627306
11.3,0.0,72.0,67.0,4.0,1.0,0,23.7,24.7,7.153062730627306
11.4,0.0,93.0,58.0,8.0,1.0,0,25.8,27.8,7.153062730627306
12.3,0.0,57.0,26.0,1.0,5.0,0,31.3,32.4,7.153062730627306
16.0,0.0,72.0,80.0,7.0,8.0,0,19.2,30.5,2.9
14.6,23.6,70.0,55.0,8.0,7.0,1,17.9,19.0,0.0
14.7,0.0,59.0,54.0,7.0,7.0,0,19.6,20.9,7.153062730627306
12.0,0.0,60.0,52.0,5.0,1.0,0,24.4,25.4,7.153062730627306
13.7,0.0,68.0,58.0,7.0,1.0,0,27.8,28.8,7.153062730627306
18.0,0.0,67.0,86.0,6.0,7.0,0,19.9,25.8,7.153062730627306
13.8,9.6,62.0,58.0,2.0,1.0,1,20.3,21.1,10.8
14.1,3.0,83.0,60.0,8.0,2.0,1,19.7,20.5,6.0
10.5,0.2,70.0,57.0,1.0,2.0,0,21.9,25.1,9.7
12.5,0.0,85.0,75.0,8.0,8.0,0,16.2,18.6,7.153062730627306
8.3,3.591108499804152,60.0,53.0,7.0,1.0,0,20.7,21.8,7.153062730627306
9.7,3.591108499804152,68.0,47.0,1.0,1.0,0,26.5,27.3,7.153062730627306
13.4,3.591108499804152,60.0,36.0,7.0,1.0,0,31.5,32.5,7.153062730627306
17.8,3.6,60.0,39.0,6.0,5.0,1,31.0,32.3,7.153062730627306
16.8,1.2,74.0,43.0,1.0,6.0,1,33.2,34.1,10.9
19.3,0.0,68.0,33.0,6.0,6.0,0,34.4,34.8,10.8
21.7,0.0,47.0,49.0,8.0,7.0,0,28.7,29.8,7.153062730627306
13.7,0.0,64.0,56.0,8.0,1.0,0,23.1,24.1,7.153062730627306
17.0,0.0,64.0,53.0,2.0,2.0,0,27.0,28.2,7.153062730627306
16.3,0.0,81.0,67.0,6.0,7.0,0,24.1,25.8,7.153062730627306
15.6,0.0,77.0,24.0,1.0,6.0,0,36.3,37.1,11.6
18.3,0.0,62.0,56.0,1.0,0.0,0,24.3,24.9,12.8
17.8,0.0,69.0,86.0,7.0,8.0,0,20.6,25.0,3.7
16.5,16.2,95.0,95.0,8.0,8.0,1,19.1,20.0,7.153062730627306
18.3,3.591108499804152,91.0,71.0,8.0,8.0,0,22.9,23.8,7.153062730627306
14.2,3.591108499804152,98.0,44.0,8.0,1.0,0,32.5,32.8,7.153062730627306
18.6,3.591108499804152,46.0,23.0,7.0,1.0,0,36.1,36.5,7.153062730627306
18.1,6.2,74.0,72.0,7.0,7.0,1,21.0,22.2,7.153062730627306
17.1,25.6,93.0,85.0,7.0,7.0,1,22.4,24.9,1.2
15.5,6.8,97.0,94.0,8.0,8.0,1,17.0,17.7,0.0
15.8,23.4,88.0,89.0,7.0,7.0,1,16.7,18.7,7.153062730627306
15.9,3.591108499804152,91.0,93.0,8.0,8.0,0,20.0,21.4,7.153062730627306
18.6,3.591108499804152,94.0,77.0,8.0,1.0,0,25.3,27.2,7.153062730627306
14.7,42.0,44.0,27.0,0.0,2.0,1,30.4,31.7,7.153062730627306
13.6,0.0,73.0,40.0,4.0,5.0,0,29.2,29.5,13.1
19.3,0.0,64.0,63.0,3.0,6.0,0,29.9,31.4,10.8
21.6,0.0,64.0,68.0,6.0,7.0,0,27.6,34.1,8.9
15.8,8.0,69.0,50.0,7.0,6.0,1,20.0,21.5,7.153062730627306
15.2,3.591108499804152,76.0,54.0,8.0,8.0,0,19.4,21.2,7.153062730627306
10.2,3.591108499804152,64.0,54.0,7.0,1.0,0,21.4,21.7,7.153062730627306
11.3,3.591108499804152,64.0,90.0,7.0,8.0,0,17.7,26.7,7.153062730627306
12.4,3.591108499804152,64.0,47.0,7.0,8.0,0,20.2,20.5,7.153062730627306
12.0,3.2,67.0,50.0,7.0,6.0,1,18.8,20.7,7.153062730627306
13.0,0.2,84.0,91.0,7.0,7.0,0,17.5,18.7,0.0
15.8,19.6,90.0,65.0,8.0,7.0,1,21.9,22.8,7.153062730627306
13.2,3.2,69.0,64.0,1.0,7.0,1,22.3,23.8,7.153062730627306
15.8,0.0,73.0,63.0,1.0,1.0,0,23.5,24.7,7.153062730627306
14.0,0.0,72.0,65.0,3.0,7.0,0,24.4,29.0,7.153062730627306
19.1,1.6,87.0,93.0,8.0,8.0,1,18.7,19.7,0.0
16.3,23.2,83.0,58.0,7.0,6.0,1,20.2,21.8,3.3
15.6,0.4,69.0,44.0,6.0,6.0,0,21.5,22.7,9.5
15.1,0.0,46.0,54.0,6.0,6.0,0,21.1,22.6,7.153062730627306
11.3,0.0,70.0,51.0,8.0,2.0,0,20.6,22.9,7.153062730627306
12.4,0.0,46.0,45.0,2.0,1.0,0,22.4,23.1,7.153062730627306
11.8,0.0,68.0,50.0,7.0,1.0,0,23.9,25.9,7.153062730627306
19.1,0.0,69.0,74.0,8.0,8.0,0,23.6,25.2,7.153062730627306
18.2,11.6,82.0,69.0,7.0,3.0,1,22.6,24.4,7.9
17.8,0.2,67.0,62.0,7.0,6.0,0,23.4,24.5,5.5
16.5,0.0,74.0,93.0,8.0,8.0,0,19.6,22.1,7.153062730627306
16.5,3.591108499804152,86.0,59.0,7.0,1.0,0,26.0,27.0,7.153062730627306
17.3,3.591108499804152,74.0,61.0,7.0,1.0,0,25.7,26.6,7.153062730627306
16.7,11.0,67.0,57.0,3.0,3.0,1,26.7,27.8,7.153062730627306
18.6,0.0,60.0,49.0,2.0,7.0,0,29.8,30.0,4.7
19.3,3.4,71.0,93.0,6.0,7.0,1,18.4,21.9,0.4
18.0,6.4,53.0,65.0,4.0,5.0,1,22.5,24.4,11.3
17.8,0.4,50.0,49.0,2.0,3.0,0,23.7,25.0,7.153062730627306
17.3,3.591108499804152,49.0,53.0,7.0,1.0,0,23.4,24.5,7.153062730627306
