Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,WindDir9am
0.0,28.0,13.0,64.0,64.0,7.0,7.0,0,14.2,16.1,1.0,337.5
0.0,48.0,22.0,49.0,28.0,1.0,2.0,0,19.2,20.3,10.3,270.0
0.0,54.0,31.0,41.0,18.0,1.0,1.0,0,17.4,18.8,10.4,225.0
0.0,63.0,26.0,39.0,28.0,4.0,4.0,0,16.9,17.7,8.9,315.0
0.0,69.0,24.0,39.0,27.0,6.0,2.0,0,19.8,20.6,8.4,292.5
0.0,39.0,22.0,48.0,45.0,1.0,1.0,0,14.8,15.4,10.9,247.5
0.0,28.0,13.0,53.0,53.0,1.0,1.0,0,16.4,17.4,9.7,292.5
0.0,28.0,7.0,71.0,54.0,2.0,5.0,0,17.1,17.8,8.2,225.0
0.0,48.0,13.0,60.0,54.0,3.0,3.0,0,19.5,21.2,9.7,315.0
0.0,54.0,19.0,43.0,27.0,7.0,7.0,0,25.6,27.4,3.3,0.0
0.6,57.0,11.0,96.0,88.0,7.0,7.0,0,15.8,17.9,0.0,180.0
1.0,50.0,13.0,81.0,63.0,8.0,8.0,0,16.6,18.5,0.0,180.0
14.2,69.0,31.0,91.0,81.0,8.0,8.0,1,19.6,21.2,0.0,22.5
1.0,91.0,67.0,40.0,32.0,1.0,1.0,0,21.0,22.1,11.3,315.0
0.0,44.0,24.0,48.0,47.0,1.0,6.0,0,17.8,21.0,8.4,270.0
0.0,50.0,17.0,55.0,65.0,1.0,3.0,0,14.2,15.4,10.3,247.5
0.0,31.0,9.0,61.0,66.0,1.0,1.0,0,15.2,16.3,10.7,270.0
0.0,43.0,9.0,63.0,45.0,6.0,8.0,0,19.2,19.6,2.4,292.5
2.8,72.0,11.0,79.0,44.0,5.0,7.0,1,20.3,24.5,5.4,315.0
0.0,35.0,24.0,43.0,39.0,1.0,1.0,0,18.2,18.7,10.9,247.5
0.0,39.0,11.0,51.0,56.0,3.0,5.0,0,19.0,20.7,10.0,292.5
0.0,48.0,17.0,52.0,22.0,7.0,3.0,0,22.6,24.2,6.9,270.0
0.0,46.0,30.0,69.0,86.0,7.0,8.0,0,15.5,18.1,1.7,112.5
12.8,46.0,20.0,75.0,62.0,7.0,1.0,1,18.9,19.1,7.6,225.0
0.0,72.0,28.0,40.0,21.0,5.0,2.0,0,21.3,22.1,9.6,292.5
0.0,46.0,24.0,40.0,30.0,4.0,5.0,0,17.5,18.4,11.2,270.0
0.0,35.0,22.0,41.0,46.0,1.0,1.0,0,18.3,22.6,11.0,292.5
0.0,30.0,9.0,51.0,67.0,5.0,8.0,0,17.2,18.2,4.1,270.0
0.0,41.0,19.0,76.0,62.0,3.0,5.0,0,18.7,19.3,9.1,180.0
0.0,57.0,17.0,67.0,75.0,0.0,6.0,0,18.3,22.3,8.2,315.0
2.0,37.0,13.0,67.0,58.0,3.0,1.0,1,18.7,21.1,9.5,315.0
0.2,31.0,17.0,66.0,63.0,7.0,7.0,0,17.2,19.2,1.1,135.0
0.0,37.0,19.0,61.0,57.0,0.0,0.0,0,22.5,23.4,10.7,337.5
0.0,33.0,17.0,46.0,32.0,6.0,8.0,0,22.7,26.8,8.0,315.0
0.0,39.0,9.0,63.0,47.0,1.0,2.0,0,22.4,23.3,10.8,157.5
0.0,69.0,13.0,50.0,48.0,4.0,6.0,0,23.7,28.2,5.5,337.5
0.0,41.0,19.0,30.0,15.0,2.0,6.0,0,27.4,28.2,9.8,292.5
0.0,59.0,22.0,39.0,41.0,6.0,4.0,0,16.0,17.1,9.3,225.0
0.8,31.0,11.0,48.0,40.0,1.0,3.0,0,16.5,17.7,10.7,270.0
0.0,37.0,9.0,64.0,55.0,8.0,8.0,0,17.9,18.6,0.7,315.0
0.0,54.0,19.0,64.0,79.0,7.0,8.0,0,17.0,20.3,0.0,45.0
10.2,56.0,28.0,89.0,75.0,8.0,7.0,1,19.6,20.2,1.2,45.0
13.4,44.0,11.0,84.0,66.0,7.0,7.0,1,20.6,21.7,2.3,67.5
2.4,30.0,6.0,94.0,63.0,6.0,2.0,1,22.3,22.9,7.2,135.0
0.2,31.0,13.0,94.0,69.0,6.0,7.0,0,21.6,22.4,4.9,180.0
0.0,59.0,9.0,82.0,69.0,7.0,7.0,0,18.3,22.4,1.2,292.5
0.0,35.0,7.0,71.0,53.0,6.0,1.0,0,19.3,19.9,9.5,202.5
0.0,31.0,20.0,59.0,55.0,7.0,8.0,0,18.0,19.9,0.0,90.0
0.0,46.0,33.0,41.0,49.0,6.0,4.0,0,20.4,21.7,9.0,135.0
0.8,61.0,26.0,69.0,51.0,7.0,7.0,0,21.2,23.0,6.6,45.0
2.0,57.0,22.0,81.0,53.0,7.0,2.0,1,22.8,23.6,5.9,0.0
0.4,48.0,9.0,75.0,53.0,7.0,5.0,0,25.2,26.2,2.8,315.0
9.4,46.0,24.0,57.0,46.0,1.0,3.0,1,26.7,27.1,10.8,337.5
0.0,72.0,28.0,65.0,66.0,8.0,7.0,0,23.0,25.2,0.2,22.5
1.8,93.0,61.0,28.0,28.0,3.0,3.0,1,15.7,16.4,9.3,292.5
0.0,50.0,37.0,41.0,27.0,0.0,1.0,0,23.2,24.2,12.1,270.0
0.0,39.0,24.0,45.0,25.0,1.0,1.0,0,24.9,25.4,12.3,270.0
5.0,41.0,31.0,83.0,57.0,7.0,7.0,1,16.3,18.7,0.8,180.0
0.0,43.0,9.0,62.0,56.0,3.0,1.0,0,19.8,21.6,10.9,292.5
0.0,46.0,11.0,64.0,57.0,3.0,3.0,0,21.7,23.4,11.0,292.5
0.0,43.0,11.0,63.0,50.0,1.0,4.0,0,24.3,25.4,11.0,22.5
0.0,52.0,15.0,50.0,68.0,2.0,6.0,0,20.8,30.6,6.9,315.0
23.0,67.0,35.0,93.0,79.0,8.0,8.0,1,15.3,16.9,0.0,180.0
12.8,56.0,37.0,93.0,73.0,7.0,7.0,1,17.8,19.0,5.4,202.5
0.2,37.0,15.0,64.0,39.0,1.0,5.0,0,24.0,26.7,12.1,315.0
0.0,52.0,24.0,81.0,84.0,1.0,7.0,0,18.6,20.0,9.6,180.0
5.2,33.0,22.0,70.0,56.0,7.0,3.0,1,19.7,20.6,8.9,135.0
0.0,35.0,9.0,78.0,60.0,8.0,8.0,0,20.0,22.1,1.8,247.5
0.0,65.0,13.0,69.0,59.0,3.0,6.0,0,25.3,26.3,9.9,0.0
0.0,65.0,26.0,76.0,61.0,7.0,2.0,0,24.9,26.9,5.5,22.5
0.0,52.0,41.0,83.0,82.0,7.0,7.0,0,18.1,18.5,0.1,180.0
38.6,67.0,28.0,82.0,69.0,4.0,7.0,1,16.4,18.0,1.7,270.0
0.0,43.0,15.0,59.0,52.0,1.0,2.0,0,20.8,22.6,11.9,292.5
1.4,56.0,26.0,80.0,72.0,8.0,7.0,1,16.7,17.8,2.8,202.5
36.2,48.0,31.0,56.0,55.0,7.0,7.0,1,16.9,18.2,2.7,157.5
5.2,46.0,22.0,89.0,84.0,8.0,7.0,1,16.1,18.7,2.5,157.5
6.4,41.0,9.0,69.0,55.0,1.0,1.0,1,21.5,23.6,10.9,315.0
0.0,76.0,13.0,58.0,44.0,3.0,7.0,0,24.9,27.9,7.9,22.5
28.4,41.0,28.0,82.0,82.0,7.0,7.0,1,20.1,22.7,7.0,135.0
0.0,52.0,13.0,73.0,56.0,5.0,6.0,0,26.9,27.9,6.0,315.0
11.6,37.0,17.0,68.0,37.0,6.0,3.0,1,28.0,29.6,9.3,180.0
0.0,54.0,9.0,58.0,45.0,2.0,2.0,0,27.5,29.2,12.6,292.5
0.0,57.0,11.0,54.0,51.0,3.0,3.0,0,29.7,32.3,10.3,0.0
0.0,54.0,13.0,56.0,53.0,3.0,6.0,0,28.2,32.5,10.2,22.5
0.2,39.0,24.0,87.0,96.0,7.0,8.0,0,19.1,21.7,0.0,180.0
18.6,41.0,24.0,87.0,76.0,7.0,3.0,1,20.5,21.2,7.9,202.5
0.8,33.0,20.0,85.0,62.0,7.0,5.0,0,20.2,22.1,4.2,180.0
0.0,44.0,15.0,60.0,51.0,7.0,6.0,0,24.7,25.3,8.8,0.0
0.0,74.0,46.0,76.0,70.0,7.0,7.0,0,17.5,18.3,0.4,180.0
0.0,35.0,13.0,65.0,50.0,1.0,1.0,0,21.6,21.9,13.3,180.0
0.0,43.0,22.0,56.0,47.0,3.0,4.0,0,23.7,24.7,12.8,22.5
0.0,48.0,11.0,79.0,50.0,6.0,1.0,0,23.9,25.8,11.4,135.0
0.0,57.0,33.0,57.0,44.0,7.0,4.0,0,25.8,26.8,11.1,22.5
0.0,61.0,20.0,57.0,52.0,1.0,1.0,0,25.6,26.8,12.6,22.5
0.0,54.0,9.0,57.0,47.0,1.0,1.0,0,27.8,28.2,12.1,45.0
0.0,37.0,9.0,55.0,61.0,6.0,7.0,0,24.3,25.9,9.0,45.0
0.0,74.0,9.0,69.0,51.0,1.0,2.0,0,26.7,28.3,10.8,315.0
0.0,35.0,15.0,65.0,51.0,7.0,8.0,0,25.6,25.8,0.0,22.5
4.6,56.0,31.0,92.0,88.0,7.0,7.0,1,19.0,19.6,0.0,202.5
4.6,48.0,30.0,98.0,97.0,8.0,8.0,1,18.4,22.2,0.9,180.0
26.4,44.0,30.0,95.0,82.0,8.0,8.0,1,20.8,21.5,0.0,67.5
29.6,50.0,22.0,85.0,66.0,7.0,7.0,1,25.4,26.1,5.4,45.0
0.0,48.0,24.0,67.0,68.0,2.0,5.0,0,24.5,25.7,8.7,22.5
0.0,47.2342799188641,13.0,73.0,68.0,8.0,7.0,0,24.6,24.7,1.6,0.0
0.2,35.0,9.0,87.0,60.0,7.0,6.0,0,25.1,25.3,8.0,202.5
4.0,39.0,13.0,73.0,62.0,5.0,5.0,1,25.9,26.6,11.4,112.5
0.8,50.0,22.0,70.0,60.0,5.0,5.0,0,26.1,27.5,13.2,67.5
0.0,74.0,26.0,63.0,65.0,4.0,5.0,0,26.3,27.8,12.2,45.0
0.0,57.0,19.0,79.0,51.0,7.0,7.0,0,31.6,32.8,2.6,22.5
0.6,50.0,22.0,80.0,58.0,7.0,7.0,0,27.4,29.6,4.3,247.5
0.4,50.0,22.0,44.0,46.0,1.0,4.0,0,25.8,29.2,13.4,247.5
0.0,52.0,9.0,37.0,22.0,1.0,3.0,0,31.5,32.0,13.3,0.0
0.0,48.0,19.0,70.0,60.0,1.0,1.0,0,24.0,24.8,12.8,202.5
0.0,37.0,22.0,80.0,78.0,6.0,7.0,0,22.5,23.5,11.6,180.0
0.0,47.2342799188641,11.0,82.0,56.0,3.0,3.0,0,26.9,28.4,10.7,180.0
0.0,47.2342799188641,22.0,85.0,86.0,3.0,7.0,0,21.6,23.6,3.9,180.0
4.8,48.0,11.0,78.0,59.0,8.0,7.0,1,24.7,27.7,3.8,180.0
0.0,69.0,30.0,47.0,31.0,7.0,7.0,0,26.1,27.2,4.1,337.5
0.0,69.0,9.0,65.0,36.0,6.0,4.0,0,26.5,28.3,5.0,315.0
4.8,76.0,39.0,36.0,33.0,1.0,2.0,1,21.6,22.1,11.6,270.0
0.0,59.0,24.0,31.0,20.0,1.0,1.0,0,27.9,28.8,13.5,315.0
0.0,44.0,28.0,68.0,76.0,6.0,7.0,0,21.3,23.8,12.7,135.0
0.0,61.0,13.0,59.0,39.0,7.0,7.0,0,30.2,31.3,7.5,315.0
0.0,50.0,24.0,61.0,42.0,7.0,1.0,0,23.2,23.4,8.0,135.0
0.0,54.0,15.0,56.0,52.0,1.0,1.0,0,26.5,28.1,12.5,0.0
0.4,80.0,22.0,86.0,48.0,7.0,4.0,0,29.5,32.2,3.5,292.5
31.0,61.0,17.0,93.0,83.0,8.0,8.0,1,18.4,20.0,0.3,202.5
2.6,44.0,17.0,46.0,48.0,3.0,7.0,1,20.4,22.8,2.5,135.0
0.0,52.0,15.0,57.0,48.0,1.0,1.0,0,25.9,27.7,12.7,0.0
0.0,39.0,19.0,75.0,54.0,1.0,1.0,0,26.5,27.0,13.1,157.5
0.0,57.0,11.0,76.0,53.0,2.0,1.0,0,28.9,29.5,11.7,270.0
0.0,56.0,11.0,60.0,45.0,0.0,1.0,0,29.8,33.3,10.8,0.0
0.0,61.0,13.0,77.0,83.0,1.0,5.0,0,22.9,25.4,8.6,180.0
2.4,52.0,26.0,87.0,88.0,8.0,8.0,1,18.7,21.2,0.1,202.5
3.0,48.0,28.0,78.0,65.0,7.0,7.0,1,20.9,21.4,1.9,202.5
0.0,39.0,9.0,67.0,53.0,8.0,6.0,0,23.3,23.9,7.2,180.0
0.0,44.0,35.0,79.0,75.0,6.0,6.0,0,22.8,23.3,12.3,180.0
2.8,44.0,22.0,96.0,76.0,7.0,6.0,1,24.8,26.2,4.8,180.0
5.6,46.0,19.0,66.0,53.0,4.0,3.0,1,27.1,27.8,10.3,45.0
11.4,41.0,26.0,82.0,62.0,8.0,6.0,1,27.2,27.7,7.5,45.0
5.0,48.0,28.0,74.0,60.0,4.0,7.0,1,26.7,26.9,6.6,67.5
3.4,59.0,26.0,70.0,70.0,7.0,7.0,1,25.8,26.8,0.8,67.5
1.8,65.0,22.0,76.0,65.0,7.0,7.0,1,27.8,29.2,5.6,22.5
0.0,48.0,28.0,74.0,79.0,7.0,7.0,0,24.7,27.4,1.9,45.0
0.0,65.0,26.0,55.0,50.0,6.0,5.0,0,28.7,29.9,9.8,0.0
0.2,41.0,7.0,80.0,60.0,8.0,7.0,0,29.6,30.5,1.6,270.0
0.0,35.0,24.0,88.0,69.0,7.0,1.0,0,27.8,28.8,7.9,180.0
0.0,57.0,13.0,59.0,85.0,1.0,7.0,0,22.7,29.9,9.6,0.0
0.0,37.0,20.0,75.0,59.0,6.0,6.0,0,24.3,25.8,7.3,180.0
0.4,46.0,24.0,85.0,70.0,7.0,7.0,0,24.2,25.6,3.6,202.5
0.0,46.0,24.0,59.0,52.0,5.0,2.0,0,26.8,27.9,12.3,90.0
2.2,48.0,9.0,58.0,46.0,3.0,3.0,1,28.4,29.1,12.4,22.5
0.0,39.0,22.0,59.0,35.0,4.0,3.0,0,28.4,30.0,11.7,45.0
0.0,61.0,26.0,51.0,42.0,5.0,2.0,0,29.5,30.1,10.2,0.0
0.0,72.0,17.0,51.0,30.0,4.0,7.0,0,33.5,36.7,7.5,0.0
0.0,56.0,13.0,74.0,58.0,7.0,4.0,0,28.5,29.6,10.2,202.5
0.0,59.0,7.0,76.0,85.0,6.0,4.0,0,26.0,31.4,9.3,292.5
0.0,47.2342799188641,20.0,84.0,66.0,7.0,3.0,0,28.4,29.4,6.3,180.0
0.0,47.2342799188641,30.0,77.0,68.0,7.0,5.0,0,23.4,24.6,4.3,180.0
0.0,44.0,15.0,60.0,45.0,7.0,2.0,0,24.9,26.0,8.2,45.0
0.0,54.0,20.0,72.0,44.0,0.0,0.0,0,29.9,30.5,12.8,0.0
0.0,44.0,13.0,53.0,32.0,0.0,0.0,0,34.7,35.6,12.8,292.5
0.0,44.0,9.0,60.0,29.0,0.0,1.0,0,38.0,40.8,12.3,315.0
0.0,44.0,19.0,71.0,61.0,1.0,1.0,0,29.8,32.0,11.0,180.0
0.0,61.0,17.0,87.0,66.0,8.0,6.0,0,30.8,36.7,5.7,157.5
0.0,48.0,13.0,63.0,61.0,5.0,3.0,0,30.4,33.2,6.8,0.0
0.0,59.0,13.0,48.0,19.0,6.0,1.0,0,41.1,42.2,12.4,315.0
0.0,83.0,13.0,49.0,84.0,7.0,7.0,0,20.5,35.0,2.6,270.0
0.6,46.0,24.0,65.0,60.0,8.0,8.0,0,21.1,21.8,0.0,225.0
0.0,30.0,9.0,72.0,50.0,7.0,7.0,0,23.7,24.8,3.9,225.0
0.8,41.0,24.0,73.0,59.0,5.0,7.0,0,24.0,25.4,6.0,180.0
0.0,46.0,6.0,68.0,58.0,7.0,4.0,0,26.6,27.0,4.7,270.0
0.0,54.0,13.0,59.0,39.0,2.0,6.0,0,33.3,33.9,8.0,22.5
1.0,61.0,46.0,91.0,77.0,7.0,8.0,0,22.0,22.5,0.0,180.0
10.4,59.0,20.0,84.0,88.0,8.0,8.0,1,21.0,22.3,0.0,202.5
0.0,46.0,28.0,58.0,54.0,8.0,8.0,0,23.3,23.8,0.1,135.0
0.6,35.0,9.0,86.0,52.0,7.0,6.0,0,24.2,25.5,3.0,225.0
0.0,35.0,9.0,77.0,56.0,8.0,7.0,0,27.5,27.6,3.9,270.0
0.0,41.0,15.0,71.0,59.0,7.0,5.0,0,28.9,30.2,8.3,337.5
0.0,52.0,24.0,87.0,79.0,7.0,4.0,0,24.9,26.1,3.8,180.0
0.0,48.0,19.0,73.0,56.0,7.0,7.0,0,30.9,32.5,7.8,0.0
0.0,33.0,9.0,83.0,69.0,7.0,7.0,0,27.9,32.1,9.5,202.5
0.2,61.0,19.0,81.0,60.0,7.0,6.0,0,24.0,25.1,4.3,135.0
0.0,56.0,26.0,58.0,68.0,7.0,7.0,0,19.3,20.6,3.2,180.0
0.4,41.0,13.0,73.0,56.0,7.0,5.0,0,22.8,23.5,7.3,225.0
0.0,41.0,13.0,62.0,42.0,2.0,1.0,0,26.7,27.7,12.0,292.5
0.0,35.0,9.0,63.0,39.0,5.0,6.0,0,28.8,29.5,7.6,315.0
0.0,47.2342799188641,7.0,79.0,52.0,4.0,1.0,0,28.2,29.6,11.1,157.5
0.0,50.0,19.0,69.0,44.0,7.0,7.0,0,29.3,32.2,1.4,292.5
0.4,44.0,19.0,77.0,58.0,5.0,6.0,0,27.0,29.0,2.4,22.5
0.6,63.0,17.0,51.0,37.0,6.0,7.0,0,32.7,34.4,1.9,337.5
0.0,43.0,17.0,56.0,57.0,8.0,8.0,0,21.3,22.9,0.0,112.5
0.0,46.0,15.0,70.0,34.0,2.0,6.0,0,27.8,31.7,10.5,292.5
0.0,52.0,11.0,62.0,54.0,5.0,2.0,0,26.8,28.1,9.4,315.0
0.8,50.0,33.0,57.0,50.0,7.0,7.0,0,21.0,21.9,0.6,157.5
0.2,41.0,20.0,42.0,43.0,2.0,7.0,0,21.2,22.4,2.9,135.0
0.0,39.0,15.0,51.0,48.0,4.0,2.0,0,23.5,24.8,10.1,90.0
0.0,54.0,11.0,64.0,47.0,1.0,1.0,0,27.9,28.1,10.4,315.0
0.0,31.0,13.0,68.0,32.0,7.0,7.0,0,30.8,32.1,2.3,315.0
0.0,57.0,9.0,58.0,55.0,7.0,7.0,0,27.2,29.2,0.0,292.5
0.0,33.0,17.0,91.0,82.0,7.0,7.0,0,23.5,25.7,1.8,202.5
1.6,37.0,4.0,86.0,59.0,2.0,3.0,1,27.2,28.2,9.8,315.0
0.0,50.0,11.0,69.0,53.0,1.0,1.0,0,29.6,29.8,10.7,292.5
0.0,67.0,13.0,62.0,86.0,2.0,8.0,0,21.5,27.2,3.2,315.0
0.2,37.0,17.0,80.0,73.0,6.0,5.0,0,22.8,23.4,3.4,225.0
0.4,44.0,13.0,73.0,78.0,2.0,6.0,0,23.9,26.2,7.7,337.5
1.2,41.0,30.0,86.0,82.0,7.0,4.0,1,23.1,24.4,5.9,180.0
0.6,48.0,30.0,86.0,70.0,8.0,7.0,0,22.8,23.6,0.9,202.5
14.4,50.0,20.0,84.0,91.0,7.0,8.0,1,21.3,23.4,0.9,112.5
106.0,54.0,20.0,95.0,71.0,8.0,6.0,1,23.2,24.9,3.3,112.5
18.6,52.0,22.0,97.0,78.0,8.0,7.0,1,25.4,26.8,2.6,90.0
17.6,30.0,13.0,87.0,63.0,8.0,4.0,1,27.5,29.7,10.2,315.0
6.4,47.2342799188641,17.0,72.0,38.0,1.0,5.0,1,29.8,31.5,11.0,292.5
0.0,61.0,24.0,43.0,31.0,1.0,5.0,0,26.5,28.0,10.8,337.5
0.0,50.0,33.0,49.0,52.0,1.0,6.0,0,24.2,25.5,8.0,270.0
0.0,61.0,41.0,72.0,68.0,7.0,7.0,0,19.6,19.9,0.4,202.5
1.8,52.0,20.0,81.0,85.0,5.0,7.0,1,18.4,20.3,2.5,225.0
5.2,30.0,9.0,84.0,73.0,6.0,6.0,1,21.6,23.1,3.2,315.0
6.2,44.0,6.0,89.0,49.0,7.0,4.0,1,26.3,26.7,8.3,0.0
0.0,43.0,17.0,70.0,45.0,1.0,7.0,0,26.8,28.8,9.2,315.0
1.6,48.0,33.0,83.0,74.0,7.0,7.0,1,19.7,21.2,0.5,180.0
1.0,41.0,19.0,80.0,68.0,1.0,7.0,0,19.8,20.5,8.8,247.5
0.0,35.0,13.0,77.0,70.0,8.0,8.0,0,19.0,19.8,0.5,315.0
0.2,50.0,9.0,88.0,69.0,8.0,7.0,0,18.3,18.5,0.0,270.0
0.4,48.0,17.0,69.0,61.0,4.0,4.0,0,19.1,19.3,9.1,247.5
0.0,56.0,37.0,63.0,62.0,2.0,7.0,0,17.1,17.6,7.4,202.5
0.0,43.0,13.0,62.0,58.0,6.0,7.0,0,16.8,17.5,8.7,270.0
0.0,31.0,19.0,62.0,36.0,1.0,5.0,0,20.5,21.3,10.0,292.5
0.0,37.0,13.0,61.0,30.0,3.0,3.0,0,20.5,21.8,10.1,315.0
0.0,63.0,43.0,64.0,70.0,3.0,6.0,0,15.7,16.4,6.9,202.5
3.6,50.0,35.0,65.0,54.0,3.0,1.0,1,15.9,16.4,9.1,225.0
0.0,59.0,13.0,59.0,34.0,6.0,5.0,0,14.6,17.1,3.9,315.0
0.0,46.0,30.0,50.0,28.0,1.0,1.0,0,16.1,17.0,10.2,270.0
0.0,56.0,17.0,54.0,31.0,2.0,3.0,0,21.0,21.4,9.3,292.5
0.0,61.0,28.0,48.0,30.0,1.0,6.0,0,15.9,16.1,10.0,270.0
0.0,33.0,17.0,49.0,29.0,1.0,1.0,0,19.3,19.4,9.8,270.0
0.0,30.0,13.0,53.0,34.0,0.0,0.0,0,18.8,19.3,10.2,315.0
0.0,33.0,13.0,59.0,67.0,1.0,3.0,0,16.9,17.5,9.9,315.0
0.0,20.0,13.0,61.0,58.0,1.0,2.0,0,18.6,19.4,9.3,315.0
1.2,30.0,15.0,76.0,64.0,7.0,5.0,1,19.9,21.6,6.8,315.0
0.0,24.0,13.0,75.0,57.0,0.0,2.0,0,21.7,22.7,9.4,337.5
0.0,26.0,15.0,60.0,49.0,2.0,1.0,0,22.6,24.1,9.9,315.0
0.0,35.0,15.0,71.0,48.0,7.0,7.0,0,21.6,23.0,7.3,315.0
0.8,59.0,22.0,73.0,28.0,5.0,3.0,0,22.8,24.2,7.6,337.5
0.0,44.0,17.0,53.0,92.0,5.0,8.0,0,14.2,18.8,3.9,315.0
8.8,83.0,52.0,76.0,79.0,7.0,7.0,1,13.4,14.3,1.8,225.0
9.2,46.0,22.0,63.0,65.0,6.0,2.0,1,16.7,17.2,4.1,247.5
0.0,41.0,19.0,58.0,64.0,1.0,6.0,0,15.5,17.6,7.2,292.5
0.0,54.0,11.0,62.0,72.0,2.0,7.0,0,16.3,16.8,3.1,315.0
0.0,46.0,13.0,81.0,78.0,7.0,7.0,0,16.3,16.4,0.0,292.5
22.4,63.0,44.0,83.0,92.0,8.0,8.0,1,13.2,18.8,0.0,180.0
49.6,65.0,31.0,91.0,61.0,8.0,8.0,1,19.7,20.0,0.7,135.0
7.8,56.0,30.0,65.0,68.0,7.0,7.0,1,18.3,19.9,0.7,135.0
0.6,43.0,13.0,82.0,82.0,3.0,5.0,0,17.0,19.0,7.6,180.0
0.0,28.0,15.0,74.0,46.0,3.0,5.0,0,20.3,20.6,8.8,292.5
0.0,41.0,15.0,65.0,61.0,7.0,8.0,0,17.7,19.7,2.5,315.0
0.8,37.0,17.0,57.0,38.0,1.0,3.0,0,17.6,18.2,9.2,270.0
0.0,54.0,13.0,51.0,67.0,1.0,6.0,0,14.2,17.5,7.4,292.5
0.0,48.0,20.0,60.0,35.0,7.0,5.0,0,14.5,15.3,7.3,315.0
0.0,69.0,24.0,44.0,32.0,0.0,1.0,0,12.8,14.3,9.9,315.0
0.0,52.0,30.0,50.0,39.0,1.0,3.0,0,16.2,17.2,9.9,292.5
0.0,63.0,30.0,53.0,79.0,2.0,7.0,0,12.5,15.6,4.6,270.0
5.6,63.0,37.0,85.0,91.0,3.0,7.0,1,13.0,15.7,6.1,202.5
10.4,67.0,41.0,99.0,72.0,7.0,7.0,1,15.2,15.5,0.3,157.5
5.8,56.0,26.0,96.0,79.0,7.0,7.0,1,14.9,16.9,0.0,180.0
2.2,70.0,39.0,79.0,71.0,8.0,7.0,1,16.1,17.3,0.3,135.0
6.6,69.0,41.0,87.0,61.0,7.0,7.0,1,17.4,18.0,0.2,135.0
4.8,52.0,35.0,72.0,74.0,7.0,7.0,1,15.3,16.6,1.3,157.5
0.0,74.0,9.0,73.0,39.0,1.0,2.0,0,16.4,19.1,9.5,292.5
0.0,52.0,17.0,54.0,40.0,1.0,1.0,0,17.5,18.0,9.8,270.0
0.0,35.0,13.0,64.0,40.0,1.0,1.0,0,18.2,18.8,9.7,315.0
0.0,41.0,22.0,57.0,34.0,0.0,1.0,0,19.6,20.3,9.7,315.0
0.0,83.0,35.0,52.0,41.0,6.0,7.0,0,17.3,21.6,6.8,0.0
0.0,57.0,20.0,45.0,32.0,2.0,3.0,0,15.1,16.4,9.2,315.0
0.0,50.0,17.0,53.0,40.0,1.0,1.0,0,18.8,19.5,9.4,292.5
0.0,30.0,11.0,62.0,40.0,1.0,1.0,0,18.0,18.7,9.8,315.0
0.0,20.0,13.0,68.0,49.0,1.0,4.0,0,18.8,19.4,9.5,337.5
0.0,31.0,17.0,77.0,31.0,1.0,3.0,0,20.4,20.5,9.7,315.0
0.0,35.0,13.0,54.0,71.0,1.0,2.0,0,16.5,18.1,9.6,292.5
0.0,50.0,9.0,73.0,67.0,5.0,5.0,0,15.8,16.9,0.7,270.0
1.4,44.0,24.0,71.0,90.0,6.0,7.0,1,14.5,18.0,2.6,180.0
2.0,39.0,11.0,78.0,51.0,7.0,7.0,1,16.0,16.8,0.7,292.5
2.2,44.0,20.0,86.0,72.0,6.0,6.0,1,15.4,15.5,1.9,225.0
4.6,26.0,9.0,84.0,54.0,3.0,2.0,1,18.4,19.0,9.6,292.5
0.0,41.0,17.0,78.0,39.0,3.0,1.0,0,19.9,20.8,8.1,315.0
0.0,56.0,24.0,48.0,46.0,1.0,5.0,0,20.2,21.2,6.9,337.5
0.0,74.0,44.0,32.0,26.0,1.0,1.0,0,17.6,17.9,9.8,292.5
0.0,69.0,19.0,40.0,28.0,1.0,2.0,0,17.4,18.3,9.4,315.0
0.0,76.0,57.0,43.0,31.0,1.0,3.0,0,16.1,17.0,10.0,292.5
0.0,57.0,19.0,54.0,29.0,0.0,0.0,0,17.4,18.0,9.9,315.0
0.0,54.0,30.0,47.0,34.0,1.0,1.0,0,16.4,17.0,10.0,292.5
0.0,70.0,31.0,41.0,25.0,1.0,1.0,0,16.7,17.2,10.0,292.5
0.0,41.0,19.0,41.0,31.0,0.0,1.0,0,16.2,17.3,10.0,270.0
0.0,52.0,15.0,56.0,26.0,0.0,1.0,0,19.1,19.1,9.4,292.5
0.0,48.0,20.0,47.0,47.0,6.0,7.0,0,12.6,13.6,0.0,247.5
0.0,48.0,30.0,55.0,48.0,1.0,2.0,0,13.2,13.4,9.9,247.5
0.6,50.0,20.0,67.0,83.0,7.0,7.0,0,12.7,12.8,0.6,292.5
4.6,31.0,9.0,96.0,57.0,8.0,7.0,1,15.3,16.4,4.4,247.5
1.8,24.0,7.0,93.0,72.0,6.0,6.0,1,15.9,16.5,0.7,292.5
0.0,39.0,17.0,82.0,46.0,5.0,5.0,0,18.4,19.3,7.0,292.5
0.0,69.0,20.0,63.0,71.0,3.0,7.0,0,10.3,15.2,5.1,292.5
