MinTemp,Rainfall,WindGustDir,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,Pressure3pm,Sunshine,WindSpeed3pm,Pressure9am
15.5,0.0,90.0,46.0,63.0,46.0,1.0,3.0,22.1,0,1017.5,10.1,26.0,1020.0
16.7,0.4,112.5,41.0,88.0,86.0,7.0,8.0,19.5,0,1017.5,0.0,13.0,1020.3
18.8,3.0,90.0,48.0,68.0,53.0,7.0,3.0,22.0,1,1015.9,6.3,33.0,1019.4
17.2,0.0,90.0,50.0,73.0,63.0,7.0,3.0,23.3,0,1015.3,9.9,33.0,1018.1
19.6,0.0,112.5,37.0,77.0,70.0,7.0,7.0,22.9,0,1014.2,0.4,20.0,1017.7
17.4,0.0,67.5,31.0,82.0,70.0,3.0,2.0,22.8,0,1012.5,9.8,20.0,1015.8
16.0,0.2,45.0,30.0,82.0,57.0,1.0,1.0,22.4,0,1014.4,9.5,20.0,1017.0
20.0,0.0,45.0,33.0,76.0,65.0,7.0,5.0,23.1,0,1017.3,6.4,22.0,1019.7
19.2,0.0,202.5,46.0,45.0,42.0,7.0,7.0,19.7,0,1019.0,1.6,33.0,1021.5
15.6,0.4,180.0,44.0,30.0,13.0,3.0,5.0,18.7,0,1018.2,9.9,20.0,1022.4
11.0,0.0,112.5,41.0,38.0,44.0,1.0,2.0,18.8,0,1019.5,10.3,28.0,1022.9
14.1,0.0,90.0,54.0,53.0,55.0,1.0,7.0,22.2,0,1019.2,7.0,33.0,1021.8
14.7,0.0,90.0,52.0,59.0,48.0,4.0,3.0,21.1,0,1019.2,8.3,31.0,1022.3
16.7,0.0,112.5,48.0,58.0,47.0,1.0,3.0,23.1,0,1018.2,10.1,31.0,1021.4
18.2,0.0,67.5,37.0,56.0,59.0,6.0,4.0,22.1,0,1015.7,8.5,30.0,1019.8
13.4,0.0,67.5,30.0,61.0,46.0,1.0,1.0,21.7,0,1011.8,10.2,15.0,1016.8
11.8,0.0,90.0,39.0,61.0,52.0,1.0,1.0,21.1,0,1013.5,10.7,31.0,1016.9
11.1,0.0,45.0,37.0,60.0,46.0,3.0,2.0,20.6,0,1015.0,10.0,28.0,1017.9
13.8,0.0,67.5,37.0,61.0,69.0,6.0,7.0,21.5,0,1015.4,3.7,28.0,1018.1
18.0,0.2,45.0,31.0,72.0,43.0,6.0,5.0,22.3,0,1015.9,6.9,15.0,1019.1
13.5,0.0,45.0,30.0,78.0,40.0,1.0,1.0,21.4,0,1015.8,9.8,17.0,1020.3
12.0,0.0,45.0,31.0,73.0,39.0,1.0,1.0,20.9,0,1016.7,11.2,20.0,1020.5
11.5,0.0,22.5,30.0,68.0,44.0,1.0,1.0,20.9,0,1016.4,10.5,19.0,1020.1
11.0,0.0,22.5,30.0,70.0,43.0,1.0,1.0,21.3,0,1014.2,10.7,19.0,1019.0
10.7,0.0,337.5,30.0,71.0,36.0,0.0,0.0,20.2,0,1012.2,10.4,19.0,1017.2
8.7,0.0,67.5,41.0,54.0,49.0,0.0,0.0,21.3,0,1014.1,11.0,33.0,1016.8
11.5,0.0,45.0,35.0,58.0,49.0,1.0,1.0,21.0,0,1016.1,10.9,24.0,1018.3
11.0,0.0,67.5,30.0,69.0,55.0,1.0,1.0,21.2,0,1015.8,9.7,20.0,1018.8
13.2,0.0,67.5,33.0,74.0,41.0,1.0,1.0,22.5,0,1014.1,10.3,22.0,1017.8
13.5,0.0,0.0,31.0,73.0,46.0,1.0,1.0,23.2,0,1014.1,10.9,15.0,1017.6
13.6,0.0,22.5,28.0,67.0,50.0,1.0,1.0,23.6,0,1014.2,10.6,15.0,1017.5
15.0,0.0,45.0,26.0,69.0,56.0,1.0,1.0,23.3,0,1014.3,10.4,17.0,1017.4
17.6,0.0,45.0,33.0,72.0,64.0,4.0,2.0,24.3,0,1015.9,10.8,24.0,1019.0
20.2,0.0,45.0,28.0,74.0,62.0,2.0,1.0,24.6,0,1015.2,10.3,17.0,1018.7
19.4,0.0,45.0,30.0,75.0,62.0,6.0,1.0,23.6,0,1014.7,9.9,20.0,1018.4
16.4,0.0,45.0,30.0,68.0,55.0,3.0,1.0,24.7,0,1012.8,10.5,17.0,1018.0
15.9,0.0,180.0,30.0,69.0,27.0,7.0,7.0,24.2,0,1010.7,10.5,15.0,1015.6
14.4,0.0,67.5,44.0,77.0,58.0,6.0,3.0,21.0,0,1012.9,9.8,31.0,1016.0
15.5,0.0,67.5,43.0,71.0,53.0,2.0,1.0,20.9,0,1014.2,9.8,26.0,1017.6
14.8,0.0,45.0,39.0,57.0,44.0,7.0,1.0,22.4,0,1017.1,11.2,30.0,1019.9
12.5,0.0,45.0,35.0,56.0,45.0,5.0,5.0,22.9,0,1018.1,10.8,26.0,1021.9
11.1,0.0,67.5,37.0,50.0,41.0,1.0,1.0,22.9,0,1019.8,10.7,26.0,1022.5
14.4,0.0,67.5,48.0,53.0,52.0,1.0,3.0,22.2,0,1018.7,10.8,35.0,1022.1
15.1,0.0,67.5,43.0,58.0,54.0,1.0,1.0,23.8,0,1018.1,10.6,33.0,1021.7
15.5,0.0,67.5,39.0,62.0,48.0,1.0,1.0,23.4,0,1017.2,11.3,28.0,1021.1
14.5,0.0,67.5,37.0,62.0,60.0,1.0,2.0,23.3,0,1016.7,10.9,28.0,1020.8
15.8,0.0,67.5,46.0,51.0,49.0,1.0,1.0,24.2,0,1017.4,11.2,35.0,1021.3
16.4,0.0,45.0,37.0,56.0,53.0,1.0,1.0,24.2,0,1018.1,10.8,30.0,1022.1
15.2,0.0,90.0,43.0,54.0,48.0,1.0,1.0,24.2,0,1019.6,11.1,28.0,1022.9
14.8,0.0,90.0,50.0,62.0,57.0,3.0,1.0,24.1,0,1020.9,9.9,30.0,1024.6
17.8,0.0,90.0,59.0,47.0,41.0,2.0,3.0,24.4,0,1021.3,10.2,39.0,1024.3
19.0,0.0,90.0,61.0,60.0,47.0,6.0,2.0,21.8,0,1021.2,8.3,39.0,1024.5
18.5,0.0,112.5,54.0,44.0,45.0,1.0,3.0,24.0,0,1020.7,10.3,35.0,1024.3
19.2,0.0,90.0,59.0,51.0,40.0,7.0,2.0,23.1,0,1021.1,8.0,33.0,1024.0
17.6,0.0,135.0,54.0,52.0,43.0,7.0,3.0,23.6,0,1020.6,9.5,35.0,1023.5
15.0,0.0,90.0,43.0,53.0,59.0,6.0,7.0,23.5,0,1018.7,2.7,35.0,1022.4
14.6,0.0,67.5,39.0,58.0,63.0,1.0,1.0,23.8,0,1015.4,10.5,31.0,1020.4
19.1,0.0,22.5,33.0,62.0,41.0,3.0,1.0,25.1,0,1012.3,10.3,24.0,1017.2
18.9,0.0,67.5,33.0,68.0,52.0,3.0,1.0,25.7,0,1012.5,10.5,17.0,1016.8
18.9,0.2,0.0,30.0,70.0,32.0,1.0,1.0,25.1,0,1013.2,10.0,20.0,1017.5
15.8,0.0,45.0,35.0,71.0,46.0,1.0,0.0,24.8,0,1012.8,10.7,17.0,1016.9
18.2,0.0,67.5,35.0,57.0,54.0,3.0,1.0,26.3,0,1013.1,10.9,22.0,1017.0
16.9,0.0,67.5,35.0,58.0,54.0,3.0,1.0,26.0,0,1012.8,11.1,19.0,1016.8
15.4,0.0,45.0,33.0,61.0,55.0,3.0,1.0,26.1,0,1010.2,10.8,20.0,1014.7
21.6,0.0,0.0,35.0,67.0,52.0,5.0,1.0,25.1,0,1008.5,10.3,26.0,1013.1
20.3,0.0,337.5,31.0,69.0,58.0,5.0,1.0,25.4,0,1008.3,10.4,20.0,1012.9
21.6,0.0,0.0,30.0,71.0,54.0,3.0,1.0,25.8,0,1009.2,9.9,20.0,1013.6
18.1,0.0,45.0,30.0,67.0,24.0,2.0,1.0,26.3,0,1009.9,9.8,17.0,1014.3
17.4,0.0,45.0,31.0,31.0,56.0,1.0,1.0,26.7,0,1008.7,10.2,15.0,1012.8
18.1,0.0,45.0,35.0,61.0,47.0,4.0,1.0,26.9,0,1009.8,10.3,26.0,1013.7
21.5,0.4,22.5,39.0,68.0,55.0,4.0,1.0,26.9,0,1012.7,10.6,20.0,1015.7
21.6,0.0,22.5,39.0,58.0,47.0,3.0,1.0,27.3,0,1013.2,9.6,26.0,1016.9
20.3,0.0,0.0,35.0,67.0,50.0,5.0,0.0,25.1,0,1013.5,10.6,19.0,1016.5
15.2,0.0,315.0,37.0,69.0,54.0,5.0,0.0,24.6,0,1012.7,9.9,19.0,1017.7
19.2,0.0,0.0,41.0,62.0,52.0,3.0,1.0,26.8,0,1012.8,10.3,15.0,1016.4
21.5,0.0,67.5,31.0,61.0,53.0,3.0,1.0,27.0,0,1011.8,10.8,24.0,1016.9
22.2,0.0,45.0,41.0,56.0,46.0,4.0,1.0,27.2,0,1012.1,10.9,20.0,1015.5
20.4,0.0,67.5,41.0,59.0,54.0,4.0,2.0,27.1,0,1014.6,10.9,33.0,1016.9
23.7,0.0,90.0,37.0,57.0,53.0,1.0,1.0,26.7,0,1015.1,10.8,26.0,1018.7
22.8,0.0,45.0,39.0,59.0,58.0,2.0,1.0,27.9,0,1013.1,10.0,31.0,1017.2
23.4,0.0,22.5,33.0,62.0,54.0,4.0,2.0,26.7,0,1010.6,8.1,15.0,1014.8
21.1,0.0,67.5,39.0,63.0,58.0,6.0,4.0,27.1,0,1012.4,10.1,31.0,1015.3
23.2,0.0,45.0,41.0,62.0,55.0,2.0,2.0,26.9,0,1013.5,9.4,30.0,1017.3
21.2,0.0,67.5,35.0,52.0,50.0,3.0,1.0,25.9,0,1012.1,10.1,24.0,1016.4
19.3,0.0,45.0,33.0,54.0,50.0,1.0,1.0,26.2,0,1010.3,11.2,17.0,1013.8
17.2,0.0,67.5,31.0,53.0,15.0,0.0,1.0,27.9,0,1009.0,11.2,19.0,1012.2
17.2,0.0,67.5,52.0,59.0,59.0,1.0,2.0,27.1,0,1014.5,10.5,35.0,1016.5
22.6,0.0,90.0,41.0,47.0,39.0,1.0,1.0,27.3,0,1015.1,11.1,33.0,1019.5
18.1,0.0,45.0,37.0,49.0,38.0,2.0,1.0,26.6,0,1012.6,11.7,26.0,1016.9
18.4,0.0,67.5,39.0,41.0,42.0,1.0,1.0,27.7,0,1012.5,11.4,28.0,1015.7
20.2,0.0,67.5,39.0,60.0,67.0,2.0,3.0,28.1,0,1011.8,9.5,30.0,1015.3
24.0,0.0,0.0,39.0,71.0,56.0,6.0,1.0,27.3,0,1010.5,8.9,28.0,1014.7
25.2,0.0,67.5,39.0,70.0,64.0,4.0,2.0,28.8,0,1014.6,9.8,31.0,1017.6
23.6,1.2,90.0,39.0,92.0,72.0,8.0,8.0,24.0,1,1015.7,0.3,28.0,1018.3
22.6,7.6,67.5,35.0,71.0,65.0,5.0,7.0,25.7,1,1014.8,4.5,22.0,1018.1
23.0,0.0,67.5,37.0,63.0,57.0,3.0,2.0,27.8,0,1014.5,11.4,30.0,1016.7
23.3,0.0,90.0,52.0,59.0,58.0,4.0,1.0,27.9,0,1015.2,11.6,33.0,1018.5
22.6,0.0,90.0,48.0,49.0,53.0,2.0,1.0,28.2,0,1013.9,11.4,28.0,1018.2
19.3,0.0,90.0,52.0,51.0,54.0,6.0,3.0,28.3,0,1012.9,9.0,33.0,1016.6
21.2,0.0,67.5,41.0,59.0,63.0,7.0,6.0,27.7,0,1012.6,8.5,31.0,1015.6
23.7,0.0,67.5,37.0,56.0,57.0,5.0,1.0,28.1,0,1011.3,10.5,30.0,1015.3
22.5,0.0,45.0,35.0,54.0,51.0,6.0,1.0,28.1,0,1011.5,11.5,28.0,1014.7
21.2,0.0,67.5,33.0,54.0,46.0,6.0,1.0,27.3,0,1014.2,11.7,22.0,1017.2
23.0,0.0,45.0,39.0,55.0,59.0,3.0,2.0,28.2,0,1015.9,11.7,31.0,1018.6
22.4,0.0,67.5,39.0,58.0,57.0,4.0,1.0,28.3,0,1015.5,11.3,30.0,1018.3
24.5,0.0,45.0,39.0,54.0,46.0,3.0,2.0,27.7,0,1015.8,11.7,28.0,1019.0
23.7,0.0,45.0,35.0,51.0,47.0,6.0,1.0,27.7,0,1013.4,11.2,22.0,1017.4
20.1,0.0,0.0,37.0,59.0,52.0,5.0,1.0,27.9,0,1011.1,11.4,20.0,1014.7
21.6,0.0,67.5,41.0,59.0,53.0,4.0,6.0,28.3,0,1011.9,11.6,30.0,1014.2
24.4,0.0,45.0,48.0,66.0,63.0,6.0,3.0,29.0,0,1012.8,10.4,33.0,1015.5
20.6,97.2,90.0,52.0,76.0,65.0,7.0,3.0,25.8,1,1014.6,8.8,31.0,1017.4
21.8,0.0,45.0,43.0,46.0,53.0,1.0,1.0,27.0,0,1013.9,11.8,33.0,1017.8
18.3,0.0,45.0,35.0,52.0,55.0,1.0,1.0,26.5,0,1013.3,12.0,28.0,1015.8
20.2,0.0,67.5,48.0,53.0,52.0,5.0,2.0,28.3,0,1015.2,11.1,31.0,1017.5
20.7,21.8,90.0,56.0,64.0,63.0,4.0,3.0,26.6,1,1014.1,10.2,28.0,1017.8
22.0,0.0,67.5,39.0,58.0,59.0,3.0,2.0,26.2,0,1012.6,11.8,30.0,1016.0
22.4,0.0,67.5,41.0,57.0,55.0,3.0,2.0,27.0,0,1011.6,12.0,31.0,1015.4
20.4,0.0,67.5,37.0,54.0,50.0,2.0,4.0,26.9,0,1010.9,12.3,28.0,1014.3
21.5,0.0,45.0,35.0,54.0,51.0,3.0,2.0,26.9,0,1009.2,11.7,28.0,1012.7
22.1,0.0,67.5,37.0,65.0,66.0,6.0,2.0,27.6,0,1009.3,11.6,28.0,1012.6
25.5,0.0,67.5,43.0,70.0,66.0,6.0,6.0,28.1,0,1010.4,8.6,33.0,1013.0
24.9,0.0,67.5,33.0,65.0,66.0,7.0,6.0,27.0,0,1010.7,1.5,20.0,1013.4
23.2,0.0,45.0,35.0,68.0,55.0,7.0,4.0,27.8,0,1009.7,6.3,22.0,1013.0
24.1,0.0,22.5,37.0,68.0,61.0,4.0,3.0,27.7,0,1008.5,10.2,24.0,1012.2
24.9,0.0,22.5,35.0,67.0,59.0,3.0,2.0,27.9,0,1007.0,12.1,24.0,1010.3
25.6,0.0,22.5,52.0,70.0,66.0,5.0,6.0,27.9,0,1004.6,8.4,37.0,1009.2
22.4,3.8,67.5,31.0,72.0,68.0,6.0,7.0,27.0,1,1006.8,5.7,13.0,1010.3
25.2,0.0,0.0,30.0,71.0,67.0,7.0,7.0,28.8,0,1007.7,2.6,17.0,1010.3
22.7,2.2,0.0,31.0,71.0,66.0,7.0,7.0,27.4,1,1006.8,5.3,15.0,1011.4
25.4,0.4,0.0,39.0,67.0,65.0,5.0,4.0,29.5,0,1006.3,9.3,26.0,1009.2
23.2,4.8,67.5,37.0,93.0,70.0,7.0,5.0,23.3,1,1006.0,4.9,28.0,1009.7
23.3,4.6,112.5,52.0,73.0,91.0,4.0,7.0,29.1,1,1004.7,5.2,28.0,1007.4
24.6,3.6,0.0,37.0,73.0,59.0,7.0,6.0,27.6,1,1004.7,8.8,20.0,1008.2
24.3,0.2,0.0,30.0,69.0,65.0,7.0,8.0,29.2,0,1003.0,0.9,9.0,1005.3
23.2,0.0,45.0,30.0,58.0,54.0,6.0,3.0,30.5,0,1002.9,11.5,15.0,1006.5
26.0,0.0,90.0,44.0,65.0,61.0,6.0,7.0,30.2,0,1008.4,9.4,24.0,1010.2
25.9,0.4,90.0,46.0,73.0,46.0,7.0,6.0,27.6,0,1010.3,4.6,31.0,1012.9
23.8,0.0,67.5,33.0,59.0,56.0,4.0,6.0,28.2,0,1008.4,7.6,20.0,1012.0
24.7,0.0,0.0,31.0,75.0,62.0,7.0,7.0,28.6,0,1007.6,6.8,13.0,1010.4
25.2,0.0,67.5,48.0,60.0,60.0,2.0,6.0,30.4,0,1012.2,8.9,35.0,1014.3
23.9,4.0,67.5,48.0,56.0,51.0,7.0,6.0,28.1,1,1011.9,10.2,35.0,1016.8
22.4,0.0,67.5,43.0,48.0,46.0,2.0,1.0,28.6,0,1011.0,11.8,31.0,1014.4
21.0,0.0,45.0,37.0,52.0,46.0,1.0,1.0,27.4,0,1009.3,11.9,24.0,1012.0
21.0,0.0,0.0,33.0,62.0,49.0,4.0,1.0,26.9,0,1006.2,12.2,24.0,1008.9
24.2,0.0,67.5,33.0,60.0,47.0,1.0,1.0,30.0,0,1007.8,12.5,26.0,1009.6
25.3,0.8,67.5,48.0,69.0,61.0,4.0,2.0,28.4,0,1012.2,10.8,31.0,1014.7
24.9,0.2,90.0,50.0,56.0,54.0,4.0,4.0,29.6,0,1011.6,9.1,35.0,1015.0
23.2,0.0,67.5,48.0,49.0,46.0,1.0,1.0,28.0,0,1009.3,12.6,35.0,1013.4
23.2,0.0,45.0,35.0,56.0,56.0,3.0,1.0,28.4,0,1007.6,12.5,24.0,1010.4
23.6,0.0,0.0,37.0,59.0,47.0,4.0,1.0,28.0,0,1006.8,11.0,17.0,1010.3
24.6,0.0,67.5,35.0,53.0,45.0,5.0,6.0,29.6,0,1005.6,10.7,17.0,1008.3
25.1,0.0,45.0,39.0,59.0,45.0,3.0,2.0,29.7,0,1007.3,11.8,17.0,1010.0
24.4,0.2,90.0,54.0,68.0,72.0,6.0,4.0,28.6,0,1009.1,8.5,26.0,1011.4
24.2,0.6,67.5,43.0,56.0,45.0,6.0,6.0,28.6,0,1010.1,12.3,33.0,1012.8
23.7,0.0,90.0,50.0,51.0,38.0,3.0,3.0,30.2,0,1010.5,12.2,33.0,1013.3
23.5,0.0,67.5,56.0,54.0,46.0,3.0,1.0,29.4,0,1011.4,12.6,28.0,1013.7
23.9,0.0,90.0,52.0,48.0,49.0,2.0,3.0,29.7,0,1011.5,10.7,35.0,1014.2
24.4,0.0,90.0,59.0,52.0,48.0,4.0,3.0,29.0,0,1012.4,9.7,39.0,1014.5
24.0,0.0,67.5,54.0,55.0,49.0,7.0,7.0,28.3,0,1012.1,11.0,37.0,1015.2
22.4,0.2,67.5,48.0,54.0,50.0,3.0,2.0,28.6,0,1011.5,10.8,33.0,1014.1
23.0,0.0,67.5,44.0,52.0,52.0,3.0,1.0,28.5,0,1010.8,12.6,35.0,1013.9
24.1,0.0,45.0,41.0,51.0,54.0,3.0,1.0,29.3,0,1011.3,12.3,31.0,1013.3
24.8,0.0,67.5,37.0,54.0,49.0,2.0,1.0,28.9,0,1010.7,12.1,30.0,1013.4
21.2,3.4,67.5,41.0,83.0,61.0,7.0,7.0,26.3,1,1010.8,4.2,31.0,1013.3
25.2,0.0,67.5,37.0,55.0,49.0,3.0,1.0,28.4,0,1008.6,12.3,28.0,1012.0
22.4,0.0,0.0,39.0,54.0,51.0,4.0,7.0,29.5,0,1006.2,9.5,20.0,1009.9
23.3,0.0,22.5,31.0,60.0,45.0,3.0,1.0,28.9,0,1007.3,12.4,15.0,1010.2
25.7,0.0,45.0,37.0,55.0,45.0,3.0,1.0,30.2,0,1008.5,12.1,17.0,1011.0
22.0,0.0,0.0,31.0,60.0,47.0,3.0,1.0,30.2,0,1008.4,12.1,24.0,1011.0
25.9,0.0,0.0,39.0,64.0,55.0,4.0,1.0,30.1,0,1006.2,12.3,24.0,1010.8
27.0,0.0,0.0,39.0,65.0,61.0,5.0,4.0,30.5,0,1007.3,11.7,28.0,1009.5
26.3,0.0,45.0,35.0,58.0,49.0,4.0,1.0,29.7,0,1008.2,11.4,20.0,1011.8
26.7,0.0,22.5,35.0,64.0,58.0,6.0,1.0,29.4,0,1004.9,11.2,19.0,1009.6
27.3,0.0,0.0,35.0,67.0,61.0,3.0,3.0,30.9,0,1002.2,10.9,22.0,1007.6
28.2,0.0,0.0,37.0,72.0,62.0,7.0,3.0,30.4,0,1003.3,8.9,15.0,1006.8
27.8,0.0,67.5,35.0,61.0,52.0,3.0,1.0,30.7,0,1006.3,11.1,28.0,1007.8
25.7,0.0,67.5,37.0,64.0,55.0,2.0,4.0,29.4,0,1006.7,10.4,28.0,1008.6
26.6,2.4,67.5,46.0,78.0,64.0,6.0,7.0,28.7,1,1008.1,3.8,30.0,1009.8
24.8,9.2,45.0,41.0,68.0,59.0,5.0,6.0,29.4,1,1009.4,4.4,22.0,1011.5
24.1,2.0,67.5,44.0,65.0,58.0,6.0,3.0,29.2,1,1010.1,10.2,30.0,1012.7
24.7,0.6,67.5,48.0,84.0,54.0,7.0,7.0,26.3,0,1009.5,2.9,31.0,1013.1
24.8,0.8,90.0,50.0,54.0,48.0,4.0,2.0,29.1,0,1008.7,10.4,33.0,1011.9
24.7,0.0,67.5,59.0,53.0,52.0,7.0,4.0,29.5,0,1008.8,10.3,35.0,1011.5
24.6,0.0,90.0,57.0,59.0,54.0,7.0,7.0,28.7,0,1010.4,3.5,31.0,1012.2
22.7,1.0,90.0,57.0,57.0,44.0,5.0,7.0,29.2,0,1010.8,11.0,41.0,1013.4
22.9,0.4,90.0,54.0,54.0,53.0,7.0,7.0,29.0,0,1009.5,9.0,33.0,1012.8
25.0,0.0,67.5,43.0,52.0,43.0,7.0,7.0,29.2,0,1008.1,2.1,30.0,1011.1
23.3,0.0,45.0,41.0,57.0,55.0,5.0,4.0,29.3,0,1007.4,11.6,31.0,1010.6
23.4,0.0,0.0,35.0,59.0,49.0,4.0,7.0,29.0,0,1006.1,8.7,24.0,1008.6
24.4,0.0,22.5,41.0,57.0,52.0,6.0,6.0,30.7,0,1006.1,10.0,26.0,1008.4
26.7,0.0,45.0,35.0,66.0,53.0,6.0,4.0,28.9,0,1007.2,10.9,19.0,1009.4
25.8,0.0,67.5,39.0,58.0,53.0,4.0,2.0,30.0,0,1008.4,12.3,33.0,1010.7
27.1,0.0,67.5,44.0,62.0,61.0,5.0,5.0,30.6,0,1009.3,10.7,33.0,1011.6
25.5,0.0,45.0,39.0,58.0,63.0,3.0,5.0,30.5,0,1006.6,7.9,31.0,1010.2
27.0,0.0,67.5,39.0,67.0,62.0,7.0,7.0,30.3,0,1005.0,9.4,26.0,1008.3
25.8,0.0,90.0,61.0,56.0,50.0,7.0,6.0,31.5,0,1006.4,6.5,37.0,1008.6
23.4,21.8,135.0,54.0,63.0,50.0,7.0,7.0,27.9,1,1006.5,6.9,35.0,1009.8
26.0,0.0,112.5,63.0,63.0,52.0,7.0,7.0,28.7,0,1005.4,6.8,41.0,1008.1
26.3,0.2,112.5,57.0,52.0,37.0,6.0,5.0,30.2,0,1001.5,9.7,31.0,1006.0
24.7,0.0,225.0,63.0,72.0,93.0,8.0,8.0,25.0,0,998.8,0.0,30.0,1002.0
21.8,39.0,225.0,59.0,73.0,56.0,7.0,6.0,24.3,1,998.9,8.0,17.0,1000.3
24.3,0.2,67.5,33.0,75.0,69.0,5.0,4.0,29.4,0,999.2,10.5,20.0,1002.3
25.3,38.2,112.5,44.0,74.0,89.0,7.0,7.0,28.0,1,1002.9,3.2,13.0,1005.7
24.9,10.0,90.0,50.0,66.0,62.0,7.0,7.0,27.3,1,1003.6,3.0,31.0,1006.4
23.1,0.0,90.0,46.0,61.0,61.0,7.0,4.0,28.3,0,1005.7,10.4,33.0,1008.1
24.3,0.0,90.0,44.0,62.0,58.0,4.0,7.0,28.5,0,1007.4,7.7,31.0,1009.6
22.5,0.4,90.0,50.0,64.0,68.0,7.0,8.0,27.8,0,1006.8,0.8,28.0,1009.2
22.8,7.0,112.5,59.0,83.0,65.0,7.0,7.0,25.8,1,1006.8,1.4,35.0,1008.7
24.2,0.8,112.5,46.0,64.0,65.0,6.0,7.0,29.0,0,1006.4,8.2,35.0,1009.8
24.6,16.0,22.5,48.0,83.0,86.0,7.0,7.0,27.7,1,1009.4,2.8,17.0,1011.5
25.3,22.8,67.5,41.0,78.0,70.0,5.0,4.0,28.6,1,1009.5,10.6,28.0,1011.8
24.3,1.2,112.5,43.0,72.0,72.0,5.0,3.0,28.2,1,1008.7,10.8,30.0,1011.1
23.6,0.0,67.5,41.0,61.0,65.0,2.0,2.0,27.6,0,1009.2,11.7,28.0,1011.8
22.2,0.0,67.5,37.0,62.0,58.0,1.0,2.0,26.9,0,1008.8,10.8,28.0,1011.7
21.8,0.0,67.5,33.0,67.0,60.0,3.0,1.0,27.6,0,1006.1,11.7,24.0,1010.2
23.7,0.0,0.0,31.0,63.0,58.0,4.0,3.0,28.1,0,1003.8,11.9,22.0,1007.5
26.6,0.0,225.0,39.0,70.0,74.0,5.0,8.0,29.6,0,1003.0,5.0,13.0,1006.1
22.7,7.0,22.5,46.0,83.0,87.0,7.0,8.0,27.4,1,1004.7,4.5,20.0,1006.7
24.0,164.6,45.0,50.0,94.0,86.0,8.0,7.0,25.0,1,1005.0,0.0,15.0,1007.1
24.6,69.8,67.5,54.0,96.0,92.0,7.0,8.0,25.7,1,1002.6,0.3,7.0,1005.5
25.5,28.0,45.0,35.0,86.0,78.0,6.0,7.0,28.1,1,1002.8,9.7,19.0,1005.4
25.9,6.0,90.0,39.0,85.0,82.0,7.0,3.0,28.7,1,1006.0,7.5,20.0,1008.2
24.5,3.6,67.5,44.0,78.0,69.0,7.0,6.0,28.0,1,1007.4,8.2,30.0,1009.7
24.1,0.6,112.5,52.0,75.0,74.0,7.0,7.0,27.7,0,1009.1,7.1,31.0,1011.5
23.3,0.2,112.5,44.0,67.0,67.0,2.0,7.0,27.4,0,1010.0,7.7,31.0,1012.9
22.8,0.0,45.0,35.0,61.0,67.0,1.0,7.0,27.4,0,1008.7,7.6,26.0,1012.5
22.7,0.0,45.0,35.0,62.0,64.0,1.0,2.0,27.6,0,1008.8,12.0,26.0,1012.0
24.4,0.4,90.0,39.0,69.0,62.0,4.0,2.0,28.3,0,1009.5,11.0,28.0,1011.9
23.2,0.0,67.5,33.0,57.0,56.0,2.0,6.0,27.8,0,1009.3,11.1,26.0,1012.2
24.6,0.0,45.0,41.0,64.0,59.0,7.0,5.0,27.9,0,1008.1,8.5,30.0,1011.7
22.3,0.0,45.0,35.0,59.0,59.0,5.0,4.0,27.9,0,1008.7,10.9,30.0,1012.3
22.9,0.0,112.5,46.0,63.0,59.0,4.0,3.0,29.1,0,1010.7,7.8,28.0,1013.0
22.9,0.2,135.0,50.0,72.0,89.0,7.0,7.0,25.8,0,1012.4,3.3,19.0,1015.3
22.5,3.2,112.5,44.0,67.0,59.0,2.0,1.0,26.9,1,1010.4,10.7,31.0,1014.1
22.1,0.0,112.5,52.0,60.0,44.0,4.0,5.0,27.6,0,1009.9,10.8,33.0,1013.0
20.9,0.0,112.5,41.0,60.0,49.0,7.0,7.0,27.1,0,1009.1,7.4,22.0,1013.0
22.9,0.2,135.0,33.0,59.0,52.0,7.0,7.0,25.9,0,1008.3,1.5,15.0,1011.3
25.3,0.0,180.0,48.0,55.0,63.0,7.0,8.0,27.4,0,1006.3,2.0,28.0,1008.2
23.9,0.0,157.5,44.0,60.0,54.0,7.0,8.0,26.5,0,1008.5,4.5,20.0,1010.9
24.4,0.0,157.5,39.0,62.0,57.0,7.0,7.0,26.8,0,1009.6,2.2,15.0,1012.3
21.6,0.0,90.0,39.0,60.0,64.0,3.0,7.0,28.1,0,1010.3,2.2,26.0,1013.5
20.3,0.0,45.0,37.0,58.0,57.0,1.0,2.0,26.9,0,1010.6,10.9,28.0,1014.5
21.3,0.0,67.5,37.0,63.0,59.0,2.0,2.0,27.4,0,1010.9,10.7,30.0,1014.5
20.6,0.0,45.0,31.0,61.0,43.0,2.0,1.0,27.6,0,1010.7,11.2,22.0,1014.3
20.7,0.0,45.0,28.0,66.0,35.0,2.0,1.0,28.0,0,1011.0,11.5,15.0,1015.3
22.6,0.0,45.0,26.0,65.0,57.0,3.0,1.0,27.9,0,1012.5,11.1,15.0,1015.9
23.2,0.0,45.0,37.0,64.0,55.0,4.0,1.0,28.4,0,1014.0,10.8,28.0,1016.8
22.9,0.0,112.5,44.0,56.0,53.0,2.0,5.0,28.2,0,1011.4,9.9,31.0,1015.6
